gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Zdhhc18	chr4	133605298	133650153	0.0714403670558978	1.15353190944213e-07	Hypermethylated	0	1	-1
Ldlr	chr9	21723482	21749918	0.100539794570548	1.16511337974507e-07	Hypermethylated	0	1	-1
Inka2	chr3	105704598	105720841	0.178325738599	1.17290214481695e-07	Hypermethylated	0	1	-1
Mpzl1	chr1	165592239	165634537	0.0612258596593298	1.19618304758007e-07	Hypermethylated	1	1	0
Stk39	chr2	68210444	68472267	0.0215728915428841	1.21361691633908e-07	Hypermethylated	1	1	0
Ptprb	chr10	116275522	116389534	0.0343481746136953	1.21699068348502e-07	Hypermethylated	0	0	0
Ntm	chr9	28994749	29963140	0.0158823759226443	1.22294937297644e-07	Hypermethylated	19	1	18
Pcdhga7	chr18	37714763	37841872	0.0343543186990882	1.24257308158495e-07	Hypermethylated	0	0	0
Fzd7	chr1	59482423	59486954	0.312127083843246	1.2920169834578e-07	Hypermethylated	0	6	-6
Cnksr3	chr10	7119062	7212236	0.0614780456639406	1.29641421535683e-07	Hypermethylated	2	3	-1
Xkr6	chr14	63606502	63820808	0.0443486505875873	1.29666866185451e-07	Hypermethylated	1	0	1
Mical3	chr6	120931706	121130998	0.0397773393195522	1.29877153493796e-07	Hypermethylated	1	1	0
Abcc4	chr14	118482691	118706218	-0.0175740290955999	1.31724629118546e-07	Hypomethylated	2	0	2
Api5	chr2	94411681	94438135	0.072142427049713	1.33238074460385e-07	Hypermethylated	0	1	-1
Cachd1	chr4	100776674	101029219	-0.0213722364557906	1.38324083886305e-07	Hypomethylated	0	0	0
Mettl15	chr2	109092296	109280747	0.0265665154990093	1.44761002064884e-07	Hypermethylated	0	0	0
Klhl3	chr13	58000227	58113591	0.0458384728899439	1.44761002064884e-07	Hypermethylated	0	1	-1
Ppp1cb	chr5	32458842	32517432	0.0584181784759894	1.4592523593094e-07	Hypermethylated	0	2	-2
Lca5	chr9	83390292	83441126	0.0412433619143997	1.4592523593094e-07	Hypermethylated	0	0	0
Suclg2	chr6	95473008	95718799	-0.0207307441596638	1.46548753436644e-07	Hypomethylated	0	0	0
Creb1	chr1	64532644	64604547	0.0445204434827735	1.46690462672451e-07	Hypermethylated	1	1	0
Usp30	chr5	114065460	114124719	0.0623759130900485	1.47598587826028e-07	Hypermethylated	0	0	0
Fstl5	chr3	76074269	76710018	0.0189368879484633	1.47801751269055e-07	Hypermethylated	3	0	3
Ppp3r1	chr11	17159262	17200374	0.064810131149711	1.51999576303656e-07	Hypermethylated	0	0	0
Zdhhc21	chr4	82798737	82859957	0.0595154099024953	1.52512174790632e-07	Hypermethylated	0	0	0
Polr3h	chr15	81888227	81926239	0.081285654823932	1.65061968040644e-07	Hypermethylated	0	1	-1
Slain1	chr14	103650227	103704906	0.0536584112519751	1.68423762193881e-07	Hypermethylated	0	0	0
Tspan9	chr6	127961395	128143593	0.0445033947585989	1.73379974064615e-07	Hypermethylated	1	5	-4
Spag9	chr11	93996090	94126084	0.0384549659220171	1.78564070984295e-07	Hypermethylated	0	0	0
Rassf8	chr6	145746747	145821078	0.0553014933676206	1.78789217031013e-07	Hypermethylated	0	1	-1
Hsp90b1	chr10	86690208	86705508	0.0754142977023783	1.79123412741146e-07	Hypermethylated	0	0	0
Pcdhgb2	chr18	37689827	37841872	0.0295542704788649	1.82182120460907e-07	Hypermethylated	0	0	0
Arhgap15	chr2	43748823	44395952	-0.0118693394198118	1.83122427071476e-07	Hypomethylated	1	0	1
Podxl2	chr6	88842557	88875043	0.114338017537624	1.83918637552418e-07	Hypermethylated	0	0	0
Bcl2l1	chr2	152780667	152831727	0.0802848705563615	1.84115966799996e-07	Hypermethylated	0	0	0
AL731706.1	chr2	136881270	136891388	0.119611965399796	1.86169986699454e-07	Hypermethylated	0	0	0
Gm44973	chr7	5015495	5033096	0.0542466699267917	1.87351252374182e-07	Hypermethylated	0	0	0
Acot7	chr4	152178133	152271854	0.0798855437018083	1.90101091392638e-07	Hypermethylated	0	1	-1
Pcdhga5	chr18	37694379	37841872	0.0306667207563707	1.92240709837271e-07	Hypermethylated	0	0	0
Sh3rf1	chr8	61223871	61396070	-0.0219207768713311	2.04358742805953e-07	Hypomethylated	1	0	1
Mthfd1l	chr10	3973117	4167080	0.0275278622038634	2.10022401095098e-07	Hypermethylated	1	0	1
Sema6d	chr2	124089968	124667769	0.0159547955147259	2.11484003041214e-07	Hypermethylated	1	0	1
St3gal3	chr4	117932153	118134913	0.0338141266597164	2.13082243819916e-07	Hypermethylated	0	0	0
Zc3h15	chr2	83644434	83664621	0.0814071690757601	2.15368467921083e-07	Hypermethylated	0	0	0
Picalm	chr7	90130212	90213464	0.0522651995054939	2.20105605625892e-07	Hypermethylated	0	0	0
Morc2a	chr11	3649190	3690476	0.0551084774062174	2.20632660151529e-07	Hypermethylated	1	0	1
Strbp	chr2	37483227	37703858	0.0350994119469389	2.22123598323392e-07	Hypermethylated	0	0	0
Marveld2	chr13	100595956	100616970	0.0742853465555622	2.25675626690903e-07	Hypermethylated	0	1	-1
Atp5o	chr16	91684397	91926981	0.0257199911688878	2.26938023307167e-07	Hypermethylated	0	0	0
Epha4	chr1	77367184	77515087	-0.0267654550547169	2.2731202257501e-07	Hypomethylated	1	0	1
Hivep3	chr4	119733783	120138044	0.034819217796224	2.2731202257501e-07	Hypermethylated	2	3	-1
C2cd2	chr16	97855208	97962597	0.0531922967414831	2.29215680806423e-07	Hypermethylated	0	0	0
Pclo	chr5	14514917	14863458	0.0253558590498776	2.36483086275572e-07	Hypermethylated	2	0	2
Rcbtb1	chr14	59201208	59237264	0.0685565656424912	2.3725964039545e-07	Hypermethylated	0	0	0
Gm20716	chr2	168180985	168230363	0.0625112619758672	2.38063059226685e-07	Hypermethylated	0	0	0
Rnf185	chr11	3415981	3452362	0.077183707722851	2.43941892874934e-07	Hypermethylated	0	0	0
Pcdhga4	chr18	37685209	37841872	0.0286422720539989	2.45563829468989e-07	Hypermethylated	0	0	0
Rab40c	chr17	25882113	25919726	0.0651151676275847	2.47843173769474e-07	Hypermethylated	0	0	0
Osbpl1a	chr18	12755313	12941840	0.0282466400184642	2.53159263951692e-07	Hypermethylated	0	1	-1
Bank1	chr3	136053362	136326065	0.0220763926364193	2.57942514028722e-07	Hypermethylated	0	0	0
Igf2r	chr17	12682405	12769663	0.0639521521486055	2.57942514028722e-07	Hypermethylated	0	0	0
Arnt	chr3	95434387	95497239	0.0480341056133367	2.62639070648705e-07	Hypermethylated	0	0	0
Ephb1	chr9	101922127	102354692	-0.0253125899034824	2.71991405946188e-07	Hypomethylated	2	0	2
Sap30	chr8	57482706	57487859	0.238656687743644	2.72746342891198e-07	Hypermethylated	0	0	0
Akap1	chr11	88830791	88864585	0.110727651180007	2.7819852405413e-07	Hypermethylated	0	0	0
Lrrfip2	chr9	111117591	111225667	0.0349531122770631	2.83231892140141e-07	Hypermethylated	0	0	0
Stmn2	chr3	8509359	8561605	0.0556936558928717	2.95070690597973e-07	Hypermethylated	0	0	0
Lcmt1	chr7	123369783	123430357	0.0554289937655249	2.9532266613606e-07	Hypermethylated	0	1	-1
Txndc16	chr14	45133464	45220327	0.0343838222634589	2.96108207634648e-07	Hypermethylated	0	0	0
Sobp	chr10	43002499	43174529	-0.0300675256933483	2.97637161975712e-07	Hypomethylated	2	0	2
Arhgef37	chr18	61491656	61536593	0.0838651899089745	2.99542221502295e-07	Hypermethylated	0	0	0
Srgap1	chr10	121780990	122047314	-0.0174098529612787	3.02700515166226e-07	Hypomethylated	2	0	2
Pcdhga9	chr18	37736935	37841869	0.040028090091655	3.04774208939214e-07	Hypermethylated	0	0	0
Atp2a2	chr5	122453512	122502224	0.0569349050814578	3.22292859736479e-07	Hypermethylated	0	0	0
Tafa2	chr10	123263995	123741203	-0.0134791978402583	3.24345669180306e-07	Hypomethylated	1	0	1
Cdk15	chr1	59256905	59352992	0.0447187214612499	3.27593619584027e-07	Hypermethylated	0	1	-1
Itprid2	chr2	79635351	79672965	0.0607145605940339	3.32020438260617e-07	Hypermethylated	0	0	0
Kcnmb4	chr10	116417860	116473877	0.053973200208688	3.32623801630592e-07	Hypermethylated	0	0	0
Sipa1l2	chr8	125418062	125569807	0.0413064859353736	3.32859919266812e-07	Hypermethylated	3	0	3
Smad5	chr13	56703009	56742376	0.0675828379502877	3.35407550617619e-07	Hypermethylated	0	1	-1
Cd276	chr9	58524297	58555436	0.100958670908097	3.4192995554106e-07	Hypermethylated	0	2	-2
Ddx42	chr11	106216925	106249138	0.053804969629955	3.44917836823053e-07	Hypermethylated	0	0	0
Dcun1d1	chr3	35892104	35937444	0.0588529562903138	3.46081160675331e-07	Hypermethylated	0	0	0
Btbd8	chr5	107437996	107511206	0.0465419820771229	3.46751171322296e-07	Hypermethylated	0	0	0
Prune1	chr3	95253673	95282075	0.0896434179290037	3.47665552843117e-07	Hypermethylated	0	1	-1
Tnrc18	chr5	142724660	142817661	-0.0682887867191961	3.56920490815789e-07	Hypomethylated	4	0	4
Usp28	chr9	48985374	49042516	0.0475985959960546	3.65789632713612e-07	Hypermethylated	0	0	0
Csnk1a1	chr18	61555273	61590060	0.0720257840276092	3.76729544588893e-07	Hypermethylated	0	0	0
Msi2	chr11	88339381	88718512	-0.0284909845887042	3.85022459739685e-07	Hypomethylated	2	0	2
Atp11b	chr3	35754105	35856275	0.0377121829913389	3.8720693666498e-07	Hypermethylated	0	0	0
Sptbn1	chr11	30099394	30268174	0.0366165071749668	3.95972451376624e-07	Hypermethylated	1	0	1
Prkar1b	chr5	139017305	139150000	0.0553170697935081	3.98969479899884e-07	Hypermethylated	0	1	-1
Dut	chr2	125247189	125258607	0.0850789375941996	4.01307218908222e-07	Hypermethylated	0	0	0
Galnt15	chr14	32028988	32062196	0.0870416636655924	4.02384756102068e-07	Hypermethylated	0	1	-1
Gnai2	chr9	107614124	107635366	0.117535873927109	4.12688774660339e-07	Hypermethylated	0	0	0
Wasl	chr6	24613804	24665008	0.0575018733339616	4.19123222782753e-07	Hypermethylated	0	0	0
Rims3	chr4	120854815	120896578	0.119404301900481	4.19347972509643e-07	Hypermethylated	0	5	-5
Cwc22	chr2	77881158	77946374	0.0428235270462274	4.26573766061034e-07	Hypermethylated	0	1	-1
Arpp21	chr9	112065090	112235937	0.0361622138972345	4.34786180781192e-07	Hypermethylated	0	7	-7
Rptor	chr11	119602904	119899575	0.0381238653077144	4.36723775316721e-07	Hypermethylated	0	0	0
Nt5c2	chr19	46883316	47015152	0.0391853772642112	4.36723775316721e-07	Hypermethylated	0	0	0
Pbx3	chr2	34171456	34373141	0.0277705323674005	4.37786001930584e-07	Hypermethylated	0	0	0
Tmem62	chr2	120977016	121007851	0.0974525673743346	4.52983499820382e-07	Hypermethylated	0	0	0
Ubac2	chr14	121878619	122021033	0.0324098501016663	4.57997704946837e-07	Hypermethylated	0	0	0
Cop1	chr1	159232319	159347639	0.0375265146607939	4.6553458247648e-07	Hypermethylated	2	0	2
Crhr1	chr11	104132854	104175522	0.0891436191721405	4.67661495144275e-07	Hypermethylated	0	0	0
Senp6	chr9	80066902	80144952	0.0478061639155346	4.68554017256505e-07	Hypermethylated	0	0	0
Brwd1	chr16	95992091	96082525	0.0316332636012868	4.71853989546213e-07	Hypermethylated	0	0	0
Pcdhgb1	chr18	37680232	37841869	0.0269588511658639	5.08593535722224e-07	Hypermethylated	0	0	0
Akt3	chr1	177020072	177258202	0.0340728134383692	5.13728011462688e-07	Hypermethylated	2	0	2
Ndufs4	chr13	114287794	114388257	0.0402523154622982	5.19281273841726e-07	Hypermethylated	0	0	0
Pikfyve	chr1	65186682	65278694	0.0355808925214209	5.25808297531223e-07	Hypermethylated	0	0	0
Gria4	chr9	4417895	4796233	-0.0270647706508385	5.29170061458798e-07	Hypomethylated	2	0	2
Rnf24	chr2	131298063	131352891	0.0538335447271554	5.35389426029692e-07	Hypermethylated	0	0	0
Zfp644	chr5	106616738	106697286	0.0456596923135113	5.39006104879529e-07	Hypermethylated	0	0	0
Foxj2	chr6	122819913	122845365	0.105810910829953	5.39006104879529e-07	Hypermethylated	0	0	0
Ppm1k	chr6	57506501	57535467	0.0672283421622532	5.46383648602213e-07	Hypermethylated	0	0	0
Ppm1g	chr5	31202663	31220686	0.0804398125316218	5.51203533787356e-07	Hypermethylated	0	0	0
Grk2	chr19	4286000	4306221	0.146431061954838	5.53580738852675e-07	Hypermethylated	0	1	-1
Camk2b	chr11	5969643	6066361	0.0704037056300919	5.5698076454924e-07	Hypermethylated	1	0	1
Jmy	chr13	93430100	93499807	0.052448435723574	5.58993039862268e-07	Hypermethylated	0	0	0
Amfr	chr8	93971587	94012841	0.0711902547973962	5.60559386754262e-07	Hypermethylated	0	0	0
Pak7	chr2	136081103	136387966	0.0263918320515242	5.79478638960102e-07	Hypermethylated	0	0	0
Tmem163	chr1	127486545	127679547	0.0465105455119406	5.8108195747582e-07	Hypermethylated	1	1	0
Ngly1	chr14	16249279	16311925	0.0530261285603043	5.86091741661709e-07	Hypermethylated	0	2	-2
Nfkb1	chr3	135584654	135691546	0.0297007568339706	5.93733920415498e-07	Hypermethylated	0	1	-1
Gm44965	chr6	48593940	48619277	0.0689581765154293	5.9647973636245e-07	Hypermethylated	0	0	0
Emcn	chr3	137341066	137432184	0.0393418458926756	5.9898327784113e-07	Hypermethylated	1	1	0
Siah2	chr3	58674937	58692399	0.101026871466118	6.0871066627397e-07	Hypermethylated	0	1	-1
Fam110b	chr4	5644089	6108222	0.0187869188108652	6.10889155907909e-07	Hypermethylated	1	1	0
Tatdn1	chr15	58890154	58933737	0.0541096643689779	6.10889155907909e-07	Hypermethylated	2	0	2
Ppfia1	chr7	144476757	144553728	0.070112595178527	6.1313059179665e-07	Hypermethylated	0	0	0
Irs2	chr8	10984680	11008457	0.101011575173482	6.19376915000595e-07	Hypermethylated	1	1	0
Kdm5b	chr1	134560170	134635284	0.043339567843837	6.24562343005107e-07	Hypermethylated	0	0	0
Ergic1	chr17	26561488	26656933	0.0593278756914652	6.46648792617195e-07	Hypermethylated	2	0	2
Asap1	chr15	64086856	64382918	-0.0192598900107036	6.52018009089535e-07	Hypomethylated	5	0	5
Adamts10	chr17	33524203	33553781	0.098902323680133	6.55178273708574e-07	Hypermethylated	0	1	-1
Cep128	chr12	90998491	91384408	0.0150729516728758	6.70705180507185e-07	Hypermethylated	0	0	0
Fam49b	chr15	63929096	64060477	0.0451628384644253	6.92119371317246e-07	Hypermethylated	0	0	0
Pard3	chr8	127063892	127612285	-0.013385909472868	6.98812555104267e-07	Hypomethylated	9	0	9
Bbx	chr16	50191843	50432389	0.0172656947287584	7.04642616292569e-07	Hypermethylated	1	0	1
Foxo3	chr10	42181840	42276754	0.0418482505664938	7.17638464262053e-07	Hypermethylated	0	0	0
Gm20671	chr5	32737229	32827108	0.0441394664249626	7.20727263252534e-07	Hypermethylated	0	0	0
Mapk8ip3	chr17	24892152	24936976	0.0585723558269883	7.20727263252534e-07	Hypermethylated	0	0	0
Cmc1	chr9	118064521	118150176	0.0443316842685489	7.25005959954397e-07	Hypermethylated	0	0	0
Arid4a	chr12	71015989	71098591	0.0360551236997404	7.37196082602146e-07	Hypermethylated	0	0	0
Zc3h7b	chr15	81745056	81796259	0.058706659553541	7.37499736484337e-07	Hypermethylated	0	0	0
Zfc3h1	chr10	115384958	115432771	0.046488206259076	7.39517196584631e-07	Hypermethylated	0	0	0
Rabgap1l	chr1	160219173	160793210	0.0194166950078479	7.48022469786306e-07	Hypermethylated	0	0	0
Cdh4	chr2	179442430	179899372	-0.0229118269992334	7.48022469786306e-07	Hypomethylated	2	0	2
Dmxl2	chr9	54365157	54501625	0.0359611145908609	7.50194098942541e-07	Hypermethylated	0	0	0
Usp34	chr11	23306894	23490559	0.0286449861204647	7.6179771529449e-07	Hypermethylated	0	0	0
Vps37c	chr19	10688734	10714626	0.108042851692236	7.7210504008949e-07	Hypermethylated	0	1	-1
Tfcp2	chr15	100498011	100552007	0.0304468951438048	7.93977768377057e-07	Hypermethylated	0	0	0
Phkb	chr8	85840958	86061375	0.0243346427616357	8.05635788103074e-07	Hypermethylated	0	2	-2
Pm20d2	chr4	33174229	33189736	0.0752318145086482	8.06658406971241e-07	Hypermethylated	0	0	0
Pdcd10	chr3	75516489	75556855	0.0561333722909486	8.29147003133847e-07	Hypermethylated	0	0	0
Amer3	chr1	34579656	34590943	0.182206153981264	8.31251254095315e-07	Hypermethylated	0	1	-1
Slc9a5	chr8	105348842	105369880	0.110805275583587	8.32603505105678e-07	Hypermethylated	0	1	-1
Sdc2	chr15	32920722	33034934	0.0407624625303763	8.32987943446539e-07	Hypermethylated	0	1	-1
Kalrn	chr16	33969072	34573531	-0.0146016172150735	8.37944111256912e-07	Hypomethylated	6	0	6
Shank2	chr7	144001927	144424493	-0.0313064331354294	8.7824673555468e-07	Hypomethylated	0	0	0
Scg2	chr1	79434668	79440119	0.171447235413814	8.98770432460182e-07	Hypermethylated	0	0	0
Usp46	chr5	73998452	74068430	0.0561493839062164	9.05406385294139e-07	Hypermethylated	0	2	-2
Ing3	chr6	21949570	21976037	0.0585562313472501	9.12299522104806e-07	Hypermethylated	0	0	0
Srrm4	chr5	116439274	116591816	0.0449031024439698	9.14632058640918e-07	Hypermethylated	0	1	-1
Rock1	chr18	10064400	10182044	0.0354908391333804	9.29302431976873e-07	Hypermethylated	0	0	0
Spata7	chr12	98628156	98669814	0.0541949843572351	9.51245852081087e-07	Hypermethylated	0	0	0
Pcdhga6	chr18	37707038	37841872	0.0307755415681725	9.52757911265492e-07	Hypermethylated	0	0	0
Bhlhe41	chr6	145858242	145865557	0.117002880631814	9.5779309395505e-07	Hypermethylated	0	0	0
Ttc28	chr5	110879802	111289779	0.0232685631294137	9.79991445851674e-07	Hypermethylated	0	0	0
Asb3	chr11	30885415	31102703	0.0272939184997627	9.95404397612188e-07	Hypermethylated	0	0	0
Akap7	chr10	25169089	25307869	0.030553231088285	9.99297714858267e-07	Hypermethylated	0	0	0
Naa16	chr14	79325268	79390777	0.0441737526154809	1.04740856154625e-06	Hypermethylated	0	0	0
Pcdhgb5	chr18	37731008	37841872	0.0356985647784474	1.06640766940905e-06	Hypermethylated	0	0	0
Dnajc24	chr2	105966708	106003548	0.0750171950226551	1.0767311083055e-06	Hypermethylated	0	0	0
Slc44a1	chr4	53440412	53622477	0.0314994974173078	1.0767311083055e-06	Hypermethylated	2	0	2
Rgl1	chr1	152516759	152766350	-0.0201328333033866	1.07745935503953e-06	Hypomethylated	0	0	0
Pcdhgb4	chr18	37720368	37841869	0.032868750863689	1.07887091010983e-06	Hypermethylated	0	0	0
Arhgap21	chr2	20847918	20968880	0.0366731863931027	1.14622684682808e-06	Hypermethylated	0	0	0
Scaf8	chr17	3114971	3198858	0.0443099116287003	1.16430186288862e-06	Hypermethylated	0	0	0
Clns1a	chr7	97696633	97720795	0.0766651783068093	1.16451378357378e-06	Hypermethylated	0	0	0
Tmtc3	chr10	100443901	100487349	0.0401375464471099	1.18000741124048e-06	Hypermethylated	0	0	0
Klhdc10	chr6	30401867	30455178	0.0538051477031837	1.19195153910982e-06	Hypermethylated	0	0	0
Dcstamp	chr15	39745929	39760937	0.112150998935516	1.19431771435136e-06	Hypermethylated	0	1	-1
Slc22a4	chr11	53983122	54028089	0.0902960942585371	1.20559317712079e-06	Hypermethylated	0	0	0
Ccny	chr18	9312303	9450153	0.0375408526556114	1.21942087905523e-06	Hypermethylated	0	0	0
Rbm39	chr2	156147238	156180237	0.0634883522159188	1.26513830193679e-06	Hypermethylated	0	0	0
Churc1	chr12	76765537	76783179	0.0820660898990709	1.28048227283444e-06	Hypermethylated	0	1	-1
Esyt2	chr12	116281195	116391049	0.0380346501177083	1.35787794619938e-06	Hypermethylated	0	0	0
Srsf12	chr4	33208990	33233339	0.0551160821631808	1.37933757464649e-06	Hypermethylated	0	0	0
Antxr1	chr6	87133852	87335820	-0.0267865724124656	1.37933757464649e-06	Hypomethylated	0	0	0
Tm9sf3	chr19	41210843	41263996	0.0407402222867519	1.39395267656404e-06	Hypermethylated	0	0	0
4931406P16Rik	chr7	34236706	34313550	0.0573877547894981	1.39400229851754e-06	Hypermethylated	0	0	0
Yipf5	chr18	40203895	40219428	0.07570214145611	1.39742614700562e-06	Hypermethylated	0	0	0
Gpr85	chr6	13834457	13839941	0.101059351437405	1.40333604096195e-06	Hypermethylated	0	0	0
Pard6g	chr18	80046889	80119638	0.0641894211317593	1.4116479836079e-06	Hypermethylated	1	1	0
Crlf3	chr11	80046492	80080990	0.0583746777533682	1.41648798535317e-06	Hypermethylated	0	0	0
9530077C05Rik	chr9	22411512	22444680	0.0679758418840997	1.46825504236102e-06	Hypermethylated	0	0	0
Mpnd	chr17	56005710	56016789	0.0850416244749544	1.46825504236102e-06	Hypermethylated	0	0	0
Tom1l2	chr11	60226713	60352904	0.0430399256031991	1.476865349695e-06	Hypermethylated	0	0	0
Snx9	chr17	5841328	5931953	0.0425653149604204	1.476865349695e-06	Hypermethylated	0	0	0
Adcy8	chr15	64697083	64922295	0.025473149636407	1.4770655980871e-06	Hypermethylated	1	0	1
Ythdf3	chr3	16183211	16217036	0.0696978085222497	1.47711511056509e-06	Hypermethylated	1	0	1
Ppfia2	chr10	106470338	106935951	0.0193366417217696	1.47988950368802e-06	Hypermethylated	0	0	0
Zfp1	chr8	111643400	111671010	0.0820959684011869	1.48608148917377e-06	Hypermethylated	0	0	0
Zfp653	chr9	22055410	22071375	0.123005545655969	1.50902824614843e-06	Hypermethylated	0	0	0
H2az2	chr11	6427228	6444442	0.0668133168169339	1.54208121364698e-06	Hypermethylated	0	0	0
Gm43552	chr5	65427426	65492832	0.0554409167520137	1.64695483953782e-06	Hypermethylated	0	0	0
Gtpbp1	chr15	79690844	79721478	0.0631687020186883	1.6485726022192e-06	Hypermethylated	0	0	0
Nr2c2	chr6	92091389	92174293	0.052167054721436	1.65025358425229e-06	Hypermethylated	0	0	0
Golim4	chr3	75875083	75956948	0.0338725352616284	1.67912410794448e-06	Hypermethylated	0	1	-1
Irf2	chr8	46739731	46847457	0.0344391910463024	1.69527342746492e-06	Hypermethylated	2	0	2
Ripply2	chr9	87015536	87019916	0.190237481194928	1.69527342746492e-06	Hypermethylated	1	0	1
Zdhhc17	chr10	110941779	111010139	0.0417425722231415	1.70825734683662e-06	Hypermethylated	0	1	-1
Serpinb6a	chr13	33917917	34002793	0.0439979817905687	1.70825734683662e-06	Hypermethylated	0	0	0
Stat5b	chr11	100780730	100850723	0.049540658139204	1.77078150690766e-06	Hypermethylated	0	0	0
Inpp5f	chr7	128611327	128696424	0.0466278253853111	1.81116714246338e-06	Hypermethylated	0	1	-1
Ipo7	chr7	110018273	110056608	0.0514362094225433	1.82078857724513e-06	Hypermethylated	0	0	0
Atp8a1	chr5	67618139	67847433	0.0226351869435559	1.83254883008893e-06	Hypermethylated	1	0	1
Tbpl1	chr10	22703878	22731937	0.0755378142974343	1.83281937512017e-06	Hypermethylated	0	0	0
