gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Abcg1	chr17	31057674	31117987	0.0246996037526276	6.13710101468953e-13	Hypermethylated	0	0	0
Sox8	chr17	25565891	25570685	-0.090716779240277	6.18974306843821e-13	Hypomethylated	1	1	0
Fancm	chr12	65075602	65132057	0.0168040018615158	6.25657512086491e-13	Hypermethylated	0	0	0
Prpf4b	chr13	34875301	34906063	0.028286320532474	6.36178038229311e-13	Hypermethylated	0	0	0
Eno2	chr6	124760052	124769672	0.0595439726460866	6.48622093450798e-13	Hypermethylated	0	0	0
Kdm5a	chr6	120364123	120444573	0.0216833151264169	6.55739519403199e-13	Hypermethylated	0	0	0
Mpdz	chr4	81278499	81442814	0.0124313536873308	6.72516913450933e-13	Hypermethylated	7	7	0
Ctnnd1	chr2	84600070	84650764	0.0264943457887107	6.7450745044391e-13	Hypermethylated	1	1	0
Rufy2	chr10	62980222	63017209	0.0257893805119691	6.75071605798049e-13	Hypermethylated	0	0	0
Mto1	chr9	78448207	78475347	0.029120366478468	6.8474781239027e-13	Hypermethylated	0	0	0
Flcn	chr11	59791407	59810015	0.0340911449171213	6.89698292242032e-13	Hypermethylated	0	0	0
Klhdc8a	chr1	132298625	132307356	0.07163297049207	6.96602678503301e-13	Hypermethylated	3	3	0
Snx4	chr16	33251441	33300268	0.0237525627223594	6.98610350815631e-13	Hypermethylated	0	0	0
Zfp451	chr1	33761544	33814594	0.0237024835116574	7.03220360998888e-13	Hypermethylated	0	0	0
Cul5	chr9	53614581	53670013	0.0233478898475269	7.17906739636973e-13	Hypermethylated	0	0	0
Rab10	chr12	3247427	3309968	0.0307514518979423	7.22981434200893e-13	Hypermethylated	0	0	0
Zc3h11a	chr1	133619861	133661379	0.0285934871982556	7.29037415423883e-13	Hypermethylated	0	0	0
Ptbp3	chr4	59471867	59549363	0.0204686972501149	7.29037415423883e-13	Hypermethylated	0	1	1
Hmgcr	chr13	96648966	96670935	0.0327236597826691	7.32512030388932e-13	Hypermethylated	1	1	0
Zfp42	chr8	43295062	43306979	-0.0299650890760661	7.59293942366756e-13	Hypomethylated	0	0	0
Glg1	chr8	111154420	111259215	0.0195389651769434	7.7593470409484e-13	Hypermethylated	0	0	0
Kcnj6	chr16	94748635	94997700	0.0116701885787449	7.78547627874744e-13	Hypermethylated	8	8	0
Il23a	chr10	128296138	128298751	0.107517560545277	7.79177235860525e-13	Hypermethylated	0	0	0
Tomm70a	chr16	57121702	57156704	0.0333387803914754	7.83645935752743e-13	Hypermethylated	0	0	0
Cap2	chr13	46501847	46650280	0.0135426919264944	8.2287012797414e-13	Hypermethylated	2	2	0
Dock5	chr14	67752134	67933441	-0.0108126704070342	8.25334274852185e-13	Hypomethylated	1	1	0
Arid3b	chr9	57790352	57836792	0.0273511867124682	8.35790225488281e-13	Hypermethylated	0	0	0
Gm20537	chr9	88407431	88456615	0.0286803470831942	8.35790225488281e-13	Hypermethylated	0	0	0
Rnf115	chr3	96727663	96791637	0.0297542856131946	8.64823872453617e-13	Hypermethylated	0	0	0
Shtn1	chr19	58973355	59076099	-0.0160606941928555	8.76309888412583e-13	Hypomethylated	0	1	1
Ube2w	chr1	16540789	16619488	0.0227068413476011	8.82640514090207e-13	Hypermethylated	0	1	1
Zcchc7	chr4	44755876	44932214	0.0152968217137837	8.90567504091328e-13	Hypermethylated	0	0	0
Pak3	chrX	143518590	143797795	-0.0136771094194234	9.04210595570718e-13	Hypomethylated	0	1	1
Por	chr5	135670032	135735325	0.0218039521324327	9.06232184824259e-13	Hypermethylated	0	0	0
Iqcb1	chr16	36828384	36872720	0.0352001515929148	9.15412774611976e-13	Hypermethylated	0	0	0
Dag1	chr9	108204633	108263957	0.0260452053486167	9.1824660364225e-13	Hypermethylated	0	0	0
Tdo2	chr3	81957089	81976201	0.0427743453363998	9.27317589593967e-13	Hypermethylated	0	1	1
Agk	chr6	40325171	40396761	0.020709710767472	9.27835822370275e-13	Hypermethylated	13	7	-6
Dchs1	chr7	105752989	105787653	-0.0297464591854484	9.30950965202504e-13	Hypomethylated	0	0	0
Ksr1	chr11	79013439	79146406	-0.0147841048132898	9.30950965202504e-13	Hypomethylated	1	1	0
L3mbtl3	chr10	26274467	26375970	-0.0145524844255609	9.32958512313e-13	Hypomethylated	2	1	-1
Timp4	chr6	115241891	115252204	0.0736918462592843	9.37541150098546e-13	Hypermethylated	1	2	1
Trappc6b	chr12	59043091	59061471	0.0388927214630347	9.59680312457501e-13	Hypermethylated	0	0	0
Klhl28	chr12	64938832	64965533	0.0300522978203086	9.60849239943689e-13	Hypermethylated	0	1	1
Mtr	chr13	12182711	12258112	0.0177345249656927	9.79840874086243e-13	Hypermethylated	1	1	0
Sppl2c	chr11	104186326	104191162	0.0900436180218791	9.9559698653154e-13	Hypermethylated	2	2	0
Pan2	chr10	128303334	128321357	0.0327341072686509	9.95868928068984e-13	Hypermethylated	0	0	0
Fam20c	chr5	138754513	138810076	-0.0239397427263465	9.97070845580816e-13	Hypomethylated	4	1	-3
Cecr2	chr6	120666368	120771189	-0.0205989844448009	1.0083779954649e-12	Hypomethylated	1	0	-1
Ddx5	chr11	106780354	106789184	0.0439271592574045	1.0083779954649e-12	Hypermethylated	0	0	0
Fhad1	chr4	141890437	142015081	-0.0159661052323405	1.04351033363658e-12	Hypomethylated	1	1	0
Hsp90b1	chr10	86690208	86705508	0.0428615131153258	1.05247698054587e-12	Hypermethylated	0	0	0
Mtmr12	chr15	12205027	12274495	0.0213472677679738	1.08061899094056e-12	Hypermethylated	1	1	0
Cct5	chr15	31590799	31601803	0.0511591258127144	1.0922983129691e-12	Hypermethylated	0	0	0
Gnpda2	chr5	69573107	69592339	0.0336640376041656	1.09244192606298e-12	Hypermethylated	0	1	1
Asrgl1	chr19	9109867	9135635	0.049611110886154	1.0948688079728e-12	Hypermethylated	0	0	0
Utp11	chr4	124678159	124693599	0.0393586594632078	1.10661845761309e-12	Hypermethylated	0	0	0
Gm43064	chr3	103809572	103838647	0.0332424133464224	1.10837687394208e-12	Hypermethylated	0	0	0
Smad6	chr9	63953075	64022058	-0.0209035265020303	1.11100288155785e-12	Hypomethylated	4	2	-2
Ddah1	chr3	145758674	145894276	-0.0126673395384537	1.11161134400254e-12	Hypomethylated	1	1	0
Fxr1	chr3	34019942	34070321	0.0277383006971397	1.11440047782584e-12	Hypermethylated	0	0	0
Lars	chr18	42202297	42262193	0.0169326969517284	1.12010167047796e-12	Hypermethylated	0	0	0
Gnb1	chr4	155491360	155559268	0.0249219752783667	1.12275944652848e-12	Hypermethylated	0	0	0
Hecw2	chr1	53806875	54195167	0.0106224850666597	1.16608263538743e-12	Hypermethylated	0	2	2
Cep83	chr10	94688653	94790852	0.0164146990862204	1.17424240893272e-12	Hypermethylated	0	0	0
Fgl1	chr8	41191433	41215155	-0.0345544687367975	1.20740710125199e-12	Hypomethylated	0	0	0
Gm38394	chr1	133619939	133661317	0.0283605213898576	1.22637996411352e-12	Hypermethylated	0	0	0
Snrnp200	chr2	127208385	127240450	0.0227038449272372	1.23408498882038e-12	Hypermethylated	0	0	0
Dhrs11	chr11	84820855	84828993	0.0774738084106077	1.24408469573103e-12	Hypermethylated	0	0	0
Arglu1	chr8	8665074	8690520	0.0373567412567494	1.27933196337124e-12	Hypermethylated	0	0	0
Map3k20	chr2	72285636	72442609	-0.0107295282454941	1.28079011026164e-12	Hypomethylated	1	1	0
Dido1	chr2	180657963	180709998	0.0286082478940617	1.29676222576887e-12	Hypermethylated	0	0	0
Hspa4	chr11	53259813	53300456	0.0289825076639254	1.3156481063661e-12	Hypermethylated	0	0	0
Selenok	chr14	29968307	29975661	0.0595601914234903	1.33132256068309e-12	Hypermethylated	0	0	0
Snhg4	chr18	35553403	35587707	0.0366405173995931	1.3502247544942e-12	Hypermethylated	0	1	1
Cers3	chr7	66743503	66823690	-0.0189728006009063	1.37809302663766e-12	Hypomethylated	0	0	0
Chaf1a	chr17	56040438	56072288	0.0297033756114505	1.40249169332494e-12	Hypermethylated	0	0	0
Hmgxb4	chr8	74993355	75031977	0.0280656282544807	1.41484848165369e-12	Hypermethylated	0	0	0
Ppp1r21	chr17	88530117	88588366	0.0205833478820803	1.44776497622368e-12	Hypermethylated	0	1	1
Pmaip1	chr18	66458532	66465564	-0.0538396195216752	1.46719394526681e-12	Hypomethylated	1	1	0
Cul4a	chr8	13105620	13147939	0.0242880536601568	1.47619936784962e-12	Hypermethylated	0	0	0
Rnf121	chr7	102019136	102065468	0.0319455760262083	1.47900551438618e-12	Hypermethylated	0	0	0
Fbln2	chr6	91212454	91272539	-0.0286839279723043	1.48458304883442e-12	Hypomethylated	20	13	-7
Rnf14	chr18	38284536	38317848	0.0330233093138101	1.48667278618588e-12	Hypermethylated	0	0	0
Adra2c	chr5	35278318	35281762	-0.134320389987773	1.49324324163936e-12	Hypomethylated	18	12	-6
Sulf2	chr2	166073088	166155662	-0.0180641110426218	1.49377411610777e-12	Hypomethylated	5	3	-2
Zfp652	chr11	95712672	95835114	0.0164353334338351	1.50075549147673e-12	Hypermethylated	0	0	0
Trpm7	chr2	126791564	126876229	0.0217853216771684	1.51348120985466e-12	Hypermethylated	0	0	0
Irf8	chr8	120736357	120756693	-0.0337350687919451	1.53905270613463e-12	Hypomethylated	3	2	-1
Rilpl2	chr5	124463264	124478365	0.0481049094571966	1.54971838683291e-12	Hypermethylated	0	0	0
G0s2	chr1	193272160	193273216	0.198865622002058	1.56325220638346e-12	Hypermethylated	1	3	2
Dpy19l3	chr7	35685164	35754453	-0.0174734413344175	1.56741565895924e-12	Hypomethylated	0	0	0
Wwtr1	chr3	57455648	57575909	-0.0134356583823164	1.57606668234184e-12	Hypomethylated	1	1	0
Ilkap	chr1	91373860	91398814	0.039807188161173	1.5795474069555e-12	Hypermethylated	0	0	0
Syne3	chr12	104929932	105009808	-0.0203113492777076	1.60233060212131e-12	Hypomethylated	12	4	-8
Cdon	chr9	35421127	35507651	0.0176671109921198	1.60479548000459e-12	Hypermethylated	5	2	-3
Tmtc1	chr6	148232429	148444388	-0.013700715205742	1.60936848958135e-12	Hypomethylated	1	1	0
Fubp1	chr3	152210421	152236825	0.037024417819092	1.62016019518516e-12	Hypermethylated	0	0	0
Pnisr	chr4	21847582	21876474	0.0298801273851067	1.6219221476474e-12	Hypermethylated	0	0	0
Nudt5	chr2	5845018	5871894	0.0272370706255554	1.6261599234007e-12	Hypermethylated	0	0	0
Fam78a	chr2	32050054	32084856	-0.027517781171727	1.64173760417201e-12	Hypomethylated	1	1	0
Amz2	chr11	109425945	109452812	0.0292706876374261	1.70848630448254e-12	Hypermethylated	0	1	1
Crebbp	chr16	4081327	4213996	0.0206111163913166	1.73436879429637e-12	Hypermethylated	0	0	0
Gpc1	chr1	92831644	92860778	0.0425755092430142	1.79370563285833e-12	Hypermethylated	6	5	-1
Otulinl	chr15	27655068	27681578	0.028189309962914	1.79795296345823e-12	Hypermethylated	4	4	0
Cep250	chr2	155956457	155998899	0.0259126358977424	1.80051691224613e-12	Hypermethylated	0	0	0
Frmpd3	chrX	140342262	140435466	-0.0245221080932843	1.80051691224613e-12	Hypomethylated	0	0	0
Ccdc85b	chr19	5453179	5457893	0.0886035401190349	1.80126891615367e-12	Hypermethylated	0	0	0
Pik3ca	chr3	32397670	32468485	0.0219455973933622	1.86910851554e-12	Hypermethylated	0	0	0
Ptprn	chr1	75247026	75264501	0.05067381080723	1.86926892585029e-12	Hypermethylated	0	0	0
Sh3bgrl2	chr9	83548326	83638800	0.0170733345645645	1.88254394409148e-12	Hypermethylated	0	1	1
Rmdn1	chr4	19575161	19606931	0.0368169482317144	1.88679904357816e-12	Hypermethylated	0	0	0
Lpcat1	chr13	73467196	73516421	0.0290483413687908	1.90253480411358e-12	Hypermethylated	4	2	-2
Rbm27	chr18	42275352	42341541	0.0232058498004855	1.92817150099591e-12	Hypermethylated	0	0	0
Spg20	chr3	55112107	55137321	0.0293307851896603	1.96079280978623e-12	Hypermethylated	0	0	0
Larp6	chr9	60712988	60738800	0.0402475846761398	1.96784179741397e-12	Hypermethylated	0	0	0
Dnah8	chr17	30624353	30877364	-0.00853087045011713	1.97033251283175e-12	Hypomethylated	0	0	0
Traf2	chr2	25517981	25546939	0.0311583119239277	1.97767854892773e-12	Hypermethylated	0	0	0
Trim27	chr13	21179444	21194723	0.0454521870744932	1.99167446274168e-12	Hypermethylated	0	2	2
Mier3	chr13	111680978	111718595	0.0237268302278305	2.00269251269442e-12	Hypermethylated	2	2	0
Slc2a8	chr2	32972989	32982082	0.0702625195565684	2.0943733035559e-12	Hypermethylated	0	0	0
Gfpt1	chr6	87042845	87092196	0.0193618114854859	2.10102367491659e-12	Hypermethylated	0	0	0
Mbtd1	chr11	93885851	93946984	0.0235587602852199	2.1430099432443e-12	Hypermethylated	0	0	0
Cdkn1b	chr6	134920400	134925512	0.0462211275260533	2.19654493905571e-12	Hypermethylated	1	1	0
Clip4	chr17	71768472	71864272	-0.013523271579482	2.20323193849375e-12	Hypomethylated	28	15	-13
Mvp	chr7	126986859	127014620	0.0313220325347293	2.21093360705346e-12	Hypermethylated	0	0	0
Elf1	chr14	79481193	79582493	0.0154679201509133	2.23841327339209e-12	Hypermethylated	0	0	0
E2f8	chr7	48866428	48881595	-0.0316217651630896	2.27680106281991e-12	Hypomethylated	2	1	-1
Zfp281	chr1	136624900	136630052	0.0736115233242903	2.33316050432102e-12	Hypermethylated	0	0	0
Smim15	chr13	108044445	108049171	0.0708930803791875	2.3593831626318e-12	Hypermethylated	0	4	4
Auh	chr13	52835118	52929680	0.0155535368646096	2.35980997900255e-12	Hypermethylated	0	1	1
Pax5	chr4	44524756	44710486	-0.0120469036355831	2.36744234396545e-12	Hypomethylated	1	1	0
Dnajc16	chr4	141760188	141790930	0.0256887243171999	2.38468016817707e-12	Hypermethylated	0	0	0
Taf15	chr11	83473085	83506742	0.0398619800286186	2.39558573666991e-12	Hypermethylated	0	0	0
Purb	chr11	6467598	6475916	0.0390614490342453	2.43308886871611e-12	Hypermethylated	1	1	0
Pip5k1c	chr10	81292962	81319972	0.0380175534306392	2.47493871409325e-12	Hypermethylated	1	1	0
Rmnd5b	chr11	51623670	51635895	0.0515835810061057	2.51669842268966e-12	Hypermethylated	0	0	0
Dgkd	chr1	87853286	87945179	0.0260129085295173	2.53046283718991e-12	Hypermethylated	0	0	0
Bbs4	chr9	59321989	59353507	0.0303050317619828	2.54404221560367e-12	Hypermethylated	0	0	0
Ccser2	chr14	36874935	36968776	0.018768069480623	2.56397237561657e-12	Hypermethylated	0	1	1
Pde7a	chr3	19223107	19311321	0.0196309743578968	2.60814443177805e-12	Hypermethylated	0	0	0
Pik3r1	chr13	101680562	101768216	0.0166649727200462	2.67442144998693e-12	Hypermethylated	7	9	2
Aldh18a1	chr19	40550256	40588462	0.0211323356061299	2.78584076607551e-12	Hypermethylated	1	2	1
Nub1	chr5	24685531	24710377	0.0351229173891933	2.80110139779982e-12	Hypermethylated	0	0	0
Adck1	chr12	88360553	88461723	-0.0168846291774003	2.81982826680095e-12	Hypomethylated	0	0	0
Tmx4	chr2	134594184	134644144	0.0407541425245814	2.82269828155654e-12	Hypermethylated	2	1	-1
Acbd6	chr1	155558119	155691329	0.014754568665185	2.87565915295423e-12	Hypermethylated	0	0	0
Armc1	chr3	19131401	19163064	0.0314817332986571	2.92450252322513e-12	Hypermethylated	4	5	1
Hps5	chr7	46760465	46796063	0.022850584540389	2.92519077487331e-12	Hypermethylated	0	0	0
Pld3	chr7	27531999	27553217	0.0326231562761634	2.93339414988314e-12	Hypermethylated	0	0	0
AW554918	chr18	25168998	25467320	0.0105701450315827	2.93339414988314e-12	Hypermethylated	3	2	-1
Syngr1	chr15	80091333	80119500	0.0376958389216378	2.98265413171384e-12	Hypermethylated	0	0	0
Pstk	chr7	131371140	131394481	0.0457759299423827	3.06400093874249e-12	Hypermethylated	0	0	0
Dpf1	chr7	29303950	29318242	0.0569320285022195	3.09178379937832e-12	Hypermethylated	1	2	1
Tg	chr15	66670752	66850720	-0.0158314950577413	3.09178379937832e-12	Hypomethylated	0	0	0
Mnt	chr11	74830919	74845724	0.0530499161538643	3.10622555990297e-12	Hypermethylated	1	1	0
Sec23b	chr2	144556228	144590748	0.0219577125522183	3.13115840670572e-12	Hypermethylated	0	0	0
Dennd5a	chr7	109893779	109960469	0.0255509123683612	3.20005148378794e-12	Hypermethylated	0	0	0
Dmac2	chr7	25619413	25625550	0.0717605022417974	3.43435189981027e-12	Hypermethylated	0	0	0
Zscan26	chr13	21442179	21453729	0.0483818357930326	3.56544644296153e-12	Hypermethylated	0	0	0
Ralb	chr1	119470304	119504793	0.0274965978787141	3.60003465504651e-12	Hypermethylated	1	1	0
Xpa	chr4	46155346	46196310	0.0203985956556774	3.62688473300643e-12	Hypermethylated	0	0	0
Rala	chr13	17880570	17944238	0.0254303167498716	3.71102737739845e-12	Hypermethylated	0	0	0
Nxph3	chr11	95509844	95514569	0.0983786348478994	3.73069069267121e-12	Hypermethylated	2	1	-1
Bri3bp	chr5	125441567	125460369	0.0313886466966905	3.81712913851802e-12	Hypermethylated	0	0	0
Drosha	chr15	12824814	12935290	0.0105544819654343	3.83596992937725e-12	Hypermethylated	0	0	0
Rbbp4	chr4	129307099	129335369	0.0366493363663714	3.85660733576331e-12	Hypermethylated	0	0	0
Ppp3cb	chr14	20499363	20546572	0.0351159164683533	3.85660733576331e-12	Hypermethylated	0	0	0
Camk2n1	chr4	138454313	138460122	0.107259128992857	3.87503317437168e-12	Hypermethylated	3	1	-2
Ndufa4	chr6	11900291	11907496	0.0759657831246999	3.88995405805883e-12	Hypermethylated	0	1	1
Steap3	chr1	120190756	120272704	-0.0192520425382416	3.89472232956769e-12	Hypomethylated	1	1	0
Sms	chrX	157443854	157492286	0.0369638645180956	3.90660320180122e-12	Hypermethylated	0	0	0
Gm20518	chr16	17835276	17891670	0.027520424103671	3.91626570332561e-12	Hypermethylated	0	0	0
Mrgprd	chr7	145314834	145324085	0.0767235898654284	3.91966771462905e-12	Hypermethylated	0	0	0
Flnb	chr14	7817956	7951587	0.0132458623347719	3.96075397804875e-12	Hypermethylated	3	4	1
Stmn1	chr4	134468319	134473842	0.0677227219984415	3.97933665878138e-12	Hypermethylated	0	1	1
Mfn1	chr3	32529464	32579238	0.0221192626139067	4.00870486040502e-12	Hypermethylated	0	0	0
Nlgn2	chr11	69823121	69837783	0.0484577739121718	4.04920945014616e-12	Hypermethylated	0	1	1
Lonp1	chr17	56614296	56626886	0.0578558215582581	4.04920945014616e-12	Hypermethylated	0	0	0
Socs5	chr17	87107678	87137838	0.0242935386783307	4.06789792464518e-12	Hypermethylated	0	1	1
Gm37013	chr18	36969915	37833295	0.00599313585346406	4.08271033854083e-12	Hypermethylated	0	0	0
Nudt4	chr10	95547006	95564145	0.0394223269434367	4.09899713004149e-12	Hypermethylated	1	2	1
Ostc	chr3	130695911	130709443	0.0394542612026108	4.16777918228163e-12	Hypermethylated	0	0	0
Gm49325	chr10	77606196	77641542	0.0317540187420167	4.17474752880893e-12	Hypermethylated	0	0	0
Golga3	chr5	110176700	110226469	0.020677966701433	4.2111100208287e-12	Hypermethylated	0	0	0
Mknk2	chr10	80665326	80678111	0.0633768531114742	4.23088662092646e-12	Hypermethylated	2	2	0
Lrrn3	chr12	41451667	41486430	0.0309548347643218	4.24858964316407e-12	Hypermethylated	3	6	3
Mrps6	chr16	92058269	92112226	0.0214461125620964	4.26607797147964e-12	Hypermethylated	1	0	-1
Gmeb1	chr4	132221024	132261601	0.0240093480176303	4.32814411353843e-12	Hypermethylated	0	0	0
Zkscan1	chr5	138085083	138107821	0.0367182684503432	4.39104664460136e-12	Hypermethylated	0	0	0
Kifc3	chr8	95099827	95202811	-0.0167797724860556	4.40366231950633e-12	Hypomethylated	1	1	0
Cd180	chr13	102693557	102739628	-0.0239835354103253	4.44738265416013e-12	Hypomethylated	3	3	0
Hmgn1	chr16	96120617	96127728	0.0622543782329715	4.44738265416013e-12	Hypermethylated	0	0	0
Rfx4	chr10	84756061	84906537	-0.0133695205307582	4.48411485725849e-12	Hypomethylated	2	1	-1
Dynlt1a	chr17	6306339	6317499	0.0722101802654626	4.51044218059205e-12	Hypermethylated	2	2	0
Gm45692	chr8	26119533	26160818	0.0263687731335558	4.52584053564871e-12	Hypermethylated	0	0	0
Pja2	chr17	64281004	64331915	0.0303534547807859	4.53768033508155e-12	Hypermethylated	5	5	0
Rad17	chr13	100617163	100651050	0.0287318936684913	4.55204715291544e-12	Hypermethylated	0	0	0
Rnf103	chr6	71493893	71510880	0.0463685303796442	4.61494721272494e-12	Hypermethylated	0	0	0
Scrn3	chr2	73312600	73337817	0.0328935877189163	4.8020275391635e-12	Hypermethylated	0	0	0
Atp2c1	chr9	105403538	105527318	0.0143687879383985	4.81459167494516e-12	Hypermethylated	0	0	0
Gpd1	chr15	99717514	99725004	0.0809460556237569	5.00056387110238e-12	Hypermethylated	1	1	0
Snx5	chr2	144250122	144270905	0.0433765822036977	5.08282756791006e-12	Hypermethylated	0	0	0
Basp1	chr15	25363276	25413763	-0.021860628417556	5.09023941131273e-12	Hypomethylated	11	15	4
Igdcc4	chr9	65101485	65137939	-0.0327937152723505	5.11322073745216e-12	Hypomethylated	0	0	0
Hgsnat	chr8	25944452	25976752	0.022430657836586	5.18539175924526e-12	Hypermethylated	0	0	0
Ppm1a	chr12	72757454	72799818	0.0282219609839662	5.23183659769629e-12	Hypermethylated	1	1	0
Arcn1	chr9	44741563	44767844	0.0352416670745851	5.24227533474073e-12	Hypermethylated	0	0	0
Wwp1	chr4	19608302	19708992	0.0181683618518276	5.33925378294553e-12	Hypermethylated	1	1	0
Syt6	chr3	103575230	103645568	0.0195735013483116	5.35880498123667e-12	Hypermethylated	11	12	1
Micos10	chr4	139101813	139131112	0.0384953591379435	5.36407561347931e-12	Hypermethylated	0	0	0
Patz1	chr11	3288873	3309082	0.0386420586762526	5.36492692407785e-12	Hypermethylated	1	2	1
Vdr	chr15	97854424	97910629	-0.0193738319914436	5.41183877103897e-12	Hypomethylated	2	1	-1
Sf3a2	chr10	80798197	80804923	0.0690681657792608	5.46392233184571e-12	Hypermethylated	1	1	0
Lamtor3	chr3	137918505	137928899	0.0403223751510204	5.52092149773915e-12	Hypermethylated	0	0	0
Mdm4	chr1	132959483	133030560	0.0204105069473332	5.53645596486611e-12	Hypermethylated	0	0	0
Tab2	chr10	7905652	7956229	0.0269276920377199	5.59162729421071e-12	Hypermethylated	0	0	0
Adgra1	chr7	139834173	139878087	-0.0275123726849688	5.7091077950702e-12	Hypomethylated	2	1	-1
Pik3ip1	chr11	3330400	3342970	0.0516588311694173	5.76305074449836e-12	Hypermethylated	1	1	0
Crlf1	chr8	70493157	70504080	-0.0662664106428997	5.76323819204654e-12	Hypomethylated	2	2	0
Septin9	chr11	117199660	117362324	-0.0137718666208684	5.7895455152341e-12	Hypomethylated	6	1	-5
Calm1	chr12	100199434	100209813	0.0469261175835948	5.7895455152341e-12	Hypermethylated	0	0	0
