chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr6	40670001	40690000	chr6	39745001	40690000	945000	20000	93484.74742011738	98.0%	0.048	3.1966106509586774
chr2	59535001	59555000	chr2	59535001	60145000	610000	20000	228769.38764575534	98.0%	0.042499999999999996	3.194978845410397
chr5	72085001	72105000	chr5	71490001	72105000	615000	20000	150746.79159081265	98.0%	0.041	3.178264916092125
chr18	24455001	24475000	chr18	23750001	24475000	725000	20000	180363.35602825845	96.0%	0.049	3.17818185544993
chr12	40025001	40045000	chr12	38750001	40045000	1295000	20000	68177.89734985735	98.0%	0.069	3.171978269167601
chr15	85260001	85285000	chr15	85260001	85985000	725000	25000	190482.5314141133	97.0%	0.032	3.1687457551088363
chr7	25370001	25400000	chr7	24950001	25400000	450000	30000	409360.72086887324	99.0%	0.0295	3.166468371240913
chr5	38850001	38875000	chr5	38850001	39575000	725000	25000	278511.1823524375	98.0%	0.007	3.1647147296937836
chr3	52590001	52610000	chr3	52590001	53545000	955000	20000	146114.59424823176	97.0%	0.059	3.1635133339803074
chr15	5100001	5120000	chr15	4090001	5120000	1030000	20000	107863.44585878635	96.0%	0.028999999999999998	3.1547697708934974
chr8	91785001	91805000	chr8	91310001	91805000	495000	20000	189123.8448251742	98.0%	0.046	3.1406290819987808
chr8	122430001	122450000	chr8	122430001	123490000	1060000	20000	143596.93317722643	96.0%	0.028999999999999998	3.140351024907769
chr3	78950001	78970000	chr3	78950001	79555000	605000	20000	118901.36850697569	99.0%	0.045	3.13936795719824
chr7	92015001	92035000	chr7	90505001	92035000	1530000	20000	85762.25457217697	98.0%	0.0365	3.138568273150683
chr6	145335001	145355000	chr6	144965001	145355000	390000	20000	229090.00943614717	96.0%	0.08499999999999999	3.129064019323991
chr16	75755001	75780000	chr16	75755001	76910000	1155000	25000	80605.46393681309	99.0%	0.055	3.1289649812060163
chr6	33245001	33265000	chr6	33245001	33925000	680000	20000	173170.9386957289	99.0%	0.0345	3.125557370686288
chr5	103650001	103675000	chr5	102685001	103675000	990000	25000	93655.30869103127	97.0%	0.033	3.121155121332843
chr11	100280001	100300000	chr11	98920001	100300000	1380000	20000	112229.33431862234	98.0%	0.0445	3.1210220006072036
chr10	7455001	7475000	chr10	7455001	7815000	360000	20000	203890.51323011072	98.0%	0.0455	3.1206291431081983
chr17	80045001	80065000	chr17	80045001	81070000	1025000	20000	187790.29357109903	96.0%	0.047	3.114744389656296
chr2	27225001	27240000	chr2	26195001	27240000	1045000	15000	217803.05200385678	97.0%	0.056	3.1129178787869605
chr5	129580001	129605000	chr5	129185001	129605000	420000	25000	252035.39524031075	99.0%	0.020499999999999997	3.1103425814228842
chr14	60360001	60380000	chr14	59720001	60380000	660000	20000	406623.989705147	98.0%	0.0695	3.1082800823303107
chr2	34955001	34980000	chr2	34665001	34980000	315000	25000	280604.89133643254	99.0%	0.043	3.104650333248592
chr5	65185001	65210000	chr5	64995001	65210000	215000	25000	470536.3990167534	99.0%	0.021	3.1037584829210223
chr2	94465001	94485000	chr2	94465001	95235000	770000	20000	220927.92458109697	99.0%	0.0175	3.093033223529843
chr10	109735001	109755000	chr10	108505001	109755000	1250000	20000	138465.30996153873	99.0%	0.015	3.086133891882918
chr6	37580001	37600000	chr6	37580001	38470000	890000	20000	92745.05279246134	95.0%	0.05	3.0772267611805155
chr3	97915001	97940000	chr3	97915001	98350000	435000	25000	203722.47010131396	99.0%	0.051	3.074686355848053
chr12	9565001	9585000	chr12	9565001	10445000	880000	20000	81115.12699248652	98.0%	0.093	3.0672780242497995
chr4	82055001	82080000	chr4	82055001	82625000	570000	25000	137407.81636670153	98.0%	0.033	3.0655042482188333
chr13	109215001	109245000	chr13	109215001	109745000	530000	30000	237140.20924699886	99.0%	0.06	3.059327476892055
chr6	92765001	92790000	chr6	92765001	94020000	1255000	25000	56541.05278724814	98.0%	0.058	3.057759800060536
chr15	89350001	89380000	chr15	89055001	89380000	325000	30000	449122.50248420966	99.0%	0.041	3.056117249792066
chr19	10945001	10970000	chr19	10520001	10970000	450000	25000	300314.59398094483	99.0%	0.07700000000000001	3.051877462127035
chr3	84335001	84355000	chr3	84335001	84615000	280000	20000	235382.88307217616	98.0%	0.09	3.050891535186336
chr12	35880001	35900000	chr12	35880001	36220000	340000	20000	144414.53089537754	99.0%	0.053	3.045835565996429
chr1	132725001	132745000	chr1	132005001	132745000	740000	20000	203383.6238346332	97.0%	0.043	3.034498972295505
chr16	67835001	67855000	chr16	66935001	67855000	920000	20000	80064.48178247083	96.0%	0.0445	3.0334675405475178
chr11	94105001	94135000	chr11	94105001	94420000	315000	30000	470731.2761089089	99.0%	0.015	3.020073302137672
chr9	29395001	29415000	chr9	28470001	29415000	945000	20000	356233.5207406698	96.0%	0.007	3.0167545052372358
chr18	46115001	46135000	chr18	45435001	46135000	700000	20000	139723.4378137839	98.0%	0.041	3.0128563206691203
chr7	120090001	120110000	chr7	120090001	121170000	1080000	20000	150808.4199119945	95.0%	0.05	3.0064084412477694
chr4	120355001	120375000	chr4	120135001	120375000	240000	20000	402735.6430363374	99.0%	0.0335	3.0046771765194005
chr9	4920001	4940000	chr9	4505001	4940000	435000	20000	228463.99012692316	99.0%	0.026	3.004112869267068
chr2	120170001	120195000	chr2	120170001	120490000	320000	25000	387110.42025829304	99.0%	0.0635	3.0024735740839508
chr15	73305001	73325000	chr15	73305001	73790000	485000	20000	216610.00221156233	97.0%	0.05	3.001956333090245
chr10	85955001	85975000	chr10	85955001	86830000	875000	20000	146542.9543415258	96.0%	0.049	3.0010350040153146
chr3	135280001	135305000	chr3	135280001	135715000	435000	25000	129398.81806768349	98.0%	0.076	3.000764963267506
chr14	78835001	78855000	chr14	78835001	79495000	660000	20000	156137.61804925965	96.0%	0.0475	2.9974046570372637
chr9	59275001	59295000	chr9	57905001	59295000	1390000	20000	111353.80535200065	96.0%	0.0285	2.993062768996607
chr2	35095001	35115000	chr2	34670001	35115000	445000	20000	217096.9778641167	98.0%	0.061	2.991135606008305
chr8	4485001	4520000	chr8	4150001	4520000	370000	35000	257418.39071336063	98.0%	0.053	2.9797975312915943
chr5	49335001	49355000	chr5	48400001	49355000	955000	20000	146608.8733364691	99.0%	0.033	2.979324021516917
chr5	64080001	64100000	chr5	64080001	64390000	310000	20000	300427.80558397167	98.0%	0.057	2.977353412659025
chr1	109975001	109995000	chr1	108700001	109995000	1295000	20000	123662.21173626166	95.0%	0.02	2.9768407327289634
chr10	63365001	63385000	chr10	62745001	63385000	640000	20000	211508.35478259786	99.0%	0.0295	2.973925412005501
chr2	165060001	165090000	chr2	165060001	165415000	355000	30000	406095.6751686383	99.0%	0.012	2.9720373486026297
chr5	66605001	66630000	chr5	66365001	66630000	265000	25000	468296.7771231102	99.0%	0.018	2.967256294024267
chr3	108545001	108580000	chr3	108255001	108580000	325000	35000	356762.66634314886	99.0%	0.073	2.9672053367263396
chr1	156035001	156055000	chr1	154705001	156055000	1350000	20000	94380.18062123621	98.0%	0.048	2.9626197518362343
chr2	106070001	106095000	chr2	105265001	106095000	830000	25000	86333.39488561914	98.0%	0.0685	2.96072981711377
chr2	73555001	73590000	chr2	73555001	74055000	500000	35000	152484.8554578879	98.0%	0.049	2.9573362131558274
chr9	63125001	63150000	chr9	63125001	63660000	535000	25000	264087.76263756177	99.0%	0.027	2.956885888069571
chr9	94520001	94540000	chr9	93880001	94540000	660000	20000	208861.6521703989	98.0%	0.023	2.950779739011197
chr10	69520001	69540000	chr10	69520001	70035000	515000	20000	295769.8134985637	99.0%	0.03	2.9449634553623665
chr11	113280001	113300000	chr11	113280001	113935000	655000	20000	140476.20104760016	95.0%	0.059	2.9406979779429343
chr12	8310001	8330000	chr12	8310001	8940000	630000	20000	206909.30764741893	95.0%	0.0375	2.9388455401206324
chr11	100680001	100710000	chr11	100340001	100710000	370000	30000	403577.7140791356	96.0%	0.019	2.936971728341218
chr4	82935001	82955000	chr4	82935001	83525000	590000	20000	193458.9795432284	95.0%	0.0555	2.936313655812183
chr11	6650001	6670000	chr11	6650001	7140000	490000	20000	242169.08258393462	99.0%	0.025	2.9358602399556033
chr5	14380001	14395000	chr5	14380001	14860000	480000	15000	100570.32883102579	97.0%	0.049	2.935725725169459
chr4	14950001	14970000	chr4	14950001	16025000	1075000	20000	72706.41959208921	96.0%	0.043	2.9340040523129605
chr3	9680001	9715000	chr3	8630001	9715000	1085000	35000	81910.78803906054	97.0%	0.066	2.9155080823850263
chr8	95065001	95085000	chr8	95065001	95900000	835000	20000	258560.2287839677	97.0%	0.045	2.913870070337261
chr2	7155001	7180000	chr2	6125001	7180000	1055000	25000	113318.68823101764	96.0%	0.03	2.910519655367421
chr13	107445001	107470000	chr13	107445001	108345000	900000	25000	105484.92653434523	97.0%	0.0465	2.9047887582037375
chr3	68690001	68720000	chr3	67965001	68720000	755000	30000	140247.89856132498	96.0%	0.05	2.903956220273882
chr1	42905001	42925000	chr1	42905001	43210000	305000	20000	233450.1476986642	98.0%	0.075	2.8890227130903936
chr4	62195001	62215000	chr4	62195001	62620000	425000	20000	232493.53027859636	99.0%	0.06	2.8870760383814282
chr16	30960001	30980000	chr16	30510001	30980000	470000	20000	293588.71379196615	99.0%	0.0325	2.886798888114871
chr2	118470001	118495000	chr2	118470001	118915000	445000	25000	286721.3130650748	99.0%	0.025	2.8828645165471944
chr8	64835001	64855000	chr8	64020001	64855000	835000	20000	157109.4658009877	95.0%	0.049	2.8819474652254495
chr6	24095001	24115000	chr6	23515001	24115000	600000	20000	192522.97775533365	95.0%	0.0265	2.880802652741492
chr7	93080001	93105000	chr7	92085001	93105000	1020000	25000	116147.1735812603	98.0%	0.0345	2.8744363639750254
chr15	73710001	73730000	chr15	73710001	74760000	1050000	20000	156249.2189485181	97.0%	0.0395	2.8735551842733393
chr5	143020001	143045000	chr5	142665001	143045000	380000	25000	336951.2416497957	99.0%	0.028999999999999998	2.872438663153936
chr8	46305001	46325000	chr8	46305001	46655000	350000	20000	175284.66471134554	99.0%	0.078	2.869138103072635
chr4	135650001	135670000	chr4	135335001	135670000	335000	20000	335474.0444123468	99.0%	0.041	2.8622745396178404
chr10	106600001	106625000	chr10	106600001	106935000	335000	25000	251421.88673712994	99.0%	0.044	2.8606158378423676
chr16	35615001	35635000	chr16	35045001	35635000	590000	20000	330928.2480372692	97.0%	0.032	2.85128466862214
chr7	30955001	30980000	chr7	29770001	30980000	1210000	25000	92803.71049960502	96.0%	0.052	2.8503726538662284
chr2	44910001	44930000	chr2	43840001	44930000	1090000	20000	100792.26375689472	98.0%	0.0475	2.847590292409677
chr1	134405001	134425000	chr1	132510001	134425000	1915000	20000	101139.49997018598	95.0%	0.022	2.8445376347087485
chr8	12660001	12680000	chr8	12660001	13700000	1040000	20000	112291.63571541004	96.0%	0.0455	2.8435404838565144
chr3	140125001	140145000	chr3	138740001	140145000	1405000	20000	88102.34754900027	98.0%	0.046	2.839121577370246
chr9	107995001	108010000	chr9	107560001	108010000	450000	15000	346377.37799333286	98.0%	0.0445	2.83498724266669
chr1	40360001	40385000	chr1	39520001	40385000	865000	25000	102380.11586773749	96.0%	0.041	2.83388222811379
chr2	147170001	147190000	chr2	146455001	147190000	735000	20000	89270.22100776277	96.0%	0.076	2.833416476076602
chr1	105460001	105480000	chr1	104745001	105480000	735000	20000	183199.49187978753	95.0%	0.038	2.827764866841339
chr1	143800001	143820000	chr1	143800001	144385000	585000	20000	124766.95578719614	98.0%	0.057	2.8140528377062917
chr11	108365001	108385000	chr11	107815001	108385000	570000	20000	181647.61203498763	97.0%	0.055	2.8111485494336623
chr2	74045001	74070000	chr2	74045001	75305000	1260000	25000	91948.46722192288	96.0%	0.04	2.80541007228567
chr5	105640001	105660000	chr5	105405001	105660000	255000	20000	402262.9839019276	99.0%	0.023	2.8021641577069123
chr4	150650001	150670000	chr4	150650001	151045000	395000	20000	195806.23640628072	99.0%	0.094	2.79982437400642
chr1	191390001	191405000	chr1	191390001	192480000	1090000	15000	165964.60366959663	98.0%	0.068	2.7979968390230767
chr2	129855001	129880000	chr2	129505001	129880000	375000	25000	347554.4230430062	99.0%	0.024	2.7975569708427663
chr12	52490001	52520000	chr12	52490001	52835000	345000	30000	306568.2238817768	98.0%	0.058	2.7921406166641014
chr18	74200001	74220000	chr18	73565001	74220000	655000	20000	142106.66339265983	98.0%	0.031	2.790346288767238
chr16	49275001	49295000	chr16	49275001	50490000	1215000	20000	79062.99614500419	95.0%	0.03	2.790284433997633
chr4	148155001	148180000	chr4	148155001	148615000	460000	25000	321061.8027734298	99.0%	0.027	2.788040907213928
chr1	114325001	114345000	chr1	114325001	115180000	855000	20000	110373.14861726633	98.0%	0.067	2.787286527625014
chr1	146485001	146505000	chr1	146485001	146965000	480000	20000	244803.06499135678	99.0%	0.054	2.7806738218527705
chr7	139695001	139715000	chr7	139695001	140070000	375000	20000	307476.436760675	99.0%	0.047	2.7796856826176644
chr2	33960001	33985000	chr2	33725001	33985000	260000	25000	352741.60716034623	99.0%	0.028	2.7790987451744877
chr14	58775001	58795000	chr14	58775001	59235000	460000	20000	270300.4111438164	96.0%	0.08399999999999999	2.7709010379177967
chr7	133275001	133295000	chr7	132625001	133295000	670000	20000	262408.32674996613	97.0%	0.028	2.770275282830519
chr2	112465001	112500000	chr2	112185001	112500000	315000	35000	214407.8261845513	98.0%	0.045	2.767260208609581
chr14	54050001	54070000	chr14	54050001	54655000	605000	20000	112430.4750331502	98.0%	0.068	2.754521931483966
chr15	76075001	76095000	chr15	76075001	76960000	885000	20000	162783.04810347364	96.0%	0.033	2.753532094385358
chr19	58065001	58085000	chr19	58065001	58680000	615000	20000	169772.624812703	96.0%	0.054	2.7485210627786922
chr10	68130001	68150000	chr10	67835001	68150000	315000	20000	324168.27556269924	97.0%	0.076	2.7438925579387887
chr1	136535001	136555000	chr1	136535001	138135000	1600000	20000	57800.195978532465	96.0%	0.0375	2.7432459786591314
chr14	38835001	38855000	chr14	38835001	39490000	655000	20000	118840.78863508475	98.0%	0.081	2.741520471840173
chr15	5235001	5255000	chr15	5235001	6280000	1045000	20000	68293.79044783761	97.0%	0.065	2.738817039910436
chr19	36095001	36115000	chr19	36095001	36965000	870000	20000	95761.14626595863	95.0%	0.045	2.7370581600926585
chr2	3800001	3825000	chr2	3800001	4665000	865000	25000	101310.96763072399	97.0%	0.025	2.7358892406061543
chr13	41225001	41250000	chr13	40730001	41250000	520000	25000	131517.0090447158	96.0%	0.095	2.730483623155276
chr7	64150001	64175000	chr7	64150001	64755000	605000	25000	206350.76219735632	99.0%	0.042	2.724365260965383
chr7	97730001	97755000	chr7	97730001	97980000	250000	25000	329989.77241921425	99.0%	0.0245	2.7238550029247146
chr8	57940001	57965000	chr8	57490001	57965000	475000	25000	200859.0184611716	99.0%	0.061	2.71893746037287
chr14	56155001	56175000	chr14	55810001	56175000	365000	20000	338102.37018715224	99.0%	0.056	2.714147252893336
chr17	48265001	48290000	chr17	48265001	49425000	1160000	25000	72546.51474129873	95.0%	0.08	2.705526212768829
chr10	77510001	77530000	chr10	77510001	78050000	540000	20000	265555.2899950769	99.0%	0.077	2.7033538777704353
chr4	68935001	68955000	chr4	67515001	68955000	1440000	20000	119599.5540350425	97.0%	0.0185	2.7019524483410935
chr9	99230001	99255000	chr9	99045001	99255000	210000	25000	400402.75173534616	99.0%	0.0335	2.701433000875664
chr4	96685001	96705000	chr4	96685001	98450000	1765000	20000	60231.931881392324	98.0%	0.032	2.6891887430923935
chr14	103450001	103475000	chr14	103100001	103475000	375000	25000	218061.7654109668	97.0%	0.06	2.6885935676354142
chr7	99695001	99715000	chr7	99485001	99715000	230000	20000	441295.53584802477	99.0%	0.0725	2.683035677105792
chr10	103245001	103265000	chr10	103245001	103450000	205000	20000	242457.44899496826	99.0%	0.079	2.682881008864661
chr11	100950001	100970000	chr11	100525001	100970000	445000	20000	289920.3207284202	99.0%	0.033	2.6820886977544105
chr2	165625001	165645000	chr2	165625001	165915000	290000	20000	444765.2247988391	98.0%	0.048	2.6773727998420176
chr10	53485001	53515000	chr10	53320001	53515000	195000	30000	536609.7665435938	99.0%	0.051	2.673235042355742
chr18	65290001	65310000	chr18	65290001	65775000	485000	20000	171720.41518235556	99.0%	0.071	2.6730593723233533
chr2	154935001	154955000	chr2	154360001	154955000	595000	20000	162994.52641889176	98.0%	0.04	2.667267324417896
chr1	181880001	181900000	chr1	181880001	182610000	730000	20000	144610.80574280495	97.0%	0.0455	2.6641532093626976
chr12	52905001	52925000	chr12	52905001	54430000	1525000	20000	52385.47602579064	95.0%	0.045	2.660993977024567
chr6	76770001	76790000	chr6	76770001	77515000	745000	20000	111251.62233765452	99.0%	0.059	2.65975898386807
chr9	61265001	61285000	chr9	60940001	61285000	345000	20000	470679.9398620929	99.0%	0.017	2.6447814807855763
chr19	58910001	58925000	chr19	58910001	59320000	410000	15000	223672.7979870291	95.0%	0.07150000000000001	2.643610165218178
chr5	135525001	135550000	chr5	135525001	135980000	455000	25000	327204.17727180076	99.0%	0.049	2.642003803213937
chr19	26935001	26955000	chr19	26590001	26955000	365000	20000	323506.85859274364	95.0%	0.042	2.637671258040896
chr17	87925001	87950000	chr17	87670001	87950000	280000	25000	358190.31415832567	99.0%	0.056	2.636959715157629
chr17	72595001	72615000	chr17	71665001	72615000	950000	20000	122784.90644718244	98.0%	0.035	2.6367067473336308
chr8	17510001	17540000	chr8	16580001	17540000	960000	30000	127836.38273676312	95.0%	0.037	2.6359101260255478
chr12	4525001	4550000	chr12	4200001	4550000	350000	25000	219315.93413977308	99.0%	0.054	2.628211350540324
chr9	72390001	72415000	chr9	71675001	72415000	740000	25000	165618.54325681948	98.0%	0.025500000000000002	2.6263979317036155
