PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp
SE_12_052300680	chr5	36726252	36727252	+	0	NA	Intergenic	Intergenic	21927	NM_133724	117197		NM_133724	ENSMUSG00000060708	Bloc1s4	2610101N07Rik|Blos4|Cno	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino	protein-coding	1.484	1.542
SE_12_052300277	chr11	106277172	106278172	+	0	NA	intron (NM_029467, intron 1 of 7)	MLTR73|LTR|ERV1	950	NM_001379686	75870		NM_029467	ENSMUSG00000020712	Tcam1	4930570F09Rik	testicular cell adhesion molecule 1	protein-coding	1.445	1.440
SE_12_052300180	chr6	71991021	71992021	+	0	NA	Intergenic	Intergenic	51007	NR_046180	330350		NR_046180	ENSMUSG00000108356	9130221F21Rik	9130221F21	RIKEN cDNA 9130221F21 gene	ncRNA	1.578	1.602
SE_12_052300678	chr5	142692912	142693912	+	0	NA	Intergenic	Intergenic	-8689	NM_146257	243328		NM_146257	ENSMUSG00000050822	Slc29a4	ENT4|PMAT|mENT4|mPMAT	solute carrier family 29 (nucleoside transporters), member 4	protein-coding	1.389	1.407
SE_12_052300668	chr10	116879696	116880696	+	0	NA	intron (NM_001033333, intron 1 of 24)	intron (NM_001033333, intron 1 of 24)	16683	NM_001033333	237558		NM_001033333	ENSMUSG00000034057	Myrfl	Gm239	myelin regulatory factor-like	protein-coding	1.685	1.659
SE_12_052300101	chr11	61056319	61057319	+	0	NA	intron (NM_001267593, intron 1 of 1)	B2_Mm2|SINE|B2	-8985	NM_010603	16515		NM_010603	ENSMUSG00000042529	Kcnj12	IRK-2|IRK2|Kir2.2|MB-IRK2	potassium inwardly-rectifying channel, subfamily J, member 12	protein-coding	1.426	1.387
SE_12_052300684	chr4	62629472	62630472	+	0	NA	intron (NM_019492, intron 14 of 19)	intron (NM_019492, intron 14 of 19)	10300	NM_134257	50780		NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding	1.350	1.296
SE_12_052300342	chr8	126337214	126338214	+	0	NA	intron (NM_175434, intron 2 of 6)	intron (NM_175434, intron 2 of 6)	39135	NM_175434	210027		NM_175434	ENSMUSG00000057060	Slc35f3	B230375D17Rik	solute carrier family 35, member F3	protein-coding	1.691	1.664
SE_12_052300769	chr18	44515687	44516687	+	0	NA	intron (NM_001085373, intron 5 of 18)	intron (NM_001085373, intron 5 of 18)	135687	NM_027490	70640		NM_027490	ENSMUSG00000024472	Dcp2	2410015D23Rik|5730537H01Rik	decapping mRNA 2	protein-coding	1.650	1.551
SE_12_052300358	chr8	123854972	123855972	+	0	NA	intron (NM_028536, intron 2 of 3)	intron (NM_028536, intron 2 of 3)	3403	NR_166592	73420		NM_028536	ENSMUSG00000031971	Ccsap	1700054N08Rik	centriole, cilia and spindle associated protein	protein-coding	1.518	1.455
SE_12_052300779	chr6	83518914	83519914	+	0	NA	intron (NM_009610, intron 7 of 8)	intron (NM_009610, intron 7 of 8)	-12445	NR_149734	27369		NM_013764	ENSMUSG00000014554	Dguok	dGK|dGK1|dGK2|dGK3	deoxyguanosine kinase	protein-coding	1.587	1.539
SE_12_052300956	chr15	12218457	12219457	+	0	NA	intron (NM_172958, intron 1 of 15)	ID_B1|SINE|B4	13929	NM_172958	268783		NM_172958	ENSMUSG00000039458	Mtmr12	3Pap|4932703C11|C730015A02Rik|Pip3ap|mKIAA1682	myotubularin related protein 12	protein-coding	1.158	1.090
SE_12_052300409	chr19	4065209	4066209	+	0	NA	Intergenic	MMVL30-int|LTR|ERV1	-6262	NM_001362043	225884		NM_144869	ENSMUSG00000058216	Gstp3	-	glutathione S-transferase pi 3	protein-coding	1.588	1.511
SE_12_052300229	chr4	128732767	128733767	+	0	NA	intron (NM_001195083, intron 1 of 6)	intron (NM_001195083, intron 1 of 6)	5696	NM_001195083	54383		NM_018774	ENSMUSG00000028796	Phc2	A3galt2|D130050K19Rik|D4Ertd810e|Edr2|Mph2|p36	polyhomeotic 2	protein-coding	1.508	1.393
SE_12_052300046	chr18	69562116	69563116	+	0	NA	intron (NM_001361128, intron 6 of 19)	intron (NM_001361128, intron 6 of 19)	216456	NM_001361128	21413		NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding	1.661	1.577
SE_12_052300061	chr8	120541468	120542468	+	0	NA	intron (NM_001145896, intron 1 of 15)	ID_B1|SINE|B4	3272	NR_106159	102466849		NR_106159	ENSMUSG00000098280	Mir7687	Gm27573|mmu-mir-7687	microRNA 7687	ncRNA	1.549	1.427
SE_12_052300071	chr19	5824395	5825395	+	0	NA	non-coding (NR_131212, exon 1 of 1)	non-coding (NR_131212, exon 1 of 1)	20583	NR_131212	66961		NR_003513	ENSMUSG00000092274	Neat1	2310043N10Rik|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA	1.430	1.278
SE_12_052300765	chr19	42263130	42264130	+	0	NA	intron (NM_001141983, intron 4 of 6)	intron (NM_001141983, intron 4 of 6)	7891	NM_027694	71146		NM_027694	ENSMUSG00000042532	Golga7b	4933417O08Rik	golgin A7B	protein-coding	1.598	1.598
SE_12_052300775	chr6	115912461	115913461	+	0	NA	intron (NM_031177, intron 19 of 28)	intron (NM_031177, intron 19 of 28)	-18947	NM_145383	212541		NM_145383	ENSMUSG00000030324	Rho	Noerg1|Opn2|Ops|RP4	rhodopsin	protein-coding	1.654	1.651
SE_12_052300008	chr18	25618421	25619421	+	0	NA	intron (NM_001362275, intron 2 of 13)	intron (NM_001362275, intron 2 of 13)	60827	NM_001362337	108013		NM_133195	ENSMUSG00000024268	Celf4	A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik	CUGBP, Elav-like family member 4	protein-coding	1.675	1.548
SE_12_052300405	chr2	25887750	25888750	+	0	NA	intron (NM_175462, intron 3 of 31)	intron (NM_175462, intron 3 of 31)	10467	NM_001302351	227632		NM_175462	ENSMUSG00000058740	Kcnt1	C030030G16Rik|Slack|Slo2.2|slo2	potassium channel, subfamily T, member 1	protein-coding	1.594	1.581
SE_12_052300225	chr7	46136518	46137518	+	0	NA	intron (NM_001357538, intron 12 of 38)	intron (NM_001357538, intron 12 of 38)	-36254	NM_001204411	16514		NM_010602	ENSMUSG00000096146	Kcnj11	Kir6.2|mBIR	potassium inwardly rectifying channel, subfamily J, member 11	protein-coding	1.456	1.310
SE_12_052300837	chr11	76043458	76044458	+	0	NA	Intergenic	B1F|SINE|Alu	-16176	NM_029658	76566		NM_029658	ENSMUSG00000020846	Rflnb	1500005K14Rik|Fam101b|RefilinB|cfm	refilin B	protein-coding	1.405	1.356
SE_12_052300134	chr10	60805286	60806286	+	0	NA	intron (NM_029770, intron 1 of 16)	intron (NM_029770, intron 1 of 16)	25795	NM_029770	107449		NM_029770	ENSMUSG00000020099	Unc5b	6330415E02Rik|A630020F16|D10Bwg0792e|Unc5h2	unc-5 netrin receptor B	protein-coding	1.688	1.673
SE_12_052300045	chr9	122041628	122042628	+	0	NA	Intergenic	MTE2a|LTR|ERVL-MaLR	-46102	NM_001289559	215494		NM_153540	ENSMUSG00000066235	Pomgnt2	Ago61|Gtdc2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	protein-coding	1.639	1.587
SE_12_052300955	chr7	64625337	64626337	+	0	NA	intron (NM_001291167, intron 2 of 13)	intron (NM_001291167, intron 2 of 13)	123699	NM_001291167	11784		NM_007461	ENSMUSG00000030519	Apba2	X11-like|X11L|XllL|mXllL	amyloid beta precursor protein binding family A member 2	protein-coding	1.447	1.417
SE_12_052300033	chr18	35854309	35855309	+	0	NA	intron (NM_001357459, intron 1 of 2)	intron (NM_001357459, intron 1 of 2)	122	NM_001357459	67393		NM_133687	ENSMUSG00000046668	Cxxc5	4930415K17Rik	CXXC finger 5	protein-coding	1.519	1.395
SE_12_052300493	chr17	6630383	6631383	+	0	NA	Intergenic	Intergenic	-9958	NR_028305	100040525		NR_028305		Tmem181c-ps	100040596|Tmem181d-ps	transmembrane protein 181C, pseudogene	pseudo	1.451	1.320
SE_12_052300630	chr2	180892218	180893218	+	0	NA	Intergenic	Intergenic	-1322	NR_029538	723951		NR_029538	ENSMUSG00000065454	Mir124a-3	Mirn124a-3|mir-124-3|mir-124a-3	microRNA 124a-3	ncRNA	1.699	1.664
SE_12_052300448	chr2	94273265	94274265	+	0	NA	Intergenic	CpG	-12366	NR_030431	735259		NR_030431	ENSMUSG00000076335	Mir670	Mirn670|mir-670|mmu-mir-670	microRNA 670	ncRNA	1.468	1.396
SE_12_052300232	chr11	118207850	118208850	+	0	NA	intron (NM_001378887, intron 1 of 9)	intron (NM_001378887, intron 1 of 9)	4381	NM_001378885	19157		NM_011180	ENSMUSG00000017132	Cyth1	CLM1|CTH-1|CYTIP|Pscd1	cytohesin 1	protein-coding	1.407	1.350
SE_12_052300959	chr1	64076232	64077232	+	0	NA	intron (NM_033563, intron 2 of 3)	intron (NM_033563, intron 2 of 3)	-34231	NR_105864	102466760		NR_105864	ENSMUSG00000098487	Mir6899	Gm27384|mmu-mir-6899	microRNA 6899	ncRNA	1.510	1.512
SE_12_052300406	chr9	122143390	122144390	+	0	NA	intron (NM_133741, intron 3 of 6)	intron (NM_133741, intron 3 of 6)	26431	NM_001357776	20623		NM_133741	ENSMUSG00000038145	Snrk	2010012F07Rik|E030034B15|mKIAA0096	SNF related kinase	protein-coding	1.631	1.526
SE_12_052300130	chr8	110947289	110948289	+	0	NA	intron (NM_009179, intron 1 of 6)	B4|SINE|B4	27924	NM_009179	20444		NM_009179	ENSMUSG00000031749	St3gal2	ST3GalII|Siat5	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	protein-coding	1.513	1.447
SE_12_052300226	chr4	129247302	129248302	+	0	NA	intron (NM_001285867, intron 1 of 6)	intron (NM_001285867, intron 1 of 6)	641	NM_001033189	97130		NM_001033189	ENSMUSG00000050390	Nhsl3	C77080|mKIAA1522	NHS like 3	protein-coding	1.357	1.336
SE_12_052300049	chr8	122876718	122877718	+	0	NA	Intergenic	MTC|LTR|ERVL-MaLR	28844	NM_007662	12555		NM_007662	ENSMUSG00000031962	Cdh15	Cdh14|Mcad	cadherin 15	protein-coding	1.357	1.257
SE_12_052300776	chr4	102099125	102100125	+	0	NA	Intergenic	Kanga1b|DNA|TcMar-Tc2	112785	NM_001085520	381536		NM_001085520	ENSMUSG00000078625	Prame62	Gm12789	PRAME like 62	protein-coding	1.342	1.250
SE_12_052300634	chr7	145334775	145335775	+	0	NA	Intergenic	MLT2B2|LTR|ERVL	20440	NM_203490	211578		NM_203490	ENSMUSG00000051207	Mrgprd	Gm499|Mgrd|MrgD|TGR7	MAS-related GPR, member D	protein-coding		
SE_12_052300766	chr16	41738322	41739322	+	0	NA	intron (NM_001361281, intron 3 of 8)	intron (NM_001361281, intron 3 of 8)	205996	NM_001347236	268890		NM_175548	ENSMUSG00000061080	Lsamp	5430428I19|B130007O04Rik|D930023J12Rik|Gm29907|Lam|Lamp	limbic system-associated membrane protein	protein-coding	1.442	1.322
SE_12_052300741	chr13	43640950	43641950	+	0	NA	intron (NM_183204, intron 1 of 1)	L1ME1|LINE|L1	25653	NM_183204	328234		NM_183204	ENSMUSG00000044164	Rnf182	C630023L15Rik	ring finger protein 182	protein-coding	1.460	1.487
SE_12_052300412	chr15	99513041	99514041	+	0	NA	intron (NM_028224, intron 7 of 11)	(CA)n|Simple_repeat|Simple_repeat	14624	NM_001038658	72393		NM_028224	ENSMUSG00000023011	Faim2	2900002L20Rik|Lfg|Lfg2|NMP25|Nmp35|Tmbim2	Fas apoptotic inhibitory molecule 2	protein-coding	1.446	1.429
SE_12_052301015	chr15	36878607	36879607	+	0	NA	Intergenic	Intergenic	-82178	NM_001253806	22631		NM_011740	ENSMUSG00000022285	Ywhaz	1110013I11Rik|14-3-3zeta	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	protein-coding	1.693	1.686
SE_12_052300323	chr5	27382163	27383163	+	0	NA	intron (NM_001136060, intron 1 of 25)	intron (NM_001136060, intron 1 of 25)	118729	NM_028561	73526		NM_028561	ENSMUSG00000048703	Speer4b	1700081O22Rik|SPEER-4B	spermatogenesis associated glutamate (E)-rich protein 4B	protein-coding	1.231	1.202
SE_12_052300790	chr19	22829173	22830173	+	0	NA	intron (NM_001362487, intron 9 of 26)	B3A|SINE|B2	79068	NR_029591	387200		NR_029591	ENSMUSG00000065507	Mir204	Mirn204|mir-204|mmu-mir-204	microRNA 204	ncRNA	1.451	1.392
SE_12_052300915	chr7	127019519	127020519	+	0	NA	exon (NM_001102563, exon 2 of 4)	exon (NM_001102563, exon 2 of 4)	1192	NM_001102563	69017		NM_001102563	ENSMUSG00000045114	Prrt2	1500031I19Rik|DSPB3	proline-rich transmembrane protein 2	protein-coding	1.115	0.879
SE_12_052301019	chr2	59651259	59652259	+	0	NA	intron (NM_198294, intron 2 of 26)	intron (NM_198294, intron 2 of 26)	4990	NM_001290659	66860		NM_198294	ENSMUSG00000035168	Tanc1	1200003E16Rik|Tanc|mKIAA1728	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	protein-coding	1.281	1.277
SE_12_052300452	chr7	31119152	31120152	+	0	NA	intron (NM_011322, intron 3 of 5)	intron (NM_011322, intron 3 of 5)	-4326	NM_001110252	15451		NM_008281	ENSMUSG00000001249	Hpn	Hlb320	hepsin	protein-coding	0.985	0.855
SE_12_052300794	chr1	192449639	192450639	+	0	NA	intron (NM_001038607, intron 10 of 10)	intron (NM_001038607, intron 10 of 10)	259362	NM_001038607	16510		NM_010600	ENSMUSG00000058248	Kcnh1	EAG1|Kv10.1|M-eag	potassium voltage-gated channel, subfamily H (eag-related), member 1	protein-coding	1.515	1.521
SE_12_052300507	chr5	120986681	120987681	+	0	NA	intron (NM_011286, intron 2 of 21)	intron (NM_011286, intron 2 of 21)	21303	NM_001302345	19894		NM_011286	ENSMUSG00000029608	Rph3a	2900002P20Rik	rabphilin 3A	protein-coding	1.382	1.407
SE_12_052300872	chr18	13970400	13971400	+	0	NA	intron (NM_001360804, intron 2 of 7)	intron (NM_001360804, intron 2 of 7)	1833	NM_001360804	225207		NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding	1.645	1.528
SE_12_052300887	chr7	30200429	30201429	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	-5776	NM_009795	12336		NM_009795	ENSMUSG00000001794	Capns1	Capa-4|Capa4|Capn4|Cdps|Css1|D7Ertd146e	calpain, small subunit 1	protein-coding	1.251	1.151
SE_12_052300919	chr6	85511702	85512702	+	0	NA	exon (NM_020596, exon 2 of 2)	exon (NM_020596, exon 2 of 2)	1387	NM_020596	13656		NM_020596	ENSMUSG00000071341	Egr4	NGF1-C|NGFI-C|NGFIC|pAT133	early growth response 4	protein-coding	1.588	1.603
SE_12_052300862	chr15	79706272	79707272	+	0	NA	intron (NM_013818, intron 2 of 11)	L2b|LINE|L2	15876	NM_013818	14904		NM_013818	ENSMUSG00000042535	Gtpbp1	GP-1|Gtpbp	GTP binding protein 1	protein-coding	1.423	1.382
SE_12_052300654	chr15	72659405	72660405	+	0	NA	intron (NM_180662, intron 20 of 21)	intron (NM_180662, intron 20 of 21)	-112206	NM_001033876	223604		NM_001033876	ENSMUSG00000036760	Kcnk9	A930009L07Rik|Task3	potassium channel, subfamily K, member 9	protein-coding	1.466	1.447
SE_12_052301039	chr1	167051331	167052331	+	0	NA	intron (NM_175461, intron 1 of 2)	intron (NM_175461, intron 1 of 2)	50414	NM_001160262	226610		NM_175461	ENSMUSG00000060568	Fam78b	C030014K22Rik|C030020L09Rik	family with sequence similarity 78, member B	protein-coding	1.438	1.248
SE_12_052300150	chr4	82517629	82518629	+	0	NA	intron (NR_137202, intron 1 of 1)	intron (NR_137202, intron 1 of 1)	10140	NR_137202	102635783		NR_137202	ENSMUSG00000087413	Gm11266	-	predicted gene 11266	ncRNA	1.006	0.924
SE_12_052300939	chr2	118545041	118546041	+	0	NA	promoter-TSS (NR_138603)	promoter-TSS (NR_138603)	-954	NR_138603	171543		NM_138313	ENSMUSG00000040093	Bmf	-	BCL2 modifying factor	protein-coding	1.631	1.428
SE_12_052300303	chr6	54531021	54532021	+	0	NA	intron (NM_027268, intron 3 of 7)	intron (NM_027268, intron 3 of 7)	34861	NM_027268	69938		NM_027268	ENSMUSG00000019124	Scrn1	2810019K23Rik|6330535A03Rik|SES1|mKIAA0193	secernin 1	protein-coding	1.619	1.620
SE_12_052300396	chr11	19014964	19015964	+	0	NA	intron (NM_001193271, intron 2 of 12)	intron (NM_001193271, intron 2 of 12)	3505	NM_001193271	17268		NM_010789	ENSMUSG00000020160	Meis1	C530044H18Rik|Evi8	Meis homeobox 1	protein-coding	0.668	0.636
SE_12_052300252	chr17	87340931	87341931	+	0	NA	intron (NM_028639, intron 13 of 19)	URR1A|DNA|hAT-Charlie	58545	NM_028639	225049		NM_028639	ENSMUSG00000036918	Ttc7	1110035E02Rik|1700007L07Rik|Ttc7a|fsn|hea	tetratricopeptide repeat domain 7	protein-coding	1.702	1.658
SE_12_052301035	chr9	56281745	56282745	+	0	NA	intron (NM_172924, intron 3 of 6)	AT_rich|Low_complexity|Low_complexity	-121175	NM_019793	56434		NM_019793	ENSMUSG00000032324	Tspan3	1700055K04Rik|TM4-A|Tm4sf8	tetraspanin 3	protein-coding	1.687	1.576
SE_12_052300650	chr8	83194755	83195755	+	0	NA	intron (NM_001111304, intron 1 of 20)	intron (NM_001111304, intron 1 of 20)	29903	NM_027758	71310		NM_027758	ENSMUSG00000031709	Tbc1d9	4933431N12Rik	TBC1 domain family, member 9	protein-coding	1.545	1.469
SE_12_052301043	chr6	31215616	31216616	+	0	NA	intron (NR_110469, intron 1 of 3)	intron (NR_110469, intron 1 of 3)	2358	NR_110471	232685		NM_144555	ENSMUSG00000044471	Lncpint	Lincpint|MNCb-1768|Pint|linc-Pint	long non-protein coding RNA, Trp53 induced transcript	ncRNA	1.635	1.613
SE_12_052300998	chr4	133388837	133389837	+	0	NA	intron (NM_016981, intron 1 of 11)	intron (NM_016981, intron 1 of 11)	19561	NR_039582	100628620		NR_039582	ENSMUSG00000092745	Mir5122	mmu-mir-5122|mu-mir-5122	microRNA 5122	ncRNA	1.449	1.398
SE_12_052300053	chr8	110683943	110684943	+	0	NA	intron (NR_151675, intron 13 of 17)	intron (NR_151675, intron 13 of 17)	-37033	NM_198625	244654		NM_198625	ENSMUSG00000033763	Mtss2	ABBA|Mtss1l	MTSS I-BAR domain containing 2	protein-coding	1.592	1.538
SE_12_052300935	chr5	22494332	22495332	+	0	NA	intron (NM_011959, intron 13 of 13)	intron (NM_011959, intron 13 of 13)	34198	NR_004442	100042049		NR_004442		Gm15421	-	ribosomal protein L22 like 1 pseudogene	pseudo	0.932	1.004
SE_12_052300943	chr11	116653024	116654024	+	0	NA	intron (NM_030206, intron 1 of 3)	intron (NM_030206, intron 1 of 3)	789	NM_030206	114886		NM_030206	ENSMUSG00000020810	Cygb	3110001K20Rik|HGb|Staap	cytoglobin	protein-coding	1.398	1.351
SE_12_052300154	chr12	80831379	80832379	+	0	NA	intron (NM_178682, intron 2 of 5)	PB1D10|SINE|Alu	41347	NM_001242419	217684		NM_178682	ENSMUSG00000021133	Susd6	4933426M11Rik|mKIAA0247	sushi domain containing 6	protein-coding	1.556	1.471
SE_12_052300527	chr14	25209926	25210926	+	0	NA	Intergenic	Intergenic	-67185	NR_045718	75862		NR_045718	ENSMUSG00000114916	4930572O13Rik	-	RIKEN cDNA 4930572O13 gene	ncRNA	1.429	1.322
SE_12_052300360	chr18	69418908	69419908	+	0	NA	intron (NM_001361128, intron 3 of 19)	intron (NM_001361128, intron 3 of 19)	73248	NM_001361128	21413		NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding	1.693	1.607
SE_12_052300110	chr2	105693162	105694162	+	0	NA	intron (NM_013627, intron 11 of 12)	intron (NM_013627, intron 11 of 12)	11199	NM_001310146	18508		NM_013627	ENSMUSG00000027168	Pax6	1500038E17Rik|AEY11|Dey|Gsfaey11|Pax-6|Sey	paired box 6	protein-coding	1.171	1.049
SE_12_052300092	chr5	113564598	113565598	+	0	NA	intron (NM_177292, intron 3 of 7)	B2_Mm1a|SINE|B2	14678	NM_177292	320916		NM_177292	ENSMUSG00000063430	Wscd2	4933413A10Rik|C530024P05Rik|Gm450	WSC domain containing 2	protein-coding	1.116	1.076
SE_12_052300370	chr18	39355517	39356517	+	0	NA	intron (NM_001361073, intron 20 of 21)	intron (NM_001361073, intron 20 of 21)	133262	NM_008173	14815		NM_008173	ENSMUSG00000024431	Nr3c1	GR|Grl-1|Grl1	nuclear receptor subfamily 3, group C, member 1	protein-coding	1.692	1.580
SE_12_052300575	chr1	36547923	36548923	+	0	NA	TTS (NM_001126047)	TTS (NM_001126047)	-1171	NR_132321	109346		NM_026241	ENSMUSG00000079610	Ankrd39	9130416N05Rik|C030004B10Rik	ankyrin repeat domain 39	protein-coding	1.513	1.505
SE_12_052300614	chr1	132376767	132377767	+	0	NA	intron (NM_001311107, intron 2 of 4)	L2a|LINE|L2	-9319	NM_001311108	68875		NM_178874	ENSMUSG00000042066	Tmcc2	1110063G11Rik	transmembrane and coiled-coil domains 2	protein-coding	1.449	1.444
SE_12_052300432	chr19	46321561	46322561	+	0	NA	exon (NM_001347454, exon 6 of 18)	exon (NM_001347454, exon 6 of 18)	4805	NM_001347454	73728		NM_028627	ENSMUSG00000037126	Psd	1110007H17Rik|A930015K15|Efa6|Efa6a|Psdl|mKIAA2011	pleckstrin and Sec7 domain containing	protein-coding	1.436	1.381
SE_12_052300565	chr1	134072438	134073438	+	0	NA	Intergenic	PB1D7|SINE|Alu	6217	NM_007570	12227		NM_007570	ENSMUSG00000020423	Btg2	APRO1|Pc3|TIS21	BTG anti-proliferation factor 2	protein-coding	1.501	1.469
SE_12_052300147	chr4	155170992	155171992	+	0	NA	intron (NM_011385, intron 1 of 6)	intron (NM_011385, intron 1 of 6)	51043	NM_001357191	20481		NM_011385	ENSMUSG00000029050	Ski	2310012I02Rik|2610001A11Rik	ski sarcoma viral oncogene homolog (avian)	protein-coding	1.383	1.290
SE_12_052300248	chr2	153505427	153506427	+	0	NA	intron (NM_001134300, intron 1 of 10)	(CA)n|Simple_repeat|Simple_repeat	24044	NM_001134300	329540		NM_001001986	ENSMUSG00000061411	Nol4l	4931410H15|8430427H17Rik|Gm1636	nucleolar protein 4-like	protein-coding	1.732	1.682
SE_12_052300293	chr15	64029633	64030633	+	0	NA	intron (NM_001360037, intron 1 of 11)	intron (NM_001360037, intron 1 of 11)	29631	NM_001360038	223601		NM_144846	ENSMUSG00000022378	Cyrib	0910001A06Rik|Fam49b	CYFIP related Rac1 interactor B	protein-coding	1.423	1.365
SE_12_052300647	chr17	90437610	90438610	+	0	NA	intron (NM_020252, intron 17 of 22)	(TATG)n|Simple_repeat|Simple_repeat	17770	NM_001346959	18189		NM_020252	ENSMUSG00000024109	Nrxn1	1700062G21Rik|9330127H16Rik|A230068P09Rik|mKIAA0578	neurexin I	protein-coding	1.090	0.947
SE_12_052300374	chr2	26130779	26131779	+	0	NA	Intergenic	Intergenic	8264	NM_001256522	109299		NM_001256521	ENSMUSG00000087679	Tmem250	C330006A16Rik|Tmem250-ps	transmembrane protein 250	protein-coding	1.641	1.587
SE_12_052300206	chr8	120142080	120143080	+	0	NA	intron (NM_172286, intron 1 of 12)	MTA_Mm|LTR|ERVL-MaLR	-2349	NM_001163760	234797		NM_172286	ENSMUSG00000031824	6430548M08Rik	Kiaa0513|mKIAA0513	RIKEN cDNA 6430548M08 gene	protein-coding	1.664	1.570
SE_12_052300426	chr16	17654150	17655150	+	0	NA	intron (NM_001358404, intron 12 of 16)	intron (NM_001358404, intron 12 of 16)	8180	NM_001166164	72315		NM_001166164	ENSMUSG00000041617	Ccdc74a	2310015A05Rik	coiled-coil domain containing 74A	protein-coding	1.575	1.530
SE_12_052300013	chr19	53475340	53476340	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-11044	NR_028427	381232		NR_028427		Mirt1	4833407H14Rik|5430437C04Rik|5830416P10Rik|Gm10758	myocardial infarction associated transcript 1	ncRNA	1.613	1.643
SE_12_052300986	chr17	45548609	45549609	+	0	NA	intron (NM_001013749, intron 1 of 2)	CpG	568	NM_001013749	210573		NM_001013749	ENSMUSG00000096847	Tmem151b	Gm323	transmembrane protein 151B	protein-coding	1.562	1.566
SE_12_052300364	chr18	64772406	64773406	+	0	NA	Intergenic	B3A|SINE|B2	-111906	NM_001001488	54670		NM_001001488	ENSMUSG00000039529	Atp8b1	FIC1|Ic	ATPase, class I, type 8B, member 1	protein-coding	1.711	1.606
SE_12_052300114	chr2	72007022	72008022	+	0	NA	intron (NM_019688, intron 1 of 29)	Lx8|LINE|L1	26307	NM_001204165	56508		NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding	1.669	1.623
SE_12_052300212	chr2	122362712	122363712	+	0	NA	intron (NM_001374011, intron 1 of 6)	B3|SINE|B2	5706	NM_001013829	435684		NM_001013829	ENSMUSG00000033256	Shf	-	Src homology 2 domain containing F	protein-coding	1.575	1.470
SE_12_052300388	chr16	90003341	90004341	+	0	NA	Intergenic	Intergenic	-29142	NM_001145886	21844		NM_009384	ENSMUSG00000002489	Tiam1	D16Ium10|D16Ium10e	T cell lymphoma invasion and metastasis 1	protein-coding	1.550	1.519
SE_12_052300579	chr10	13977288	13978288	+	0	NA	intron (NM_001358782, intron 1 of 9)	intron (NM_001358782, intron 1 of 9)	11409	NM_001358782	15273		NM_010437	ENSMUSG00000015501	Hivep2	Gm20114|MIBP-1|MIBP1|Schnurri-2|Shn-2	human immunodeficiency virus type I enhancer binding protein 2	protein-coding	1.584	1.567
