PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
1-25686	chr5	67755815	67756815	+	1000	NA	intron (NM_009727, intron 14 of 35)	intron (NM_009727, intron 14 of 35)	91116	NM_001284345	11980		NM_009727	ENSMUSG00000037685	Atp8a1	APLT|Atp3a2|B230107D19Rik|ClassI	ATPase phospholipid transporting 8A1	protein-coding	-1.971	-1.626
1-17094	chr11	102777167	102778167	+	1000	NA	exon (NM_001110778, exon 26 of 26)	exon (NM_001110778, exon 26 of 26)	16232	NM_001110778	11488		NM_009613	ENSMUSG00000020926	Adam11	Mdc	a disintegrin and metallopeptidase domain 11	protein-coding	-1.967	-1.804
1-29997	chr5	35746659	35747659	+	1000	NA	Intergenic	Intergenic	-7172	NM_001359895	231147		NM_194344	ENSMUSG00000036553	Sh3tc1	4631428G15	SH3 domain and tetratricopeptide repeats 1	protein-coding	-1.065	-1.214
1-16469	chr4	41715283	41716283	+	1000	NA	intron (NM_016890, intron 5 of 6)	B3|SINE|B2	-2266	NM_027278	69961		NM_027278	ENSMUSG00000036114	Rpp25l	2810432D09Rik|Rppl25	ribonuclease P/MRP 25 subunit-like	protein-coding	-1.477	-1.226
1-13630	chr3	116332907	116333907	+	1000	NA	intron (NM_001355646, intron 3 of 11)	intron (NM_001355646, intron 3 of 11)	20837	NM_001355646	229776		NM_001080818	ENSMUSG00000033502	Cdc14a	A830059A17Rik|CDC14A2|CDC14a1|Cdc14	CDC14 cell division cycle 14A	protein-coding	-0.681	-0.756
1-26249	chr16	94816110	94817110	+	1000	NA	intron (NM_001025584, intron 3 of 4)	MER91B|DNA|hAT-Tip100	40080	NM_001025590	16522		NM_010606	ENSMUSG00000043301	Kcnj6	BIR1|GIRK2|KATP2|KCNJ7|Kir3.2|weaver|wv	potassium inwardly-rectifying channel, subfamily J, member 6	protein-coding	-2.432	-2.689
1-16943	chr3	120192386	120193386	+	1000	NA	Intergenic	Intergenic	-409498	NM_019550	56195		NM_019550	ENSMUSG00000028134	Ptbp2	Ptb2|brPTB|nPTB	polypyrimidine tract binding protein 2	protein-coding	-1.740	-1.616
1-27868	chr8	69118560	69119560	+	1000	NA	Intergenic	Intergenic	-29838	NM_153054	110877		NM_153054	ENSMUSG00000036330	Slc18a1	4832416I10Rik|Vat1|Vmat1	solute carrier family 18 (vesicular monoamine), member 1	protein-coding	-0.866	-0.755
1-27076	chr7	120124439	120125439	+	1000	NA	Intergenic	Intergenic	20350	NM_001374631	22787		NM_011775	ENSMUSG00000030911	Zp2	Zp-2	zona pellucida glycoprotein 2	protein-coding	-0.752	-0.833
1-9936	chr15	51833725	51834725	+	1000	NA	intron (NM_080635, intron 2 of 7)	intron (NM_080635, intron 2 of 7)	31236	NM_080635	68135		NM_080635	ENSMUSG00000022312	Eif3h	1110008A16Rik|40kD|9430017H16Rik|EIF3-P40|EIF3-gamma|Eif3s3	eukaryotic translation initiation factor 3, subunit H	protein-coding	-0.986	-0.772
1-26516	chr18	35598055	35599055	+	1000	NA	promoter-TSS (NM_001357472)	promoter-TSS (NM_001357472)	-62	NM_026420	67869		NM_026420	ENSMUSG00000037058	Paip2	2310050K10Rik	polyadenylate-binding protein-interacting protein 2	protein-coding	-2.526	-2.319
1-12580	chr18	61505150	61506150	+	1000	NA	intron (NM_177828, intron 8 of 12)	intron (NM_177828, intron 8 of 12)	20875	NR_168274	108168397		NR_168274	ENSMUSG00000117713	Gm46637	-	predicted gene, 46637	ncRNA	-1.760	-1.617
1-16955	chr10	39732598	39733598	+	1000	NA	intron (NM_011264, intron 1 of 31)	CpG-983	938	NM_011264	19714		NM_011264	ENSMUSG00000019841	Rev3l	Rev|Rev3|Sez4	REV3 like, DNA directed polymerase zeta catalytic subunit	protein-coding	-1.402	-1.199
1-20052	chr10	110975746	110976746	+	1000	NA	intron (NM_001359622, intron 3 of 16)	B2_Mm1t|SINE|B2	33763	NM_001359622	320150		NM_172554	ENSMUSG00000035798	Zdhhc17	A230053P19Rik|D130071N24Rik|DHHC-17|Hip14	zinc finger, DHHC domain containing 17	protein-coding	-1.358	-1.178
1-16131	chr6	54992668	54993668	+	1000	NA	promoter-TSS (NM_026637)	promoter-TSS (NM_026637)	-301	NM_026637	110175		NM_026637	ENSMUSG00000002797	Ggct	A030007L17Rik|Gctg|Ggc	gamma-glutamyl cyclotransferase	protein-coding	-0.981	-0.890
1-27629	chr5	135854828	135855828	+	1000	NA	intron (NM_021403, intron 8 of 14)	intron (NM_021403, intron 8 of 14)	-32591	NM_013560	15507		NM_013560	ENSMUSG00000004951	Hspb1	27kDa|Hsp25	heat shock protein 1	protein-coding	-1.837	-1.779
1-28879	chr6	97525839	97526839	+	1000	NA	intron (NM_145148, intron 2 of 23)	intron (NM_145148, intron 2 of 23)	-38519	NM_001346637	232288		NM_145148	ENSMUSG00000030064	Frmd4b	6030440G05Rik|GOBLIN|GRSP1	FERM domain containing 4B	protein-coding	-0.678	-0.700
1-23335	chr6	49318563	49319563	+	1000	NA	promoter-TSS (NM_001311112)	promoter-TSS (NM_001311112)	-211	NM_175098	57895		NM_175098	ENSMUSG00000050786	Ccdc126	6330407D12Rik	coiled-coil domain containing 126	protein-coding	-0.617	-0.613
1-18651	chr14	56887634	56888634	+	1000	NA	intron (NM_029498, intron 2 of 24)	intron (NM_029498, intron 2 of 24)	1291	NM_001360643	76007		NM_029498	ENSMUSG00000021945	Zmym2	5830413P05Rik|FIM|MYM|RAMP|SCLL|Zfp198|Znf198	zinc finger, MYM-type 2	protein-coding	-0.900	-0.804
1-30877	chr9	27175857	27176857	+	1000	NA	Intergenic	Intergenic	-20936	NM_023277	83964		NM_023277	ENSMUSG00000031990	Jam3	1110002N23Rik|JAM-3|JAM-C|Jcam3	junction adhesion molecule 3	protein-coding	-1.331	-1.157
1-24848	chr9	120415192	120416192	+	1000	NA	intron (NM_144557, intron 3 of 16)	intron (NM_144557, intron 3 of 16)	76889	NR_166642	382114		NR_166642	ENSMUSG00000111828	D830035M03Rik	Gm1712	RIKEN cDNA D830035M03 gene	ncRNA	-0.931	-1.177
1-24622	chr8	125955336	125956336	+	1000	NA	Intergenic	Intergenic	-39266	NM_008430	16525		NM_008430	ENSMUSG00000033998	Kcnk1	TWIK-1	potassium channel, subfamily K, member 1	protein-coding	-2.483	-2.301
1-11092	chr18	70910604	70911604	+	1000	NA	Intergenic	L1_Mus4|LINE|L1	342812	NM_010773	17191		NM_010773	ENSMUSG00000024513	Mbd2	MBD2a	methyl-CpG binding domain protein 2	protein-coding	-0.556	-0.318
1-6209	chr9	20915878	20916878	+	1000	NA	intron (NM_001199431, intron 27 of 38)	intron (NM_001199431, intron 27 of 38)	-2214	NR_106049	102466802		NR_106049	ENSMUSG00000099147	Mir7081	Gm27904|mmu-mir-7081	microRNA 7081	ncRNA	-0.803	-0.791
1-13526	chr5	113586150	113587150	+	1000	NA	intron (NM_177292, intron 7 of 7)	B2_Mm2|SINE|B2	36230	NM_177292	320916		NM_177292	ENSMUSG00000063430	Wscd2	4933413A10Rik|C530024P05Rik|Gm450	WSC domain containing 2	protein-coding	-3.006	-2.863
1-31136	chr5	117493676	117494676	+	1000	NA	intron (NM_001312914, intron 1 of 19)	intron (NM_001312914, intron 1 of 19)	80174	NM_001312914	333050		NM_001034873	ENSMUSG00000061578	Ksr2	-	kinase suppressor of ras 2	protein-coding	-2.256	-2.368
1-12380	chr9	118487952	118488952	+	1000	NA	Intergenic	Intergenic	10263	NM_010136	13813		NM_010136	ENSMUSG00000032446	Eomes	TBR-2|Tbr2	eomesodermin	protein-coding	-1.518	-1.250
1-6340	chr12	104699354	104700354	+	1000	NA	intron (NM_148948, intron 22 of 26)	intron (NM_148948, intron 22 of 26)	52098	NM_148948	192119		NM_148948	ENSMUSG00000041415	Dicer1	1110006F08Rik|D12Ertd7e|aviD|mKIAA0928	dicer 1, ribonuclease type III	protein-coding	-0.789	-0.910
1-7819	chr17	54064918	54065918	+	1000	NA	Intergenic	Intergenic	-74787	NM_018751	20888		NM_018751	ENSMUSG00000023943	Sult1c1	(PST)G|P-SULT|ST1C1|Stp2|Sult1a2|mOLFST	sulfotransferase family, cytosolic, 1C, member 1	protein-coding	-0.458	-0.430
1-25299	chr2	43786942	43787942	+	1000	NA	promoter-TSS (NM_001364029)	promoter-TSS (NM_001364029)	87	NM_001364029	76117		NM_153820	ENSMUSG00000049744	Arhgap15	5830480G12Rik	Rho GTPase activating protein 15	protein-coding	-0.767	-0.733
1-15993	chr15	101230686	101231686	+	1000	NA	intron (NM_019518, intron 7 of 7)	intron (NM_019518, intron 7 of 7)	-6000	NR_045328	380977		NR_045326	ENSMUSG00000097915	A330009N23Rik	-	RIKEN cDNA A330009N23 gene	ncRNA	-1.633	-1.704
1-26486	chr18	75740263	75741263	+	1000	NA	Intergenic	Intergenic	-43067	NM_201354	269037		NM_201354	ENSMUSG00000052928	Ctif	Gm672	CBP80/20-dependent translation initiation factor	protein-coding	-1.589	-1.718
1-15669	chr12	91313861	91314861	+	1000	NA	intron (NM_181815, intron 10 of 25)	intron (NM_181815, intron 10 of 25)	70048	NM_181815	75216		NM_181815	ENSMUSG00000061533	Cep128	4930534B04Rik|5430424K18Rik|E230024F20	centrosomal protein 128	protein-coding	-2.232	-1.887
1-23535	chr8	114771083	114772083	+	1000	NA	intron (NM_019573, intron 8 of 8)	intron (NM_019573, intron 8 of 8)	331931	NM_019573	80707		NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding	-2.763	-2.507
1-8516	chr5	130314620	130315620	+	1000	NA	intron (NR_153350, intron 13 of 15)	B3A|SINE|B2	-54338	NM_181045	140904		NM_021371	ENSMUSG00000060371	Caln1	9630012C17Rik|Cabp8|MNCb-0849	calneuron 1	protein-coding	-2.611	-2.224
1-10222	chr18	4921077	4922077	+	1000	NA	Intergenic	Intergenic	109091	NR_045881	100038439		NR_045881	ENSMUSG00000097043	Gm10556	-	predicted gene 10556	ncRNA	-0.871	-1.075
1-28818	chr3	87986618	87987618	+	1000	NA	TTS (NM_007529)	TTS (NM_007529)	13238	NM_007529	12032		NM_007529	ENSMUSG00000004892	Bcan	Cspg7	brevican	protein-coding	-1.243	-1.339
1-13326	chr9	20842355	20843355	+	1000	NA	Intergenic	Intergenic	24361	NM_001030290	235033		NM_001030290	ENSMUSG00000053773	Rdh8	Gm182|prRDH	retinol dehydrogenase 8	protein-coding	-0.201	-0.173
1-18430	chr15	80132564	80133564	+	1000	NA	promoter-TSS (NM_025609)	promoter-TSS (NM_025609)	-82	NM_025609	66513		NM_025609	ENSMUSG00000022414	Tab1	2310012M03Rik|Map3k7ip1|b2b449Clo	TGF-beta activated kinase 1/MAP3K7 binding protein 1	protein-coding	-2.794	-2.730
1-26454	chr17	69562849	69563849	+	1000	NA	Intergenic	Intergenic	124023	NM_001145192	320722		NM_001145192	ENSMUSG00000091636	Akain1	A330050F15Rik	A kinase anchor inhibitor 1	protein-coding	-2.205	-2.115
1-15828	chr16	63015861	63016861	+	1000	NA	Intergenic	Intergenic	162054	NM_011173	19128		NM_011173	ENSMUSG00000022912	Pros1	-	protein S (alpha)	protein-coding	-1.980	-1.569
1-15642	chr16	13446201	13447201	+	1000	NA	Intergenic	Intergenic	-1251	NR_169185	118027462		NR_169185	ENSMUSG00000109857	Gm53058	-	predicted gene 53058	ncRNA	-1.071	-1.071
1-15492	chr14	74788452	74789452	+	1000	NA	intron (NM_001252132, intron 15 of 18)	intron (NM_001252132, intron 15 of 18)	56655	NM_001285423	13885		NM_016903	ENSMUSG00000021996	Esd	Es-10|Es10|FGH|sid478	esterase D/formylglutathione hydrolase	protein-coding	-0.397	-0.471
1-9956	chr11	107213402	107214402	+	1000	NA	intron (NM_001359616, intron 8 of 8)	intron (NM_001359616, intron 8 of 8)	-24521	NR_156439	68979		NM_133702	ENSMUSG00000018433	Nol11	1500002M01Rik	nucleolar protein 11	protein-coding	-1.254	-1.206
1-23857	chr14	62965043	62966043	+	1000	NA	Intergenic	Intergenic	18967	NM_001037751	432867		NM_001037751	ENSMUSG00000075574	Defb48	Defb42|EG432867	defensin beta 48	protein-coding	-1.318	-1.189
1-29768	chr7	25719663	25720663	+	1000	NA	TTS (NM_144922)	TTS (NM_144922)	-1128	NM_001368381	52132		NM_028771	ENSMUSG00000002608	Ccdc97	1200014H14Rik|2810446P04Rik|D7Ertd462e	coiled-coil domain containing 97	protein-coding	-0.544	-0.430
1-12410	chr12	97973811	97974811	+	1000	NA	Intergenic	Intergenic	134282	NR_168899	102638980		NR_168899	ENSMUSG00000112812	Gm47415	Gm35412	predicted gene, 47415	ncRNA	0.336	0.160
1-22838	chr3	45375463	45376463	+	1000	NA	intron (NR_045172, intron 1 of 8)	intron (NR_045172, intron 1 of 8)	2297	NR_045172	72511		NR_045172	ENSMUSG00000097040	2610316D01Rik	-	RIKEN cDNA 2610316D01 gene	ncRNA	0.404	0.484
1-26316	chr6	48771705	48772705	+	1000	NA	Intergenic	Intergenic	-1354	NM_031247	83408		NM_031247	ENSMUSG00000039264	Gimap3	2010110D23Rik|Gimap5|Ian4	GTPase, IMAP family member 3	protein-coding	-0.406	-0.421
1-20429	chr19	6140751	6141751	+	1000	NA	promoter-TSS (NM_019722)	promoter-TSS (NM_019722)	-114	NM_019722	56327		NM_019722	ENSMUSG00000024944	Arl2	2610009M23Rik	ADP-ribosylation factor-like 2	protein-coding	-4.092	-4.033
1-23941	chr1	171246638	171247638	+	1000	NA	promoter-TSS (NM_153064)	promoter-TSS (NM_153064)	-16	NM_153064	226646		NM_153064	ENSMUSG00000013593	Ndufs2	CI-49kD	NADH:ubiquinone oxidoreductase core subunit S2	protein-coding	-0.709	-0.611
1-25645	chr11	67896977	67897977	+	1000	NA	intron (NM_001291049, intron 4 of 14)	intron (NM_001291049, intron 4 of 14)	24676	NM_173754	216835		NM_173754	ENSMUSG00000020905	Usp43	-	ubiquitin specific peptidase 43	protein-coding	-0.172	-0.149
1-25495	chr4	140030147	140031147	+	1000	NA	intron (NM_198610, intron 6 of 9)	intron (NM_198610, intron 6 of 9)	-62621	NM_173427	242721		NM_173427	ENSMUSG00000078234	Klhdc7a	B230308G19Rik	kelch domain containing 7A	protein-coding	-2.194	-2.240
1-6608	chr3	22143985	22144985	+	1000	NA	intron (NM_030732, intron 1 of 15)	intron (NM_030732, intron 1 of 15)	67833	NM_030732	81004		NM_030732	ENSMUSG00000027630	Tbl1xr1	8030499H02Rik|A630076E03Rik|C21|C230089I12Rik|DC42|Ira1|TBLR1	transducin (beta)-like 1X-linked receptor 1	protein-coding	-1.420	-1.252
1-23006	chr1	36252514	36253514	+	1000	NA	Intergenic	Intergenic	-8712	NM_198899	320011		NM_198899	ENSMUSG00000037470	Uggt1	0910001L17Rik|A930007H10Rik|C820010P03Rik|GT|UGT1|Ugcgl1	UDP-glucose glycoprotein glucosyltransferase 1	protein-coding	-1.460	-1.216
1-9701	chr7	129680194	129681194	+	1000	NA	Intergenic	Intergenic	88831	NM_172255	207425		NM_172255	ENSMUSG00000042055	Wdr11	2900055P10Rik|Brwd2|mKIAA1351	WD repeat domain 11	protein-coding	-0.575	-0.847
1-10831	chr9	59760218	59761218	+	1000	NA	intron (NM_173018, intron 1 of 43)	B1_Mur4|SINE|Alu	9544	NM_173018	270163		NM_173018	ENSMUSG00000039585	Myo9a	4732465J09Rik|C130068I12Rik|C230003M11	myosin IXa	protein-coding	-0.904	-0.977
1-6067	chr10	42297643	42298643	+	1000	NA	Intergenic	B2_Mm2|SINE|B2	-21448	NM_001376967	56484		NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding	-2.084	-2.084
1-16590	chr8	25559677	25560677	+	1000	NA	intron (NM_001079908, intron 5 of 17)	intron (NM_001079908, intron 5 of 17)	-4094	NR_110510	102633315		NR_110510	ENSMUSG00000086134	Gm16159	-	predicted gene 16159	ncRNA	-1.814	-1.679
1-9657	chr5	31596130	31597130	+	1000	NA	Intergenic	Intergenic	-17321	NM_025796	66845		NM_025796	ENSMUSG00000106918	Mrpl33	0610009M10Rik|L33mt|MRP-L33	mitochondrial ribosomal protein L33	protein-coding	-1.454	-1.398
1-26778	chr9	20830694	20831694	+	1000	NA	Intergenic	Intergenic	12700	NM_001030290	235033		NM_001030290	ENSMUSG00000053773	Rdh8	Gm182|prRDH	retinol dehydrogenase 8	protein-coding	-0.226	-0.204
1-8152	chr4	119672370	119673370	+	1000	NA	Intergenic	Intergenic	-13925	NM_008191	14916		NM_008191	ENSMUSG00000032978	Guca2b	Gcap2|Ugn	guanylate cyclase activator 2b (retina)	protein-coding	-1.427	-1.501
1-17850	chr1	159910717	159911717	+	1000	NA	intron (NM_022312, intron 18 of 22)	intron (NM_022312, intron 18 of 22)	133100	NR_168324	105243991		NR_168324	ENSMUSG00000104111	Gm37294	-	predicted gene, 37294	ncRNA	-1.153	-1.270
1-20225	chr9	53986683	53987683	+	1000	NA	Intergenic	L1_Rod|LINE|L1	-11882	NM_177769	270162		NM_177769	ENSMUSG00000041986	Elmod1	4831417L10	ELMO/CED-12 domain containing 1	protein-coding	-1.021	-0.949
1-24636	chr4	150626006	150627006	+	1000	NA	Intergenic	Intergenic	25668	NM_001355737	242773		NM_173774	ENSMUSG00000039838	Slc45a1	C230078B22|Dnb5|PAST-A	solute carrier family 45, member 1	protein-coding	-2.035	-2.175
1-13532	chr5	22515433	22516433	+	1000	NA	intron (NM_011959, intron 12 of 13)	intron (NM_011959, intron 12 of 13)	13097	NR_004442	100042049		NR_004442		Gm15421	-	ribosomal protein L22 like 1 pseudogene	pseudo	-2.114	-2.004
1-8132	chr3	129679931	129680931	+	1000	NA	intron (NM_001329594, intron 17 of 17)	intron (NM_001329594, intron 17 of 17)	44655	NM_001310737	13645		NM_010113	ENSMUSG00000028017	Egf	-	epidermal growth factor	protein-coding	-0.577	-0.597
1-10055	chr1	33947549	33948549	+	1000	NA	intron (NM_001276764, intron 2 of 102)	intron (NM_001276764, intron 2 of 102)	39824	NM_001276764	13518		NM_010081	ENSMUSG00000026131	Dst	2310001O04Rik|A830042E19Rik|BP230|BPAG1-n|Bpag|Bpag1|Macf2|ah|athetoid|dt|mKIAA0728|nmf203|nmf339	dystonin	protein-coding	-0.857	-0.763
1-31122	chr17	12038869	12039869	+	1000	NA	intron (NM_016694, intron 10 of 11)	intron (NM_016694, intron 10 of 11)	-79915	NM_026644	68262		NM_026644	ENSMUSG00000023827	Agpat4	1500003P24Rik	1-acylglycerol-3-phosphate O-acyltransferase 4	protein-coding	-1.827	-1.803
1-6747	chr15	95787261	95788261	+	1000	NA	Intergenic	B3A|SINE|B2	-3082	NM_001253813	105722		NM_175344	ENSMUSG00000064210	Ano6	2900059G15Rik|F730003B03Rik|Tmem16f	anoctamin 6	protein-coding	-0.756	-0.907
1-13729	chr14	8255071	8256071	+	1000	NA	intron (NM_053115, intron 4 of 14)	MER91B|DNA|hAT-Tip100	3268	NM_001161667	93732		NM_053115	ENSMUSG00000021751	Acox2	THCCox	acyl-Coenzyme A oxidase 2, branched chain	protein-coding	-0.285	-0.490
1-26952	chr5	21736606	21737606	+	1000	NA	promoter-TSS (NM_028431)	promoter-TSS (NM_028431)	-54	NM_028431	73078		NM_028431	ENSMUSG00000029017	Pmpcb	3110004O18Rik|MPP11|MPPB|MPPP52	peptidase (mitochondrial processing) beta	protein-coding	-1.139	-1.024
1-21095	chr5	113375472	113376472	+	1000	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	18678	NM_001012726	503692		NM_001012726	ENSMUSG00000053873	Aym1	-	activator of yeast meiotic promoters 1	ncRNA	-3.131	-3.254
1-19750	chr13	59514785	59515785	+	1000	NA	intron (NM_001284219, intron 8 of 24)	intron (NM_001284219, intron 8 of 24)	41637	NM_001284219	67269		NM_023328	ENSMUSG00000021557	Agtpbp1	1700020N17Rik|2310001G17Rik|2900054O13Rik|4930445M19Rik|5730402G09Rik|CCP1|Nna1|atms|nmf243|pcd	ATP/GTP binding protein 1	protein-coding	-1.392	-1.163
1-10236	chr3	56078881	56079881	+	1000	NA	intron (NM_030595, intron 8 of 57)	B2_Mm2|SINE|B2	104320	NM_030595	26422		NM_030595	ENSMUSG00000027799	Nbea	Lyst2|mKIAA1544	neurobeachin	protein-coding	-1.602	-1.706
1-13332	chr4	130390962	130391962	+	1000	NA	Intergenic	ID_B1|SINE|B4	31330	NM_025645	66585		NM_025645	ENSMUSG00000074088	Snrnp40	0610009C03Rik|Prp8bp|Wdr57	small nuclear ribonucleoprotein 40 (U5)	protein-coding	-2.016	-2.145
1-14625	chr10	3325157	3326157	+	1000	NA	Intergenic	B3A|SINE|B2	-40493	NM_133485	76142		NM_133485	ENSMUSG00000040653	Ppp1r14c	6330514J04Rik|KEPI	protein phosphatase 1, regulatory inhibitor subunit 14C	protein-coding	-1.424	-1.399
1-4595	chr4	86992167	86993167	+	1000	NA	intron (NM_172426, intron 10 of 10)	intron (NM_172426, intron 10 of 10)	118253	NM_001290541	230379		NM_028605	ENSMUSG00000038007	Acer2	2410116I05Rik|Asah3l|CRG-L1|maCER2	alkaline ceramidase 2	protein-coding	-0.625	-0.646
1-9806	chr9	59655537	59656537	+	1000	NA	promoter-TSS (NM_011099)	promoter-TSS (NM_011099)	-539	NR_166145	18746		NM_011099	ENSMUSG00000032294	Pkm	Pk-2|Pk-3|Pk3|Pkm2	pyruvate kinase, muscle	protein-coding	-1.107	-1.062
1-5960	chr6	31527575	31528575	+	1000	NA	intron (NM_013723, intron 2 of 7)	B3|SINE|B2	35862	NM_013723	27205		NM_013723	ENSMUSG00000025608	Podxl	Ly102|PC|PCLP-1|Pclp1|Podxl1	podocalyxin-like	protein-coding	-1.099	-1.379
1-26719	chr4	105122156	105123156	+	1000	NA	Intergenic	Intergenic	-12758	NM_178143	108079		NM_178143	ENSMUSG00000028518	Prkaa2	2310008I11Rik|A830082D05|AMPKalpha2	protein kinase, AMP-activated, alpha 2 catalytic subunit	protein-coding	-0.716	-0.682
1-19657	chrX	94366500	94367500	+	1000	NA	promoter-TSS (NM_001199339)	promoter-TSS (NM_001199339)	-110	NM_026673	68316		NM_026673	ENSMUSG00000079508	Apoo	0610008C08Rik|1110019O03Rik|Micos26	apolipoprotein O	protein-coding	-0.911	-1.027
1-21840	chr13	104139267	104140267	+	1000	NA	exon (NM_144838, exon 11 of 11)	exon (NM_144838, exon 11 of 11)	30026	NM_144838	218544		NM_144838	ENSMUSG00000042743	Sgtb	C630001O05Rik	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	protein-coding	-0.702	-0.528
1-26453	chr4	53931083	53932083	+	1000	NA	Intergenic	Intergenic	105538	NM_028053	52076		NM_028053	ENSMUSG00000028420	Tmem38b	1600017F22Rik|D4Ertd89e|TRIC-B|mg33b	transmembrane protein 38B	protein-coding	-0.551	-0.726
1-22496	chr7	112469468	112470468	+	1000	NA	intron (NM_020606, intron 1 of 12)	intron (NM_020606, intron 1 of 12)	42262	NM_020606	57342		NM_020606	ENSMUSG00000030770	Parva	2010012A22Rik|5430400F08Rik|Actp|CH-ILKBP|Parvin	parvin, alpha	protein-coding	-2.232	-2.206
1-22646	chr6	84578619	84579619	+	1000	NA	intron (NM_175475, intron 3 of 6)	intron (NM_175475, intron 3 of 6)	14691	NM_175475	232174		NM_175475	ENSMUSG00000063415	Cyp26b1	CP26|P450RAI-2	cytochrome P450, family 26, subfamily b, polypeptide 1	protein-coding	-1.247	-1.646
1-15994	chr3	69397443	69398443	+	1000	NA	intron (NM_178726, intron 1 of 3)	B3|SINE|B2	81025	NM_178726	242083		NM_178726	ENSMUSG00000027784	Ppm1l	3222401G13|5930404J21Rik|PP2C|PP2Cepsilon|Pp2ce|Ppp2ce|mKIAA4175	protein phosphatase 1 (formerly 2C)-like	protein-coding	-0.617	-0.568
1-9637	chr2	119520279	119521279	+	1000	NA	intron (NM_172857, intron 12 of 12)	intron (NM_172857, intron 12 of 12)	26848	NM_172857	241624		NM_172857	ENSMUSG00000048647	Exd1	4932702D22Rik|Exdl1|mExd1	exonuclease 3'-5' domain containing 1	protein-coding	-1.180	-1.105
1-16608	chr4	123254290	123255290	+	1000	NA	Intergenic	Intergenic	21234	NM_013905	56198		NM_013905	ENSMUSG00000032744	Heyl	Hey3|Hrt3|bHLHb33|hesr3	hairy/enhancer-of-split related with YRPW motif-like	protein-coding	-0.582	-0.625
1-16390	chr17	88752781	88753781	+	1000	NA	intron (NM_001364898, intron 9 of 10)	intron (NM_001364898, intron 9 of 10)	38733	NR_157357	16867		NM_013582	ENSMUSG00000024107	Lhcgr	Gpcr19-rs1|LH-R|LH/CG-R|LSH-R|Lhr	luteinizing hormone/choriogonadotropin receptor	protein-coding	-0.267	-0.450
1-31751	chr9	111918264	111919264	+	1000	NA	promoter-TSS (NR_166641)	promoter-TSS (NR_166641)	-35	NR_166641	78028		NR_166641	ENSMUSG00000111054	4930545L08Rik	-	RIKEN cDNA 4930545L08 gene	ncRNA	-1.657	-1.703
1-28010	chr11	52374001	52375001	+	1000	NA	intron (NM_001362693, intron 2 of 8)	intron (NM_001362693, intron 2 of 8)	12904	NM_001362693	22333		NM_011694	ENSMUSG00000020402	Vdac1	Vdac5|mVDAC1|mVDAC5	voltage-dependent anion channel 1	protein-coding	-0.759	-0.977
1-10523	chr8	66450387	66451387	+	1000	NA	intron (NM_175188, intron 6 of 7)	intron (NM_175188, intron 6 of 7)	35643	NM_025465	66282		NM_025465	ENSMUSG00000025591	Tma16	1810029B16Rik	translation machinery associated 16	protein-coding	-0.022	-0.091
1-20004	chr2	168651458	168652458	+	1000	NA	intron (NM_001354977, intron 18 of 27)	intron (NM_001354977, intron 18 of 27)	-11199	NR_105971	102466784		NR_105971	ENSMUSG00000105496	Mir7004	mmu-mir-7004	microRNA 7004	ncRNA	-0.893	-0.874
1-19596	chr9	122615025	122616025	+	1000	NA	Intergenic	Intergenic	43024	NR_015610	319626		NR_015610	ENSMUSG00000097736	9530059O14Rik	-	RIKEN cDNA 9530059O14 gene	ncRNA	-0.161	-0.182
1-22030	chrX	12540711	12541711	+	1000	NA	Intergenic	Intergenic	-46548	NM_027439	70495		NM_027439	ENSMUSG00000031007	Atp6ap2	(P)RR|5730403E06Rik|APT6M8-9|ATP6M8-9|Atp6ip2|M8-9|PRR	ATPase, H+ transporting, lysosomal accessory protein 2	protein-coding	-2.283	-2.144
