PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
119918	chr4	137665390	137666390	+	52	NA	intron (NM_001379236, intron 1 of 24)	intron (NM_001379236, intron 1 of 24)	1127	NM_001379236	110351		NM_029563	ENSMUSG00000041351	Rap1gap	1300019I11Rik|2310004O14Rik|ARPP-90|Gap|Rap1GAP1|Rap1ga1	Rap1 GTPase-activating protein	protein-coding	-2.031	-2.196
27645	chr13	93453065	93454065	+	52	NA	exon (NM_021310, exon 6 of 11)	exon (NM_021310, exon 6 of 11)	46243	NM_021310	57748		NM_021310	ENSMUSG00000021690	Jmy	-	junction-mediating and regulatory protein	protein-coding	-1.425	-1.606
45006	chr7	46611586	46612586	+	52	NA	intron (NM_013789, intron 8 of 10)	intron (NM_013789, intron 8 of 10)	27721	NM_013789	27414		NM_013789	ENSMUSG00000030839	Sergef	DelGEF|Gef|Gnef|Gnefr	secretion regulating guanine nucleotide exchange factor	protein-coding	-1.910	-2.191
35957	chr5	148928218	148929218	+	52	NA	promoter-TSS (NM_153572)	promoter-TSS (NM_153572)	-71	NM_153572	231912		NM_153572	ENSMUSG00000041298	Katnal1	-	katanin p60 subunit A-like 1	protein-coding	-0.952	-0.939
27027	chr2	132717199	132718199	+	52	NA	intron (NM_028637, intron 2 of 2)	intron (NM_028637, intron 2 of 2)	27101	NM_028637	73747		NM_028637	ENSMUSG00000044991	Shld1	1110034G24Rik	shieldin complex subunit 1	protein-coding	-0.653	-0.706
20786	chr2	90808390	90809390	+	52	NA	intron (NM_001356533, intron 13 of 17)	intron (NM_001356533, intron 13 of 17)	25652	NM_001356533	271813		NM_178755	ENSMUSG00000040812	Agbl2	4930524K04|A430081C19Rik|CCP2	ATP/GTP binding protein-like 2	protein-coding	-0.986	-0.928
43799	chr2	131262237	131263237	+	52	NA	promoter-TSS (NR_149748)	promoter-TSS (NR_149748)	-102	NR_149748	74450		NM_153501	ENSMUSG00000037514	Pank2	4933409I19Rik|hPanK2	pantothenate kinase 2	protein-coding	-0.684	-0.683
71216	chr9	108147474	108148474	+	52	NA	intron (NM_007567, intron 1 of 11)	intron (NM_007567, intron 1 of 11)	11119	NR_126077	76873		NR_126077	ENSMUSG00000102224	4930447F24Rik	-	RIKEN cDNA 4930447F24 gene	ncRNA	-2.040	-2.350
33347	chr11	6586973	6587973	+	52	NA	intron (NM_146014, intron 4 of 9)	intron (NM_146014, intron 4 of 9)	18581	NM_001081652	192950		NM_001081652	ENSMUSG00000041073	Nacad	D230024G13Rik|mKIAA0363	NAC alpha domain containing	protein-coding	-1.563	-1.519
42268-2	chr3	69348532	69349532	+	52	NA	intron (NM_178726, intron 1 of 3)	intron (NM_178726, intron 1 of 3)	32114	NM_178726	242083		NM_178726	ENSMUSG00000027784	Ppm1l	3222401G13|5930404J21Rik|PP2C|PP2Cepsilon|Pp2ce|Ppp2ce|mKIAA4175	protein phosphatase 1 (formerly 2C)-like	protein-coding	-0.571	-0.718
47044	chr3	120729955	120730955	+	52	NA	intron (NR_130170, intron 3 of 18)	intron (NR_130170, intron 3 of 18)	156277	NR_130170	320739		NR_130170		6530403H02Rik	-	RIKEN cDNA 6530403H02 gene	ncRNA	-1.353	-1.389
36086	chr2	37701194	37702194	+	52	NA	intron (NR_166614, intron 1 of 16)	intron (NR_166614, intron 1 of 16)	1651	NM_001379315	20744		NM_009261	ENSMUSG00000026915	Strbp	6430510M02Rik|C230082I21Rik|Spnr	spermatid perinuclear RNA binding protein	protein-coding	-0.809	-0.876
35633	chr5	135806845	135807845	+	52	NA	Intergenic	Intergenic	-10761	NM_021403	58212		NM_021403	ENSMUSG00000039860	Srrm3	2900083I11Rik|SRm300-like|Srrm2l	serine/arginine repetitive matrix 3	protein-coding	-1.269	-1.411
21780	chr11	51688507	51689507	+	52	NA	promoter-TSS (NM_025319)	promoter-TSS (NM_025319)	-373	NM_025319	66050		NM_025319	ENSMUSG00000007777	Trappc2b	0610009B22Rik	trafficking protein particle complex 2B	protein-coding	-0.840	-0.873
131856	chr9	29521956	29522956	+	52	NA	intron (NM_172290, intron 1 of 7)	intron (NM_172290, intron 1 of 7)	-109004	NM_001357603	235106		NM_172290	ENSMUSG00000059974	Ntm	6230410L23Rik|B230210G24Rik|Hnt|Igdcc2	neurotrimin	protein-coding	-2.142	-2.227
87954	chr18	36087016	36088016	+	52	NA	intron (NM_001382420, intron 1 of 10)	intron (NM_001382420, intron 1 of 10)	-18687	NR_015571	74966		NM_030089	ENSMUSG00000117852	4930471G03Rik	1700007N01Rik	RIKEN cDNA 4930471G03 gene	ncRNA	-2.368	-2.372
46403	chr18	34849748	34850748	+	52	NA	Intergenic	Intergenic	9659	NM_144865	225362		NM_144865	ENSMUSG00000038555	Reep2	-	receptor accessory protein 2	protein-coding	-2.073	-2.165
19069	chr17	23924341	23925341	+	52	NA	intron (NM_001384098, intron 1 of 3)	CpG	2290	NM_001384098	20234		NM_011321	ENSMUSG00000024128	Sbp	p25	spermine binding protein	protein-coding	-0.594	-0.570
26001	chr10	3978539	3979539	+	52	NA	intron (NM_172308, intron 2 of 27)	intron (NM_172308, intron 2 of 27)	5964	NM_001170786	270685		NM_172308	ENSMUSG00000040675	Mthfd1l	2410004L15Rik|Fthfsdc1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	protein-coding	-0.580	-0.612
35829	chr10	130541800	130542800	+	52	NA	Intergenic	Intergenic	-44921	NM_001103366	625131		NM_001103366	ENSMUSG00000091511	Vmn2r87	EG625131	vomeronasal 2, receptor 87	protein-coding	1.149	1.106
38694	chr3	146414804	146415804	+	52	NA	intron (NM_001253768, intron 2 of 14)	intron (NM_001253768, intron 2 of 14)	10662	NM_001253768	99167		NM_138744	ENSMUSG00000036825	Ssx2ip	Adip	SSX family member 2 interacting protein	protein-coding	-0.038	-0.203
80513	chr6	86898009	86899009	+	52	NA	intron (NM_001040106, intron 1 of 20)	intron (NM_001040106, intron 1 of 20)	49004	NM_177762	269774		NM_177762	ENSMUSG00000057230	Aak1	5530400K14Rik|9630042K20|D6Ertd245e|Gm38495|mKIAA1048	AP2 associated kinase 1	protein-coding	-1.195	-1.212
24528	chr7	112295424	112296424	+	52	NA	intron (NM_177282, intron 3 of 19)	intron (NM_177282, intron 3 of 19)	70088	NM_001193305	320878		NM_177282	ENSMUSG00000038244	Mical2	4921517J23Rik|5330438E18Rik|9530064J02|MICAL-2|Micalcl|mKIAA0750	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein-coding	-1.979	-1.905
61025	chr17	27579336	27580336	+	52	NA	3' UTR (NM_001291046, exon 5 of 5)	3' UTR (NM_001291046, exon 5 of 5)	-14109	NM_001002895	106672		NM_001002895	ENSMUSG00000062753	Smim29	-	small integral membrane protein 29	protein-coding	-3.200	-3.511
46258	chr1	75426934	75427934	+	52	NA	exon (NM_001085370, exon 32 of 39)	exon (NM_001085370, exon 32 of 39)	-8502	NM_001357171	69080		NM_133708	ENSMUSG00000033021	Gmppa	1810012N01Rik	GDP-mannose pyrophosphorylase A	protein-coding	-1.558	-1.757
58516	chr6	137648055	137649055	+	52	NA	intron (NM_007945, intron 1 of 21)	intron (NM_007945, intron 1 of 21)	730	NM_007945	13860		NM_007945	ENSMUSG00000015766	Eps8	-	epidermal growth factor receptor pathway substrate 8	protein-coding	-0.521	-0.750
55639	chr16	11908137	11909137	+	52	NA	intron (NR_033509, intron 2 of 2)	intron (NR_033509, intron 2 of 2)	786	NM_146067	223978		NM_146067	ENSMUSG00000065979	Cpped1	C530044N13Rik	calcineurin-like phosphoesterase domain containing 1	protein-coding	-0.914	-1.054
59038	chr17	86226104	86227104	+	52	NA	intron (NM_011104, intron 1 of 14)	intron (NM_011104, intron 1 of 14)	58819	NM_011104	18754		NM_011104	ENSMUSG00000045038	Prkce	5830406C15Rik|PKC[e]|PKCepsilon|Pkce	protein kinase C, epsilon	protein-coding	-1.791	-2.089
93285	chr3	79285408	79286408	+	52	NA	promoter-TSS (NR_165168)	promoter-TSS (NR_165168)	-947	NR_165170	115489693		NR_165168	ENSMUSG00000102545	6430573P05Rik	Gm1648	RIKEN cDNA 6430573P05 gene	ncRNA	-0.599	-0.724
57840	chr11	55015806	55016806	+	52	NA	intron (NM_013472, intron 2 of 25)	intron (NM_013472, intron 2 of 25)	17165	NR_138556	11749		NM_013472	ENSMUSG00000018340	Anxa6	Anx6|AnxVI|Cabm|Camb	annexin A6	protein-coding	-0.981	-0.999
72879	chr10	106469487	106470487	+	52	NA	promoter-TSS (NM_001359676)	promoter-TSS (NM_001359676)	-323	NM_177373	327814		NM_177373	ENSMUSG00000053825	Ppfia2	5330438O12|B230207K17Rik|E130120L08Rik|mKIAA4112	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	protein-coding	-0.934	-1.224
52704	chr5	34607391	34608391	+	52	NA	intron (NM_001102444, intron 4 of 15)	intron (NM_001102444, intron 4 of 15)	29321	NM_026660	68294		NM_026660	ENSMUSG00000001082	Mfsd10	0610009O03Rik|Tetran	major facilitator superfamily domain containing 10	protein-coding	-1.534	-1.750
57614	chr15	25714058	25715058	+	52	NA	intron (NM_019472, intron 4 of 40)	intron (NM_019472, intron 4 of 40)	-38648	NM_001353142	17909		NM_019472	ENSMUSG00000022272	Myo10	D15Ertd600e|mKIAA0799|myosin-X	myosin X	protein-coding	-1.236	-1.521
25600	chr5	117864449	117865449	+	52	NA	Intergenic	Intergenic	-1890	NM_008712	18125		NM_008712	ENSMUSG00000029361	Nos1	2310005C01Rik|N-NOS|NC-NOS|NO|NOS|NOS-I|Nos-1|bNOS|nNOS	nitric oxide synthase 1, neuronal	protein-coding	-1.653	-1.939
67918	chr16	73034737	73035737	+	52	NA	intron (NM_019413, intron 26 of 28)	intron (NM_019413, intron 26 of 28)	372088	NM_019413	19876		NM_019413	ENSMUSG00000022883	Robo1	DUTT1|Gm310	roundabout guidance receptor 1	protein-coding	-0.880	-0.914
27043	chr11	68561973	68562973	+	52	NA	Intergenic	Intergenic	6287	NM_146004	215723		NM_146004	ENSMUSG00000048329	Mfsd6l	-	major facilitator superfamily domain containing 6-like	protein-coding	-1.019	-1.286
30123	chr15	9141056	9142056	+	52	NA	intron (NM_177178, intron 1 of 17)	intron (NM_177178, intron 1 of 17)	986	NM_177178	320506		NM_177178	ENSMUSG00000039704	Lmbrd2	9930036E21Rik	LMBR1 domain containing 2	protein-coding	-0.845	-0.951
67483	chr14	14833139	14834139	+	51	NA	intron (NM_001195229, intron 4 of 34)	intron (NM_001195229, intron 4 of 34)	12824	NM_001195229	674895		NM_001034865	ENSMUSG00000042567	Nek10	Gm282	NIMA (never in mitosis gene a)- related kinase 10	protein-coding	-1.606	-1.343
57330	chr12	86689381	86690381	+	51	NA	intron (NM_177354, intron 5 of 6)	intron (NM_177354, intron 5 of 6)	11181	NM_177354	238328		NM_177354	ENSMUSG00000021256	Vash1	D930046M13Rik|G630009D10Rik|TTCP 1	vasohibin 1	protein-coding	-0.982	-1.040
45941	chr11	118880683	118881683	+	51	NA	intron (NM_001285437, intron 1 of 13)	intron (NM_001285437, intron 1 of 13)	28389	NM_001285436	52897		NM_001024931	ENSMUSG00000025576	Rbfox3	Fox-3|Hrnbp3|NeuN|Neuna60	RNA binding protein, fox-1 homolog (C. elegans) 3	protein-coding	-2.569	-2.703
38278	chr8	119777425	119778425	+	51	NA	intron (NM_028883, intron 1 of 7)	intron (NM_028883, intron 1 of 7)	491	NM_028883	74347		NM_028883	ENSMUSG00000034105	Meak7	4632415K11Rik|Kiaa1609|Tldc1	MTOR associated protein, eak-7 homolog	protein-coding	-1.277	-1.542
16902-2	chr6	128424338	128425338	+	51	NA	promoter-TSS (NM_133927)	promoter-TSS (NM_133927)	72	NM_133927	101142		NM_133927	ENSMUSG00000001518	Itfg2	2700050P07Rik	integrin alpha FG-GAP repeat containing 2	protein-coding	-0.135	-0.287
23780	chr7	141144642	141145642	+	51	NA	intron (NM_013782, intron 3 of 11)	B1_Mur2|SINE|Alu	13856	NM_013782	27388		NM_013782	ENSMUSG00000025495	Ptdss2	PSS2	phosphatidylserine synthase 2	protein-coding	-1.063	-0.973
27843	chr2	4918670	4919670	+	51	NA	intron (NM_010726, intron 1 of 8)	intron (NM_010726, intron 1 of 8)	174	NM_010726	16922		NM_010726	ENSMUSG00000026664	Phyh	Lnap1|PAHX	phytanoyl-CoA hydroxylase	protein-coding	-0.723	-0.875
79530	chr18	6514188	6515188	+	51	NA	intron (NM_007935, intron 1 of 13)	intron (NM_007935, intron 1 of 13)	1420	NM_007935	13831		NM_007935	ENSMUSG00000024240	Epc1	2400007E14Rik|5730566F07Rik|A930032N02Rik|mir-1893	enhancer of polycomb homolog 1	protein-coding	-0.676	-0.781
76624	chr14	55089059	55090059	+	51	NA	intron (NM_001039198, intron 1 of 9)	intron (NM_001039198, intron 1 of 9)	2489	NM_001039198	239102		NM_001039198	ENSMUSG00000040721	Zfhx2	ZFH-5	zinc finger homeobox 2	protein-coding	-2.090	-2.085
25495-2	chr7	118765811	118766811	+	51	NA	intron (NM_027815, intron 8 of 30)	intron (NM_027815, intron 8 of 30)	26040	NM_027815	71517		NM_027815	ENSMUSG00000030982	Vps35l	2610029J22Rik|9030624J02Rik|Vsp35l	VPS35 endosomal protein sorting factor like	protein-coding	-1.024	-1.285
31850	chr3	55112154	55113154	+	51	NA	intron (NM_001144987, intron 1 of 8)	intron (NM_001144987, intron 1 of 8)	488	NM_001144987	229285		NM_144895	ENSMUSG00000036580	Spart	Spg20|TAHCCP1|mKIAA0610	spartin	protein-coding	-0.420	-0.449
56697	chr9	62550513	62551513	+	51	NA	Intergenic	Intergenic	-13969	NM_175484	235431		NM_175484	ENSMUSG00000041729	Coro2b	CLIPINC|E130012P22Rik	coronin, actin binding protein, 2B	protein-coding	-2.303	-2.642
71981	chr4	6346642	6347642	+	51	NA	Intergenic	Intergenic	-18538	NM_001098227	53378		NM_016807	ENSMUSG00000028249	Sdcbp	MDA-9|Sycl|syntenin-1	syndecan binding protein	protein-coding	-0.609	-0.519
95225	chr17	90061098	90062098	+	51	NA	intron (NM_020252, intron 21 of 22)	intron (NM_020252, intron 21 of 22)	26770	NM_001346962	18189		NM_020252	ENSMUSG00000024109	Nrxn1	1700062G21Rik|9330127H16Rik|A230068P09Rik|mKIAA0578	neurexin I	protein-coding	-2.157	-2.360
51388	chr11	5740198	5741198	+	51	NA	intron (NM_001361588, intron 1 of 6)	intron (NM_001361588, intron 1 of 6)	478	NM_001361590	72046		NM_178623	ENSMUSG00000049680	Urgcp	2010005J08Rik|9130001I21Rik|Urg4|mKIAA1507	upregulator of cell proliferation	protein-coding	-1.809	-1.862
29636	chr8	123373641	123374641	+	51	NA	intron (NM_001359075, intron 1 of 18)	CpG	430	NM_001359075	66855		NM_025804	ENSMUSG00000001472	Tcf25	1100001J13Rik|1810041K11Rik|D8Ertd325e|Nulp1|mKIAA1049	transcription factor 25 (basic helix-loop-helix)	protein-coding	-2.141	-2.181
57235-2	chr18	53379593	53380593	+	51	NA	intron (NM_001370761, intron 3 of 7)	intron (NM_001370761, intron 3 of 7)	37914	NM_008908	19038		NM_008908	ENSMUSG00000024538	Ppic	CyP-20c	peptidylprolyl isomerase C	protein-coding	-0.859	-1.004
50934	chr1	34750151	34751151	+	51	NA	intron (NM_001368773, intron 4 of 13)	CpG	-51090	NM_183019	226970		NM_183019	ENSMUSG00000037509	Arhgef4	9330140K16Rik|Asef|C230030N03Rik	Rho guanine nucleotide exchange factor 4	protein-coding	-0.827	-1.052
134470	chr2	180893891	180894891	+	51	NA	promoter-TSS (NR_162797)	promoter-TSS (NR_162797)	-290	NR_162797	114482867		NR_162797		Gm51272	Mir124b|mmu-mir-124b	predicted gene, 51272	ncRNA	-1.039	-1.282
68344	chr16	24176386	24177386	+	51	NA	Intergenic	Intergenic	-86821	NR_168004	102633856		NR_168004	ENSMUSG00000115919	Gm31583	-	predicted gene, 31583	ncRNA	-1.570	-1.669
72756	chr9	100560490	100561490	+	51	NA	intron (NM_001101483, intron 1 of 1)	intron (NM_001101483, intron 1 of 1)	10095	NM_001101483	245020		NM_001101483	ENSMUSG00000070287	Slc35g2	Gm519|Tmem22	solute carrier family 35, member G2	protein-coding	-1.278	-1.564
149667	chr3	55478103	55479103	+	51	NA	intron (NM_019978, intron 7 of 16)	intron (NM_019978, intron 7 of 16)	16875	NM_001357468	13175		NM_019978	ENSMUSG00000027797	Dclk1	1700113D08Rik|2810480F11Rik|Click-I|Cpg16|Dcamkl1|Dcl|Dclk|mKIAA0369	doublecortin-like kinase 1	protein-coding	-0.952	-1.202
50822	chr5	125139676	125140676	+	51	NA	intron (NM_011424, intron 1 of 46)	intron (NM_011424, intron 1 of 46)	39038	NM_001253904	20602		NM_011424	ENSMUSG00000029478	Ncor2	N-CoR|SMRT|SMRTe	nuclear receptor co-repressor 2	protein-coding	-1.507	-1.588
53113	chr13	46845122	46846122	+	51	NA	intron (NM_010617, intron 4 of 37)	intron (NM_010617, intron 4 of 37)	84096	NM_010617	16553		NM_010617	ENSMUSG00000021375	Kif13a	4930505I07Rik|mKIAA4109	kinesin family member 13A	protein-coding	-1.224	-1.270
28981	chr1	176169120	176170120	+	51	NA	intron (NM_001357846, intron 1 of 8)	intron (NM_001357846, intron 1 of 8)	44322	NM_001357845	319455		NM_176916	ENSMUSG00000055214	Pld5	B230365F16Rik	phospholipase D family member 5	protein-coding	-1.238	-1.378
24714	chr4	101422746	101423746	+	51	NA	intron (NM_001177604, intron 2 of 5)	intron (NM_001177604, intron 2 of 5)	3543	NM_009647	11639		NM_009647	ENSMUSG00000028527	Ak4	AK 4|Ak-3|Ak-4|Ak3|Ak3l1|D4Ertd274e	adenylate kinase 4	protein-coding	-1.106	-1.226
52558	chr19	10404224	10405224	+	51	NA	intron (NM_001373944, intron 1 of 11)	intron (NM_001373944, intron 1 of 11)	15634	NM_173067	54525		NM_018801	ENSMUSG00000024743	Syt7	B230112P13Rik	synaptotagmin VII	protein-coding	-1.297	-1.509
49525	chr4	66523635	66524635	+	51	NA	Intergenic	Intergenic	-119652	NM_207109	56079		NM_019514	ENSMUSG00000028373	Astn2	1d8|Astnl|bM452J22.1	astrotactin 2	protein-coding	-2.320	-2.229
65148	chr18	75434329	75435329	+	51	NA	3' UTR (NM_201354, exon 12 of 12)	3' UTR (NM_201354, exon 12 of 12)	67464	NM_001042660	17131		NM_008543	ENSMUSG00000025880	Smad7	Madh7	SMAD family member 7	protein-coding	-1.511	-1.758
83157	chr2	181459299	181460299	+	51	NA	promoter-TSS (NM_028125)	promoter-TSS (NM_028125)	-373	NM_028125	72147		NM_027656	ENSMUSG00000027583	Zbtb46	2610019F01Rik|4933406L05Rik|BZEL|Btbd4	zinc finger and BTB domain containing 46	protein-coding	-1.328	-1.516
33175	chr7	92777020	92778020	+	51	NA	intron (NM_029494, intron 1 of 4)	intron (NM_029494, intron 1 of 4)	35806	NM_029494	75985		NM_029494	ENSMUSG00000030643	Rab30	5033421K01Rik|Rsb30	RAB30, member RAS oncogene family	protein-coding	-1.206	-1.087
60320	chr9	62479831	62480831	+	51	NA	intron (NM_175484, intron 2 of 11)	intron (NM_175484, intron 2 of 11)	56713	NM_175484	235431		NM_175484	ENSMUSG00000041729	Coro2b	CLIPINC|E130012P22Rik	coronin, actin binding protein, 2B	protein-coding	-1.771	-2.219
99326	chr11	3291323	3292323	+	51	NA	exon (NM_001253691, exon 1 of 5)	exon (NM_001253691, exon 1 of 5)	1366	NM_001253690	56218		NM_019574	ENSMUSG00000020453	Patz1	8430401L15Rik|Mazr|Patz|Zfp278	POZ (BTB) and AT hook containing zinc finger 1	protein-coding	-1.000	-1.103
120353	chr11	120821965	120822965	+	51	NA	intron (NM_007988, intron 2 of 42)	intron (NM_007988, intron 2 of 42)	2082	NM_007988	14104		NM_007988	ENSMUSG00000025153	Fasn	A630082H08Rik|FAS	fatty acid synthase	protein-coding	-0.757	-0.772
43112	chr15	86112626	86113626	+	51	NA	intron (NM_001379572, intron 3 of 18)	intron (NM_001379572, intron 3 of 18)	54364	NM_001379572	223752		NM_172611	ENSMUSG00000035900	Gramd4	9930016O13	GRAM domain containing 4	protein-coding	-1.877	-2.099
36250	chr16	21880743	21881743	+	51	NA	Intergenic	Intergenic	-10726	NM_172821	71751		NM_172821	ENSMUSG00000033618	Map3k13	C130026N12Rik|LZK	mitogen-activated protein kinase kinase kinase 13	protein-coding	-0.760	-0.989
64581	chr2	165319703	165320703	+	51	NA	intron (NM_080287, intron 1 of 20)	intron (NM_080287, intron 1 of 20)	623	NM_001302752	140579		NM_080287	ENSMUSG00000017670	Elmo2	1190002F24Rik|CED-12	engulfment and cell motility 2	protein-coding	-1.676	-2.018
147423	chr9	57939690	57940690	+	51	NA	promoter-TSS (NM_011352)	promoter-TSS (NM_011352)	78	NM_011352	20361		NM_011352	ENSMUSG00000038264	Sema7a	2900057C09Rik|CDw108|H-Sema K1|H-Sema-L|M-Sema-L|Semal|sema K1|sema L	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	protein-coding	-1.619	-1.835
30071-2	chr19	6181887	6182887	+	51	NA	Intergenic	(TTTA)n|Simple_repeat|Simple_repeat	-1958	NM_001165919	622554		NM_001165919	ENSMUSG00000024786	Majin	1700123I01Rik	membrane anchored junction protein	protein-coding	-3.682	-3.691
46112	chr5	27049496	27050496	+	51	NA	intron (NM_207282, intron 1 of 25)	intron (NM_207282, intron 1 of 25)	797	NM_207282	13483		NM_010075	ENSMUSG00000061576	Dpp6	B930011P16Rik|D5Buc3|D5Buc4|D5Buc5|DPP VI|Dpp-6|Gm1377|In(5)6H-p|Peplb|Rw	dipeptidylpeptidase 6	protein-coding	-2.399	-2.469
38176	chr18	5333132	5334132	+	51	NA	intron (NM_001360447, intron 1 of 4)	intron (NM_001360447, intron 1 of 4)	807	NM_178722	240186		NM_178722	ENSMUSG00000050945	Zfp438	9430031G09|9430091M14Rik|B830013J05Rik	zinc finger protein 438	protein-coding	-1.015	-1.217
36045	chr1	36265835	36266835	+	51	NA	3' UTR (NM_153408, exon 4 of 4)	3' UTR (NM_153408, exon 4 of 4)	7090	NM_153408	214854		NM_153408	ENSMUSG00000047180	Neurl3	2010300P06Rik|Lincr	neuralized E3 ubiquitin protein ligase 3	protein-coding	-1.187	-1.157
52793	chr6	42691888	42692888	+	51	NA	intron (NM_001355768, intron 1 of 8)	intron (NM_001355768, intron 1 of 8)	712	NM_029930	77574		NM_029930	ENSMUSG00000036667	Tcaf1	2810407D09Rik|3321401G04Rik|A230020K05Rik|Fam115a	TRPM8 channel-associated factor 1	protein-coding	-0.100	0.012
35727	chr10	82698984	82699984	+	51	NA	intron (NM_001368720, intron 1 of 13)	CpG	370	NM_001368720	67933		NM_026462	ENSMUSG00000020246	Hcfc2	1700129L13Rik|fkls	host cell factor C2	protein-coding	-0.829	-0.731
58582	chr12	39072206	39073206	+	51	NA	Intergenic	Intergenic	288995	NM_001163154	14009		NM_007960	ENSMUSG00000004151	Etv1	ER81|Etsrp81	ets variant 1	protein-coding	-2.563	-2.090
43040	chr19	22987662	22988662	+	51	NA	exon (NM_001035241, exon 25 of 25)	exon (NM_001035241, exon 25 of 25)	72202	NM_001362508	226025		NM_177341	ENSMUSG00000052387	Trpm3	6330504P12Rik|9330180E14|B930001P07Rik|LTRPC3|MLSN2	transient receptor potential cation channel, subfamily M, member 3	protein-coding	-2.600	-2.582
58612	chr10	80259362	80260362	+	51	NA	exon (NM_010255, exon 2 of 6)	exon (NM_010255, exon 2 of 6)	1150	NM_001347119	14431		NM_010255	ENSMUSG00000020150	Gamt	Spintz1	guanidinoacetate methyltransferase	protein-coding	-2.411	-2.471
32398	chr10	80732619	80733619	+	51	NA	intron (NM_007460, intron 1 of 30)	intron (NM_007460, intron 1 of 30)	9156	NM_007460	11776		NM_007460	ENSMUSG00000020198	Ap3d1	Ap3d|Bolvr|mBLVR1|mh|mocha	adaptor-related protein complex 3, delta 1 subunit	protein-coding	-2.871	-3.104
54949	chr10	75643317	75644317	+	51	NA	intron (NM_027890, intron 1 of 14)	intron (NM_027890, intron 1 of 14)	191	NM_027890	71733		NM_027890	ENSMUSG00000006342	Susd2	1200011D11Rik	sushi domain containing 2	protein-coding	-1.212	-1.292
80054	chr16	24930229	24931229	+	51	NA	intron (NM_001145952, intron 9 of 11)	intron (NM_001145952, intron 9 of 11)	-128910	NR_040374	319487		NR_040374	ENSMUSG00000096960	A230028O05Rik	-	RIKEN cDNA A230028O05 gene	ncRNA	-1.371	-1.371
110212	chr12	76954424	76955424	+	51	NA	intron (NM_001146176, intron 1 of 3)	intron (NM_001146176, intron 1 of 3)	7324	NM_001146176	17187		NM_008558	ENSMUSG00000059436	Max	bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding	-2.081	-2.072
56562	chr15	72850847	72851847	+	51	NA	intron (NM_001164641, intron 17 of 17)	intron (NM_001164641, intron 17 of 17)	-41023	NR_002864	353342		NR_002864	ENSMUSG00000106847	Peg13	-	paternally expressed 13	ncRNA	-1.348	-1.467
114991	chr13	18949012	18950012	+	51	NA	intron (NM_001289546, intron 1 of 20)	intron (NM_001289546, intron 1 of 20)	1161	NM_001289546	218038		NM_175007	ENSMUSG00000021314	Amph	-	amphiphysin	protein-coding	-1.344	-1.434
61985	chr7	59228871	59229871	+	51	NA	intron (NM_001033962, intron 1 of 10)	CpG	621	NM_001033962	22215		NM_011668	ENSMUSG00000025326	Ube3a	4732496B02|5830462N02Rik|A130086L21Rik|Hpve6a	ubiquitin protein ligase E3A	protein-coding	0.284	0.348
