PeakID (cmd=annotatePeaks.pl tss mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
NM_016683	chr5	145204059	145205059	+	0	NA	promoter-TSS (NM_001167944)	promoter-TSS (NM_001167944)	0	NM_016683	22757		NM_016683	ENSMUSG00000055991	Zkscan5	Zfp95|hKraba1	zinc finger with KRAB and SCAN domains 5	protein-coding	0.021	0.146
NM_001359301	chr10	78574013	78575013	+	0	NA	promoter-TSS (NM_173751)	promoter-TSS (NM_173751)	0	NM_001359301	216136		NM_173751	ENSMUSG00000032763	Ilvbl	5830463I21	ilvB (bacterial acetolactate synthase)-like	protein-coding	-0.208	-0.046
NM_028774	chr5	146220957	146221957	-	0	NA	promoter-TSS (NM_028774)	promoter-TSS (NM_028774)	0	NM_028774	74132		NM_028774	ENSMUSG00000029634	Rnf6	1200013I08Rik|5730419H05Rik	ring finger protein (C3H2C3 type) 6	protein-coding	-0.214	-0.163
NM_146860	chr16	3591898	3592898	+	0	NA	promoter-TSS (NM_146860)	promoter-TSS (NM_146860)	0	NM_146860	258859		NM_146860	ENSMUSG00000051003	Or1f19	MOR131-1|OR912-47M6|Olfr161	olfactory receptor family 1 subfamily F member 19	protein-coding	-0.122	0.034
NM_054070	chr8	123477362	123478362	+	0	NA	promoter-TSS (NR_028260)	promoter-TSS (NR_028260)	0	NM_054070	114896		NM_054070	ENSMUSG00000031967	Afg3l1	1700047G05Rik|3110061K15Rik	AFG3-like AAA ATPase 1	protein-coding	-2.298	-2.339
NM_001199009	chr14	55560423	55561423	+	0	NA	promoter-TSS (NM_001199009)	promoter-TSS (NM_001199009)	0	NM_001199009	28199		NM_133734	ENSMUSG00000022214	Dcaf11	0710008A13Rik|D14Ucla1|Dacf11|GLO14|Wdr23	DDB1 and CUL4 associated factor 11	protein-coding	-1.657	-1.835
NM_001166849-HOMER3	chr7	21994087	21995087	+	0	NA	promoter-TSS (NM_001166850).2	promoter-TSS (NM_001166850).2	0	NM_001166849	100043614		NM_001166849	ENSMUSG00000095962	Vmn1r137	Gm4551	vomeronasal 1 receptor 137	protein-coding		
NM_001081394	chr5	130219244	130220244	+	0	NA	promoter-TSS (NM_001081394)	promoter-TSS (NM_001081394)	0	NM_001081394	71667		NM_027854	ENSMUSG00000053094	Tmem248	0610007L01Rik|A930023A16Rik|G430067H08Rik	transmembrane protein 248	protein-coding	-1.074	-0.915
NM_026592	chr2	101628531	101629531	-	0	NA	promoter-TSS (NM_001362688)	promoter-TSS (NM_001362688)	0	NM_026592	68170		NM_026592	ENSMUSG00000027165	Iftap	B230118H07Rik|NWC	intraflagellar transport associated protein	protein-coding	-0.431	-0.309
NM_013734	chr1	172257924	172258924	-	0	NA	promoter-TSS (NM_013734)	promoter-TSS (NM_013734)	0	NM_013734	27222		NM_013734	ENSMUSG00000007107	Atp1a4	-	ATPase, Na+/K+ transporting, alpha 4 polypeptide	protein-coding	-0.178	-0.146
NM_178684	chr14	47297774	47298774	+	0	NA	promoter-TSS (NM_178684)	promoter-TSS (NM_178684)	0	NM_178684	218975		NM_178684	ENSMUSG00000021840	Mapk1ip1l	9130202B12|C130032J12Rik	mitogen-activated protein kinase 1 interacting protein 1-like	protein-coding	-0.707	-0.576
NM_001359708-HOMER4	chrX	54235652	54236652	+	0	NA	promoter-TSS (NM_001359710)	promoter-TSS (NM_001359710)	0	NM_001359708	666135		NM_001359708		Gm14590	-	predicted gene 14590	protein-coding	0.779	0.947
NR_073437	chr7	90442281	90443281	+	0	NA	promoter-TSS (NR_073437)	promoter-TSS (NR_073437)	0	NR_073437	233490		NM_145151	ENSMUSG00000051451	Crebzf	1110034C16Rik|6330417B10Rik|LAZip|LAZipII|SMILE|Zf	CREB/ATF bZIP transcription factor	protein-coding	-1.523	-0.991
NM_001159649	chr1	133689608	133690608	-	0	NA	promoter-TSS (NM_001159649)	promoter-TSS (NM_001159649)	0	NM_001159649	240754		NM_172842	ENSMUSG00000051998	Lax1	A530029E09|E430019B13Rik	lymphocyte transmembrane adaptor 1	protein-coding	-1.196	-1.313
NR_030707	chr7	20358418	20359418	-	0	NA	promoter-TSS (NR_030707)	promoter-TSS (NR_030707)	0	NR_030707	100042966		NR_030707		Vmn1r-ps79	Gm652	vomeronasal 1 receptor, pseudogene 79	pseudo		
NR_045298	chr1	127773554	127774554	-	0	NA	promoter-TSS (NR_045298)	promoter-TSS (NR_045298)	0	NR_045298	100502745		NR_045298	ENSMUSG00000102014	2900009J06Rik	-	RIKEN cDNA 2900009J06 gene	ncRNA	-0.498	-0.656
NM_001253917	chr5	112576698	112577698	-	0	NA	promoter-TSS (NM_001253917)	promoter-TSS (NM_001253917)	0	NM_001253917	56747		NM_019982	ENSMUSG00000058153	Sez6l	AIG1|Acig1|BSRP-B|mKIAA0927	seizure related 6 homolog like	protein-coding	-2.387	-2.529
NR_165081	chr4	41569038	41570038	-	0	NA	promoter-TSS (NM_175138)	promoter-TSS (NM_175138)	0	NR_165081	71901		NM_027993	ENSMUSG00000028439	Fam219a	2310028H24Rik	family with sequence similarity 219, member A	protein-coding	-1.030	-0.942
NM_010435	chr16	18876250	18877250	+	0	NA	promoter-TSS (NM_010922)	promoter-TSS (NM_010922)	0	NM_010435	15260		NM_010435	ENSMUSG00000022702	Hira	D16Ertd95e|Gm15797|Tuple1	histone cell cycle regulator	protein-coding	-0.722	-0.598
NM_001199245	chr5	48599182	48600182	-	0	NA	promoter-TSS (NM_001199245)	promoter-TSS (NM_001199245)	0	NM_001199245	80334		NM_030265	ENSMUSG00000029088	Kcnip4	Calp|Calp250|KChIP4|KChIP4a	Kv channel interacting protein 4	protein-coding	-0.580	-0.621
NM_145851	chr2	180272965	180273965	-	0	NA	promoter-TSS (NM_145851)	promoter-TSS (NM_145851)	0	NM_145851	252966		NM_145851	ENSMUSG00000038990	Cables2	ik3-2	CDK5 and Abl enzyme substrate 2	protein-coding	-0.687	-0.857
NR_035440	chr12	109544041	109545041	+	0	NA	promoter-TSS (NR_035440)	promoter-TSS (NR_035440)	0	NR_035440	100316809		NR_035440	ENSMUSG00000084535	Mir1906-1	Mir1906|Mirn1906|mmu-mir-1906|mmu-mir-1906-1	microRNA 1906-1	ncRNA	-1.376	-1.573
NR_168971	chr16	13468361	13469361	+	0	NA	promoter-TSS (NR_168993)	promoter-TSS (NR_168993)	0	NR_168971	102635495		NR_153791		Gm32817	Gm45563	predicted gene, 32817	ncRNA	-0.948	-0.882
NM_013732	chr13	99900183	99901183	-	0	NA	promoter-TSS (NM_013732)	promoter-TSS (NM_013732)	0	NM_013732	27220		NM_013732	ENSMUSG00000021647	Cartpt	Cart	CART prepropeptide	protein-coding	-0.623	-0.451
NM_181586	chr10	81627066	81628066	-	0	NA	promoter-TSS (NM_001163430)	promoter-TSS (NM_001163430)	0	NM_181586	50721		NM_181586	ENSMUSG00000034748	Sirt6	2810449N18Rik|Sir2l6|mSIRT6	sirtuin 6	protein-coding	-1.040	-0.668
NM_178682	chr12	80790032	80791032	+	0	NA	promoter-TSS (NM_178682)	promoter-TSS (NM_178682)	0	NM_178682	217684		NM_178682	ENSMUSG00000021133	Susd6	4933426M11Rik|mKIAA0247	sushi domain containing 6	protein-coding	-1.690	-1.638
NM_011271	chr14	51146267	51147267	-	0	NA	promoter-TSS (NM_011271)	promoter-TSS (NM_011271)	0	NM_011271	19752		NM_011271	ENSMUSG00000035896	Rnase1	Rib-1|Rib1	ribonuclease, RNase A family, 1 (pancreatic)	protein-coding	-0.185	-0.091
NM_001099674	chr3	14610756	14611756	-	0	NA	promoter-TSS (NM_001099674)	promoter-TSS (NM_001099674)	0	NM_001099674	69126		NM_001099674	ENSMUSG00000078784	Rbis	1810022K09Rik	ribosomal biogenesis factor	protein-coding	-0.172	-0.111
NM_001286395	chr15	11906871	11907871	-	0	NA	promoter-TSS (NM_001286395)	promoter-TSS (NM_001286395)	0	NM_001286395	18162		NM_008728	ENSMUSG00000022206	Npr3	ANP-C|ANPR-C|EF-2|NPR-C|lgj|stri	natriuretic peptide receptor 3	protein-coding	-0.634	-0.577
NM_026594	chr16	10169728	10170728	+	0	NA	promoter-TSS (NM_026594)	promoter-TSS (NM_026594)	0	NM_026594	68172		NM_026594	ENSMUSG00000039209	Rpl39l	4930517K11Rik	ribosomal protein L39-like	protein-coding	-1.170	-1.203
NM_009764	chr11	101551455	101552455	-	0	NA	promoter-TSS (NM_001252223)	promoter-TSS (NM_001252223)	0	NM_009764	12189		NM_009764	ENSMUSG00000017146	Brca1	-	breast cancer 1, early onset	protein-coding	-0.987	-0.965
NM_020619	chr6	83115006	83116006	+	0	NA	promoter-TSS (NM_020619)	promoter-TSS (NM_020619)	0	NM_020619	57377		NM_020619	ENSMUSG00000030036	Mogs	1810017N02Rik|Gcs1	mannosyl-oligosaccharide glucosidase	protein-coding	-0.934	-0.770
NM_033574	chr18	37679772	37680772	+	0	NA	promoter-TSS (NM_033574)	promoter-TSS (NM_033574)	0	NM_033574	93699		NM_033574	ENSMUSG00000103037	Pcdhgb1	-	protocadherin gamma subfamily B, 1	protein-coding	-1.062	-0.933
NM_001362010	chr9	112235485	112236485	-	0	NA	promoter-TSS (NM_001362010)	promoter-TSS (NM_001362010)	0	NM_001362010	74100		NM_028755	ENSMUSG00000032503	Arpp21	0710001E13Rik|ARPP-21|D9Bwg1012e|R3hdm3|Tarpp	cyclic AMP-regulated phosphoprotein, 21	protein-coding	-2.445	-2.101
NM_001347549	chr7	142498336	142499336	+	0	NA	promoter-TSS (NM_001360158)	promoter-TSS (NM_001360158)	0	NM_001347549	21957		NM_011620	ENSMUSG00000061723	Tnnt3	fTnT	troponin T3, skeletal, fast	protein-coding	-1.447	-1.341
NM_026693	chr8	111940203	111941203	+	0	NA	promoter-TSS (NM_026693)	promoter-TSS (NM_026693)	0	NM_026693	93739		NM_026693	ENSMUSG00000031950	Gabarapl2	0610012F20Rik|2900019O08Rik|GATE-16|Gef2	GABA type A receptor associated protein like 2	protein-coding	-1.391	-1.303
NR_166169	chr8	119604706	119605706	-	0	NA	promoter-TSS (NM_021441)	promoter-TSS (NM_021441)	0	NR_166169	21341		NM_021441	ENSMUSG00000031832	Taf1c	Tafi95|mTAFI95	TATA-box binding protein associated factor, RNA polymerase I, C	protein-coding	-1.176	-1.400
NM_001277954	chr7	82174296	82175296	+	0	NA	promoter-TSS (NM_001277955)	promoter-TSS (NM_001277955)	0	NM_001277954	20408		NM_017400	ENSMUSG00000030638	Sh3gl3	EEN-B2|SH3P13|Sh3d2c|Sh3d2c2	SH3-domain GRB2-like 3	protein-coding	-0.306	-0.424
NR_132433	chr8	112569075	112570075	-	0	NA	promoter-TSS (NM_130457)	promoter-TSS (NM_130457)	0	NR_132433	102640845		NR_132433	ENSMUSG00000098075	Gm26994	-	predicted gene, 26994	ncRNA	-2.199	-2.254
NM_001160212	chr1	181352128	181353128	+	0	NA	promoter-TSS (NM_001160211)	promoter-TSS (NM_001160211)	0	NM_001160212	72978		NM_028408	ENSMUSG00000026514	Cnih3	2900075G08Rik|CNIH-3	cornichon family AMPA receptor auxiliary protein 3	protein-coding	-0.452	-0.396
NM_026331	chr14	69284603	69285603	-	0	NA	promoter-TSS (NM_026331)	promoter-TSS (NM_026331)	0	NM_026331	67712		NM_026331	ENSMUSG00000034248	Slc25a37	1700020E22Rik|4930513O14Rik|4930526G11Rik|C330015G08Rik|Mfrn|Mfrn1|Mscp|frascati|mitoferrin	solute carrier family 25, member 37	protein-coding		
NM_001253738	chr3	90079021	90080021	+	0	NA	promoter-TSS (NM_001357581)	promoter-TSS (NM_001357581)	0	NM_001253738	59069		NM_022314	ENSMUSG00000027940	Tpm3	TM30nm|TMnm|Tm5NM|Tpm-5|Tpm5|Trop-5|gamma-TM|hTM30nm|hTMnm	tropomyosin 3, gamma	protein-coding	-0.826	-0.723
NM_181579	chrX	112698151	112699151	-	0	NA	promoter-TSS (NM_181579)	promoter-TSS (NM_181579)	0	NM_181579	69693		NM_181579	ENSMUSG00000034607	Pof1b	2310066B14Rik	premature ovarian failure 1B	protein-coding	-0.095	-0.203
NM_172677	chr3	16182665	16183665	+	0	NA	promoter-TSS (NM_001145919)	promoter-TSS (NM_001145919)	0	NM_172677	229096		NM_172677	ENSMUSG00000047213	Ythdf3	9130022A11Rik	YTH N6-methyladenosine RNA binding protein 3	protein-coding	0.480	0.785
NM_001293801	chr3	84582125	84583125	-	0	NA	promoter-TSS (NM_001081093)	promoter-TSS (NM_001081093)	0	NM_001293801	99889		NM_001081093	ENSMUSG00000074513	Arfip1	2310030I10Rik|Arfaptin|D3Ertd598e	ADP-ribosylation factor interacting protein 1	protein-coding	-0.755	-0.813
NM_172881	chr5	87000360	87001360	+	0	NA	promoter-TSS (NM_172881)	promoter-TSS (NM_172881)	0	NM_172881	243085		NM_172881	ENSMUSG00000035811	Ugt2b35	C730031G17	UDP glucuronosyltransferase 2 family, polypeptide B35	protein-coding	-0.429	-0.403
NM_001364010	chr7	30787405	30788405	+	0	NA	promoter-TSS (NM_001364011)	promoter-TSS (NM_001364011)	0	NM_001364010	64661		NM_001033131	ENSMUSG00000074199	Krtdap	Kdap|sk221	keratinocyte differentiation associated protein	protein-coding	0.017	-0.015
NM_033572	chr5	134176267	134177267	-	0	NA	promoter-TSS (NM_033572)	promoter-TSS (NM_033572)	0	NM_033572	94254		NM_033572	ENSMUSG00000061979	Rcc1l	5730496C04Rik|Wbscr16	reculator of chromosome condensation 1 like	protein-coding	-1.208	-1.258
NM_001359081	chr5	105139086	105140086	-	0	NA	promoter-TSS (NM_001256005)	promoter-TSS (NM_001256005)	0	NM_001359081	17472		NM_008620	ENSMUSG00000079363	Gbp4	GBP-4|Mag-2|Mpa-2|Mpa2	guanylate binding protein 4	protein-coding	-0.045	0.009
NM_023167	chr9	21002237	21003237	+	0	NA	promoter-TSS (NM_023167)	promoter-TSS (NM_023167)	0	NM_023167	66163		NM_023167	ENSMUSG00000003299	Mrpl4	1110017G11Rik	mitochondrial ribosomal protein L4	protein-coding	-0.910	-0.971
NM_009762	chr6	71261781	71262781	-	0	NA	promoter-TSS (NM_009762)	promoter-TSS (NM_009762)	0	NM_009762	12180		NM_009762	ENSMUSG00000055027	Smyd1	4632404M21Rik|Bop|Zmynd18	SET and MYND domain containing 1	protein-coding	-0.491	-0.375
NM_199322	chr10	80754703	80755703	+	0	NA	promoter-TSS (NM_199322)	promoter-TSS (NM_199322)	0	NM_199322	208266		NM_199322	ENSMUSG00000061589	Dot1l	A630076O07|Dot1|KMT4|mDot1	DOT1 like histone lysine methyltransferase	protein-coding	-3.229	-3.150
NM_007640	chr3	86986086	86987086	+	0	NA	promoter-TSS (NM_007640)	promoter-TSS (NM_007640)	0	NM_007640	12480		NM_007640	ENSMUSG00000041750	Cd1d2	CD1.2|Cd1b|Ly-38	CD1d2 antigen	protein-coding	-0.768	-0.585
NM_001164570	chr11	82870244	82871244	-	0	NA	promoter-TSS (NM_001164570)	promoter-TSS (NM_001164570)	0	NM_001164570	67338		NM_026097	ENSMUSG00000020696	Rffl	1700051E09Rik|4930516L10Rik|Carp2	ring finger and FYVE like domain containing protein	protein-coding	-0.653	-0.764
NM_146482	chr9	38115298	38116298	+	0	NA	promoter-TSS (NM_146482)	promoter-TSS (NM_146482)	0	NM_146482	258475		NM_146482	ENSMUSG00000096356	Or8b40	MOR162-2|Olfr889	olfactory receptor family 8 subfamily B member 40	protein-coding	-0.231	-0.215
NR_003628	chr16	4228729	4229729	+	0	NA	promoter-TSS (NR_003628)	promoter-TSS (NR_003628)	0	NR_003628	436332		NM_001013830	ENSMUSG00000121720	Gm5766	EG436332	ribosomal protein L7a pseudogene	pseudo	-0.832	-0.867
NM_001356321	chr11	76763078	76764078	-	0	NA	promoter-TSS (NM_016810)	promoter-TSS (NM_016810)	0	NM_001356321	53334		NM_016810	ENSMUSG00000010392	Gosr1	GOS-28|GOSRI|GS28	golgi SNAP receptor complex member 1	protein-coding	-1.649	-1.531
NM_001309389	chr7	42505253	42506253	-	0	NA	promoter-TSS (NM_001309388)	promoter-TSS (NM_001309388)	0	NM_001309389	434178		NM_001309388	ENSMUSG00000092416	Zfp141	-	zinc finger protein 141	protein-coding	-0.050	0.125
NM_009431	chr7	111028451	111029451	+	0	NA	promoter-TSS (NM_009431)	promoter-TSS (NM_009431)	0	NM_009431	22083		NM_009431	ENSMUSG00000005609	Ctr9	Sh2bp1|Tsbp|Tsp|mKIAA0155	CTR9 homolog, Paf1/RNA polymerase II complex component	protein-coding	-1.315	-0.910
NM_001159361	chr15	100038164	100039164	+	0	NA	promoter-TSS (NM_001159361)	promoter-TSS (NM_001159361)	0	NM_001159361	239667		NM_172819	ENSMUSG00000023026	Dip2b	4932422C22|mKIAA1463	disco interacting protein 2 homolog B	protein-coding	-2.840	-2.887
NM_016788	chr16	32644143	32645143	+	0	NA	promoter-TSS (NM_001110147)	promoter-TSS (NM_001110147)	0	NM_016788	51789		NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding	-1.818	-1.782
NM_011796	chr1	92933908	92934908	+	0	NA	promoter-TSS (NM_011796)	promoter-TSS (NM_011796)	0	NM_011796	23830		NM_011796	ENSMUSG00000026270	Capn10	Capn8|mKIAA1845	calpain 10	protein-coding	-1.073	-1.008
NM_024199	chr2	172370503	172371503	+	0	NA	promoter-TSS (NM_011497)	promoter-TSS (NM_011497)	0	NM_024199	67337		NM_024199	ENSMUSG00000027498	Cstf1	1700057K18Rik	cleavage stimulation factor, 3' pre-RNA, subunit 1	protein-coding	0.108	0.038
NM_177370	chr11	5098773	5099773	+	0	NA	promoter-TSS (NM_001362620)	promoter-TSS (NM_001362620)	0	NM_177370	279766		NM_177370	ENSMUSG00000034175	Rhbdd3	Ptag	rhomboid domain containing 3	protein-coding	-1.720	-1.859
NM_019670	chr14	87140724	87141724	-	0	NA	promoter-TSS (NM_019670)	promoter-TSS (NM_019670)	0	NM_019670	56419		NM_019670	ENSMUSG00000022021	Diaph3	4930417P13Rik|Dia2|Diap3|Drf3|p134MDia2	diaphanous related formin 3	protein-coding	-0.282	-0.277
NM_001164152	chr10	80433135	80434135	-	0	NA	promoter-TSS (NM_011548)	promoter-TSS (NM_011548)	0	NM_001164152	21423		NM_011548	ENSMUSG00000020167	Tcf3	A1|ALF2|E12|E12/E47|E2A|E47|KA1|ME2|Pan1|Pan2|TCF-3|Tcfe2a|VDIR|bHLHb21	transcription factor 3	protein-coding	-2.386	-2.398
NM_001098841	chr4	88790395	88791395	+	0	NA	promoter-TSS (NM_001098841)	promoter-TSS (NM_001098841)	0	NM_001098841	545651		NM_001098841	ENSMUSG00000101163	Gm13278	-	predicted gene 13278	protein-coding	0.573	0.447
NM_007666	chr15	13173175	13174175	-	0	NA	promoter-TSS (NM_007666)	promoter-TSS (NM_007666)	0	NM_007666	12563		NM_007666	ENSMUSG00000039385	Cdh6	cad6	cadherin 6	protein-coding	-0.753	-0.688
NM_001355416	chr2	91710092	91711092	-	0	NA	promoter-TSS (NM_001355418)	promoter-TSS (NM_001355418)	0	NM_001355416	51897		NM_145528	ENSMUSG00000027244	Atg13	1110053A20Rik|D2Ertd391e|Harbi1	autophagy related 13	protein-coding	-1.678	-1.508
NM_172974	chr1	86582421	86583421	+	0	NA	promoter-TSS (NM_001360888)	promoter-TSS (NM_001360888)	0	NM_172974	26895		NM_172974	ENSMUSG00000026240	Cops7b	D1Wsu66e|E130114M23	COP9 signalosome subunit 7B	protein-coding	-0.635	-0.583
NM_001310539	chr8	95575107	95576107	-	0	NA	promoter-TSS (NM_001310539)	promoter-TSS (NM_001310539)	0	NM_001310539	70993		NM_027640	ENSMUSG00000048400	Prss54	4931432M23Rik|Klkbl4	serine protease 54	protein-coding	-0.029	-0.082
NM_001039544	chr4	62086817	62087817	-	0	NA	promoter-TSS (NR_149826)	promoter-TSS (NR_149826)	0	NM_001039544	17842		NM_010845	ENSMUSG00000066154	Mup3	MUP15|MUPIII|Mup-3|Mup25	major urinary protein 3	protein-coding	0.815	0.772
NM_028930	chr7	118633236	118634236	+	0	NA	promoter-TSS (NM_028930)	promoter-TSS (NM_028930)	0	NM_028930	74424		NM_028930	ENSMUSG00000030650	Tmc5	4932443L08Rik	transmembrane channel-like gene family 5	protein-coding	-0.586	-0.547
NM_146484	chr16	59185981	59186981	-	0	NA	promoter-TSS (NR_160650)	promoter-TSS (NR_160650)	0	NM_146484	258477		NM_146484		Olfr197	MOR183-3	olfactory receptor 197	protein-coding	-0.585	-0.384
NM_001347125	chr1	162570328	162571328	+	0	NA	promoter-TSS (NM_016796)	promoter-TSS (NM_016796)	0	NM_001347125	53330		NM_016796	ENSMUSG00000026696	Vamp4	D1Ertd147e|Vamp-4	vesicle-associated membrane protein 4	protein-coding	-0.720	-0.595
NM_001378652	chr6	86848784	86849784	+	0	NA	promoter-TSS (NM_177762)	promoter-TSS (NM_177762)	0	NM_001378652	269774		NM_177762	ENSMUSG00000057230	Aak1	5530400K14Rik|9630042K20|D6Ertd245e|Gm38495|mKIAA1048	AP2 associated kinase 1	protein-coding	-1.493	-1.447
NM_001146212	chr17	47368387	47369387	+	0	NA	promoter-TSS (NM_001146212)	promoter-TSS (NM_001146212)	0	NM_001146212	64657		NM_183086	ENSMUSG00000034729	Mrps10	1110038B19Rik|Rpms10	mitochondrial ribosomal protein S10	protein-coding	-1.044	-1.042
NM_001011789	chr11	59571238	59572238	-	0	NA	promoter-TSS (NM_001011789)	promoter-TSS (NM_001011789)	0	NM_001011789	257962		NM_001011789	ENSMUSG00000059610	Or2b11	MOR256-45P|Olfr222	olfactory receptor family 2 subfamily B member 11	protein-coding	-0.816	-0.810
NM_001362349	chr12	4916853	4917853	+	0	NA	promoter-TSS (NM_001362349)	promoter-TSS (NM_001362349)	0	NM_001362349	320817		NM_177269	ENSMUSG00000052812	Atad2b	1110014E10Rik|D530031C13Rik	ATPase family, AAA domain containing 2B	protein-coding	-1.252	-1.208
NM_013461	chr14	66634751	66635751	+	0	NA	promoter-TSS (NM_001271760)	promoter-TSS (NM_001271760)	0	NM_013461	11549		NM_013461	ENSMUSG00000045875	Adra1a	Adra1c	adrenergic receptor, alpha 1a	protein-coding	-0.421	-0.857
NM_001276334	chr15	76659236	76660236	-	0	NA	promoter-TSS (NM_001358910)	promoter-TSS (NM_001358910)	0	NM_001276334	125480935		NM_180962	ENSMUSG00000121584	Tmem276	Chrp|Cyhr1	transmembrane protein 276	protein-coding	-2.032	-1.949
NM_001166847	chr7	20770685	20771685	+	0	NA	promoter-TSS (NM_001166847)	promoter-TSS (NM_001166847)	0	NM_001166847	100043569		NM_001166847	ENSMUSG00000094284	Vmn1r112	EG667283|Gm16444	vomeronasal 1 receptor 112	protein-coding	1.604	1.480
NM_001165935	chr2	112559182	112560182	+	0	NA	promoter-TSS (NM_001165935)	promoter-TSS (NM_001165935)	0	NM_001165935	74268		NM_028844	ENSMUSG00000003604	Aven	1700013A01Rik|1700056A21Rik|mAven-L|mAven-S	apoptosis, caspase activation inhibitor	protein-coding	-0.357	-0.173
NM_001330686	chr15	78203737	78204737	-	0	NA	promoter-TSS (NM_001330686)	promoter-TSS (NM_001330686)	0	NM_001330686	19293		NM_013645	ENSMUSG00000005716	Pvalb	PV|Parv|Pva	parvalbumin	protein-coding	-1.414	-1.645
NM_178399	chr1	9600767	9601767	+	0	NA	promoter-TSS (NM_178399)	promoter-TSS (NM_178399)	0	NM_178399	76982		NM_178399	ENSMUSG00000067879	Vxn	3110035E14Rik	vexin	protein-coding	-0.190	-0.075
NR_015533	chr7	61927074	61928074	-	0	NA	promoter-TSS (NR_015533)	promoter-TSS (NR_015533)	0	NR_015533	319893		NR_015533	ENSMUSG00000109394	A230057D06Rik	-	RIKEN cDNA A230057D06 gene	ncRNA	-0.672	-0.579
NR_168882	chr14	84442904	84443904	-	0	NA	promoter-TSS (NR_168879)	promoter-TSS (NR_168879)	0	NR_168882	102635069		NR_168879		Gm32498	-	predicted gene, 32498	ncRNA	-0.312	-0.366
NM_008174	chr6	28133921	28134921	-	0	NA	promoter-TSS (NM_008174)	promoter-TSS (NM_008174)	0	NM_008174	14823		NM_008174	ENSMUSG00000024211	Grm8	A230002O04|GluR8|Gprc1h|mGluR8	glutamate receptor, metabotropic 8	protein-coding	-0.051	-0.071
NR_035466	chr16	11253945	11254945	-	0	NA	promoter-TSS (NM_146066)	promoter-TSS (NM_146066)	0	NR_035466	100316833		NR_035466	ENSMUSG00000088544	Mir1945	mir-1945|mmu-mir-1945	microRNA 1945	ncRNA	-1.055	-1.003
NM_001163242	chr13	33966653	33967653	+	0	NA	promoter-TSS (NM_001163242)	promoter-TSS (NM_001163242)	0	NM_001163242	18105		NM_020282	ENSMUSG00000046949	Nqo2	NMO2|Nmor2|Ox2	N-ribosyldihydronicotinamide quinone reductase 2	protein-coding	-0.190	-0.179
NR_156442	chr2	11777253	11778253	+	0	NA	promoter-TSS (NM_015792)	promoter-TSS (NM_015792)	0	NR_156442	320816		NM_177268	ENSMUSG00000047909	Ankrd16	2810455F06Rik|D430029B21Rik	ankyrin repeat domain 16	protein-coding	0.402	0.365
NM_001379212	chr4	41695425	41696425	-	0	NA	promoter-TSS (NM_001379213)	promoter-TSS (NM_001379213)	0	NM_001379212	12804		NM_016673	ENSMUSG00000028444	Cntfr	Cntfralpha	ciliary neurotrophic factor receptor	protein-coding	-1.730	-1.428
NM_001379289	chr8	123858968	123859968	-	0	NA	promoter-TSS (NM_001379289)	promoter-TSS (NM_001379289)	0	NM_001379289	73420		NM_028536	ENSMUSG00000031971	Ccsap	1700054N08Rik	centriole, cilia and spindle associated protein	protein-coding	-2.521	-2.283
NM_001311086	chr6	30390520	30391520	-	0	NA	promoter-TSS (NM_172735)	promoter-TSS (NM_172735)	0	NM_001311086	232679		NM_172735	ENSMUSG00000039130	Zc3hc1	1110054L24Rik|HSPC216|Nipa	zinc finger, C3HC type 1	protein-coding	-1.582	-1.644
NM_146258	chr5	151189693	151190693	-	0	NA	promoter-TSS (NM_146258)	promoter-TSS (NM_146258)	0	NM_146258	243362		NM_146258	ENSMUSG00000016128	Stard13	DLC2|GT650	StAR related lipid transfer domain containing 13	protein-coding	-0.245	-0.223
NR_045078	chr5	64610199	64611199	-	0	NA	promoter-TSS (NR_045078)	promoter-TSS (NR_045078)	0	NR_045078	100042198		NR_045078	ENSMUSG00000105402	Gm3716	Gm1683	predicted gene 3716	ncRNA	-0.308	-0.546
