Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label
chr7-90925000	chr7	90925000	90950000	Dlg2	Intergenic	-0.0356666666666665	0.162981369473237	0.244120340765046	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dlg2
chr12-41100000	chr12	41100000	41125000	Immp2l	intron (NM_053122, intron 4 of 6)	-0.05	0.0330115849144721	0.0708459087069328	25000	A_to_B_in_Mutant	More Inactive (A->B)	Immp2l
chr13-105550000	chr13	105550000	105575000	Htr1a	Intergenic	-0.0126666666666663	0.702581984528066	0.771021892494462	25000	A_to_B_in_Mutant	More Inactive (A->B)	Htr1a
chr5-141550000	chr5	141550000	141575000	Sdk1	intron (NM_177879, intron 1 of 44)	-0.00866666666666679	0.699660834744475	0.768612522635177	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sdk1
chr1-188925000	chr1	188925000	188950000	Kctd3	intron (NM_021408, intron 63 of 70)	0.0496666666666667	0.300878811819425	0.397720408201658	25000	B_to_A_in_Mutant	More Active (B->A)	Kctd3
chr15-67850000	chr15	67850000	67875000	Zfat	Intergenic	0.0263333333333334	0.466327643881992	0.562358398250669	25000	B_to_A_in_Mutant	More Active (B->A)	Zfat
chr11-99975000	chr11	99975000	100000000	Krtap16-1	promoter-TSS (NM_001256057)	0.217333333333334	0.00025032491615154	0.00271060256730215	25000	B_to_A_in_Mutant	More Active (B->A)	Krtap16-1
chr6-108525000	chr6	108525000	108550000	Mir7661	intron (NM_010585, intron 60 of 61)	0.0440000000000001	0.195183328052034	0.281793310597354	25000	B_to_A_in_Mutant	More Active (B->A)	Mir7661
chr14-3300000	chr14	3300000	3325000	Gm3752	Intergenic	0.111	0.0614827913335012	0.113997239979573	25000	B_to_A_in_Mutant	More Active (B->A)	Gm3752
chr1-8600000	chr1	8600000	8625000	Sntg1	intron (NM_001290393, intron 10 of 19)	-0.0166666666666666	0.615190586747525	0.697232911900883	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sntg1
chrX-58975000	chrX	58975000	59000000	Magea13	Intergenic	1.43033333333333	0.00552691097158246	0.0190818421578973	25000	B_to_A_in_Mutant	More Active (B->A)	Magea13
chr10-37325000	chr10	37325000	37350000	5930403N24Rik	Intergenic	0.210333333333333	0.000664719676414699	0.00473361969161372	25000	B_to_A_in_Mutant	More Active (B->A)	5930403N24Rik
chr2-126475000	chr2	126475000	126500000	Atp8b4	intron (NM_001080944, intron 2 of 27)	0.218333333333333	7.19561163917974e-05	0.00148002202885259	25000	B_to_A_in_Mutant	More Active (B->A)	Atp8b4
chr18-54850000	chr18	54850000	54875000	Zfp608	Intergenic	-0.0143333333333334	0.660998611662731	0.736209503464699	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zfp608
chr3-138925000	chr3	138925000	138950000	Rap1gds1	intron (NM_145544, intron 13 of 13)	-0.142333333333333	0.022400818367224	0.0529094519256883	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rap1gds1
chr5-138750000	chr5	138750000	138775000	Fam20c	intron (NM_001359593, intron 3 of 10)	-0.0500000000000001	0.0610422666899585	0.113385886898354	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fam20c
chr2-124150000	chr2	124150000	124175000	4930517E11Rik	intron (NM_001290997, intron 2 of 20)	0.218333333333333	0.00115623439188793	0.00665066964049849	25000	B_to_A_in_Mutant	More Active (B->A)	4930517E11Rik
chrX-85100000	chrX	85100000	85125000	Dmd	intron (NM_001314037, intron 6 of 16)	-1.55766666666667	0.0166415503569966	0.0424509409086559	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dmd
chr12-100475000	chr12	100475000	100500000	Ttc7b	intron (NM_001033213, intron 3 of 19)	-0.149	0.000252877795762603	0.00272067865403991	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ttc7b
chr18-3500000	chr18	3500000	3525000	Bambi	3' UTR (NM_026505, exon 3 of 3)	0.0310000000000001	0.573470376085167	0.660078556915085	25000	B_to_A_in_Mutant	More Active (B->A)	Bambi
chr9-6200000	chr9	6200000	6225000	Pdgfd	intron (NM_001357397, intron 1 of 6)	-0.0289999999999998	0.232036869661737	0.323708114568709	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pdgfd
chr4-68125000	chr4	68125000	68150000	Gm12911	Intergenic	-0.0349999999999998	0.101191979739126	0.167738285864691	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm12911
chr1-109475000	chr1	109475000	109500000	Cdh7	Intergenic	0.0616666666666668	0.128446652113771	0.20233633135956	25000	B_to_A_in_Mutant	More Active (B->A)	Cdh7
chr16-65575000	chr16	65575000	65600000	Gm36457	Intergenic	-0.0826666666666665	0.016100706093122	0.0414581969707018	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm36457
chr8-90275000	chr8	90275000	90300000	Tox3	intron (NM_172913, intron 1 of 6)	0.277	0.000307364625310534	0.00302791203369438	25000	B_to_A_in_Mutant	More Active (B->A)	Tox3
chr2-6675000	chr2	6675000	6700000	Celf2	intron (NM_001347094, intron 2 of 12)	-0.00366666666666666	0.953309934027033	0.966261972384693	25000	A_to_B_in_Mutant	More Inactive (A->B)	Celf2
chr10-64000000	chr10	64000000	64025000	Lrrtm3	intron (NM_178678, intron 2 of 2)	-0.0146666666666668	0.745775002261754	0.806414926840969	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lrrtm3
chr9-117725000	chr9	117725000	117750000	Rbms3	Intergenic	0.501	4.04559454615415e-05	0.00116912927620861	25000	B_to_A_in_Mutant	More Active (B->A)	Rbms3
chrX-52300000	chrX	52300000	52325000	Mir6384	intron (NM_016697, intron 7 of 7)	-0.59	0.185705454063859	0.270805584268312	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir6384
chr4-144625000	chr4	144625000	144650000	Aadacl4	Intergenic	-0.0413333333333332	0.201134472763013	0.288782549609362	25000	A_to_B_in_Mutant	More Inactive (A->B)	Aadacl4
chr17-33825000	chr17	33825000	33850000	Cd320	intron (NR_103516, intron 2 of 2)	-0.276	3.27215837670878e-05	0.00107508610802342	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cd320
chr13-97925000	chr13	97925000	97950000	Rps18-ps4	intron (NM_012026, intron 31 of 35)	0.0669999999999998	0.0384345676350569	0.0794474828306051	25000	B_to_A_in_Mutant	More Active (B->A)	Rps18-ps4
chr13-112925000	chr13	112925000	112950000	Dhx29	intron (NM_172594, intron 6 of 26)	-0.22	4.76601676425806e-05	0.00124807532489523	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dhx29
chr3-25200000	chr3	25200000	25225000	Naaladl2	Intergenic	0.014	0.805407973691415	0.854180358339117	25000	B_to_A_in_Mutant	More Active (B->A)	Naaladl2
chr14-13100000	chr14	13100000	13125000	Gm5087	Intergenic	-0.0423333333333331	0.171781267460704	0.254482238967267	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm5087
chr9-61300000	chr9	61300000	61325000	B930092H01Rik	Intergenic	-0.0543333333333335	0.0907095561201936	0.15392347814775	25000	A_to_B_in_Mutant	More Inactive (A->B)	B930092H01Rik
chrX-13425000	chrX	13425000	13450000	Nyx	Intergenic	-0.536666666666667	0.185222835120854	0.270233568159276	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nyx
chr2-142375000	chr2	142375000	142400000	Kif16b	intron (NM_001013802, intron 18 of 18)	0.122	0.00699479363902489	0.0225846567932749	25000	B_to_A_in_Mutant	More Active (B->A)	Kif16b
chr1-176825000	chr1	176825000	176850000	Hmga2-ps1	intron (NM_001357390, intron 5 of 18)	-0.140666666666667	0.0231316828415942	0.054219831158565	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hmga2-ps1
chr17-77200000	chr17	77200000	77225000	Gm32282	Intergenic	0.00800000000000044	0.815884100605698	0.862538040484798	25000	B_to_A_in_Mutant	More Active (B->A)	Gm32282
chr8-71450000	chr8	71450000	71475000	Abhd8	intron (NM_022419, intron 1 of 4)	-0.206333333333334	0.000246837227831832	0.00269220172421452	25000	A_to_B_in_Mutant	More Inactive (A->B)	Abhd8
chr10-119300000	chr10	119300000	119325000	4930477N07Rik	Intergenic	0.508333333333333	0.000172031547518777	0.0022238565824942	25000	B_to_A_in_Mutant	More Active (B->A)	4930477N07Rik
chr15-51650000	chr15	51650000	51675000	Eif3h	Intergenic	0.158333333333333	0.00305363307045236	0.0125975992022021	25000	B_to_A_in_Mutant	More Active (B->A)	Eif3h
chr6-114675000	chr6	114675000	114700000	Atg7	intron (NR_166516, intron 7 of 18)	-0.0506666666666667	0.127983318286176	0.201768333409998	25000	A_to_B_in_Mutant	More Inactive (A->B)	Atg7
chrX-58700000	chrX	58700000	58725000	Magea13	Intergenic	1.681	0.00810204916095065	0.025075293467725	25000	B_to_A_in_Mutant	More Active (B->A)	Magea13
chrX-5100000	chrX	5100000	5125000	Btbd35f27	Intergenic	1.68233333333333	0.0194519987308557	0.0476329208657034	25000	B_to_A_in_Mutant	More Active (B->A)	Btbd35f27
chr3-148450000	chr3	148450000	148475000	Adgrl2	Intergenic	0.608333333333334	7.56604933830277e-06	0.000651759413246629	25000	B_to_A_in_Mutant	More Active (B->A)	Adgrl2
chr2-78650000	chr2	78650000	78675000	Ube2e3	Intergenic	-0.159	0.00179272680676819	0.00883044367075344	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ube2e3
chr5-65725000	chr5	65725000	65750000	N4bp2	Intergenic	0.0529999999999999	0.252047405219534	0.345513951121548	25000	B_to_A_in_Mutant	More Active (B->A)	N4bp2
chr11-90275000	chr11	90275000	90300000	Mmd	Intergenic	0.0223333333333336	0.516115415438855	0.608528094240446	25000	B_to_A_in_Mutant	More Active (B->A)	Mmd
chr13-31025000	chr13	31025000	31050000	Exoc2	Intergenic	-0.15	0.0165164417094823	0.0422239562234317	25000	A_to_B_in_Mutant	More Inactive (A->B)	Exoc2
chr2-109100000	chr2	109100000	109125000	Gm13923	intron (NM_029790, intron 5 of 5)	-0.0413333333333332	0.412071352138124	0.509974847203888	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm13923
chr13-110350000	chr13	110350000	110375000	Gapt	Intergenic	-0.0176666666666669	0.631473943178088	0.710988533507404	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gapt
chr12-5175000	chr12	5175000	5200000	Klhl29	intron (NM_001164493, intron 3 of 13)	-0.0140000000000002	0.579877111518018	0.665856135325318	25000	A_to_B_in_Mutant	More Inactive (A->B)	Klhl29
chr10-124200000	chr10	124200000	124225000	4930503E24Rik	Intergenic	0.126333333333334	0.033874418265849	0.0722175097900158	25000	B_to_A_in_Mutant	More Active (B->A)	4930503E24Rik
chr1-126100000	chr1	126100000	126125000	Lypd1	intron (NM_176957, intron 8 of 12)	0.505333333333334	5.49524666462228e-07	0.000407844333748731	25000	B_to_A_in_Mutant	More Active (B->A)	Lypd1
chr10-93150000	chr10	93150000	93175000	Mir1931	promoter-TSS (NR_035452)	-0.00900000000000054	0.729227554798946	0.79308186018991	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir1931
chr3-126200000	chr3	126200000	126225000	Arsj	Intergenic	-0.0743333333333332	0.0341194354579882	0.0726089463628579	25000	A_to_B_in_Mutant	More Inactive (A->B)	Arsj
chr14-64800000	chr14	64800000	64825000	Hmbox1	3' UTR (NM_001347627, exon 11 of 11)	-0.0630000000000002	0.0742142711002692	0.13168797437793	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hmbox1
chr18-15100000	chr18	15100000	15125000	Kctd1	intron (NM_134112, intron 1 of 4)	-0.179666666666667	0.00255961545020114	0.0111800660411621	25000	A_to_B_in_Mutant	More Inactive (A->B)	Kctd1
chr1-166175000	chr1	166175000	166200000	Mael	Intergenic	0.136	0.000731242519454694	0.00501623587318566	25000	B_to_A_in_Mutant	More Active (B->A)	Mael
chr14-24875000	chr14	24875000	24900000	Gm32123	Intergenic	-0.0850000000000004	0.00914153895668421	0.0273468932150121	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm32123
chr1-164450000	chr1	164450000	164475000	Gm32391	non-coding (NR_168342, exon 2 of 4)	-0.0460000000000001	0.375859888206694	0.474115652608322	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm32391
chr9-6875000	chr9	6875000	6900000	Dcun1d5	Intergenic	-0.0049999999999995	0.866796974394392	0.901967719116235	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dcun1d5
chr12-28950000	chr12	28950000	28975000	Gm31508	intron (NR_154989, intron 1 of 2)	0.0409999999999998	0.206383458641751	0.294704333780759	25000	B_to_A_in_Mutant	More Active (B->A)	Gm31508
chr9-61050000	chr9	61050000	61075000	4933433G08Rik	Intergenic	-0.0213333333333335	0.24724309831384	0.340368888468442	25000	A_to_B_in_Mutant	More Inactive (A->B)	4933433G08Rik
chr1-70075000	chr1	70075000	70100000	Spag16	intron (NM_029160, intron 11 of 16)	0.0376666666666669	0.126358001293481	0.199720003785402	25000	B_to_A_in_Mutant	More Active (B->A)	Spag16
chr13-108725000	chr13	108725000	108750000	Pde4d	intron (NM_011056, intron 1 of 16)	0.233	9.20726105824996e-05	0.00165205564340078	25000	B_to_A_in_Mutant	More Active (B->A)	Pde4d
chr13-10250000	chr13	10250000	10275000	Chrm3	intron (NM_033269, intron 1 of 4)	0.276666666666667	9.0128841717368e-06	0.000687006082547889	25000	B_to_A_in_Mutant	More Active (B->A)	Chrm3
chrX-36175000	chrX	36175000	36200000	Zcchc12	Intergenic	0.867333333333334	0.000473968152282724	0.00386952851037467	25000	B_to_A_in_Mutant	More Active (B->A)	Zcchc12
chr5-52500000	chr5	52500000	52525000	Ccdc149	Intergenic	-0.0423333333333333	0.435981615943319	0.533486396873029	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc149
chr3-34700000	chr3	34700000	34725000	Gm3143	intron (NR_038347, intron 1 of 4)	0.192	0.0412957258229249	0.0839506529858598	25000	B_to_A_in_Mutant	More Active (B->A)	Gm3143
chr4-96975000	chr4	96975000	97000000	Gm12695	Intergenic	0.118	0.00319861710106344	0.0129990080853897	25000	B_to_A_in_Mutant	More Active (B->A)	Gm12695
chr7-16400000	chr7	16400000	16425000	Zc3h4	intron (NM_198631, intron 1 of 13)	-0.0800000000000001	0.0749004151797564	0.132635119242422	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zc3h4
chr4-111325000	chr4	111325000	111350000	Bend5	intron (NM_030231, intron 6 of 12)	-0.0213333333333333	0.336684476124452	0.434857030157489	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bend5
chr14-46500000	chr14	46500000	46525000	Rubie	Intergenic	0.0223333333333335	0.398061751474103	0.496254611555253	25000	B_to_A_in_Mutant	More Active (B->A)	Rubie
chr4-82500000	chr4	82500000	82525000	Gm11266	intron (NR_137202, intron 1 of 1)	-0.0933333333333336	0.017712936452629	0.0444525090580557	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm11266
chr4-145575000	chr4	145575000	145600000	Zfp268	intron (NM_001324416, intron 1 of 3)	-0.0276666666666665	0.503017702613024	0.596175209190544	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zfp268
chr3-159500000	chr3	159500000	159525000	Depdc1a	intron (NM_029523, intron 2 of 11)	-0.0316666666666666	0.167416261499439	0.249400145540581	25000	A_to_B_in_Mutant	More Inactive (A->B)	Depdc1a
chr1-176750000	chr1	176750000	176775000	Mir350	intron (NM_001368873, intron 9 of 18)	-0.178333333333334	0.00414730201901677	0.0155756817162926	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir350
chr16-64625000	chr16	64625000	64650000	Csnka2ip	Intergenic	0.255333333333333	0.000114087393879482	0.00181767780176201	25000	B_to_A_in_Mutant	More Active (B->A)	Csnka2ip
chr10-114450000	chr10	114450000	114475000	Gm15723	intron (NM_146241, intron 12 of 18)	-0.388	9.86430640933919e-06	0.000703594995629494	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15723
chr6-141375000	chr6	141375000	141400000	Gm10400	intron (NM_018779, intron 1 of 15)	-0.254666666666667	0.00139128512421247	0.00749517544743951	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm10400
chr17-33750000	chr17	33750000	33775000	Rab11b	Intergenic	-0.275333333333334	0.000558646852265391	0.00427751856368629	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rab11b
chr16-25500000	chr16	25500000	25525000	Trp63	Intergenic	0.0350000000000002	0.148939673923139	0.227255811698335	25000	B_to_A_in_Mutant	More Active (B->A)	Trp63
chr7-133800000	chr7	133800000	133825000	Dhx32	intron (NM_025850, intron 1 of 10)	-0.0973333333333335	0.0163880345723482	0.041986467470953	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dhx32
chr9-117850000	chr9	117850000	117875000	Azi2	Intergenic	0.472333333333333	3.82132290552523e-05	0.00114162713305454	25000	B_to_A_in_Mutant	More Active (B->A)	Azi2
chr10-24075000	chr10	24075000	24100000	Taar8b	Intergenic	-0.0556666666666666	0.0825877824778055	0.14302836300696	25000	A_to_B_in_Mutant	More Inactive (A->B)	Taar8b
chr11-59475000	chr11	59475000	59500000	Zfp867	exon (NM_001130529, exon 10 of 10)	0.0369999999999998	0.12754667339103	0.201195369940329	25000	B_to_A_in_Mutant	More Active (B->A)	Zfp867
chr14-3050000	chr14	3050000	3075000	Gm2897	intron (NM_001177715, intron 2 of 6)	-0.0076666666666666	0.774951614191118	0.830043502790432	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm2897
chr18-54725000	chr18	54725000	54750000	9330117O12Rik	Intergenic	0.0273333333333331	0.472247062097208	0.56787372739552	25000	B_to_A_in_Mutant	More Active (B->A)	9330117O12Rik
chr6-115525000	chr6	115525000	115550000	Tsen2	Intergenic	-0.0543333333333336	0.0231326357652337	0.054219831158565	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tsen2
chr9-76650000	chr9	76650000	76675000	Fam83b	Intergenic	-0.0516666666666665	0.0521697287953951	0.100479717829926	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fam83b
chr18-82875000	chr18	82875000	82900000	Gm30889	Intergenic	-0.153	0.00570242602481726	0.0195194737732282	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm30889
chr2-166400000	chr2	166400000	166425000	Gm14268	Intergenic	0.0133333333333332	0.601263351052891	0.684791417977645	25000	B_to_A_in_Mutant	More Active (B->A)	Gm14268
chr5-138825000	chr5	138825000	138850000	Foxl3	Intergenic	-0.0250000000000001	0.299019044585802	0.395842479425906	25000	A_to_B_in_Mutant	More Inactive (A->B)	Foxl3
chr14-39300000	chr14	39300000	39325000	LOC432842	intron (NM_008734, intron 1 of 9)	-0.0483333333333332	0.0788194621759978	0.137958140836632	25000	A_to_B_in_Mutant	More Inactive (A->B)	LOC432842
chr13-57425000	chr13	57425000	57450000	Spock1	intron (NM_009262, intron 9 of 11)	-0.00166666666666686	0.950776516957161	0.964463237101305	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spock1
chr3-34975000	chr3	34975000	35000000	Mir6378	Intergenic	0.326	0.00627459405403353	0.0208764420453618	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6378
chr4-96700000	chr4	96700000	96725000	Cyp2j5	Intergenic	0.081	0.00505686302631257	0.0179145754787851	25000	B_to_A_in_Mutant	More Active (B->A)	Cyp2j5
chr9-14275000	chr9	14275000	14300000	Sesn3	intron (NM_030261, intron 1 of 9)	-0.154333333333333	0.00905582318742737	0.0271559858736726	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sesn3
chr3-103625000	chr3	103625000	103650000	Syt6	intron (NM_001276680, intron 4 of 4)	-0.0753333333333336	0.109030552771151	0.177890389230008	25000	A_to_B_in_Mutant	More Inactive (A->B)	Syt6
chr1-76175000	chr1	76175000	76200000	Gm17751	Intergenic	0.123666666666667	0.000662504865619192	0.00472545908779615	25000	B_to_A_in_Mutant	More Active (B->A)	Gm17751
chr2-174700000	chr2	174700000	174725000	Edn3	Intergenic	-0.00299999999999997	0.901350819512737	0.928215804289334	25000	A_to_B_in_Mutant	More Inactive (A->B)	Edn3
chr8-65125000	chr8	65125000	65150000	Smim31	Intergenic	-0.0353333333333333	0.316208658419287	0.413877562427861	25000	A_to_B_in_Mutant	More Inactive (A->B)	Smim31
chrX-52050000	chrX	52050000	52075000	Magea14	intron (NM_008150, intron 4 of 8)	-0.571666666666667	0.117535010649755	0.188686928053515	25000	A_to_B_in_Mutant	More Inactive (A->B)	Magea14
chr15-67725000	chr15	67725000	67750000	1700012I11Rik	Intergenic	0.00500000000000003	0.843234861131629	0.883753103618855	25000	B_to_A_in_Mutant	More Active (B->A)	1700012I11Rik
chr6-36825000	chr6	36825000	36850000	Ptn	3' UTR (NM_001347104, exon 33 of 33)	0.247666666666667	0.000106889801888121	0.00176363946478972	25000	B_to_A_in_Mutant	More Active (B->A)	Ptn
chr13-19950000	chr13	19950000	19975000	Elmo1	Intergenic	-0.108333333333333	0.00275639018322487	0.0117424600691708	25000	A_to_B_in_Mutant	More Inactive (A->B)	Elmo1
chr6-128375000	chr6	128375000	128400000	Tex52	Intergenic	-0.171666666666667	0.000186848953676241	0.00231956403438101	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tex52
chr12-59800000	chr12	59800000	59825000	Fbxo33	Intergenic	0.0136666666666668	0.65054163380551	0.727309283556037	25000	B_to_A_in_Mutant	More Active (B->A)	Fbxo33
chr11-61550000	chr11	61550000	61575000	Epn2	intron (NM_001362586, intron 1 of 11)	-0.018666666666667	0.305099280531184	0.40227324907007	25000	A_to_B_in_Mutant	More Inactive (A->B)	Epn2
chr14-13950000	chr14	13950000	13975000	Thoc7	promoter-TSS (NM_001359901)	-0.242	0.000344195406766869	0.00322186925726616	25000	A_to_B_in_Mutant	More Inactive (A->B)	Thoc7
chr5-63600000	chr5	63600000	63625000	Nwd2	Intergenic	-0.0606666666666667	0.0208938703130014	0.05025956446128	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nwd2
chr7-68075000	chr7	68075000	68100000	Igf1r	intron (NM_010513, intron 2 of 20)	-0.0876666666666668	0.00251631454430888	0.0110521254992436	25000	A_to_B_in_Mutant	More Inactive (A->B)	Igf1r
chr12-78750000	chr12	78750000	78775000	Pals1	intron (NM_019579, intron 1 of 14)	-0.309666666666667	0.00545938366882556	0.0189090526936732	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pals1
