#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr9:87024000-87254998	chr9	87024000	87254998	chr9	87024000	87254998	255,255,0	2.549000	230998	2.610147	2.548934	2.375776	2.670690	2.730605	2.540857	0.135765	0.132680937425491	0.443499112751915
chr16:38319000-38516998	chr16	38319000	38516998	chr16	38319000	38516998	255,255,0	2.202000	197998	2.210737	2.284801	2.191746	2.207575	2.285949	2.180408	-0.00445066666666732	0.93068350173808	0.97617938894272
chr11:76653000-76769998	chr11	76653000	76769998	chr11	76653000	76769998	255,255,0	2.114000	116998	2.199715	2.158809	2.082819	2.108869	2.199902	2.066209	-0.0221210000000006	0.698601619495482	0.860395164407839
chr18:25191000-25238998	chr18	25191000	25238998	chr18	25191000	25238998	255,255,0	1.641000	47998	1.641259	1.249222	1.233374	1.428877	1.439525	1.332559	0.0257019999999996	0.827979782183977	0.92896774042914
chr15:68250000-68369998	chr15	68250000	68369998	chr15	68250000	68369998	255,255,0	2.659000	119998	2.837107	2.658830	2.726461	2.539224	2.570812	2.368307	-0.248018333333334	0.0130747357757145	0.221384005004261
chr5:101826000-102131998	chr5	101826000	102131998	chr5	101826000	102131998	255,255,0	2.126000	305998	2.116642	2.123006	2.095376	1.981155	2.116575	2.053280	-0.0613380000000001	0.244230531854704	0.547248723008208
chr12:52902000-54653998	chr12	52902000	54653998	chr12	52902000	54653998	255,255,0	3.119000	1751998	3.362440	3.235823	3.118884	3.374085	3.335596	3.167308	0.0532806666666658	0.540530787933313	0.772336199061388
chrX:41646000-41729998	chrX	41646000	41729998	chrX	41646000	41729998	255,255,0	1.571000	83998	1.260580	1.118813	1.079678	1.135386	1.173244	1.570757	0.140105333333333	0.293219963015275	0.584862343513873
chrX:90549000-90599998	chrX	90549000	90599998	chrX	90549000	90599998	255,255,0	1.603000	50998	1.110201	1.602725	1.156655	1.136154	1.158612	1.672182	0.0324556666666667	0.867799319842926	0.945908575655095
chr1:15804000-16004998	chr1	15804000	16004998	chr1	15804000	16004998	255,255,0	1.731000	200998	1.589171	1.551135	1.596151	1.730502	1.741369	1.630531	0.121981666666667	0.0375876348915287	0.292945520950956
chr3:13875000-14387998	chr3	13875000	14387998	chr3	13875000	14387998	255,255,0	1.930000	512998	1.867807	1.797870	1.766893	1.851137	1.930451	1.792883	0.047300333333333	0.405948953690303	0.682432392565851
chr2:113487000-113831998	chr2	113487000	113831998	chr2	113487000	113831998	255,255,0	2.648000	344998	2.660912	2.647936	2.525671	2.671091	2.887934	2.640677	0.121727666666666	0.167912598971613	0.48315524788053
chr3:72039000-73043998	chr3	72039000	73043998	chr3	72039000	73043998	255,255,0	1.526000	1004998	1.522999	1.473473	1.474526	1.508782	1.554312	1.552301	0.048132333333333	0.272930142838498	0.572136936875235
chr2:121146000-121448998	chr2	121146000	121448998	chr2	121146000	121448998	255,255,0	2.215000	302998	2.215093	2.110810	2.107876	2.107330	2.157721	2.125409	-0.0144396666666674	0.768398998436384	0.900258427882432
chr12:38121000-39503998	chr12	38121000	39503998	chr12	38121000	39503998	255,255,0	3.908000	1382998	3.702968	3.822646	3.708369	3.952081	3.907769	3.702150	0.109339	0.199775073709256	0.506208711711471
chr14:18195000-19421998	chr14	18195000	19421998	chr14	18195000	19421998	255,255,0	2.635000	1226998	2.730842	2.702390	2.633101	2.970670	3.039366	2.886550	0.276751	0.00185522807726725	0.177920154319876
chr8:119400000-119681998	chr8	119400000	119681998	chr8	119400000	119681998	255,255,0	2.023000	281998	2.022527	1.980992	1.887135	2.018403	1.995971	1.908525	0.010748333333333	0.850074026306106	0.937256458428331
chr2:18354000-19379998	chr2	18354000	19379998	chr2	18354000	19379998	255,255,0	2.355000	1025998	2.193953	2.168869	2.112538	2.289312	2.354626	2.220147	0.129575	0.0407551265422697	0.300063599201564
chr14:54705000-54827998	chr14	54705000	54827998	chr14	54705000	54827998	255,255,0	2.509000	122998	2.515196	2.509231	2.316989	2.462972	2.658708	2.436468	0.0722439999999996	0.415772986588574	0.689766641080293
chr14:74739000-75002998	chr14	74739000	75002998	chr14	74739000	75002998	255,255,0	2.915000	263998	2.706955	2.692372	2.679890	2.782256	2.977763	2.915215	0.198672333333333	0.0124949402533654	0.220618657061666
chr2:163845000-163976998	chr2	163845000	163976998	chr2	163845000	163976998	255,255,0	2.661000	131998	2.779427	2.824074	2.660662	2.647605	2.879077	2.769363	0.0106273333333331	0.890448903646023	0.956680855374528
chr9:71535000-71624998	chr9	71535000	71624998	chr9	71535000	71624998	255,255,0	1.891000	89998	1.953452	1.919260	1.774388	1.890683	1.871091	1.883841	-0.000495000000000231	0.99326027868384	1
chr13:25551000-25931998	chr13	25551000	25931998	chr13	25551000	25931998	255,255,0	1.711000	380998	1.609067	1.502796	1.412171	1.626604	1.709741	1.621041	0.144450666666666	0.054195931079116	0.322123171965642
chr13:47298000-48497998	chr13	47298000	48497998	chr13	47298000	48497998	255,255,0	3.347000	1199998	3.400206	3.302268	3.352801	3.411240	3.346635	3.228374	-0.0230086666666673	0.712087888184291	0.86807993922097
chr8:74988000-75284998	chr8	74988000	75284998	chr8	74988000	75284998	255,255,0	2.538000	296998	2.460374	2.420435	2.360492	2.218236	2.466068	2.200366	-0.118877	0.181826087833503	0.496946458872643
chr18:65922000-66050998	chr18	65922000	66050998	chr18	65922000	66050998	255,255,0	2.885000	128998	2.539581	2.619145	2.569085	2.722458	2.884560	2.517029	0.132078666666666	0.199571118449167	0.506161182120425
chr14:112893000-114800998	chr14	112893000	114800998	chr14	112893000	114800998	255,255,0	1.633000	1907998	1.668155	1.627204	1.621847	1.619356	1.626645	1.620964	-0.0167470000000004	0.674537598842721	0.850398181522837
chr12:48360000-49124998	chr12	48360000	49124998	chr12	48360000	49124998	255,255,0	1.678000	764998	1.585319	1.582578	1.509931	1.678273	1.650619	1.517651	0.0562383333333332	0.35519507613473	0.64353463262502
chr14:109866000-110783998	chr14	109866000	110783998	chr14	109866000	110783998	255,255,0	3.305000	917998	3.284317	3.241038	3.202864	3.540966	3.672654	3.297344	0.260915	0.0308364685728256	0.281226417971925
chr11:93093000-93869998	chr11	93093000	93869998	chr11	93093000	93869998	255,255,0	2.970000	776998	3.083299	3.040535	3.069121	3.081239	2.964733	2.945312	-0.0672236666666671	0.225034349754204	0.528546144690261
chr12:32625000-32903998	chr12	32625000	32903998	chr12	32625000	32903998	255,255,0	2.867000	278998	2.854076	2.940497	2.866749	2.896222	3.158884	2.865699	0.0864943333333329	0.339909184425132	0.629312707720142
chr7:139113000-139205998	chr7	139113000	139205998	chr7	139113000	139205998	255,255,0	2.421000	92998	2.320513	2.379924	2.421254	2.385218	2.538996	2.268708	0.0237436666666662	0.760716031711757	0.895855681299278
chr4:101157000-101348998	chr4	101157000	101348998	chr4	101157000	101348998	255,255,0	1.970000	191998	1.880461	1.878099	1.807699	1.967566	1.989181	1.868742	0.0864099999999999	0.131144266623743	0.442077576734926
chr7:141219000-141392998	chr7	141219000	141392998	chr7	141219000	141392998	255,255,0	1.915000	173998	1.888170	1.954659	1.881718	1.996732	1.886238	1.837943	-0.00121133333333347	0.983022935360883	0.99635917150266
chr10:4602000-5024998	chr10	4602000	5024998	chr10	4602000	5024998	255,255,0	1.583000	422998	1.564809	1.584512	1.526447	1.561992	1.582974	1.571381	0.0135263333333332	0.739467940378297	0.884867115002655
chrX:78420000-78629998	chrX	78420000	78629998	chrX	78420000	78629998	255,255,0	1.549000	209998	1.153629	1.203004	1.295567	1.226661	1.278579	1.549438	0.134159333333333	0.19199838261482	0.503544322608711
chr8:46233000-46553998	chr8	46233000	46553998	chr8	46233000	46553998	255,255,0	2.142000	320998	2.145940	2.196136	2.072049	2.148568	2.309210	2.142181	0.0619446666666665	0.358832963809888	0.646074253433471
chr2:10314000-11090998	chr2	10314000	11090998	chr2	10314000	11090998	255,255,0	2.208000	776998	1.988361	1.991023	1.914509	2.170761	2.208297	2.124440	0.203201666666666	0.00341996074587888	0.183027531489495
chr7:80724000-80855998	chr7	80724000	80855998	chr7	80724000	80855998	255,255,0	2.455000	131998	2.341741	2.241766	2.246120	2.190639	2.455126	2.273479	0.0298723333333331	0.705004539735679	0.863471926805589
chr5:86793000-88502998	chr5	86793000	88502998	chr5	86793000	88502998	255,255,0	2.118000	1709998	2.118862	1.946852	1.925928	1.925747	2.117632	2.041388	0.0310416666666663	0.689159876248141	0.856873051147756
chr11:106782000-106829998	chr11	106782000	106829998	chr11	106782000	106829998	255,255,0	1.678000	47998	1.653018	1.678164	1.687251	1.845679	1.751976	1.813858	0.131026666666666	0.020228786604735	0.251689445076583
chr16:37281000-37688998	chr16	37281000	37688998	chr16	37281000	37688998	255,255,0	2.090000	407998	2.093924	2.010977	1.984058	2.210263	2.106572	2.090332	0.106069333333333	0.0902368243099522	0.37652666828777
chr9:103104000-103205998	chr9	103104000	103205998	chr9	103104000	103205998	255,255,0	2.009000	101998	2.256412	2.105301	2.009260	2.174602	2.270542	2.156481	0.0768839999999997	0.326308608827994	0.614472620629846
chr9:29655000-30428998	chr9	29655000	30428998	chr9	29655000	30428998	255,255,0	3.619000	773998	3.619093	3.363023	3.320060	3.379060	3.438603	3.171487	-0.104342	0.348141245938003	0.637252524865634
chrX:136956000-137027998	chrX	136956000	137027998	chrX	136956000	137027998	255,255,0	1.647000	71998	1.509058	1.635408	1.647400	1.604607	1.734417	1.867324	0.138160666666667	0.121600868548941	0.427648605336785
chr7:126255000-126305998	chr7	126255000	126305998	chr7	126255000	126305998	255,255,0	2.241000	50998	2.411164	2.119703	2.049950	2.155864	2.213240	2.003344	-0.0694563333333339	0.534157602386933	0.769180997477814
chr5:52113000-52196998	chr5	52113000	52196998	chr5	52113000	52196998	255,255,0	2.045000	83998	2.044749	1.825789	1.765277	1.662580	1.821971	1.647750	-0.167838	0.099078844734777	0.391184106867539
chr5:114972000-115106998	chr5	114972000	115106998	chr5	114972000	115106998	255,255,0	1.926000	134998	2.174464	1.901867	1.928530	1.922445	2.058379	1.983127	-0.0136366666666672	0.874292753665218	0.949907627712333
chr8:77622000-78014998	chr8	77622000	78014998	chr8	77622000	78014998	255,255,0	2.488000	392998	2.552733	2.465477	2.432632	2.562397	2.722840	2.564789	0.133061333333333	0.0713240865764688	0.354972908264601
chr19:17457000-18560998	chr19	17457000	18560998	chr19	17457000	18560998	255,255,0	2.209000	1103998	2.208908	2.134579	2.090873	2.075777	2.182973	2.126737	-0.0162910000000004	0.760708532682159	0.895855681299278
chr14:103713000-104033998	chr14	103713000	104033998	chr14	103713000	104033998	255,255,0	2.291000	320998	2.291216	2.179983	2.306820	2.385398	2.456969	2.310134	0.124827333333333	0.0721197139585886	0.356871809454413
chr12:76632000-76724998	chr12	76632000	76724998	chr12	76632000	76724998	255,255,0	1.809000	92998	1.790754	1.864100	1.748856	1.809352	1.939353	1.821910	0.0556349999999997	0.350409741437221	0.640095974755006
chr1:13767000-14735998	chr1	13767000	14735998	chr1	13767000	14735998	255,255,0	2.894000	968998	2.883852	2.957228	2.911779	2.973700	3.070678	3.034318	0.108612333333332	0.0515964862405559	0.32020489156876
chr1:79779000-80180998	chr1	79779000	80180998	chr1	79779000	80180998	255,255,0	2.405000	401998	2.404535	2.295289	2.289887	2.514594	2.556106	2.270707	0.117232	0.207405167355167	0.514871920306262
chr6:59205000-59507998	chr6	59205000	59507998	chr6	59205000	59507998	255,255,0	4.194000	302998	4.349166	4.287186	4.193604	4.444286	4.678537	4.225331	0.172732666666666	0.177198072203847	0.492364981926972
chrX:161841000-162494998	chrX	161841000	162494998	chrX	161841000	162494998	255,255,0	1.625000	653998	1.377758	1.374714	1.388352	1.451834	1.451537	1.625385	0.129310666666667	0.064176029646403	0.342569018045699
chr1:97794000-98360998	chr1	97794000	98360998	chr1	97794000	98360998	255,255,0	2.975000	566998	2.966153	3.133786	2.975097	3.201924	3.203569	3.022684	0.117713666666666	0.154164983091899	0.465858777015121
chr10:71415000-73106998	chr10	71415000	73106998	chr10	71415000	73106998	255,255,0	2.156000	1691998	2.094433	2.155560	2.117921	2.197696	2.240985	2.103308	0.0580249999999997	0.288530035553789	0.581218860089069
chr10:41511000-41690998	chr10	41511000	41690998	chr10	41511000	41690998	255,255,0	2.983000	179998	3.131615	2.899042	2.859036	2.983364	3.219538	2.930561	0.0812566666666664	0.456954212233715	0.713570692455161
chr14:77031000-78521998	chr14	77031000	78521998	chr14	77031000	78521998	255,255,0	2.764000	1490998	2.707893	2.674094	2.634521	2.764308	2.735961	2.662370	0.048710333333333	0.331641086967159	0.621346398806949
chr8:40287000-40424998	chr8	40287000	40424998	chr8	40287000	40424998	255,255,0	2.507000	137998	2.098534	2.225443	2.305527	2.210609	2.507057	2.209712	0.0992913333333331	0.34533044085279	0.635029768723249
chr13:60753000-60824998	chr13	60753000	60824998	chr13	60753000	60824998	255,255,0	1.711000	71998	1.540995	1.468074	1.375287	1.637939	1.710624	1.561216	0.175141	0.027784122274005	0.271818797045244
chr12:26469000-28457998	chr12	26469000	28457998	chr12	26469000	28457998	255,255,0	3.140000	1988998	3.069500	3.188834	3.061400	3.132539	3.101815	3.075008	-0.00345733333333346	0.94721474346178	0.982049367514846
chr18:69345000-69509998	chr18	69345000	69509998	chr18	69345000	69509998	255,255,0	2.643000	164998	2.908016	2.636851	2.495540	2.697096	2.851452	2.723113	0.0770846666666668	0.500215893664344	0.744564302285068
chr1:163134000-163922998	chr1	163134000	163922998	chr1	163134000	163922998	255,255,0	2.011000	788998	1.954373	2.010742	1.891343	2.145473	2.229673	2.103854	0.207514	0.00705219157787871	0.208382186566919
chr10:75738000-75860998	chr10	75738000	75860998	chr10	75738000	75860998	255,255,0	1.983000	122998	2.226428	2.017756	2.023867	1.983334	2.161038	2.052261	-0.0238060000000003	0.764949526882544	0.898377016468234
chr7:143001000-143087998	chr7	143001000	143087998	chr7	143001000	143087998	255,255,0	1.930000	86998	2.112260	1.955896	1.929684	1.781172	1.967780	1.894546	-0.118114	0.145448943675635	0.456988218998647
chr14:108966000-109034998	chr14	108966000	109034998	chr14	108966000	109034998	255,255,0	1.522000	68998	1.522187	1.451614	1.346299	1.269822	1.313824	1.269120	-0.155778	0.0276709689170725	0.271818797045244
chr2:103806000-103853998	chr2	103806000	103853998	chr2	103806000	103853998	255,255,0	1.512000	47998	1.450727	1.382266	1.421259	1.511505	1.570477	1.532882	0.120204	0.0254671648908597	0.260856849314161
chrX:108726000-108836998	chrX	108726000	108836998	chrX	108726000	108836998	255,255,0	1.645000	110998	1.745254	1.568043	1.522069	1.662606	1.644739	2.120873	0.197617333333333	0.197775695903948	0.506035687045679
chr7:83808000-83885998	chr7	83808000	83885998	chr7	83808000	83885998	255,255,0	2.339000	77998	2.566923	2.392531	2.370219	2.242910	2.410143	2.339323	-0.112432333333334	0.163178248958373	0.476720183821327
chr5:72342000-72515998	chr5	72342000	72515998	chr5	72342000	72515998	255,255,0	2.392000	173998	2.391740	2.485084	2.432893	2.501966	2.588789	2.444017	0.0750183333333333	0.205506972832048	0.513359929180199
chr4:126045000-127349998	chr4	126045000	127349998	chr4	126045000	127349998	255,255,0	2.171000	1304998	2.157074	2.110602	2.044802	2.159582	2.170624	2.056570	0.0247659999999997	0.653527835682259	0.841063324617461
chr13:34878000-35975998	chr13	34878000	35975998	chr13	34878000	35975998	255,255,0	2.469000	1097998	2.611229	2.531526	2.459091	2.468889	2.414075	2.385330	-0.111184000000001	0.0793206563575851	0.369836467784529
chr5:134373000-134489998	chr5	134373000	134489998	chr5	134373000	134489998	255,255,0	2.594000	116998	2.626459	2.594264	2.431149	2.502978	2.706455	2.506892	0.0214843333333333	0.795246159846671	0.912609385833808
chr16:16197000-16307998	chr16	16197000	16307998	chr16	16197000	16307998	255,255,0	2.437000	110998	2.458901	2.426302	2.429374	2.830650	2.973256	2.733592	0.407640333333333	0.000592830582165305	0.155861168585197
chr11:59301000-59492998	chr11	59301000	59492998	chr11	59301000	59492998	255,255,0	2.404000	191998	2.404079	2.335776	2.221646	2.313222	2.495658	2.278701	0.0420266666666666	0.600117242110944	0.809207436581767
chr14:65163000-65267998	chr14	65163000	65267998	chr14	65163000	65267998	255,255,0	1.805000	104998	1.661190	1.793251	1.624000	1.699061	1.733531	1.719747	0.0246326666666666	0.667115216949711	0.848268471788656
chr14:12144000-12545998	chr14	12144000	12545998	chr14	12144000	12545998	255,255,0	2.595000	401998	2.528793	2.466420	2.417850	2.428565	2.595040	2.443090	0.0178773333333329	0.777466645195695	0.903433712877964
chrX:38499000-38660998	chrX	38499000	38660998	chrX	38499000	38660998	255,255,0	1.577000	161998	1.571154	1.444268	1.486032	1.373220	1.522472	1.591817	-0.00464833333333348	0.948060418527854	0.982252138691151
chr3:121530000-121769998	chr3	121530000	121769998	chr3	121530000	121769998	255,255,0	2.545000	239998	2.480602	2.647259	2.533082	2.604756	2.846817	2.582826	0.124485333333333	0.188114540399656	0.502189100881064
chr14:80262000-80846998	chr14	80262000	80846998	chr14	80262000	80846998	255,255,0	2.660000	584998	2.410499	2.467258	2.387375	2.691947	2.815151	2.647598	0.296521333333333	0.00148401585975469	0.177920154319876
chr18:18243000-19859998	chr18	18243000	19859998	chr18	18243000	19859998	255,255,0	1.645000	1616998	1.621342	1.679599	1.645313	1.665947	1.635333	1.689573	0.0148663333333331	0.725499894258183	0.877430492230698
chr1:55878000-57398998	chr1	55878000	57398998	chr1	55878000	57398998	255,255,0	3.318000	1520998	3.296495	3.317922	3.079818	3.335146	3.596918	3.395878	0.211235666666666	0.0603917350447295	0.332218789272655
chr7:30573000-31214998	chr7	30573000	31214998	chr7	30573000	31214998	255,255,0	2.234000	641998	1.996090	2.092506	2.122105	2.106589	2.233851	2.057407	0.0623819999999998	0.353094088131958	0.641324035732474
chr3:116895000-117125998	chr3	116895000	117125998	chr3	116895000	117125998	255,255,0	1.920000	230998	1.611414	1.728654	1.748347	1.863292	1.919906	1.809237	0.168006666666666	0.02058829739153	0.252440491563175
chr4:152145000-152504998	chr4	152145000	152504998	chr4	152145000	152504998	255,255,0	2.418000	359998	2.580547	2.478939	2.324715	2.414145	2.508194	2.310467	-0.0504650000000002	0.558331441796604	0.783694865779109
chr11:62604000-62684998	chr11	62604000	62684998	chr11	62604000	62684998	255,255,0	2.450000	80998	2.363330	2.548709	2.445472	2.449783	2.501462	2.449415	0.0143829999999997	0.808888113204395	0.918884102236363
chr9:7215000-7598998	chr9	7215000	7598998	chr9	7215000	7598998	255,255,0	1.527000	383998	1.526524	1.459763	1.421086	1.380999	1.582343	1.418162	-0.00862300000000022	0.898632363953914	0.960781612440278
chr7:110541000-110636998	chr7	110541000	110636998	chr7	110541000	110636998	255,255,0	2.244000	95998	2.242748	2.227241	2.069360	1.990700	2.062174	1.995179	-0.163765333333333	0.0301279180206662	0.278696715715322
