chr1	x1	x2	chr2	y1	y2	DMSO_merge	4hr_merge	24hr_merge
chr17	39070000	39075000	chr17	39150000	39155000	0.30427146	0.2324009699999999	0.3276414
chr17	8120000	8125000	chr17	8185000	8190000	0.13471948	0.08632632	0.08620138
chr17	50545000	50550000	chr17	50690000	50695000	0.1068026	0.06114104	0.05550609
chr17	74375000	74380000	chr17	74455000	74460000	0.4196246999999999	0.3581088	0.3836535
chr17	2380000	2385000	chr17	2415000	2420000	0.2165348	0.04762311	0.03701113
chr17	7930000	7935000	chr17	7985000	7990000	0.0775600999999999	0.0471730199999999	0.05122301
chr17	40800000	40805000	chr17	40850000	40855000	0.05759122	0.02955425	0.03115549
chr17	34995000	35000000	chr17	35090000	35095000	0.0935011	0.0225630699999999	0.02612305
chr17	34995000	35000000	chr17	35120000	35125000	0.0980137	0.0327994999999999	0.02990218
chr17	3735000	3740000	chr17	3810000	3815000	0.113859	0.03878269	0.04669113
chr17	50545000	50550000	chr17	50625000	50630000	0.097869	0.0732783	0.0854054
chr17	55300000	55305000	chr17	55345000	55350000	0.0771356	0.05051878	0.05041222
chr17	44070000	44075000	chr17	44110000	44115000	0.1141663	0.06517945	0.05560873
chr17	19510000	19515000	chr17	19760000	19765000	0.1884458	0.10127226	0.0872175
chr17	48950000	48955000	chr17	49030000	49035000	0.2119606	0.1701604	0.1433596
chr17	77330000	77335000	chr17	77425000	77430000	0.0743895	0.02457759	0.01857382
chr17	74740000	74745000	chr17	74775000	74780000	0.10693571	0.05147387	0.0432873
chr17	17990000	17995000	chr17	18025000	18030000	0.1130907	0.0875622	0.0994041
chr17	50860000	50865000	chr17	50950000	50955000	0.3843795	0.16438257	0.17508135
chr17	49860000	49865000	chr17	49995000	50000000	0.4736307	0.3638247	0.351885
chr17	64025000	64030000	chr17	64130000	64135000	0.4083324	0.3513429	0.4264476
chr17	64320000	64325000	chr17	64415000	64420000	0.3143912	0.1963018	0.2027356
chr17	41735000	41740000	chr17	41800000	41805000	0.2142538	0.0821305	0.07217932
chr17	7050000	7055000	chr17	7135000	7140000	0.3576848	0.3245412	0.3609464
chr17	7740000	7745000	chr17	7780000	7785000	0.4114593	0.3992742	0.418629
chr17	48800000	48805000	chr17	48875000	48880000	0.3950135999999999	0.2868894	0.23928648
chr17	44920000	44925000	chr17	45015000	45020000	0.2701746	0.1542118	0.13442222
chr17	77085000	77090000	chr17	77245000	77250000	0.2481938	0.13163868	0.05718002
chr17	16450000	16455000	chr17	16520000	16525000	0.286996	0.16777098	0.1903665
chr17	48335000	48340000	chr17	48585000	48590000	0.2204192999999999	0.1320363	0.1031113199999999
chr17	47230000	47235000	chr17	47315000	47320000	0.2687314	0.2492092	0.218027
chr17	50780000	50785000	chr17	50840000	50845000	0.4525026	0.3645744	0.4787892
chr17	40300000	40305000	chr17	40345000	40350000	0.1630657	0.05018002	0.0640624
chr17	29145000	29150000	chr17	29180000	29185000	0.1130662	0.0914405	0.0685433
chr17	81040000	81045000	chr17	81095000	81100000	0.1153863	0.0727454	0.05977883
chr17	45315000	45320000	chr17	45370000	45375000	0.2221584	0.1467152	0.1295372
chr17	64420000	64425000	chr17	64490000	64495000	0.1189511	0.04346574	0.04766546
chr17	57855000	57860000	chr17	57995000	58000000	0.1433196	0.0348744199999999	0.01815006
chr17	51000000	51005000	chr17	51150000	51155000	0.167763	0.04662086	0.03649496
chr17	57890000	57895000	chr17	57945000	57950000	0.265878	0.2565183	0.2311473
chr17	38345000	38350000	chr17	38410000	38415000	0.3304018	0.20807266	0.2087088
chr17	43940000	43945000	chr17	43990000	43995000	0.364862	0.258595	0.3032036
chr17	44775000	44780000	chr17	44865000	44870000	0.1683572	0.0380862	0.0389255899999999
chr17	75675000	75680000	chr17	75745000	75750000	0.1681229	0.04478045	0.05127118
chr17	49565000	49570000	chr17	49695000	49700000	0.3980736	0.2905542	0.242184
chr17	76465000	76470000	chr17	76505000	76510000	0.678477	0.5074275	0.4952271
chr17	35765000	35770000	chr17	35805000	35810000	0.6955713	0.5180925000000001	0.5650854
chr17	50025000	50030000	chr17	50060000	50065000	0.1766019	0.08931922	0.08159903
chr17	47975000	47980000	chr17	48015000	48020000	0.2416209999999999	0.1413243	0.1571471
chr17	47840000	47845000	chr17	47890000	47895000	0.6683658	0.5225409	0.5632505999999999
chr17	43575000	43580000	chr17	43675000	43680000	0.5830722	0.5586378	0.6030432
chr17	50200000	50205000	chr17	50270000	50275000	0.5573061	0.5354466	0.4307292
chr17	40440000	40445000	chr17	40530000	40535000	0.3897378	0.28134	0.246138
chr17	61635000	61640000	chr17	61835000	61840000	0.2663976	0.14044086	0.2107032
chr17	43690000	43695000	chr17	43760000	43765000	0.6634029	0.6906387	0.7298916
chr17	62700000	62705000	chr17	62965000	62970000	0.161532	0.09701674	0.0881428
chr17	48490000	48495000	chr17	48580000	48585000	0.0831368	0.06260147	0.065763
chr17	39550000	39555000	chr17	39620000	39625000	0.0878419	0.03776783	0.02910762
chr17	17495000	17500000	chr17	17565000	17570000	0.18908972	0.1203995599999999	0.1517134
chr17	64150000	64155000	chr17	64280000	64285000	0.093762	0.03100119	0.040481
chr17	39620000	39625000	chr17	39750000	39755000	0.06945008	0.02066753	0.0138277
chr17	37700000	37705000	chr17	37770000	37775000	0.0763286	0.05053602	0.0455161
chr17	28495000	28500000	chr17	28545000	28550000	0.1099707	0.0952838	0.09415974
chr17	19375000	19380000	chr17	19445000	19450000	0.08125866	0.06648681	0.05755633
chr17	75630000	75635000	chr17	75745000	75750000	0.2172636	0.08790568	0.05505258
chr17	60600000	60605000	chr17	60635000	60640000	0.0922393	0.05817533	0.05984216
chr17	44530000	44535000	chr17	44635000	44640000	0.1911782	0.1154208999999999	0.06878454
chr17	42840000	42845000	chr17	42935000	42940000	0.2042708	0.08831536	0.151556
chr17	38675000	38680000	chr17	38730000	38735000	0.1231475	0.04277268	0.03969111
chr17	17890000	17895000	chr17	18030000	18035000	0.08372829	0.02613736	0.02143435
chr17	17355000	17360000	chr17	17640000	17645000	0.1426292	0.0962946	0.04339784
chr17	78360000	78365000	chr17	78420000	78425000	0.1039023	0.0412544799999999	0.03248948
chr17	68775000	68780000	chr17	68970000	68975000	0.1948467	0.15493302	0.1125791999999999
chr17	19990000	19995000	chr17	20115000	20120000	0.1222125	0.05957644	0.0590127
chr17	15945000	15950000	chr17	15995000	16000000	0.1034933	0.04391207	0.03828298
chr17	48215000	48220000	chr17	48335000	48340000	0.05001053	0.013562466	0.01325756
chr17	40905000	40910000	chr17	41320000	41325000	0.1629453599999999	0.092010231	0.09060474
chr17	29145000	29150000	chr17	29215000	29220000	0.0871333	0.03402993	0.03325686
chr17	17355000	17360000	chr17	17495000	17500000	0.078739	0.03558435	0.03890923
chr17	76410000	76415000	chr17	76445000	76450000	0.1228867999999999	0.07974403	0.076035
chr17	56590000	56595000	chr17	56715000	56720000	0.2139015	0.15829041	0.1170036
chr17	72560000	72565000	chr17	72725000	72730000	0.06737709	0.015085174	0.01724732
chr17	38980000	38985000	chr17	39150000	39155000	0.2620026	0.147705867	0.13712727
chr17	17355000	17360000	chr17	17435000	17440000	0.2435493	0.2604549	0.3031824
chr17	48025000	48030000	chr17	48070000	48075000	0.1100010999999999	0.04695378	0.05294164
chr17	40440000	40445000	chr17	40475000	40480000	0.1149128	0.1222948	0.1196967
chr17	40360000	40365000	chr17	40530000	40535000	0.0768067	0.06089309	0.02715191
chr17	31440000	31445000	chr17	31520000	31525000	0.0956632	0.1076226	0.1047922
chr17	2170000	2175000	chr17	2240000	2245000	0.05549829	0.04221121	0.0332949
chr17	75425000	75430000	chr17	75510000	75515000	0.0891031	0.05563951	0.05025709
chr17	58310000	58315000	chr17	58445000	58450000	0.1006702	0.05141227	0.03335886
chr17	51000000	51005000	chr17	51055000	51060000	0.06374249	0.03714128	0.04623959
chr17	48025000	48030000	chr17	48130000	48135000	0.0866708	0.03425436	0.0071955
chr17	47695000	47700000	chr17	47790000	47795000	0.0833818	0.03225343	0.0255176
chr17	41960000	41965000	chr17	42115000	42120000	0.08331667	0.03571046	0.016873267
chr17	40855000	40860000	chr17	40905000	40910000	0.05389564	0.03241913	0.04377912
chr17	27350000	27355000	chr17	27600000	27605000	0.06074756	0.02072166	0.01219658
chr17	72725000	72730000	chr17	73155000	73160000	0.09906814	0.05594848	0.04786888
chr17	68775000	68780000	chr17	69235000	69240000	0.16919358	0.12066885	0.07250847
chr17	7860000	7865000	chr17	7985000	7990000	0.05306498	0.02951093	0.01048474
chr17	78860000	78865000	chr17	78970000	78975000	0.098767	0.04946395	0.02951622
chr17	57600000	57605000	chr17	57670000	57675000	0.07362674	0.04691534	0.04870322
chr17	37650000	37655000	chr17	37765000	37770000	0.0857969	0.04853794	0.04540292
chr17	13345000	13350000	chr17	13540000	13545000	0.10333714	0.05128702	0.05558472
chr17	13340000	13345000	chr17	13590000	13595000	0.0508537899999999	0.01691301	0.0128343
chr17	6920000	6925000	chr17	7010000	7015000	0.06353178	0.03588351	0.03617316
chr17	74960000	74965000	chr17	75030000	75035000	0.05706486	0.02243391	0.02205856
chr17	20120000	20125000	chr17	20225000	20230000	0.0767881699999999	0.04355298	0.03101735
chr17	41400000	41405000	chr17	41545000	41550000	0.0406780999999999	0.02297869	0.01169463
chr17	69570000	69575000	chr17	70145000	70150000	0.04665537	0.0228232	0.0277505
chr17	40620000	40625000	chr17	40790000	40795000	0.0661104	0.04642343	0.02959162
chr17	75780000	75785000	chr17	75850000	75855000	0.07635882	0.04181016	0.03868467
chr17	42325000	42330000	chr17	42385000	42390000	0.0732688	0.04204471	0.0482993
chr17	72725000	72730000	chr17	73185000	73190000	0.04941502	0.015605458	0.01515008
chr17	49705000	49710000	chr17	49780000	49785000	0.05560365	0.0347515	0.03416725
chr17	42020000	42025000	chr17	42100000	42105000	0.06944941	0.03791899	0.03423934
chr17	40905000	40910000	chr17	41545000	41550000	0.03595574	0.01748642	0.00876982
chr17	29640000	29645000	chr17	29775000	29780000	0.0699975	0.01808386	0.01846788
chr17	67375000	67380000	chr17	67475000	67480000	0.20499417	0.17988657	0.15829956
chr17	41405000	41410000	chr17	41495000	41500000	0.06436942	0.05408697	0.04922331
chr17	76865000	76870000	chr17	77060000	77065000	0.07780936	0.04813578	0.0350012
chr17	74210000	74215000	chr17	74295000	74300000	0.05085867	0.02832063	0.03112647
chr17	69760000	69765000	chr17	69875000	69880000	0.03609446	0.0343711099999999	0.0319622
chr17	68530000	68535000	chr17	68760000	68765000	0.0387946599999999	0.02467823	0.03038487
chr17	58005000	58010000	chr17	58110000	58115000	0.0460179899999999	0.01531171	0.02199875
chr17	35610000	35615000	chr17	35745000	35750000	0.0688172	0.00665212	0.01288035
chr17	19510000	19515000	chr17	19645000	19650000	0.10885974	0.09792332	0.0761879
chr17	71235000	71240000	chr17	71460000	71465000	0.0315856	0.01980307	0.01694839
chr17	70765000	70770000	chr17	71085000	71090000	0.08395418	0.0633316199999999	0.06223302
chr17	48675000	48680000	chr17	48790000	48795000	0.1473327999999999	0.12761296	0.10442164
chr17	29145000	29150000	chr17	29290000	29295000	0.0462549099999999	0.00765226	0.006581037
chr17	27490000	27495000	chr17	27600000	27605000	0.05347493	0.02749238	0.02228703
chr17	77095000	77100000	chr17	77140000	77145000	0.09089596	0.04541143	0.04913354
chr17	76120000	76125000	chr17	76280000	76285000	0.1087917	0.03119616	0.02274085
chr17	74790000	74795000	chr17	74860000	74865000	0.0896351	0.03334242	0.04016613
chr17	40915000	40920000	chr17	41045000	41050000	0.05854156	0.0430669199999999	0.0633584599999999
chr17	40800000	40805000	chr17	41665000	41670000	0.04773948	0.0373754	0.004292217
chr17	17355000	17360000	chr17	17565000	17570000	0.0622733	0.0210608	0.01873918
chr17	8380000	8385000	chr17	8435000	8440000	0.04520219	0.0265498	0.02640791
chr17	58710000	58715000	chr17	59000000	59005000	0.06824257	0.01749137	0.02478664
chr17	58515000	58520000	chr17	58630000	58635000	0.03647747	0.02638119	0.0213735899999999
chr17	40855000	40860000	chr17	41320000	41325000	0.03367378	0.02777588	0.0223480699999999
chr17	4785000	4790000	chr17	4885000	4890000	0.0961544	0.03222117	0.02536256
chr17	76300000	76305000	chr17	76385000	76390000	0.08866528	0.014711249	0.017100199
chr17	69570000	69575000	chr17	69870000	69875000	0.0278348299999999	0.01703917	0.01398988
chr17	67375000	67380000	chr17	67630000	67635000	0.04503318	0.01552724	0.01459187
chr17	69605000	69610000	chr17	70145000	70150000	0.04624623	0.01849184	0.01830495
chr17	49180000	49185000	chr17	49225000	49230000	0.08835557	0.0719538	0.0750295
chr17	40855000	40860000	chr17	41665000	41670000	0.03638414	0.02789661	0.007642407
chr17	40855000	40860000	chr17	41545000	41550000	0.03082728	0.0185007	0.00633423
chr17	72340000	72345000	chr17	72515000	72520000	0.03228477	0.01835478	0.01449821
chr17	72120000	72125000	chr17	72420000	72425000	0.02950278	0.00990129	0.007590271
chr17	69590000	69595000	chr17	69760000	69765000	0.02861283	0.02520306	0.02396033
chr17	63080000	63085000	chr17	63475000	63480000	0.03675511	0.01206486	0.009785575
chr17	48680000	48685000	chr17	48880000	48885000	0.03562575	0.02870886	0.01542876
chr17	13600000	13605000	chr17	13725000	13730000	0.0403463499999999	0.03418864	0.03140024
chr17	69870000	69875000	chr17	70165000	70170000	0.02195793	0.01259566	0.01397059
chr17	65230000	65235000	chr17	65555000	65560000	0.06351756	0.04101092	0.0624505199999999
chr17	63080000	63085000	chr17	63405000	63410000	0.04922448	0.01722048	0.0151969599999999
chr17	40905000	40910000	chr17	41495000	41500000	0.03659858	0.011619751	0.0144931
chr17	17495000	17500000	chr17	17640000	17645000	0.05062055	0.02377935	0.03556518
chr17	1720000	1725000	chr17	1785000	1790000	0.06847614	0.05532965	0.05505465
chr17	71470000	71475000	chr17	72115000	72120000	0.03612473	0.01221972	0.01258409
chr17	66255000	66260000	chr17	66670000	66675000	0.04483461	0.02255151	0.01472666
chr17	65290000	65295000	chr17	65555000	65560000	0.06691734	0.05113194	0.0580316
chr17	30125000	30130000	chr17	30235000	30240000	0.05145256	0.02417149	0.02024007
chr17	28965000	28970000	chr17	29105000	29110000	0.0861047	0.02976593	0.03519291
chr17	74740000	74745000	chr17	74865000	74870000	0.05946228	0.03212893	0.0101760499999999
chr17	72985000	72990000	chr17	73155000	73160000	0.03671814	0.02104532	0.0195307399999999
chr17	62825000	62830000	chr17	62965000	62970000	0.04416507	0.03192161	0.0287363
chr17	56590000	56595000	chr17	56780000	56785000	0.05530757	0.02340841	0.02229296
chr17	40800000	40805000	chr17	40900000	40905000	0.02869351	0.01867399	0.01204447
chr17	29805000	29810000	chr17	29935000	29940000	0.07004949	0.04152886	0.04288955
chr17	79745000	79750000	chr17	79990000	79995000	0.0457681	0.007276978	0.004275804
chr17	72120000	72125000	chr17	72515000	72520000	0.0297631599999999	0.01290383	0.01001275
chr17	48215000	48220000	chr17	48590000	48595000	0.0363305099999999	0.009270539	0.005708784
chr17	40910000	40915000	chr17	41400000	41405000	0.03260683	0.01953831	0.01588215
chr17	77330000	77335000	chr17	77490000	77495000	0.06730918	0.00623225	0.00489474
chr17	67375000	67380000	chr17	67685000	67690000	0.04194957	0.01672337	0.01203136
chr17	64320000	64325000	chr17	64490000	64495000	0.03576238	0.01931854	0.01526069
chr17	77770000	77775000	chr17	78010000	78015000	0.0339380799999999	0.009329883	0.008101912
chr17	28725000	28730000	chr17	28950000	28955000	0.03790717	0.01333171	0.004791121
chr17	13595000	13600000	chr17	13940000	13945000	0.0286067	0.009615147	0.011258927
chr17	7580000	7585000	chr17	7685000	7690000	0.04217488	0.016898008	0.01997426
chr17	74380000	74385000	chr17	74530000	74535000	0.0549424	0.0326566	0.03383558
chr17	54990000	54995000	chr17	55350000	55355000	0.03455321	0.012252543	0.006188563
chr17	54990000	54995000	chr17	55295000	55300000	0.03848336	0.01029856	0.00922759
chr17	17675000	17680000	chr17	17860000	17865000	0.04585943	0.006977548	0.004410653
chr17	7400000	7405000	chr17	7480000	7485000	0.05190731	0.02565097	0.02931298
chr17	79185000	79190000	chr17	79385000	79390000	0.05914841	0.04007143	0.02858898
chr17	77540000	77545000	chr17	78010000	78015000	0.0438756	0.013984283	0.01246703
chr17	72725000	72730000	chr17	72985000	72990000	0.02860443	0.016989931	0.016983959
chr17	66725000	66730000	chr17	66905000	66910000	0.0382327	0.01167158	0.0155351
chr17	13595000	13600000	chr17	14300000	14305000	0.03491385	0.010354717	0.01162903
chr17	79795000	79800000	chr17	79990000	79995000	0.05213981	0.0152294	0.01255004
chr17	69335000	69340000	chr17	69520000	69525000	0.0251211	0.01198831	0.01227505
chr17	50785000	50790000	chr17	50950000	50955000	0.04580441	0.02347684	0.01776017
chr17	50545000	50550000	chr17	50840000	50845000	0.02959122	0.013139944	0.003214146
chr17	7915000	7920000	chr17	8040000	8045000	0.04443155	0.01796057	0.01569641
chr17	41325000	41330000	chr17	41495000	41500000	0.03042388	0.0144849	0.009968743
chr17	4195000	4200000	chr17	4415000	4420000	0.05161148	0.0382133699999999	0.02327262
chr17	65560000	65565000	chr17	65785000	65790000	0.02807123	0.01132378	0.006554363
chr17	65295000	65300000	chr17	65985000	65990000	0.02276654	0.006717883	0.004621416
chr17	57125000	57130000	chr17	57745000	57750000	0.03015065	0.02625408	0.0139167919999999
chr17	55050000	55055000	chr17	55295000	55300000	0.02826557	0.00934275	0.00927719
chr17	50480000	50485000	chr17	50625000	50630000	0.03836267	0.01703995	0.01425632
chr17	40800000	40805000	chr17	41545000	41550000	0.018043494	0.006110427	0.004325467
chr17	4215000	4220000	chr17	4410000	4415000	0.0723298	0.0352792	0.01807279
chr17	80575000	80580000	chr17	80980000	80985000	0.03096739	0.001106176	0.002431795
chr17	50480000	50485000	chr17	50690000	50695000	0.03209852	0.01253197	0.010042918
chr17	7355000	7360000	chr17	7555000	7560000	0.05774364	0.01812911	0.006551761
chr17	71115000	71120000	chr17	71460000	71465000	0.04923576	0.03290438	0.02225872
chr17	63430000	63435000	chr17	63610000	63615000	0.04402081	0.01325402	0.0100207289999999
chr17	49565000	49570000	chr17	49775000	49780000	0.0386690499999999	0.02849253	0.01760591
chr17	50860000	50865000	chr17	51150000	51155000	0.01829038	0.006767734	0.003803804
chr17	70765000	70770000	chr17	71460000	71465000	0.05179527	0.03795999	0.04893597
chr17	65230000	65235000	chr17	65790000	65795000	0.01690189	0.00826394	0.0112027999999999
chr17	58525000	58530000	chr17	58995000	59000000	0.03136839	0.005150677	0.00409207
chr17	36625000	36630000	chr17	37045000	37050000	0.04788385	0.02220947	0.0171355
chr17	14065000	14070000	chr17	14305000	14310000	0.0227147	0.02175039	0.02042153
chr17	68460000	68465000	chr17	68755000	68760000	0.02227062	0.008104512	0.005528394
chr17	69525000	69530000	chr17	70620000	70625000	0.0250441	0.01090473	0.003295611
chr17	64025000	64030000	chr17	64280000	64285000	0.02685235	0.01434907	0.008314442
chr17	8410000	8415000	chr17	8745000	8750000	0.02538753	0.0159932	0.005535796
