seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr6	71903108	71903508	401	*	3.062462744	3.398413425	2.623747068	0.388684133	0.067623079	0.284477311	Promoter	6	71902687	71903471	785	2	69956	ENSMUST00000205420.1	0	ENSMUSG00000063884	Ptcd3	pentatricopeptide repeat domain 3
chr11	95914279	95914679	401	*	4.985523938	5.186902379	4.751404181	0.33514756	0.067629627	0.284477311	Promoter	11	95865943	95914891	48949	2	14422	ENSMUST00000038343.6	212	ENSMUSG00000013418	B4galnt2	"beta-1,4-N-acetyl-galactosaminyl transferase 2"
chr4	35155995	35156395	401	*	3.739608732	4.025205124	3.38316196	0.380279026	0.067639664	0.284488772	"Intron (ENSMUST00000102975.9/214944, intron 1 of 3)"	4	34949074	35157484	208411	2	214944	ENSMUST00000102975.9	1089	ENSMUSG00000073910	Mob3b	MOB kinase activator 3B
chr14	63625525	63625925	401	*	3.481197221	3.779616136	3.104509909	0.383186128	0.067670937	0.284589537	"Intron (ENSMUST00000119973.2/219149, intron 1 of 2)"	14	63607026	63662809	55784	1	219149	ENSMUST00000177500.1	18499	ENSMUSG00000035067	Xkr6	X-linked Kx blood group related 6
chr2	11757579	11757979	401	*	3.532423788	3.854758686	3.116708029	0.387483771	0.067696918	0.284635985	Promoter	2	11748437	11757556	9120	2	50755	ENSMUST00000131893.1	-23	ENSMUSG00000058594	Fbh1	F-box DNA helicase 1
chr16	16307769	16308169	401	*	3.51107872	3.811729134	3.130821171	0.383752971	0.06770382	0.284635985	3' UTR	16	16304600	16307380	2781	1	70120	ENSMUST00000162734.2	3169	ENSMUSG00000022792	Yars2	tyrosyl-tRNA synthetase 2 (mitochondrial)
chr5	33262331	33262731	401	*	3.813611858	4.095309353	3.463228487	0.382518408	0.06770393	0.284635985	"Intron (ENSMUST00000079746.9/13016, intron 2 of 8)"	5	33250383	33269488	19106	2	13016	ENSMUST00000201275.3	6757	ENSMUSG00000037373	Ctbp1	C-terminal binding protein 1
chr10	84947637	84948037	401	*	4.398054632	4.67393091	4.05664682	0.378206762	0.067716451	0.284657865	"Exon (ENSMUST00000038523.14/237422, exon 3 of 10)"	10	84937393	85016209	78817	1	237422	ENSMUST00000217175.1	10244	ENSMUSG00000035620	Ric8b	RIC8 guanine nucleotide exchange factor B
chr1	83406425	83406825	401	*	3.987036611	4.272421773	3.630919408	0.382588683	0.067732583	0.284694914	"Intron (ENSMUST00000160953.7/77629, intron 1 of 10)"	1	83339146	83408139	68994	2	77629	ENSMUST00000160237.1	1314	ENSMUSG00000026163	Sphkap	"SPHK1 interactor, AKAP domain containing"
chr3	102112384	102112784	401	*	2.895875919	2.402949851	3.26259546	-0.386642413	0.067740135	0.284695901	"Intron (ENSMUST00000029454.11/12373, intron 2 of 10)"	3	102125814	102145348	19535	1	12373	ENSMUST00000159521.1	-13030	ENSMUSG00000027861	Casq2	calsequestrin 2
chr3	104462197	104462597	401	*	4.204227541	4.445606882	3.914184518	0.363131315	0.067773542	0.28474078	Promoter	3	104459207	104462823	3617	2	269473	ENSMUST00000197018.1	226	ENSMUSG00000032913	Lrig2	leucine-rich repeats and immunoglobulin-like domains 2
chr7	59280598	59280998	401	*	3.851621536	4.159401633	3.459860012	0.387374263	0.067789928	0.28474078	"Exon (ENSMUST00000200949.1/ENSMUST00000200949.1, exon 1 of 1)"	7	59286178	59304932	18755	1	22215	ENSMUST00000202247.3	-5180	ENSMUSG00000025326	Ube3a	ubiquitin protein ligase E3A
chr5	73633610	73634010	401	*	4.24909109	4.503798631	3.939563866	0.373124155	0.067791242	0.28474078	3' UTR	5	73606642	73632526	25885	2	231296	ENSMUST00000087177.3	-1084	ENSMUSG00000067206	Lrrc66	leucine rich repeat containing 66
chr1	79435826	79436226	401	*	3.817738262	3.495941112	4.080685365	-0.373948474	0.067794361	0.28474078	"Exon (ENSMUST00000185234.1/20254, exon 2 of 3)"	1	79434669	79440042	5374	2	20254	ENSMUST00000185234.1	3816	ENSMUSG00000050711	Scg2	secretogranin II
chr10	127283152	127283552	401	*	3.579958055	3.892346502	3.180681117	0.385303342	0.067795914	0.28474078	Promoter	10	127281956	127283668	1713	2	110962	ENSMUST00000136169.7	116	ENSMUSG00000025409	Mbd6	methyl-CpG binding domain protein 6
chr5	35390370	35390770	401	*	5.786896424	5.993916013	5.545112448	0.33743968	0.067802926	0.28474078	"Exon (ENSMUST00000193163.1/ENSMUST00000193163.1, exon 1 of 1)"	5	35389117	35392890	3774	1	15371	ENSMUST00000087674.5	1253	ENSMUSG00000067438	Hmx1	H6 homeobox 1
chr12	100357433	100357833	401	*	3.764768756	4.077047788	3.365670987	0.386042238	0.067810365	0.28474078	"Intron (ENSMUST00000062957.7/104718, intron 15 of 19)"	12	100301243	100355115	53873	2	104718	ENSMUST00000223110.1	-2318	ENSMUSG00000033530	Ttc7b	tetratricopeptide repeat domain 7B
chr5	130511708	130512108	401	*	3.497152438	3.800125765	3.113163091	0.383774025	0.067811648	0.28474078	"Intron (ENSMUST00000086029.9/140904, intron 3 of 6)"	5	130448801	130847412	398612	1	140904	ENSMUST00000111288.3	62907	ENSMUSG00000060371	Caln1	calneuron 1
chr4	134821448	134821848	401	*	3.567780905	3.870609381	3.184024723	0.385231763	0.067816683	0.28474078	"Intron (ENSMUST00000030628.14/66146, intron 6 of 10)"	4	134802759	134811213	8455	2	66146	ENSMUST00000150031.1	-10235	ENSMUSG00000028826	Maco1	macoilin 1
chr18	34454153	34454553	401	*	4.156851914	4.401712596	3.861762229	0.36731499	0.067836571	0.284768254	Promoter	18	34450738	34454783	4046	2	225358	ENSMUST00000237302.1	230	ENSMUSG00000036501	Fam13b	"family with sequence similarity 13, member B"
chr11	17953381	17953781	401	*	3.004781153	2.568026067	3.339584589	-0.388462853	0.067838751	0.284768254	Promoter	11	17938756	17953875	15120	2	68145	ENSMUST00000076661.6	94	ENSMUSG00000016984	Etaa1	Ewing tumor-associated antigen 1
chr15	27883827	27884227	401	*	3.787744103	4.071375907	3.434357809	0.381435189	0.067850925	0.284768254	"Intron (ENSMUST00000090247.6/223435, intron 9 of 56)"	15	27770536	27919271	148736	2	223435	ENSMUST00000227337.1	35044	ENSMUSG00000022263	Trio	triple functional domain (PTPRF interacting)
chr9	42977689	42978089	401	*	3.416362303	3.723621766	3.025445883	0.387014848	0.067855712	0.284768254	"Exon (ENSMUST00000165665.8/69632, exon 33 of 41)"	9	42518135	42944493	426359	2	110637	ENSMUST00000114865.7	-33196	ENSMUSG00000032017	Grik4	"glutamate receptor, ionotropic, kainate 4"
chr14	64752177	64752577	401	*	3.256337835	3.599811323	2.80466052	0.388392505	0.067866672	0.284768254	"Intron (ENSMUST00000100473.4/16554, intron 21 of 39)"	14	64788003	64803940	15938	1	16554	ENSMUST00000224677.1	-35426	ENSMUSG00000060012	Kif13b	kinesin family member 13B
chr2	52177041	52177441	401	*	4.204370612	4.456324544	3.898905276	0.366528399	0.067867144	0.284768254	Promoter	2	52137261	52176614	39354	2	17996	ENSMUST00000135200.1	-427	ENSMUSG00000026950	Neb	nebulin
chr12	101982775	101983175	401	*	3.475543608	3.805270892	3.047413028	0.388112979	0.06790292	0.284863689	"Intron (ENSMUST00000047357.9/51786, intron 2 of 14)"	12	101975988	102006424	30437	1	51786	ENSMUST00000047357.9	6787	ENSMUSG00000041781	Cpsf2	cleavage and polyadenylation specific factor 2
chr2	130839346	130839746	401	*	3.606016629	3.898584755	3.238622443	0.382995672	0.067914827	0.284863689	Promoter	2	130709130	130839687	130558	2	228602	ENSMUST00000119422.7	0	ENSMUSG00000027309	Dnaaf9	dynein axonemal assembly factor 9
chr17	25813284	25813684	401	*	3.289042108	3.641365514	2.821877869	0.388239889	0.067918522	0.284863689	"Intron (ENSMUST00000045692.8/214931, intron 1 of 5)"	17	25816319	25820727	4409	1	214931	ENSMUST00000236165.1	-2635	ENSMUSG00000025738	Fbxl16	F-box and leucine-rich repeat protein 16
chr4	124894573	124894973	401	*	3.243782381	2.804594316	3.580009114	-0.388098263	0.067926184	0.284863689	Promoter	4	124890888	124894782	3895	2	73628	ENSMUST00000154947.1	0	ENSMUSG00000085263	1700125G02Rik	RIKEN cDNA 1700125G02 gene
chr7	80325562	80325962	401	*	3.86183271	4.142429942	3.51315287	0.382068796	0.067926499	0.284863689	3' UTR	7	80316743	80324454	7712	2	269955	ENSMUST00000148001.7	-1108	ENSMUSG00000038930	Rccd1	RCC1 domain containing 1
chr6	48631764	48632164	401	*	3.615951542	3.911838293	3.24329818	0.38350492	0.06794153	0.284896014	3' UTR	6	48627935	48633689	5755	1	243373	ENSMUST00000154570.1	3829	ENSMUSG00000053297	AI854703	expressed sequence AI854703
chr10	82056521	82056921	401	*	4.38662916	4.646551829	4.069356123	0.373825539	0.067970839	0.284988199	"Exon (ENSMUST00000219748.1/ENSMUST00000219748.1, exon 2 of 3)"	10	82058417	82061329	2913	1	408062	ENSMUST00000105313.1	-1496	ENSMUSG00000061371	Zfp873	zinc finger protein 873
chr5	31083145	31083545	401	*	3.301858628	3.647540273	2.846341551	0.388079881	0.067998133	0.285071913	Distal Intergenic	5	31087399	31088356	958	2	22784	ENSMUST00000201783.1	4811	ENSMUSG00000029151	Slc30a3	"solute carrier family 30 (zinc transporter), member 3"
chr1	93303836	93304236	401	*	3.072319026	2.61803156	3.417294557	-0.387873475	0.068016807	0.285119478	"Exon (ENSMUST00000152307.1/69821, exon 2 of 2)"	1	93299211	93305863	6653	2	69821	ENSMUST00000112944.7	1627	ENSMUSG00000026273	Mterf4	mitochondrial transcription termination factor 4
chr13	59475097	59475497	401	*	2.864878304	3.269921674	2.299698729	0.377106671	0.068038299	0.285178842	Promoter	13	59452146	59474581	22436	2	67269	ENSMUST00000224397.1	-516	ENSMUSG00000021557	Agtpbp1	ATP/GTP binding protein 1
chr13	97442013	97442413	401	*	3.193181777	3.5307341	2.751721891	0.387419605	0.068067871	0.285272058	"Intron (ENSMUST00000109431.9/100039691, intron 1 of 1)"	13	97434970	97497007	62038	1	100039691	ENSMUST00000109431.9	7043	ENSMUSG00000078952	Lncenc1	"long non-coding RNA, embryonic stem cells expressed 1"
chr5	89040589	89040989	401	*	4.244884872	4.486545229	3.954435583	0.361339661	0.068086494	0.285319372	3' UTR	5	89028092	89122453	94362	1	54403	ENSMUST00000134303.1	12497	ENSMUSG00000060961	Slc4a4	"solute carrier family 4 (anion exchanger), member 4"
chr12	99026454	99026854	401	*	3.076823075	2.544172932	3.46497544	-0.385502643	0.068109159	0.285335039	Distal Intergenic	12	98974498	98979885	5388	1	76260	ENSMUST00000139298.1	51956	ENSMUSG00000021013	Ttc8	tetratricopeptide repeat domain 8
chr2	94397739	94398139	401	*	3.232658799	3.567828366	2.795278471	0.387693816	0.068111152	0.285335039	"Intron (ENSMUST00000111237.8/74569, intron 1 of 23)"	2	94378688	94404991	26304	2	74569	ENSMUST00000150266.1	6852	ENSMUSG00000027194	Ttc17	tetratricopeptide repeat domain 17
chr18	13898879	13899279	401	*	3.933651582	4.221621295	3.573493335	0.381364006	0.068113028	0.285335039	"Intron (ENSMUST00000025288.8/225207, intron 3 of 7)"	18	13846791	13876326	29536	2	225207	ENSMUST00000234523.1	-22553	ENSMUSG00000024420	Zfp521	zinc finger protein 521
chr12	102498806	102499206	401	*	3.283673157	3.611533735	2.85869365	0.387543214	0.068122304	0.285335039	Distal Intergenic	12	102484457	102497582	13126	1	27277	ENSMUST00000222744.1	14349	ENSMUSG00000021192	Golga5	golgin A5
chr11	94051882	94052282	401	*	3.14998243	3.508320649	2.672141809	0.387365313	0.068137798	0.285335039	"Intron (ENSMUST00000041956.13/70834, intron 5 of 28)"	11	94044365	94126083	81719	1	70834	ENSMUST00000024979.14	7517	ENSMUSG00000020859	Spag9	sperm associated antigen 9
chr7	112323079	112323479	401	*	4.691038026	4.906147033	4.43813902	0.350008318	0.068139956	0.285335039	"Exon (ENSMUST00000050149.11/320878, exon 14 of 20)"	7	112316029	112347491	31463	1	320878	ENSMUST00000150428.1	7050	ENSMUSG00000038244	Mical2	"microtubule associated monooxygenase, calponin and LIM domain containing 2"
chr7	83881584	83881984	401	*	3.652386603	3.968073055	3.247692206	0.387068163	0.068147667	0.285335039	3' UTR	7	83879873	83884305	4433	2	80889	ENSMUST00000094216.4	2321	ENSMUSG00000070462	Tlnrd1	talin rod domain containing 1
chr10	81419490	81419890	401	*	5.165656282	5.384752608	4.907223794	0.348139689	0.068148906	0.285335039	"Intron (ENSMUST00000105321.9/18029, intron 2 of 8)"	10	81416240	81416297	58	2	102465778	ENSMUST00000199973.1	-3193	ENSMUSG00000105379	Mir1191b	microRNA 1191b
chr5	150481898	150482298	401	*	3.806455821	4.058364845	3.501056571	0.370750318	0.068161838	0.285358474	"Intron (ENSMUST00000087204.8/320365, intron 58 of 60)"	5	150499747	150502133	2387	2	194292	ENSMUST00000202386.1	19835	NA	Gm5	predicted gene 5
chr11	6017806	6018206	401	*	4.203820276	4.477366817	3.86597895	0.372924735	0.068188314	0.2854386	"Intron (ENSMUST00000109813.8/12323, intron 2 of 20)"	11	5990395	6000448	10054	2	12323	ENSMUST00000130427.7	-17358	ENSMUSG00000057897	Camk2b	"calcium/calmodulin-dependent protein kinase II, beta"
chrX	73506963	73507363	401	*	2.757498312	3.123344271	2.266156092	0.384834609	0.068243369	0.285616366	"Intron (ENSMUST00000033744.11/320707, intron 1 of 20)"	20	73503086	73571005	67920	1	320707	ENSMUST00000114479.1	3877	ENSMUSG00000031376	Atp2b3	"ATPase, Ca++ transporting, plasma membrane 3"
chr12	55612322	55612722	401	*	3.158428194	3.478254921	2.746886188	0.38608683	0.068245463	0.285616366	Promoter	12	55604043	55612637	8595	2	56784	ENSMUST00000219516.1	0	ENSMUSG00000021027	Ralgapa1	"Ral GTPase activating protein, alpha subunit 1"
chr5	92137707	92138107	401	*	3.318845411	2.905081645	3.640008725	-0.386110559	0.068275427	0.285711035	Promoter	5	92137938	92202795	64858	1	56041	ENSMUST00000031355.9	0	ENSMUSG00000029407	Uso1	USO1 vesicle docking factor
chr12	17274981	17275381	401	*	3.372027779	3.700191021	2.946538107	0.386507664	0.068288295	0.285734148	"Intron (ENSMUST00000162936.7/71853, intron 4 of 10)"	12	17273842	17277647	3806	1	71853	ENSMUST00000159434.1	1139	ENSMUSG00000020571	Pdia6	protein disulfide isomerase associated 6
chr2	129802785	129803185	401	*	4.140331439	4.406115304	3.814269305	0.374041786	0.068312182	0.28580336	"Intron (ENSMUST00000165413.8/67333, intron 2 of 3)"	2	129800517	129832287	31771	1	67333	ENSMUST00000166282.2	2268	ENSMUSG00000037885	Stk35	serine/threonine kinase 35
chr10	111273393	111273793	401	*	3.651341087	3.932087199	3.30243093	0.381990963	0.068333452	0.285859723	"Intron (ENSMUST00000105275.8/237542, intron 12 of 23)"	10	111298679	111301727	3049	1	71769	ENSMUST00000040454.4	-24886	ENSMUSG00000035759	Bbs10	Bardet-Biedl syndrome 10
chr17	66381446	66381846	401	*	5.158835253	5.369388276	4.912214455	0.3379768	0.068340349	0.285859723	"Intron (ENSMUST00000086693.11/68617, intron 4 of 13)"	17	66347966	66378931	30966	2	68617	ENSMUST00000134139.7	-2515	ENSMUSG00000052105	Mtcl1	microtubule crosslinking factor 1
chr9	42018378	42018778	401	*	3.555883097	3.877948579	3.140616591	0.386421754	0.068369588	0.28595128	"Intron (ENSMUST00000060989.8/20660, intron 23 of 47)"	9	41984508	41985834	1327	2	20660	ENSMUST00000139133.1	-32544	ENSMUSG00000049313	Sorl1	"sortilin-related receptor, LDLR class A repeats-containing"
chr12	105932587	105932987	401	*	4.346955333	4.601552631	4.0375911	0.368670443	0.068416123	0.286115152	Distal Intergenic	12	106010228	106075220	64993	1	22367	ENSMUST00000072040.6	-77241	ENSMUSG00000021115	Vrk1	vaccinia related kinase 1
chr1	43059393	43059793	401	*	3.597004012	3.90137522	3.210761383	0.385142416	0.068435681	0.286166185	"Intron (ENSMUST00000095014.7/73122, intron 7 of 12)"	1	43054708	43060933	6226	2	73122	ENSMUST00000188598.1	1140	ENSMUSG00000070939	Tgfbrap1	"transforming growth factor, beta receptor associated protein 1"
chr14	103256371	103256771	401	*	3.821074024	4.123787679	3.437502624	0.383233228	0.068449509	0.286193244	"Intron (ENSMUST00000160758.7/105689, intron 20 of 82)"	14	103262814	103275795	12982	2	105689	ENSMUST00000226961.1	19024	ENSMUSG00000033004	Mycbp2	"MYC binding protein 2, E3 ubiquitin protein ligase"
chr11	60251502	60251902	401	*	3.983569381	4.243607403	3.666124224	0.370829415	0.068460491	0.286208405	"Intron (ENSMUST00000095254.11/216810, intron 7 of 13)"	11	60229902	60245669	15768	2	216810	ENSMUST00000143124.7	-5833	ENSMUSG00000000538	Tom1l2	target of myb1-like 2 (chicken)
chr12	103073533	103073933	401	*	2.99467259	3.376990258	2.473004298	0.386703751	0.068472473	0.286227739	"Intron (ENSMUST00000101099.11/217843, intron 17 of 48)"	12	103059079	103070742	11664	1	217843	ENSMUST00000178846.1	14454	ENSMUSG00000021198	Unc79	unc-79 homolog
chr3	152233738	152234138	401	*	4.008640927	4.302676129	3.638925654	0.383156602	0.068544293	0.286497178	3' UTR	3	152227841	152232508	4668	1	51886	ENSMUST00000200207.1	5897	ENSMUSG00000028034	Fubp1	far upstream element (FUSE) binding protein 1
chr1	34287465	34287865	401	*	4.501080332	4.73434611	4.222684222	0.355241307	0.068569178	0.286567574	"Intron (ENSMUST00000183034.4/13518, intron 88 of 102)"	1	34293455	34303463	10009	1	13518	ENSMUST00000183100.7	-5590	ENSMUSG00000026131	Dst	dystonin
chr10	84970268	84970668	401	*	4.137025076	4.411363024	3.797973858	0.376599366	0.068582108	0.286567574	"Intron (ENSMUST00000038523.14/237422, intron 5 of 9)"	10	84937393	85016209	78817	1	237422	ENSMUST00000217175.1	32875	ENSMUSG00000035620	Ric8b	RIC8 guanine nucleotide exchange factor B
chr17	34660867	34661267	401	*	4.169496559	4.419690216	3.866617805	0.363596417	0.068583233	0.286567574	Promoter	17	34660457	34719627	59171	1	81877	ENSMUST00000238967.1	410	ENSMUSG00000033327	Tnxb	tenascin XB
chr1	78363389	78363789	401	*	3.631178697	3.944737602	3.229982854	0.386229007	0.068606344	0.286633357	"Intron (ENSMUST00000036172.9/433323, intron 2 of 4)"	1	78310345	78420289	109945	1	433323	ENSMUST00000036172.9	53044	ENSMUSG00000032908	Sgpp2	sphingosine-1-phosphate phosphatase 2
chr11	59407426	59407826	401	*	3.488499739	3.780072563	3.122676774	0.382964884	0.068632481	0.286693813	3' UTR	11	59372669	59375657	2989	2	216797	ENSMUST00000061481.6	-31769	ENSMUSG00000049291	Prss38	serine protease 38
chr7	97416973	97417373	401	*	3.354257119	2.964163512	3.661009207	-0.385284493	0.068638462	0.286693813	Promoter	7	97412938	97417730	4793	2	21835	ENSMUST00000043077.7	357	ENSMUSG00000035686	Thrsp	thyroid hormone responsive
chr2	145914401	145914801	401	*	3.46628908	3.120222473	3.745194333	-0.377850469	0.068642922	0.286693813	"Intron (ENSMUST00000002805.13/67877, intron 4 of 5)"	2	145911900	145915734	3835	1	67877	ENSMUST00000129502.1	2501	ENSMUSG00000002728	Naa20	"N(alpha)-acetyltransferase 20, NatB catalytic subunit"
chr18	65688415	65688815	401	*	3.829820769	4.125604091	3.457331789	0.383392007	0.068672324	0.286785828	3' UTR	18	65698268	65751537	53270	1	319888	ENSMUST00000115097.7	-9453	ENSMUSG00000046610	Oacyl	O-acyltransferase like
chr10	52357938	52358338	401	*	3.520611418	3.806025783	3.164448659	0.382319998	0.068687569	0.286792004	"Exon (ENSMUST00000217710.1/94221, exon 2 of 5)"	10	52335850	52349128	13279	2	94221	ENSMUST00000217995.1	-8810	ENSMUSG00000019861	Gopc	golgi associated PDZ and coiled-coil motif containing
chr4	137650308	137650708	401	*	3.801808884	4.118835092	3.394904366	0.386081199	0.06869346	0.286792004	Promoter	4	137650301	137656331	6031	1	170707	ENSMUST00000157012.2	7	ENSMUSG00000043411	Usp48	ubiquitin specific peptidase 48
chr1	64040991	64041391	401	*	3.605864437	3.886353896	3.257351283	0.37969677	0.068703673	0.286792004	"Intron (ENSMUST00000114086.7/93691, intron 3 of 3)"	1	64042438	64042501	64	2	102466760	ENSMUST00000184798.1	1110	ENSMUSG00000098487	Mir6899	microRNA 6899
chr14	103073379	103073779	401	*	3.834931362	4.120095261	3.479159252	0.382440758	0.06870583	0.286792004	"Exon (ENSMUST00000022721.7/211286, exon 3 of 4)"	14	103071730	103073296	1567	1	211286	ENSMUST00000227117.1	1649	ENSMUSG00000022125	Cln5	"ceroid-lipofuscinosis, neuronal 5"
chr13	94176781	94177181	401	*	3.651632788	3.950415093	3.274365056	0.380122161	0.068710661	0.286792004	"Intron (ENSMUST00000054274.7/218454, intron 3 of 3)"	13	94173992	94195409	21418	1	218454	ENSMUST00000121618.1	2789	ENSMUSG00000045312	Lhfpl2	lipoma HMGIC fusion partner-like 2
chr15	98846893	98847293	401	*	3.774744433	4.050578465	3.433401424	0.376134101	0.068732736	0.286850064	3' UTR	15	98846744	98849237	2494	2	381022	ENSMUST00000229651.1	1944	ENSMUSG00000048154	Kmt2d	lysine (K)-specific methyltransferase 2D
chr2	146248106	146248506	401	*	3.3202146	3.643372377	2.9031253	0.385316513	0.068745506	0.286850064	3' UTR	2	146259286	146267160	7875	1	77806	ENSMUST00000135360.1	-10780	ENSMUSG00000085958	A930019D19Rik	RIKEN cDNA A930019D19 gene
chr5	110725372	110725772	401	*	3.948181101	4.233693632	3.591865188	0.381114445	0.068746691	0.286850064	"Intron (ENSMUST00000041558.14/75560, intron 11 of 51)"	5	110697341	110707943	10603	2	75560	ENSMUST00000125325.1	-17429	ENSMUSG00000029505	Ep400	E1A binding protein p400
