gene	chr	start	end	mc_wt	mc_ko	hmc_wt	hmc_ko	ratio_wt	ratio_ko	delta_ratio_tet
AC151602.1	chr7	45418353	45421853	0.01905	0.005701	0.00843	0.004087	0.30676	0	-0.30676
Lhb	chr7	45420820	45421896	0.023553	0.008448	0.010737	0.002414	0.313121	0.222252	-0.090868
Gys1	chr7	45434844	45456618	0.016313	0.005077	0.007114	0.002518	0.303662	0	-0.303662
Tulp2	chr7	45481877	45523631	0.014732	0.00442	0.006434	0.002549	0.30399	0	-0.30399
Plekha4	chr7	45526330	45554228	0.012288	0.004075	0.004848	0.001436	0.282897	0	-0.282897
Hsd17b14	chr7	45554893	45567751	0.012805	0.004199	0.004907	0.002605	0.277067	0	-0.277067
Bcat2	chr7	45570153	45589710	0.01596	0.004356	0.005545	0.00122	0.257859	0	-0.257859
Fut1	chr7	45617289	45621058	0.021136	0.007464	0.00412	0.001419	0.163144	0	-0.163144
Izumo1	chr7	45621811	45628822	0.022769	0.005153	0.007112	0.000941	0.238	0	-0.238
Rasip1	chr7	45627488	45639092	0.016902	0.004683	0.009116	0.004005	0.350378	0	-0.350378
Mamstr	chr7	45639977	45646520	0.009202	0.004569	0.006243	0.003566	0.404199	0	-0.404199
Ntn5	chr7	45684022	45694555	0.018769	0.006632	0.009514	0.00386	0.336393	0.367906	0.031513
Car11	chr7	45699843	45704681	0.006284	0.002595	0.007537	0.005432	0.545322	0	-0.545322
Dbp	chr7	45705088	45710202	0.00108	0.000685	0.002531	0.001833	0	0	0
Rpl18	chr7	45715457	45720835	0.012735	0.003881	0.009263	0.002343	0.421088	0	-0.421088
Fam83e	chr7	45721212	45729491	0.023573	0.008486	0.009535	0.003781	0.287999	0.308252	0.020253
Lmtk3	chr7	45783738	45804143	0.010889	0.005369	0.008821	0.00398	0.447559	0	-0.447559
Kdelr1	chr7	45872772	45883731	0.011595	0.003786	0.005521	0.002055	0.322559	0	-0.322559
Tmem143	chr7	45896941	45917412	0.012857	0.004926	0.004869	0.001837	0.274688	0	-0.274688
Ccdc114	chr7	45924072	45948962	0.014315	0.003868	0.004811	0.001708	0.25155	0	-0.25155
Nomo1	chr7	46033698	46084211	0.01522	0.004723	0.009595	0.002959	0.386657	0	-0.386657
Otog	chr7	46240987	46311433	0.015628	0.004616	0.006364	0.002003	0.289364	0	-0.289364
Myod1	chr7	46376474	46379098	0.002936	0.002296	0.003725	0.005063	0	0	0
Kcnc1	chr7	46396497	46438703	0.009218	0.004161	0.009193	0.003201	0.499319	0	-0.499319
Saa2	chr7	46751790	46754312	0.006494	0.004756	0.005036	0.001189	0.4368	0	-0.4368
Gtf2h1	chr7	46796103	46823799	0.008628	0.001518	0.004424	0.000479	0.338931	0	-0.338931
Ldha	chr7	46841475	46855626	0.012313	0.002252	0.006687	0.001553	0.351927	0	-0.351927
Ldhc	chr7	46861203	46878141	0.013993	0.002793	0.004074	0.00089	0.225508	0	-0.225508
Gm9999	chr7	46983580	46987802	0.013757	0.003765	0.003416	0.00071	0.198925	0	-0.198925
Tmem86a	chr7	47050601	47054776	0.014918	0.006762	0.004029	0.001074	0.212634	0	-0.212634
Mrgprb8	chr7	48388526	48389647	0.007617	0.004278	0.001187	0	0	0	0
Zdhhc13	chr7	48789003	48827439	0.007798	0.001728	0.003434	0.000502	0.305726	0	-0.305726
Nav2	chr7	48908716	49610089	0.011484	0.002495	0.006169	0.001443	0.349468	0	-0.349468
Htatip2	chr7	49759115	49773974	0.017374	0.003404	0.00691	0.001498	0.284568	0	-0.284568
Prmt3	chr7	49778346	49858264	0.007658	0.001669	0.004408	0.000925	0.365329	0	-0.365329
Slc6a5	chr7	49910146	49963855	0.010953	0.002593	0.005527	0.002071	0.335365	0	-0.335365
Nell1	chr7	49974864	50866607	0.004401	0.001049	0.003037	0.000571	0	0	0
4933405O20Rik	chr7	50599190	50600529	0.0242	0.010685	0.00573	0.002239	0.191432	0.173236	-0.018197
Ano5	chr7	51511029	51598708	0.007699	0.001227	0.002366	0.00042	0.235105	0	-0.235105
Slc17a6	chr7	51622006	51671118	0.006326	0.000722	0.001982	0.00039	0	0	0
Gas2	chr7	51862015	51994974	0.007287	0.001184	0.002602	0.000455	0	0	0
Luzp2	chr7	54835498	55268884	0.005049	0.000932	0.001849	0.00029	0	0	0
Siglech	chr7	55768178	55778924	0.008815	0.003075	0.003689	0.000958	0.295005	0	-0.295005
Tubgcp5	chr7	55794154	55831676	0.010889	0.002327	0.003768	0.000608	0.25706	0	-0.25706
Cyfip1	chr7	55841745	55932601	0.011711	0.002429	0.005262	0.001001	0.310031	0	-0.310031
Herc2	chr7	56050196	56231799	0.007258	0.001522	0.00337	0.000625	0.317123	0	-0.317123
Oca2	chr7	56239760	56536517	0.007195	0.001485	0.001946	0.000405	0	0	0
Gabrb3	chr7	57419692	57828801	0.005685	0.001113	0.002584	0.000541	0	0	0
Atp10a	chr7	58656166	58829419	0.007797	0.001752	0.003241	0.000629	0.293645	0	-0.293645
Ube3a	chr7	59228750	59311535	0.00246	0.000446	0.00226	0.000424	0	0	0
Ndn	chr7	62346569	62350261	0.014471	0.001829	0.004336	0.003665	0.230535	0	-0.230535
Magel2	chr7	62377010	62381639	0.029881	0.009856	0.006379	0.00544	0.175934	0.355649	0.179716
Otud7a	chr7	63444751	63759027	0.006108	0.001586	0.003695	0.000829	0	0	0
E030018B13Rik	chr7	63916857	63920538	0.007585	0.002498	0.006189	0.002568	0.44933	0	-0.44933
Trpm1	chr7	64153835	64269774	0.011919	0.002473	0.00417	0.000968	0.259186	0	-0.259186
Mtmr10	chr7	64287653	64340805	0.011824	0.002733	0.0049	0.001189	0.292989	0	-0.292989
Mcee	chr7	64392607	64412124	0.010337	0.002421	0.002936	0.000869	0.221207	0	-0.221207
Apba2	chr7	64501706	64753877	0.009278	0.001885	0.005195	0.001199	0.358915	0	-0.358915
Tarsl2	chr7	65644898	65692090	0.012805	0.002825	0.00478	0.000887	0.271815	0	-0.271815
Tm2d3	chr7	65691169	65701912	0.01501	0.003906	0.005637	0.001963	0.273018	0	-0.273018
Pcsk6	chr7	65861734	66050385	0.007557	0.002745	0.006423	0.002185	0.459459	0	-0.459459
Gm45213	chr7	66043602	66062270	0.006635	0.002205	0.005387	0.00159	0.448115	0	-0.448115
Snrpa1	chr7	66059003	66074586	0.009418	0.00241	0.004069	0.000805	0.301686	0	-0.301686
Selenos	chr7	66079649	66089404	0.004083	0.002154	0.003956	0.001882	0	0	0
Chsy1	chr7	66109515	66173797	0.007295	0.001402	0.006113	0.001208	0.455928	0	-0.455928
Lins1	chr7	66689889	66717255	0.009114	0.002029	0.004998	0.000927	0.354172	0	-0.354172
Cers3	chr7	66743504	66823690	0.010526	0.002339	0.003823	0.000992	0.266454	0	-0.266454
Adamts17	chr7	66839735	67153170	0.011782	0.002622	0.004542	0.001024	0.278229	0	-0.278229
Lysmd4	chr7	67222544	67307329	0.006051	0.001112	0.003451	0.000727	0	0	0
Ttc23	chr7	67647410	67762911	0.015292	0.004154	0.006713	0.001915	0.305069	0	-0.305069
Igf1r	chr7	67952827	68233667	0.011071	0.002777	0.00848	0.002178	0.433736	0	-0.433736
Fam169b	chr7	68273839	68363091	0.015829	0.003262	0.005987	0.001397	0.274432	0	-0.274432
Rgma	chr7	73375509	73419898	0.014544	0.003376	0.006473	0.001871	0.307994	0	-0.307994
Fam174b	chr7	73740302	73776918	0.005	0.001992	0.006108	0.001819	0.549874	0	-0.549874
Akap13	chr7	75455534	75754608	0.008365	0.001674	0.003758	0.000718	0.309996	0	-0.309996
Klhl25	chr7	75848310	75874130	0.012262	0.003904	0.008216	0.002649	0.401212	0	-0.401212
Agbl1	chr7	76229887	77124697	0.005537	0.000993	0.002016	0.00039	0	0	0
Mrps11	chr7	78783119	78792988	0.012152	0.002913	0.006526	0.002138	0.349402	0	-0.349402
Aen	chr7	78895854	78911208	0.014781	0.003587	0.006556	0.001809	0.307268	0	-0.307268
Isg20	chr7	78913424	78920395	0.015762	0.004496	0.007091	0.002721	0.310293	0	-0.310293
Acan	chr7	79053483	79115098	0.012383	0.003511	0.00461	0.001701	0.271296	0	-0.271296
Abhd2	chr7	79273199	79365507	0.010628	0.002695	0.008454	0.002335	0.443043	0	-0.443043
Fanci	chr7	79391929	79450263	0.018758	0.004021	0.005342	0.000925	0.221651	0	-0.221651
Ticrr	chr7	79660196	79698147	0.009128	0.001764	0.002818	0.000467	0.235856	0	-0.235856
Wdr93	chr7	79743163	79785949	0.011836	0.003282	0.004552	0.001177	0.277761	0	-0.277761
Mesp2	chr7	79810727	79813438	0.011666	0.003937	0.005415	0.007157	0.317033	0.645146	0.328113
Zfp710	chr7	80024814	80094172	0.014961	0.003322	0.008429	0.002504	0.360368	0	-0.360368
Sema4b	chr7	80186841	80226526	0.010212	0.003735	0.006978	0.00271	0.405927	0	-0.405927
Gdpgp1	chr7	80232865	80242060	0.01299	0.002942	0.005253	0.001142	0.287965	0	-0.287965
Ttll13	chr7	80246376	80260820	0.017766	0.005326	0.004301	0.001574	0.194897	0	-0.194897
Ngrn	chr7	80261215	80265373	0.010776	0.002279	0.005965	0.000662	0.356333	0	-0.356333
Vps33b	chr7	80269649	80291753	0.01206	0.003413	0.004329	0.001217	0.264136	0	-0.264136
Prc1	chr7	80294450	80316258	0.012071	0.002394	0.005283	0.000874	0.30444	0	-0.30444
Hddc3	chr7	80343104	80350546	0.011331	0.003658	0.005432	0.002838	0.324065	0	-0.324065
Zscan2	chr7	80860920	80876536	0.011129	0.003416	0.007366	0.003389	0.398264	0	-0.398264
Zfp592	chr7	80993681	81045163	0.00759	0.001814	0.004895	0.00151	0.392078	0	-0.392078
Alpk3	chr7	81057600	81105611	0.016431	0.005324	0.006543	0.001767	0.284794	0	-0.284794
Slc28a1	chr7	81114799	81170415	0.013069	0.003293	0.00493	0.001167	0.273922	0	-0.273922
Pde8a	chr7	81213596	81334532	0.010422	0.002691	0.004542	0.001022	0.303518	0	-0.303518
Whamm	chr7	81571266	81596835	0.009718	0.002504	0.005938	0.001454	0.379292	0	-0.379292
Ramac	chr7	81762925	81769490	0.00561	0.001052	0.002821	0.000953	0	0	0
Tm6sf1	chr7	81859001	81884433	0.006618	0.002561	0.00586	0.002071	0.469626	0	-0.469626
Sh3gl3	chr7	82173840	82307418	0.012808	0.00282	0.005644	0.001386	0.305878	0	-0.305878
Adamtsl3	chr7	82335694	82614449	0.009318	0.001852	0.003389	0.00079	0.266701	0	-0.266701
Efl1	chr7	82648614	82777851	0.010008	0.002256	0.00507	0.001154	0.336257	0	-0.336257
Mex3b	chr7	82867333	82871514	0.000944	0.00075	0.002389	0.000508	0	0	0
Tmc3	chr7	83584927	83625613	0.009676	0.002606	0.004073	0.001161	0.296215	0	-0.296215
Stard5	chr7	83631959	83653126	0.009423	0.002581	0.004936	0.001435	0.343766	0	-0.343766
Mesd	chr7	83884466	83901531	0.007947	0.001998	0.003926	0.001123	0.33068	0	-0.33068
Gm2115	chr7	84528954	84583530	0.0054	0.001509	0.002759	0.000729	0	0	0
Olfr291	chr7	84853553	84859611	0.004553	0.000759	0.000526	0.000231	0	0	0
Olfr290	chr7	84913075	84920860	0.009248	0.001486	0.000794	0.000308	0.079059	0	-0.079059
Vmn2r71	chr7	85563087	85624679	0.004916	0.00081	0.000784	5e-05	0	0	0
Olfr301	chr7	86403846	86414023	0.004158	0.000872	0.00088	9.8e-05	0	0	0
Olfr299	chr7	86459921	86469556	0.003707	0.00083	0.001026	0.000104	0	0	0
Olfr297	chr7	86519968	86528496	0.00231	0.000313	0.001451	0	0	0	0
Olfr295	chr7	86583862	86591127	0.004602	0.000413	0.00133	0.000275	0	0	0
Olfr293	chr7	86649061	86666044	0.003388	0.000245	0.001119	0.000314	0	0	0
Olfr292	chr7	86688330	86697506	0.004523	0.000872	0.001473	0.000218	0	0	0
Vmn2r77	chr7	86795027	86815139	0.006265	0.001136	0.00106	0.000175	0	0	0
Vmn2r78	chr7	86915094	86955311	0.006651	0.00117	0.00106	0.00025	0	0	0
Vmn2r79	chr7	86996115	87044940	0.006086	0.00115	0.000909	0.000217	0	0	0
Nox4	chr7	87246096	87398709	0.005273	0.000917	0.001507	0.000205	0	0	0
Grm5	chr7	87584168	88134906	0.004673	0.00087	0.001527	0.000259	0	0	0
Ctsc	chr7	88278085	88310887	0.007791	0.001284	0.002664	0.000439	0.254826	0	-0.254826
Rab38	chr7	88430273	88491571	0.005304	0.000819	0.001972	0.000499	0	0	0
Fzd4	chr7	89404355	89413133	0.008911	0.001788	0.006701	0.001125	0.429235	0	-0.429235
Me3	chr7	89632392	89854358	0.008275	0.001609	0.003256	0.00073	0.282386	0	-0.282386
Picalm	chr7	90130213	90213464	0.00401	0.000815	0.003394	0.000675	0	0	0
Sytl2	chr7	90302252	90410718	0.008842	0.002265	0.003651	0.000831	0.292237	0	-0.292237
Ccdc89	chr7	90426577	90428668	0.016157	0.005235	0.006035	0.001793	0.271945	0	-0.271945
Crebzf	chr7	90442729	90447993	0.000294	0.000271	0.000876	0.000418	0	0	0
Dlg2	chr7	90476672	92449246	0.003905	0.00084	0.002527	0.000501	0	0	0
Ccdc90b	chr7	92561149	92582293	0.006265	0.001466	0.002942	0.000476	0	0	0
Rab30	chr7	92741603	92844534	0.006601	0.001562	0.005079	0.001256	0.43488	0	-0.43488
Prcp	chr7	92874470	92934582	0.009493	0.002137	0.003326	0.000556	0.259436	0	-0.259436
Fam181b	chr7	93079865	93081866	0.000502	0.000524	0.001884	0.000458	0	0	0
Tenm4	chr7	96171246	96911092	0.008067	0.00199	0.005162	0.001363	0.390193	0	-0.390193
Nars2	chr7	96951505	97064757	0.007412	0.001571	0.003253	0.000505	0.305018	0	-0.305018
Gab2	chr7	97081586	97308945	0.004911	0.001024	0.001893	0.000349	0	0	0
Kctd21	chr7	97332327	97350212	0.01148	0.003731	0.004712	0.001518	0.290987	0	-0.290987
Alg8	chr7	97371606	97392184	0.014419	0.003181	0.002891	0.000638	0.167024	0	-0.167024
Ndufc2	chr7	97400003	97407801	0.006494	0.002708	0.005908	0.002213	0.476387	0	-0.476387
Kctd14	chr7	97451323	97459556	0.015876	0.004878	0.002905	0.000796	0.154697	0	-0.154697
Ints4	chr7	97480956	97541394	0.010547	0.002463	0.003496	0.000711	0.248962	0	-0.248962
Rsf1	chr7	97579889	97692777	0.006835	0.001397	0.004152	0.000825	0.377907	0	-0.377907
Clns1a	chr7	97696634	97720795	0.009705	0.002152	0.004904	0.001099	0.335685	0	-0.335685
Pak1	chr7	97788541	97912380	0.005215	0.000954	0.002792	0.000527	0	0	0
Gdpd4	chr7	97919955	98049662	0.008274	0.001483	0.002581	0.000459	0.237794	0	-0.237794
Gucy2d	chr7	98440416	98477478	0.013001	0.004798	0.004596	0.001182	0.26119	0	-0.26119
Lrrc32	chr7	98489283	98502180	0.013501	0.003395	0.009383	0.00247	0.410016	0	-0.410016
Thap12	chr7	98703103	98718061	0.004738	0.000973	0.00533	0.000777	0.529387	0	-0.529387
Wnt11	chr7	98835112	98855194	0.013249	0.004001	0.005938	0.002334	0.309483	0	-0.309483
Map6	chr7	99267447	99337136	0.004707	0.001676	0.005	0.002089	0	0	0
Gdpd5	chr7	99381414	99461876	0.009368	0.003979	0.007567	0.002616	0.446839	0	-0.446839
Klhl35	chr7	99466004	99474021	0.012073	0.005529	0.007508	0.003525	0.383415	0	-0.383415
Arrb1	chr7	99535466	99606770	0.009823	0.003024	0.006707	0.00248	0.405744	0	-0.405744
Olfr520	chr7	99730273	99736398	0.013178	0.00293	0.003788	0.001232	0.223253	0	-0.223253
Olfr521	chr7	99763507	99769320	0.013626	0.003922	0.004177	0.000484	0.234611	0	-0.234611
Xrra1	chr7	99859116	99917821	0.00793	0.00281	0.004793	0.001291	0.376741	0	-0.376741
Chrdl2	chr7	100006172	100034727	0.011502	0.004098	0.005127	0.001783	0.30833	0	-0.30833
Lipt2	chr7	100159277	100161364	0.002206	0.000548	0.00169	0.000575	0	0	0
Kcne3	chr7	100176502	100184868	0.01106	0.003063	0.005469	0.001021	0.330868	0	-0.330868
Pgm2l1	chr7	100227394	100278867	0.007996	0.001493	0.003478	0.000685	0.303112	0	-0.303112
P4ha3	chr7	100285520	100319698	0.011139	0.003274	0.005437	0.001723	0.327992	0	-0.327992
C2cd3	chr7	100372233	100470151	0.011368	0.00303	0.004529	0.001093	0.284914	0	-0.284914
Ucp3	chr7	100472990	100486431	0.017428	0.004357	0.007773	0.00252	0.30844	0	-0.30844
Ucp2	chr7	100493337	100502019	0.01894	0.006645	0.007811	0.003303	0.291983	0	-0.291983
Coa4	chr7	100537071	100540368	0.011465	0.003032	0.007469	0.000254	0.394473	0	-0.394473
Rab6a	chr7	100607410	100641267	0.003608	0.000903	0.003402	0.000498	0	0	0
Fam168a	chr7	100706635	100841655	0.00435	0.001254	0.004289	0.000922	0	0	0
Fchsd2	chr7	101092863	101284404	0.004674	0.000968	0.003268	0.000757	0	0	0
Stard10	chr7	101317086	101346625	0.005632	0.002816	0.00532	0.002503	0.48578	0	-0.48578
Arap1	chr7	101348067	101412585	0.005325	0.002552	0.005361	0.00329	0.50169	0	-0.50169
Gm45837	chr7	101410886	101512818	0.007946	0.003441	0.00607	0.002561	0.433069	0	-0.433069
Pde2a	chr7	101421691	101512826	0.008497	0.003638	0.006423	0.002603	0.430478	0	-0.430478
Clpb	chr7	101663633	101795505	0.009343	0.002489	0.004801	0.001087	0.339437	0	-0.339437
Phox2a	chr7	101818313	101822725	0.007962	0.004645	0.004805	0.002587	0.37636	0	-0.37636
Anapc15	chr7	101863715	101901848	0.011682	0.003259	0.003024	0.000866	0.205646	0	-0.205646
Lamtor1	chr7	101905904	101926674	0.01021	0.002861	0.004036	0.001312	0.283296	0	-0.283296
Numa1	chr7	101934111	102014963	0.004776	0.001646	0.004512	0.001522	0	0	0
Xndc1	chr7	102065511	102083764	0.014485	0.003583	0.004136	0.001237	0.222103	0	-0.222103
Xntrpc	chr7	102065713	102096863	0.0189	0.00527	0.004883	0.001459	0.205311	0	-0.205311
Trpc2	chr7	102083116	102096395	0.024989	0.007702	0.005855	0.001775	0.189825	0	-0.189825
Art1	chr7	102101743	102113932	0.015564	0.005785	0.008139	0.004078	0.343391	0	-0.343391
Pgap2	chr7	102210208	102238566	0.010087	0.003619	0.00326	0.001099	0.244235	0	-0.244235
Stim1	chr7	102267806	102437318	0.004661	0.001222	0.004016	0.000936	0	0	0
Rrm1	chr7	102441695	102469770	0.011305	0.001959	0.003611	0.000791	0.242095	0	-0.242095
Olfr547	chr7	102534749	102535683	0.035397	0.021898	0.002464	0.00107	0.065077	0.046566	-0.018511
Olfr548-ps1	chr7	102540896	102545889	0.009867	0.002506	0.002443	3.6e-05	0.198484	0	-0.198484
Olfr549	chr7	102549870	102555841	0.012099	0.003764	0.00236	0.000268	0.163245	0	-0.163245
Olfr550	chr7	102571442	102583010	0.010777	0.003799	0.00289	0.001107	0.211439	0	-0.211439
Olfr552	chr7	102597770	102608124	0.008858	0.001378	0.001333	0.000361	0.130801	0	-0.130801
Olfr554	chr7	102638432	102642554	0.010588	0.002613	0.001983	0.000485	0.157738	0	-0.157738
Olfr555	chr7	102658823	102659769	0.016281	0.005913	0.004026	0.002006	0.198279	0	-0.198279
Olfr556	chr7	102664899	102673269	0.008444	0.002055	0.001937	0.000478	0.186612	0	-0.186612
Olfr557	chr7	102695910	102700706	0.007924	0.003952	0.003134	0.001233	0.283408	0	-0.283408
Olfr558	chr7	102702215	102712063	0.008241	0.001305	0.002418	0.000863	0.226861	0	-0.226861
Olfr561	chr7	102771221	102776856	0.005564	0.000603	0.00158	0.000177	0	0	0
Olfr564	chr7	102803480	102804429	0.008483	0.002105	0.002179	0	0.204386	0	-0.204386
Olfr568	chr7	102877122	102878062	0.023453	0.002125	0.006367	0	0.213503	0	-0.213503
Olfr570	chr7	102894577	102901709	0.005099	0.000572	0.001227	3.5e-05	0	0	0
Olfr572	chr7	102924409	102928607	0.006825	0.000953	0.003037	0.000238	0	0	0
Olfr574	chr7	102948467	102949506	0.022599	0.001786	0.002299	0	0.092323	0	-0.092323
Olfr576	chr7	102962660	102975159	0.006234	0.001272	0.001298	0.000416	0	0	0
Olfr582	chr7	103038024	103044039	0.004656	0.001976	0.001262	0.000614	0	0	0
Olfr583	chr7	103051300	103052258	0.012895	0.001303	0.00149	0.000782	0.103555	0	-0.103555
Olfr584	chr7	103081885	103088314	0.004525	0.000778	0.00114	0.000311	0	0	0
Olfr585	chr7	103097720	103098748	0.014539	0.001944	0.004079	0	0.219081	0	-0.219081
Olfr588-ps1	chr7	103140879	103147863	0.007043	0.001002	0.001862	0.000123	0	0	0
Olfr592	chr7	103184803	103192964	0.006217	0.000368	0.001477	0.000327	0	0	0
Olfr593	chr7	103211862	103212844	0.016815	0.005086	0.002573	0	0.132695	0	-0.132695
Olfr594	chr7	103216996	103222312	0.005943	0.000564	0.000867	0.000188	0	0	0
Olfr596	chr7	103305648	103312781	0.004964	0.000788	0.000782	0.00028	0	0	0
Olfr597	chr7	103316315	103322798	0.005645	0.000925	0.001699	0.000463	0	0	0
Olfr598	chr7	103323568	103329887	0.004405	0.000585	0.001408	0.000174	0	0	0
Olfr599	chr7	103335917	103339563	0.013115	0.004661	0.00215	0	0.140835	0	-0.140835
Usp17lc	chr7	103415072	103419879	0.007426	0.001145	0.001496	0.000763	0	0	0
Olfr606	chr7	103449046	103453530	0.01238	0.002736	0.002314	0.000608	0.157482	0	-0.157482
Olfr608	chr7	103469877	103471357	0.015326	0.002058	0.002862	0.000354	0.157358	0	-0.157358
Olfr613	chr7	103548074	103555505	0.006132	0.001581	0.001495	0.000135	0	0	0
Olfr615	chr7	103556079	103563797	0.004742	0.001396	0.001476	0.000259	0	0	0
Olfr617	chr7	103573061	103586794	0.010813	0.001618	0.002227	0.000681	0.170756	0	-0.170756
Olfr618	chr7	103590103	103600447	0.005436	0.001285	0.000816	8.1e-05	0	0	0
Olfr619	chr7	103600575	103604858	0.00365	0.000467	0.001187	0.000233	0	0	0
Olfr625-ps1	chr7	103682720	103683684	0.005095	0.001036	0.001358	0	0	0	0
Olfr243	chr7	103714671	103721165	0.003169	0.000154	0.000746	0	0	0	0
Olfr628	chr7	103730374	103733323	0.003682	0.001017	0.000731	0	0	0	0
Olfr65	chr7	103903487	103908649	0.006955	0.002001	0.001526	0	0	0	0
Olfr631	chr7	103928825	103929783	0.017204	0.004901	0.002061	0.001095	0.106972	0	-0.106972
Olfr632	chr7	103934347	103940578	0.012706	0.003853	0.002407	0.00059	0.15929	0	-0.15929
Olfr633	chr7	103944437	103948962	0.010874	0.003067	0.002505	0.000805	0.187223	0	-0.187223
Olfr635	chr7	103971152	103987539	0.007613	0.001501	0.0012	0.000472	0	0	0
Olfr638	chr7	103998746	104004356	0.009048	0.001683	0.001273	0.000119	0.123349	0	-0.123349
Olfr641	chr7	104035445	104042071	0.00815	0.001373	0.000892	7.5e-05	0	0	0
Olfr646	chr7	104104873	104109765	0.010347	0.002978	0.00188	0.000409	0.15378	0	-0.15378
Trim6	chr7	104218793	104235151	0.014675	0.003604	0.003918	0.0011	0.210702	0	-0.210702
Trim34a	chr7	104244457	104262233	0.014136	0.002011	0.002287	0.000574	0.139235	0	-0.139235
Trim34b	chr7	104329471	104336908	0.011892	0.001546	0.002412	0.000363	0.168618	0	-0.168618
Olfr651	chr7	104550133	104554421	0.008149	0.00321	0.00225	0.00052	0.21634	0	-0.21634
Olfr652	chr7	104560901	104568633	0.004208	0.001137	0.001564	0.000203	0	0	0
Olfr653	chr7	104577314	104584116	0.006122	0.00131	0.00209	0.000493	0	0	0
Olfr654	chr7	104587025	104590717	0.010112	0.002979	0.002483	0.000271	0.19713	0	-0.19713
Olfr656	chr7	104613955	104621602	0.007362	0.001669	0.002117	0.000248	0	0	0
Olfr657	chr7	104624794	104637480	0.009098	0.001201	0.001212	0.000263	0.117543	0	-0.117543
Olfr659	chr7	104666753	104674947	0.004605	0.001637	0.000982	0.00025	0	0	0
Olfr661	chr7	104686501	104691353	0.002626	0.000378	0.001148	0	0	0	0
Usp17la	chr7	104857009	104862666	0.007964	0.00381	0.001667	0.000555	0	0	0
Olfr665	chr7	104878031	104882905	0.005244	0.000205	0.000527	0.000205	0	0	0
Olfr669	chr7	104934240	104940476	0.005506	0.00016	0.000591	0	0	0	0
Olfr676	chr7	105032698	105037749	0.008143	0.000594	0.002388	0.000198	0.226801	0	-0.226801
Olfr677	chr7	105051372	105059005	0.005535	0.000988	0.001272	0.000131	0	0	0
Olfr678	chr7	105064475	105071638	0.004802	0.000894	0.000401	0.000163	0	0	0
Olfr679	chr7	105081205	105090641	0.003294	0.000159	0.000897	0.000159	0	0	0
Olfr681	chr7	105116836	105125522	0.005068	0.000902	0.001566	0.00023	0	0	0
Olfr688	chr7	105288095	105289059	0.00756	0	0.000635	0	0	0	0
Olfr689	chr7	105311165	105319661	0.005031	0.000336	0.000724	0	0	0	0
Olfr692	chr7	105368230	105369354	0.013615	0.005333	0.004987	0.000889	0.268076	0	-0.268076
Gm5901	chr7	105375038	105378376	0.016174	0.002695	0.003623	0.000599	0.183009	0	-0.183009
Cnga4	chr7	105404568	105408741	0.02656	0.009906	0.005115	0.001833	0.161475	0.156171	-0.005304
Cckbr	chr7	105425731	105470897	0.010836	0.002704	0.002798	0.000553	0.205201	0	-0.205201
Smpd1	chr7	105554360	105558388	0.004857	0.001237	0.006903	0.003938	0.587018	0	-0.587018
Timm10b	chr7	105640056	105643636	0.002331	4.9e-05	0.001643	0.001489	0	0	0
Gm45799	chr7	105640552	105684438	0.005342	0.000844	0.001739	0.000435	0	0	0
Dnhd1	chr7	105650827	105721798	0.008846	0.002494	0.002201	0.000468	0.199276	0	-0.199276
Ilk	chr7	105736592	105742924	0.008578	0.003092	0.005777	0.002152	0.402445	0	-0.402445
Olfr701	chr7	106814129	106821471	0.004939	0.000772	0.000898	0.000235	0	0	0
Olfr703	chr7	106843360	106846206	0.007934	0.001727	0.001516	0.000351	0	0	0
Olfr704	chr7	106863185	106870920	0.003579	0.000982	0.00087	0.000483	0	0	0
Olfr1532-ps1	chr7	106908001	106916264	0.002505	0.000207	0.001997	0.000151	0	0	0
