chr	start	end	width_kb	boundary_left_pos	boundary_right_pos	boundary_left_type	boundary_right_type	boundary_left_differential	boundary_right_differential	boundary_left_gap_score	boundary_right_gap_score	boundary_left_tad_score1	boundary_left_tad_score2	boundary_right_tad_score1	boundary_right_tad_score2	boundary_left_enriched	boundary_right_enriched	is_differential	mean_tad_score	mean_gap_score	cg_mc_ctrl_mean	cg_mc_mut_mean	cg_mc_log2fc	cg_mc_pseudocount	cg_mc_ctrl_cv	cg_mc_mut_cv	cg_mc_ctrl_within_var	cg_mc_mut_within_var	cg_mc_ctrl_insulation	cg_mc_mut_insulation	cg_hmc_ctrl_mean	cg_hmc_mut_mean	cg_hmc_log2fc	cg_hmc_pseudocount	cg_hmc_ctrl_cv	cg_hmc_mut_cv	cg_hmc_ctrl_within_var	cg_hmc_mut_within_var	cg_hmc_ctrl_insulation	cg_hmc_mut_insulation	chg_mc_ctrl_mean	chg_mc_mut_mean	chg_mc_log2fc	chg_mc_pseudocount	chg_mc_ctrl_cv	chg_mc_mut_cv	chg_mc_ctrl_within_var	chg_mc_mut_within_var	chg_mc_ctrl_insulation	chg_mc_mut_insulation	chh_mc_ctrl_mean	chh_mc_mut_mean	chh_mc_log2fc	chh_mc_pseudocount	chh_mc_ctrl_cv	chh_mc_mut_cv	chh_mc_ctrl_within_var	chh_mc_mut_within_var	chh_mc_ctrl_insulation	chh_mc_mut_insulation	mecp2_ctrl_mean	mecp2_mut_mean	mecp2_log2fc	mecp2_pseudocount	mecp2_ctrl_cv	mecp2_mut_cv	mecp2_ctrl_within_var	mecp2_mut_within_var	mecp2_ctrl_insulation	mecp2_mut_insulation	mecp2_peak_count	mecp2_up_count	mecp2_down_count
chr1	153420000	153550000	130	153420000	153550000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.0543166297714521	-0.413269230332562	1.70515677570463	1.68027106295202	3.37012474978089	3.49043617529695	Matrix 1	Matrix 2	FALSE	2.53764076274276	-0.179476300280555	0.0065619	0.00650885	-0.007858	0.00320356209341412	0.335601	0.318671	4.84238415969472e-06	4.29174002140216e-06	0.00104684	0.00086772	0.00090039	0.00085117	-0.07267	0.000101517354514925	0.555727	0.59283	2.75835465729988e-07	2.56736603259623e-07	0.00036711	0.00022965	0	0	0	1e-06	NA	NA	0	0	0	0	0	-7e-08	-0.103504	1e-06	NA	NA	0	1.92307698038908e-12	0	6.7e-07	0.79397703	0.62738217	-0.228765	0.342143936271676	0.388335	0.424835	0.0950629706873929	0.0710383380179008	0.4191102	0.26149479	0	0	0
chr1	153560000	153750000	190	153560000	153750000	Non-Differential	Strength Change	Non-Differential	Differential	-1.63583610423533	-2.64576054352823	1.87504576722447	2.39969680485113	4.43335887135291	5.27600017218399	Matrix 2	Matrix 2	TRUE	3.15420231928869	-2.14079832388178	0.00660724	0.00650109	-0.015695	0.00320356209341412	0.369445	0.343354	5.94439401805501e-06	5.01488385529986e-06	0.00043641	0.0007989	0.00169516	0.00169271	-0.001975	0.000101517354514925	0.675854	0.672799	1.39121449521081e-06	1.27950521118907e-06	0.00072239	0.00076993	0	3.6e-07	0.444163	1e-06	NA	NA	0	0	2.5e-06	0	-4e-08	9e-08	0.174073	1e-06	NA	4.358899	1.0762632583819e-11	2.36263169665086e-12	1.43e-06	6.7e-07	1.53115599	1.18441746	-0.295296	0.342143936271676	0.480522	0.514004	0.541339818352795	0.370635070706063	0.4777731	0.37037045	1	0	1
chr1	153760000	153870000	110	153760000	153870000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.108028286433183	-1.27066077892745	2.04651722834575	2.07304349787199	1.5134390385188	1.9207291576404	Matrix 2	Matrix 2	FALSE	1.77997813343227	-0.689344532680317	0.00710809	0.00704925	-0.008256	0.00320356209341412	0.229618	0.23731	2.70038313134672e-06	2.7676800621105e-06	0.00078542	0.00108096	0.00047644	0.00047998	0.008817	0.000101517354514925	0.417092	0.411052	4.00377230879657e-08	3.82188522340785e-08	0.00091667	0.00093827	-3e-08	0	0.039892	1e-06	3.316625	NA	5.68181818181818e-11	0	2.5e-06	0	-4.9e-07	-3.7e-07	0.301165	1e-06	NA	NA	7.52818151246418e-12	0	9.1e-07	0	0.99843158	0.76952658	-0.270123	0.342143936271676	0.254651	0.274547	0.0646444494262624	0.0446353882941081	0.61377581	0.5095857	0	0	0
chr1	153890000	154040000	150	153890000	154040000	Non-Differential	Complex	Non-Differential	Differential	-1.81633404177775	-2.65426585806858	1.68484742942595	2.26906559752122	1.02086410095902	1.88068790109217	Matrix 2	Matrix 2	TRUE	1.35285576519249	-2.23529994992317	0.00688078	0.0067626	-0.017007	0.00320356209341412	0.268009	0.256374	3.45396250904429e-06	3.0077418535675e-06	0.00092606	0.0009249	0.00069306	0.00069732	0.007717	0.000101517354514925	0.621422	0.590868	1.74649022912392e-07	1.64590672657469e-07	0.00023178	0.00023577	0	0	0	1e-06	NA	NA	0	0	0	0	-1.1e-07	3.4e-07	0.59485	1e-06	NA	NA	0	0	0	5e-07	1.0447797	0.84742435	-0.22145	0.342143936271676	0.551548	0.59303	0.332054788403369	0.252554249915293	0.22014629	0.21687558	0	0	0
chr1	154040000	154190000	150	154040000	154190000	Complex	Shifted	Differential	Shifted	-2.65426585806858	-2.12638557403059	1.02086410095902	1.88068790109217	2.7712635169882	3.45183483289745	Matrix 2	Matrix 2	TRUE	1.89606380897361	-2.39032571604959	0.00559599	0.00553791	-0.009553	0.00320356209341412	0.236442	0.236939	1.74108563364901e-06	1.71718887834373e-06	0.00099087	0.00088547	0.00063536	0.00063693	0.00308	0.000101517354514925	0.459712	0.47463	9.11468088276437e-08	8.80972158397983e-08	5.72e-06	9.107e-05	0	-3.2e-07	-0.552857	1e-06	NA	NA	0	0	0	0	2.1e-07	6.8e-07	0.475441	1e-06	NA	NA	0	1.6666667163372e-12	7.7e-07	5e-07	1.05905055	0.84016276	-0.245053	0.342143936271676	0.423921	0.472271	0.201559597632785	0.157438646201991	0.15825512	0.13650535	0	0	0
chr1	154200000	154330000	130	154200000	154330000	Shifted	Non-Differential	Shifted	Non-Differential	2.23186100239534	-1.62464561378769	1.84775241473842	1.11333251562712	1.23361590196109	1.75733293797397	Matrix 1	Matrix 2	FALSE	1.54068415834976	0.303607694303822	0.00582461	0.00578553	-0.006259	0.00320356209341412	0.156542	0.152421	8.36436750333776e-07	7.7403133564961e-07	0.00106707	0.00105121	0.00073447	0.0008176	0.136769	0.000101517354514925	0.613592	0.663889	2.05166761408672e-07	3.04662626541193e-07	0.00034881	0.00042817	0	-3.2e-07	-0.558838	1e-06	NA	NA	0	2.14530758204827e-11	0	1.67e-06	2.4e-07	-2.1e-07	-0.652713	1e-06	NA	NA	4.56076918134323e-12	0	7.7e-07	9.1e-07	1.03223883	0.97175185	-0.064933	0.342143936271676	0.741271	0.91824	0.585492870497591	0.796214514522652	0.55131018	0.44976315	0	0	0
chr1	154340000	154480000	140	154340000	154480000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.96351552161363	-1.58047511170008	1.26870420937328	1.90259717141119	1.20512546166057	1.71458247094354	Matrix 2	Matrix 2	FALSE	1.23691483551693	-1.77199531665686	0.0047762	0.00471768	-0.010619	0.00320356209341412	0.306192	0.31171	2.13492881107902e-06	2.15628281002551e-06	0.00176435	0.0018032	0.00091108	0.00084986	-0.089962	0.000101517354514925	0.700006	0.654077	4.24961407336257e-07	2.93162275585991e-07	0.00035708	0.00041624	1.9e-07	3.6e-07	0.183992	1e-06	NA	NA	0	0	0	0	1.13e-06	-7.2e-07	-2.934944	1e-06	3.741657	NA	4.95635005106926e-10	5.91499975979328e-12	8.33e-06	9.1e-07	1.1376075	0.90621138	-0.245326	0.342143936271676	0.657092	0.669081	0.558768633782783	0.367635106175809	0.50458664	0.46697114	0	0	0
chr1	154490000	154630000	140	154490000	154630000	Non-Differential	Strength Change	Non-Differential	Differential	-0.22916476769575	-2.0764379199373	1.57160561106815	1.63957556060031	1.55263370119024	2.22209098410005	Matrix 2	Matrix 2	TRUE	1.5621196561292	-1.15280134381652	0.00376536	0.00365732	-0.02254	0.00320356209341412	0.25702	0.272236	9.25199435674283e-07	9.84449159267204e-07	0.0011894	0.00118292	0.00164284	0.00157748	-0.055096	0.000101517354514925	0.287907	0.28499	2.31020590135382e-07	1.97327450853776e-07	0.00022743	0.00030363	0	0	0	1e-06	NA	NA	0	0	0	0	0	-2.38e-06	NA	1e-06	NA	NA	0	7.14285714285714e-10	8.33e-06	1e-05	1.20420438	0.8045514	-0.431383	0.342143936271676	0.489774	0.394625	0.347852607727466	0.100804679289115	0.39292855	0.34490455	3	0	3
chr1	154630000	154780000	150	154630000	154780000	Strength Change	Non-Differential	Differential	Non-Differential	-2.0764379199373	0.65163611372352	1.55263370119024	2.22209098410005	3.94416181145065	3.7153529121439	Matrix 2	Matrix 1	TRUE	2.74839775632044	-0.712400903106889	0.0041556	0.00388473	-0.054104	0.00320356209341412	0.282436	0.260612	1.34889748194464e-06	1.01689512925081e-06	0.0005241	0.00060622	0.00195628	0.00186707	-0.063941	0.000101517354514925	0.249588	0.228561	2.51948070471966e-07	1.80199353087851e-07	0.00072924	0.0006926	0	0	0	1e-06	NA	NA	0	0	0	0	1.1e-07	-7.6e-07	-2.231764	1e-06	3.872983	NA	2.99266681575775e-12	7.39260019054413e-11	0	1.077e-05	1.47410603	1.08014027	-0.352753	0.342143936271676	0.442528	0.376586	0.425544602988765	0.165460672928154	0.19137959	0.2238236	0	0	0
chr1	154790000	154890000	100	154790000	154890000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.298408482135786	-0.781765102257706	2.17050174245655	2.06418281010385	3.75200800803945	3.99067576265828	Matrix 1	Matrix 2	FALSE	2.961254875248	-0.24167831006096	0.00375849	0.0038696	0.022842	0.00320356209341412	0.323247	0.351043	1.43882199434103e-06	1.85544849167908e-06	0.00196928	0.00217044	0.00301513	0.00291712	-0.046097	0.000101517354514925	0.244717	0.190602	5.64445196150294e-07	2.99639437872547e-07	0.00134978	0.00126096	5.6e-07	0	-0.643851	1e-06	NA	NA	0	0	0	0	2.5e-07	-1.6e-07	-0.577761	1e-06	3.162278	8.286535	1.00000002980232e-11	8.41166654126512e-12	1e-06	1.19e-06	1.35762205	1.15588092	-0.182275	0.342143936271676	0.379401	0.591096	0.265302292182864	0.466776209606242	0.41827502	0.3250633	0	0	0
chr1	155060000	155220000	160	155060000	155220000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.243499305535364	-0.569305069974569	2.32980558640056	2.24069029476997	3.39898971990077	3.56997901173288	Matrix 1	Matrix 2	FALSE	2.86439765315066	-0.162902882219602	0.00608894	0.00625864	0.026109	0.00320356209341412	0.212591	0.189235	1.63537515154566e-06	1.40435286430692e-06	0.00126851	0.00114239	0.00223129	0.00216475	-0.041753	0.000101517354514925	0.511041	0.535321	1.37352069408866e-06	1.29125835638643e-06	0.00052511	0.00034235	0	-1.6e-07	-0.245111	1e-06	NA	NA	0	6.25000018626452e-12	0	1.11e-06	-8.4e-07	-1.4e-07	2.456759	1e-06	NA	NA	7.70062519848347e-12	0	3.02e-06	6.67e-06	2.76698107	2.5805868	-0.089192	0.342143936271676	0.53802	0.596382	2.21622498224756	2.36859951171574	1.35218113	0.89079547	0	0	0
chr1	155230000	155410000	180	155230000	155410000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.279634672993554	0.685595694928331	2.28794465705637	2.18724176945187	1.72626261014024	1.49576547973906	Matrix 1	Matrix 1	FALSE	2.00710363359831	0.482615183960943	0.00549053	0.00554115	0.008376	0.00320356209341412	0.334018	0.313915	3.33681185543941e-06	3.0107070711867e-06	0.00127033	0.0010319	0.00145812	0.00133181	-0.121836	0.000101517354514925	0.652643	0.731111	8.78687930266134e-07	9.65170749172238e-07	0.00063777	0.00043941	0	-1e-07	-0.149778	1e-06	NA	NA	0	0	1.67e-06	0	-1.38e-06	-1.55e-06	0.536243	1e-06	NA	11.705726	7.64154595368283e-11	1.93677521018982e-10	4.44e-06	1.214e-05	1.2986379	1.0375479	-0.250037	0.342143936271676	1.104641	1.201974	2.05787103906097	1.55525908656001	1.12355168	1.13131837	0	0	0
chr1	155420000	155540000	120	155420000	155540000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.810371560668396	-0.938382278716927	1.61263218464638	1.86964934947472	2.3097364766742	2.60548504870466	Matrix 2	Matrix 2	FALSE	1.96118433066029	-0.874376919692662	0.00689629	0.00674243	-0.022147	0.00320356209341412	0.162417	0.144732	1.24448103079434e-06	9.38349822068167e-07	0.00194493	0.001607	0.00136439	0.00144355	0.07588	0.000101517354514925	0.401466	0.395012	3.03083098403781e-07	3.14805710276302e-07	0.00041877	0.00046387	-7.39e-06	-7.63e-06	0.0545	1e-06	NA	NA	8.31271135819392e-10	5.33333349227905e-10	1.167e-05	8e-06	-2.7e-07	-1.7e-07	0.184916	1e-06	NA	NA	0	0	2.33e-06	1.286e-05	1.82391291	1.62577524	-0.1384	0.342143936271676	0.399595	0.461868	0.531195790689669	0.563850618501751	1.00448337	0.90475005	0	0	0
chr1	155560000	155690000	130	155560000	155690000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.42855572742491	0.616546203586908	1.34451425682119	1.8039229139145	1.60093777200191	1.39345006737648	Matrix 2	Matrix 1	FALSE	1.47272601441155	-0.406004761919002	0.00599058	0.00610681	0.018125	0.00320356209341412	0.181889	0.182607	1.18095492674142e-06	1.25187701136597e-06	0.00096333	0.00062242	0.0013521	0.00113156	-0.237377	0.000101517354514925	0.23476	0.258917	1.07611717820835e-07	8.81659602803511e-08	0.00012245	0.00012015	1.5e-07	0	-0.199218	1e-06	NA	NA	0	0	0	0	4.5e-07	-2.2e-07	-0.882157	1e-06	3.605551	NA	3.07692316862253e-11	9.4230749973885e-13	2e-06	3.5e-07	0.98674962	0.72609682	-0.314989	0.342143936271676	0.254	0.248742	0.062815831069647	0.0326198231747497	0.88824738	0.72135122	0	0	0
chr1	155710000	155860000	150	155710000	155860000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.03427591521715	-1.56528613057879	2.30154536393276	1.95510037004055	2.99990715431138	3.4968384860379	Matrix 1	Matrix 2	FALSE	2.65072625912207	-0.265505107680818	0.0063766	0.00630664	-0.010573	0.00320356209341412	0.392678	0.395157	6.40419464433001e-06	6.25042439230576e-06	0.001148	0.00134073	0.00132545	0.00128606	-0.04038	0.000101517354514925	0.597747	0.671024	6.2557189326616e-07	7.54536229233509e-07	0.00054799	0.00053835	-3e-08	0	0.038994	1e-06	NA	NA	0	0	0	0	5.4e-06	1.54e-06	-1.333046	1e-06	3.872983	NA	6.66666666666667e-10	0	2e-06	0	3.31678334	2.47031954	-0.379586	0.342143936271676	0.991665	1.073769	10.8185103653971	7.03608052279722	0.7727393	0.52786805	2	0	2
chr1	155860000	155970000	110	155860000	155970000	Non-Differential	Split	Non-Differential	Differential	-1.56528613057879	2.24254833855409	2.99990715431138	3.4968384860379	1.93046016583575	1.19221151027923	Matrix 2	Matrix 1	TRUE	2.46518366007357	0.338631103987651	0.00583159	0.00595103	0.018946	0.00320356209341412	0.179511	0.165918	1.09672428409354e-06	9.65491061816378e-07	0.00059947	0.00066358	0.00110399	0.00093256	-0.221294	0.000101517354514925	0.399298	0.442539	1.99802535650673e-07	1.81681738603831e-07	0.00040764	0.00041148	0	0	0	1e-06	NA	NA	0	0	0	0	2.8e-07	2.3e-07	-0.065291	1e-06	3.316625	NA	1.42045454545455e-11	0	1.25e-06	0	0.73180726	0.52535707	-0.307991	0.342143936271676	0.410393	0.385009	0.0901980930340967	0.0409123726571204	0.64862346	0.45139564	0	0	0
chr1	156110000	156220000	110	156110000	156220000	Non-Differential	Strength Change	Non-Differential	Differential	1.59547990193608	3.46764806242168	1.8968579872064	1.36941399482706	3.20505901832125	2.06257739301536	Matrix 1	Matrix 1	TRUE	2.55095850276382	2.53156398217888	0.00369488	0.00363954	-0.01162	0.00320356209341412	0.939859	0.944412	1.20525314863231e-05	1.19001589459871e-05	0.00400665	0.0040089	0.00043504	0.00049476	0.152257	0.000101517354514925	0.973962	0.968222	1.91417300844888e-07	2.26337357378867e-07	0.00046605	0.00048934	0	0	0	1e-06	NA	NA	0	0	0	7.7e-07	-2e-07	2.3e-07	0.609204	1e-06	NA	NA	0	0	1.67e-06	5.9e-07	0.65965534	0.51783279	-0.220224	0.342143936271676	0.975687	0.961035	0.414237672777697	0.247653594794714	0.5486916	0.48331633	0	0	0
chr1	156320000	156490000	170	156320000	156490000	Merge	Non-Differential	Differential	Non-Differential	-2.18934785110447	-1.0234828856395	1.44807067420066	2.1547291079118	2.00424707785686	2.3289917217092	Matrix 2	Matrix 2	TRUE	1.72615887602876	-1.60641536837198	0.00688031	0.00683945	-0.005857	0.00320356209341412	0.230088	0.229022	2.53214515285224e-06	2.44660913732552e-06	0.0014604	0.0015459	0.00050589	0.00047447	-0.076632	0.000101517354514925	0.492582	0.508599	6.1787676357279e-08	5.83442773446915e-08	0.00020082	0.00024731	-1.3e-07	9e-08	0.33315	1e-06	NA	NA	4.87117627277094e-12	0	1e-06	1.82e-06	-1e-07	-1.7e-07	-0.122335	1e-06	4.123106	NA	1.64052932744868e-11	7.31360276255976e-12	1.02e-06	9.1e-07	0.87868196	0.67349589	-0.265469	0.342143936271676	0.425927	0.408921	0.140067928842255	0.0758497253437871	0.45169063	0.34031901	0	0	0
chr1	156490000	156630000	140	156490000	156630000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.0234828856395	-1.14831179207805	2.00424707785686	2.3289917217092	2.19710706703039	2.56167702553979	Matrix 2	Matrix 2	FALSE	2.10067707244362	-1.08589733885877	0.00670079	0.00689497	0.028011	0.00320356209341412	0.389825	0.364569	6.87380932246755e-06	6.30113773667832e-06	0.00216503	0.00227426	0.00151407	0.00130267	-0.202324	0.000101517354514925	0.641159	0.654979	9.32489225542723e-07	7.21155787787875e-07	0.00010637	0.00024651	0	-2e-07	-0.318709	1e-06	NA	NA	0	0	0	0	-7.5e-07	-8.2e-07	-0.491519	1e-06	NA	NA	1.71910441959723e-11	0	1.02e-06	0	0.59985777	0.4821095	-0.192642	0.342143936271676	0.353831	0.368446	0.0450456367295522	0.0315504337166505	0.69945187	0.52286687	0	0	0
chr1	156640000	156740000	100	156640000	156740000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.4341235060809	0.264442482897821	4.65952740777641	4.17294660682711	1.62541494790223	1.53245645215099	Matrix 1	Matrix 1	FALSE	3.14247117783932	0.849282994489361	0.00775153	0.00784841	0.012703	0.00320356209341412	0.230075	0.211804	3.14674389431998e-06	2.79126854947405e-06	0.00100212	0.00097174	0.00175525	0.00162761	-0.102746	0.000101517354514925	0.498182	0.519803	7.88188859449181e-07	7.60041992718321e-07	0.0002852	0.00032743	3.6e-07	-2.8e-07	-0.909873	1e-06	3.162278	NA	2.0449001909256e-11	0	1.43e-06	0	2.26e-06	1.41e-06	-0.436943	1e-06	3.162278	NA	5.04100033009053e-12	0	7.1e-07	2.1e-07	1.25793929	0.975214	-0.2805	0.342143936271676	0.397001	0.419664	0.249408475582917	0.167498586634904	0.42328544	0.39888439	0	0	0
chr1	156750000	156910000	160	156750000	156910000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.786291461582866	-0.990633242615681	2.41847315158967	2.6642470252997	1.74126179342128	2.05642252797938	Matrix 2	Matrix 2	FALSE	2.07986747250548	-0.888462352099273	0.0075275	0.00753291	0.000726	0.00320356209341412	0.167078	0.163796	1.58173199811293e-06	1.53273388041536e-06	0.00059115	0.00041246	0.00116167	0.00102582	-0.164146	0.000101517354514925	0.335581	0.364395	1.61404482096315e-07	1.35920647733898e-07	0.00029286	0.00021037	-7e-08	2.7e-07	0.455221	1e-06	NA	NA	6.25000018626452e-12	3.70562495984137e-12	2.43e-06	0	0	-1e-07	-0.154509	1e-06	NA	NA	0	7.13695790372293e-12	7.1e-07	2.1e-07	1.13065622	0.90568965	-0.239136	0.342143936271676	0.31681	0.340528	0.128308936444214	0.095117539192566	0.21231391	0.17020125	0	0	0
chr1	156910000	157080000	170	156910000	157080000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.990633242615681	-0.706181854345594	1.74126179342128	2.05642252797938	2.319367197448	2.53947879625936	Matrix 2	Matrix 2	FALSE	2.03031449543464	-0.848407548480637	0.00759613	0.00769222	0.012779	0.00320356209341412	0.244374	0.23263	3.40356178942823e-06	3.19991421567445e-06	0.00112696	0.0010396	0.00141748	0.00136403	-0.051681	0.000101517354514925	0.372489	0.32561	2.86194002465326e-07	2.01477593244784e-07	0.00059647	0.00058626	6e-08	0	-0.08846	1e-06	NA	NA	0	0	1e-06	0	-1e-08	-2.5e-07	-0.3895	1e-06	NA	NA	0	1.64052932744868e-11	0	1.67e-06	1.20433045	0.9615531	-0.246374	0.342143936271676	0.260012	0.267331	0.0980544727517683	0.0660749128300427	0.30140172	0.27448326	0	0	0
chr1	157090000	157230000	140	157090000	157230000	Non-Differential	Merge	Non-Differential	Differential	-0.987583663290569	-2.84009683150479	2.14163427788564	2.45411111001335	0.997365793309581	1.91778887645365	Matrix 2	Matrix 2	TRUE	1.56950003559761	-1.91384024739768	0.00511663	0.00504536	-0.012412	0.00320356209341412	0.235398	0.239792	1.46159377152902e-06	1.46203913619347e-06	0.00149429	0.00149767	0.0006831	0.00067449	-0.015927	0.000101517354514925	0.286833	0.340923	3.95303859770604e-08	5.51589147123026e-08	0.00053542	0.00051713	0	0	0	1e-06	NA	NA	0	0	0	0	4.3e-07	-1e-07	-0.671972	1e-06	NA	NA	0	0	0	1.67e-06	1.07871062	0.88394963	-0.21269	0.342143936271676	0.506684	0.539319	0.298736268748507	0.22727583192918	0.19595851	0.19489506	0	0	0
chr1	157230000	157390000	160	157230000	157390000	Merge	Non-Differential	Differential	Non-Differential	-2.84009683150479	-1.81556676597301	0.997365793309581	1.91778887645365	1.51185193773311	2.09655099462138	Matrix 2	Matrix 2	TRUE	1.25460886552134	-2.3278317987389	0.00403201	0.00402287	-0.001825	0.00320356209341412	0.231818	0.233263	8.88609505312783e-07	8.76389907534112e-07	0.0002757	0.0002948	0.00062349	0.00056552	-0.120227	0.000101517354514925	0.254692	0.261641	2.30532683024359e-08	2.30210714878329e-08	0.00013575	0.00010876	0	0	0	1e-06	NA	NA	0	0	0	0	-4.2e-07	-9e-08	0.659869	1e-06	NA	NA	2.50000007450581e-11	0	2e-06	0	0.77505865	0.61000712	-0.230628	0.342143936271676	0.338973	0.387617	0.0690239726057364	0.0559085111665615	0.19931166	0.21182582	0	0	0
chr1	157390000	157540000	150	157390000	157540000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.81556676597301	-1.13589328878275	1.51185193773311	2.09655099462138	1.92364266080883	2.28532463191867	Matrix 2	Matrix 2	FALSE	1.71774729927097	-1.47573002737788	0.00667674	0.00657711	-0.014621	0.00320356209341412	0.31873	0.313512	4.48296293956502e-06	4.2677415196475e-06	0.00025756	0.00024115	0.00089543	0.00095552	0.084427	0.000101517354514925	0.484139	0.441313	2.01621516823757e-07	1.78281177532954e-07	0.00021674	0.00015862	0	1.1e-07	0.152723	1e-06	NA	3.872983	0	2.99266681575775e-12	0	6.7e-07	-1.7e-07	-2.2e-07	-0.092722	1e-06	NA	NA	0	1.6666667163372e-12	2e-06	5e-07	1.77332572	1.27851621	-0.384396	0.342143936271676	0.931599	0.911828	2.72923483804689	1.35907763452751	0.40453467	0.28611147	1	0	1
chr1	157550000	157820000	270	157550000	157820000	Strength Change	Non-Differential	Differential	Non-Differential	-2.35220002122117	1.34960012208041	2.03452900474577	2.79172933670376	1.54177504677613	1.09588064294216	Matrix 2	Matrix 1	TRUE	1.78815202576095	-0.501299949570377	0.00607408	0.00602414	-0.007786	0.00320356209341412	0.247192	0.243257	2.25292845889159e-06	2.15120455497435e-06	0.00111613	0.0010557	0.00081831	0.00087755	0.090053	0.000101517354514925	0.555417	0.522499	2.11426740351193e-07	2.12018708358935e-07	0.00031194	0.00030848	5e-08	4e-08	-0.02041	1e-06	NA	NA	0	0	0	6.7e-07	-3.5e-07	-4e-08	0.573926	1e-06	NA	NA	4.10700010585785e-11	0	0	5e-07	1.68215957	1.34974087	-0.258794	0.342143936271676	0.898751	0.813711	2.28568688779674	1.20626962270018	0.06634302	0.20325474	2	1	1
chr1	157830000	157970000	140	157830000	157970000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.443400188337256	-1.20144614564392	1.79150007892565	1.92828877479947	1.7181971524203	2.10208857638126	Matrix 2	Matrix 2	FALSE	1.75484861567298	-0.822423166990589	0.00410024	0.00408571	-0.002872	0.00320356209341412	0.23757	0.243193	9.27013299983937e-07	1.00015131045708e-06	0.00073314	0.00067102	0.00035099	0.00038379	0.100957	0.000101517354514925	0.357178	0.394727	1.62295283087851e-08	2.26284872080424e-08	0.00024225	0.00029156	0	0	0	1e-06	NA	NA	0	0	0	8.3e-07	0	0	0	1e-06	NA	NA	0	0	0	5e-06	0.88655661	0.77877392	-0.132453	0.342143936271676	0.49662	0.433659	0.193839909446823	0.114054625000625	0.4331386	0.54161081	0	0	0
