loop_id	direction	anchor1_annotation	anchor2_annotation	anchor1_gene	anchor2_gene
loop_12711	up	Promoter (<=1kb)	Distal Intergenic	Cebpb	Ptpn1
loop_12903	up	3' UTR	Promoter (<=1kb)	Eya2	Ncoa3
loop_13103	up	Distal Intergenic	Promoter (<=1kb)	Mettl15	Bdnf
loop_13130	up	Distal Intergenic	Promoter (<=1kb)	Rasgrp1	Thbs1
loop_13211	up	Promoter (<=1kb)	Distal Intergenic	Zfp804a	A130030D18Rik
loop_13265	up	Promoter (<=1kb)	Exon (ENSMUST00000230629.1/ENSMUST00000230629.1, exon 1 of 7)	Hoxd3	Mtx2
loop_13293	down	Distal Intergenic	Promoter (<=1kb)	Dapl1	Gm13580
loop_13298	down	Promoter (<=1kb)	Distal Intergenic	Platr8	Slc5a12
loop_13348	down	Promoter (<=1kb)	Promoter (<=1kb)	Sp9	Hoxd10
loop_13349	down	Promoter (<=1kb)	Promoter (<=1kb)	Dlx1as	Evx2
loop_13363	down	Promoter (<=1kb)	Intron (ENSMUST00000103241.7/214968, intron 5 of 20)	Shf	Sema6d
loop_13526	up	Promoter (<=1kb)	Distal Intergenic	Rtl9	Chrdl1
loop_13531	down	Exon (ENSMUST00000232283.1/331424, exon 8 of 8)	Promoter (<=1kb)	Cdr1	Ldoc1
loop_13908	up	Promoter (<=1kb)	Distal Intergenic	Mir1897	Mir6378
loop_13920	down	Promoter (<=1kb)	Promoter (<=1kb)	Snora24	1700003H04Rik
loop_13995	up	Promoter (<=1kb)	Exon (ENSMUST00000198096.1/ENSMUST00000198096.1, exon 1 of 1)	A230001M10Rik	Tspan2
loop_14007	down	Exon (ENSMUST00000192145.5/80877, exon 10 of 51)	Promoter (<=1kb)	Lrba	Cd1d1
loop_14135	up	Intron (ENSMUST00000193544.1/ENSMUST00000193544.1, intron 3 of 3)	Promoter (1-2kb)	Mannr	Mecom
loop_14444	up	Distal Intergenic	Promoter (<=1kb)	1700057H15Rik	Pou3f1
loop_14509	up	Distal Intergenic	Promoter (<=1kb)	4930441J16Rik	Hoxd13
loop_14534	down	Promoter (<=1kb)	Promoter (<=1kb)	Cnr1	Akirin2
loop_14557	up	Promoter (<=1kb)	Distal Intergenic	Plpp3	Gm12724
loop_14561	up	5' UTR	Promoter (<=1kb)	Galnt12	Tgfbr1
loop_14610	up	Promoter (<=1kb)	Exon (ENSMUST00000121022.1/ENSMUST00000121022.1, exon 1 of 1)	Runx1t1	Slc26a7
loop_14618	down	Distal Intergenic	Promoter (<=1kb)	Zfp365	Rtkn2
loop_14620	down	3' UTR	Promoter (<=1kb)	Mir1929	Prep
loop_14623	down	Distal Intergenic	Promoter (<=1kb)	4930548K13Rik	Epha7
loop_14839	up	Promoter (<=1kb)	Promoter (<=1kb)	Fam185a	Fbxl13
loop_14949	up	Promoter (<=1kb)	Exon (ENSMUST00000110829.6/17120, exon 12 of 17)	Elfn1	Mad1l1
loop_15008	up	Promoter (<=1kb)	Exon (ENSMUST00000197688.1/ENSMUST00000197688.1, exon 1 of 2)	Pitpnb	1700028D13Rik
loop_15012	down	Promoter (<=1kb)	Promoter (<=1kb)	Uba6	Ythdc1
loop_15017	up	Promoter (<=1kb)	Promoter (<=1kb)	Cep135	Cracd
loop_15032	down	Promoter (<=1kb)	Distal Intergenic	Auts2	Castor2
loop_15077	down	Promoter (<=1kb)	3' UTR	Cenpc1	Tmprss11d
loop_15080	up	Promoter (<=1kb)	Exon (ENSMUST00000178061.1/ENSMUST00000178061.1, exon 1 of 1)	Tmem132b	4933438B17Rik
loop_15100	up	Promoter (<=1kb)	Promoter (<=1kb)	Sema3d	Sema3a
loop_15101	down	Promoter (<=1kb)	Promoter (<=1kb)	Arhgap24	1700016H13Rik
loop_15126	up	Promoter (<=1kb)	Exon (ENSMUST00000130116.1/20349, exon 5 of 16)	Sema3d	Sema3e
loop_15295	down	Distal Intergenic	Promoter (<=1kb)	Mir148a	Hoxa2
loop_15305	down	Promoter (<=1kb)	Distal Intergenic	Crbn	Crbn
loop_15341	down	Distal Intergenic	Promoter (<=1kb)	Kcnd2	Kcnd2
loop_15357	up	Promoter (<=1kb)	Promoter (<=1kb)	Fbxl14	Rad52
loop_15379	up	Promoter (<=1kb)	Exon (ENSMUST00000203918.1/ENSMUST00000203918.1, exon 1 of 1)	Hoxa13	Hibadh
loop_15407	up	Distal Intergenic	Promoter (<=1kb)	Akr1d1	Atp6v0a4
loop_15452	down	Promoter (<=1kb)	Exon (ENSMUST00000113261.8/269784, exon 8 of 20)	Cntn4	Cntn4
loop_15459	down	Distal Intergenic	Promoter (<=1kb)	A530053G22Rik	Mmrn1
loop_15469	down	Distal Intergenic	Promoter (<=1kb)	Ankrd7	Mir6370
loop_15505	down	Distal Intergenic	Promoter (<=1kb)	Mir6370	Kcnd2
loop_15524	up	Promoter (<=1kb)	Promoter (<=1kb)	Hoxa13	Tax1bp1
loop_15525	down	Promoter (<=1kb)	Distal Intergenic	Igf2bp3	Mir148a
loop_15538	down	Distal Intergenic	Promoter (<=1kb)	Mir6370	Kcnd2
loop_15581	up	Distal Intergenic	Promoter (<=1kb)	1700065J11Rik	Chrm2
loop_15599	down	Promoter (<=1kb)	Intron (ENSMUST00000114641.7/66797, intron 15 of 23)	Cntnap2	Cntnap2
loop_15717	up	Intron (ENSMUST00000105902.7/210274, intron 13 of 22)	Promoter (<=1kb)	Shank2	Cttn
loop_15772	up	Exon (ENSMUST00000208857.1/ENSMUST00000208857.1, exon 1 of 1)	Promoter (<=1kb)	Ano1	Fgf15
loop_15843	up	Exon (ENSMUST00000206679.1/ENSMUST00000206679.1, exon 1 of 4)	Promoter (<=1kb)	Wdr11	Fgfr2
loop_15868	up	Distal Intergenic	Promoter (<=1kb)	4930583K01Rik	Syt17
loop_15922	down	Promoter (<=1kb)	Promoter (<=1kb)	Gm5893	Mir7046
loop_15937	up	Promoter (<=1kb)	Promoter (<=1kb)	Trim68	Or51s1
loop_15970	up	5' UTR	Promoter (<=1kb)	Fank1	D7Ertd443e
loop_15992	up	5' UTR	Promoter (<=1kb)	Fank1	Adam12
loop_16013	up	Exon (ENSMUST00000205302.1/ENSMUST00000205302.1, exon 1 of 2)	Promoter (<=1kb)	Cyp2j11	Cyp2j5
loop_16060	up	Distal Intergenic	Promoter (<=1kb)	C230079O03Rik	Ebf3
loop_16063	down	Promoter (<=1kb)	Promoter (<=1kb)	Trpm1	Apba2
loop_16092	up	Promoter (<=1kb)	Exon (ENSMUST00000158015.1/ENSMUST00000158015.1, exon 1 of 1)	Luzp2	Siglech
loop_16105	up	Promoter (<=1kb)	Promoter (<=1kb)	4930402F11Rik	Gm29683
loop_16121	down	Promoter (<=1kb)	Promoter (<=1kb)	Psg16	Psg20
loop_16124	up	Exon (ENSMUST00000209956.1/ENSMUST00000209956.1, exon 2 of 4)	Promoter (<=1kb)	Mki67	Ebf3
loop_16134	up	Promoter (<=1kb)	Promoter (<=1kb)	Sec23ip	Ate1
loop_16135	down	Distal Intergenic	Promoter (<=1kb)	Snrpn	Magel2
loop_16137	down	Promoter (<=1kb)	Distal Intergenic	Gabra5	Ube3a
loop_16141	down	Promoter (<=1kb)	3' UTR	D7Ertd443e	Cdkn1c
loop_16145	down	Distal Intergenic	Promoter (<=1kb)	Igf1r	Nr2f2
loop_16428	up	Distal Intergenic	Promoter (<=1kb)	Ifngas1	1700064J06Rik
loop_16455	down	Distal Intergenic	Promoter (<=1kb)	Gm20125	Cited2
loop_16479	down	Exon (ENSMUST00000220374.1/ENSMUST00000220374.1, exon 1 of 2)	Promoter (<=1kb)	C330004P14Rik	Gm20125
loop_16511	down	Promoter (<=1kb)	3' UTR	S1pr4	AU041133
loop_16577	up	Exon (ENSMUST00000217771.1/ENSMUST00000217771.1, exon 1 of 2)	Promoter (<=1kb)	Timm8a1	Utrn
loop_16772	down	Promoter (<=1kb)	Promoter (<=1kb)	Gata4	Pou4f1
loop_16851	up	Promoter (<=1kb)	Exon (ENSMUST00000213341.1/ENSMUST00000213341.1, exon 1 of 3)	Mir100hg	Sc5d
loop_16862	down	Promoter (<=1kb)	Promoter (<=1kb)	Onecut1	Tbx18
loop_16898	up	Promoter (<=1kb)	Exon (ENSMUST00000036796.7/320027, exon 7 of 16)	Fstl4	Gm11186
loop_16935	up	Exon (ENSMUST00000131630.1/ENSMUST00000131630.1, exon 1 of 2)	Promoter (<=1kb)	4930469K13Rik	Spdl1
loop_16936	down	Promoter (<=1kb)	3' UTR	Spdl1	Wwc1
loop_16999	down	Distal Intergenic	Promoter (<=1kb)	Adamts6	Cwc27
loop_17033	down	Promoter (<=1kb)	Promoter (<=1kb)	Otp	Foxd1
loop_17034	down	Promoter (<=1kb)	Promoter (<=1kb)	Arrdc3	Rasa1
loop_17041	down	Promoter (<=1kb)	Promoter (<=1kb)	Prss16	Barx1
loop_17042	down	3' UTR	Promoter (<=1kb)	Gm26688	Barx1
loop_17094	down	Promoter (<=1kb)	Promoter (<=1kb)	Nrde2	Dglucy
loop_17098	down	Promoter (<=1kb)	Promoter (<=1kb)	Cracr2a	Tspan11
loop_17117	down	Intron (ENSMUST00000190626.6/18191, intron 7 of 18)	Promoter (<=1kb)	Nrxn3	Ston2
loop_17308	down	Promoter (<=1kb)	Promoter (<=1kb)	Tfb1m	Arid1b
loop_17309	down	Promoter (<=1kb)	Promoter (<=1kb)	Ermard	Chd1
loop_17312	down	Distal Intergenic	Promoter (<=1kb)	Mmut	Cd2ap
loop_17427	up	Promoter (<=1kb)	Distal Intergenic	Capn8	Brox
loop_17440	down	Distal Intergenic	Promoter (<=1kb)	Mir6350	Tmeff2
loop_17451	up	Promoter (<=1kb)	Promoter (<=1kb)	Alyreffm1	Prim2
loop_17457	down	Promoter (<=1kb)	Promoter (<=1kb)	Satb2	Zdbf2
loop_17512	up	Promoter (<=1kb)	Exon (ENSMUST00000237035.1/ENSMUST00000237035.1, exon 1 of 3)	Fgf1	Yipf5
loop_17514	down	Distal Intergenic	Promoter (<=1kb)	Gramd2b	Lmnb1
loop_17529	down	Promoter (<=1kb)	Promoter (<=1kb)	Prdm6	Onecut2
loop_17530	down	Promoter (<=1kb)	Promoter (<=1kb)	Gata6	Onecut2
loop_17632	up	Intron (ENSMUST00000109443.7/19281, intron 16 of 30)	Promoter (<=1kb)	Ptprt	Ptprt
loop_17676	down	Promoter (<=1kb)	Promoter (<=1kb)	Ttc28	Pitpnb
loop_17846	up	Promoter (<=1kb)	Promoter (<=1kb)	Tbx15	Gdap2
loop_17879	down	Promoter (<=1kb)	3' UTR	Mecom	Shox2
loop_17880	down	Promoter (<=1kb)	Promoter (<=1kb)	Pitx2	Lhx8
loop_17903	up	Promoter (<=1kb)	Promoter (<=1kb)	Col15a1	Tgfbr1
loop_17922	up	Exon (ENSMUST00000189251.1/ENSMUST00000189251.1, exon 1 of 1)	Promoter (<=1kb)	Gm12830	Foxe3
loop_17939	up	Promoter (<=1kb)	Promoter (<=1kb)	D630039A03Rik	Svep1
loop_17950	up	Promoter (<=1kb)	Promoter (<=1kb)	Ifna1	Gm12602
loop_17973	up	Promoter (<=1kb)	Distal Intergenic	Gdf6	4930448K20Rik
loop_17997	down	Promoter (<=1kb)	Promoter (<=1kb)	Ccdc179	Siglech
loop_18053	down	Promoter (<=1kb)	Promoter (<=1kb)	Gnrhr	Ythdc1
loop_18084	up	3' UTR	Promoter (<=1kb)	Slc15a4	Tmem132d
loop_18097	down	Promoter (1-2kb)	Distal Intergenic	Adgra3	Mir6417
loop_18099	up	Promoter (<=1kb)	Promoter (<=1kb)	Crlf2	Zscan25
loop_18145	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Hoxa2
loop_18252	up	Promoter (<=1kb)	Exon (ENSMUST00000208857.1/ENSMUST00000208857.1, exon 1 of 1)	Cttn	Ano1
loop_18294	down	Distal Intergenic	Promoter (<=1kb)	Snrpn	Magel2
loop_18296	up	Promoter (<=1kb)	Promoter (<=1kb)	Mmp21	Adam12
loop_18305	up	5' UTR	Promoter (<=1kb)	Sec23ip	Ate1
loop_18385	up	Exon (ENSMUST00000165341.4/628870, exon 27 of 58)	Promoter (<=1kb)	Ptprq	Gm36283
loop_18397	up	Promoter (<=1kb)	Promoter (<=1kb)	Zfa-ps	Cep85l
loop_18402	down	Promoter (<=1kb)	Exon (ENSMUST00000020071.3/20464, exon 2 of 11)	Ostm1	Sim1
loop_18423	down	Promoter (<=1kb)	3' UTR	Psd3	Slc18a1
loop_18427	up	Promoter (<=1kb)	Intron (ENSMUST00000033965.13/23965, intron 2 of 28)	Dctd	Tenm3
loop_18432	up	Exon (ENSMUST00000082104.6/94109, exon 58 of 70)	Promoter (<=1kb)	Csmd1	Csmd1
loop_18467	up	Promoter (<=1kb)	5' UTR	Gata4	Fam167a
loop_18470	up	Promoter (<=1kb)	Promoter (<=1kb)	4930432J09Rik	Pou4f1
loop_18532	up	Promoter (<=1kb)	3' UTR	Cpne4	Mrpl3
loop_18542	down	Promoter (<=1kb)	Promoter (<=1kb)	Bsx	Isl2
loop_18578	up	Promoter (<=1kb)	Distal Intergenic	Cobl	Cobl
loop_18633	down	3' UTR	Promoter (<=1kb)	Adamts6	Cwc27
loop_18638	down	3' UTR	Promoter (<=1kb)	Cetn3	Mef2c
loop_18640	down	Promoter (<=1kb)	Promoter (<=1kb)	Ramacl	Krbox5
loop_18643	down	Promoter (<=1kb)	Promoter (<=1kb)	Cetn3	Rasa1
loop_18651	down	Promoter (<=1kb)	Promoter (<=1kb)	Atxn7l3b	Tph2
loop_18660	down	Promoter (<=1kb)	Distal Intergenic	A830082K12Rik	Ccnh
loop_18698	up	Promoter (<=1kb)	Promoter (<=1kb)	Mir1938	Lrrn3
loop_18715	up	Promoter (<=1kb)	Promoter (<=1kb)	Zfp622	Marchf11
loop_18872	up	Promoter (1-2kb)	Distal Intergenic	Nckap5	Nckap5
loop_18875	up	Promoter (<=1kb)	Promoter (1-2kb)	Pam	Gm29461
loop_18880	down	Promoter (<=1kb)	Distal Intergenic	Idh1	Pth2r
loop_18884	up	Intron (ENSMUST00000186391.1/ENSMUST00000186391.1, intron 1 of 5)	Promoter (<=1kb)	4930448I06Rik	Pou3f3
loop_18890	up	Promoter (<=1kb)	Exon (ENSMUST00000158864.1/ENSMUST00000158864.1, exon 1 of 1)	Alyreffm1	Semp2l1
loop_18996	down	Promoter (<=1kb)	Promoter (<=1kb)	9530068E07Rik	Hspa4
loop_19115	up	Distal Intergenic	Promoter (<=1kb)	Gm6260	Lmo4
loop_19157	down	Promoter (<=1kb)	Promoter (<=1kb)	Shox2	Pitx2
loop_19159	down	Promoter (<=1kb)	Promoter (<=1kb)	Mecom	Pitx2
loop_19218	down	Promoter (<=1kb)	Promoter (<=1kb)	Gm12409	Col15a1
loop_19260	up	Promoter (<=1kb)	Promoter (<=1kb)	Cracd	Cracd
loop_19349	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Vax2
loop_19352	up	Promoter (<=1kb)	Distal Intergenic	Lpcat3	Klrb1c
loop_19387	up	Distal Intergenic	Promoter (<=1kb)	Sox6	Sox6
loop_19471	up	Promoter (<=1kb)	Exon (ENSMUST00000208309.1/244281, exon 3 of 17)	Tnfsf13b	Myo16
loop_19473	up	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	Promoter (<=1kb)	Fendrr	Foxf1
loop_19496	up	Intron (ENSMUST00000172099.8/16531, intron 1 of 27)	Promoter (<=1kb)	Kcnma1	Kcnma1
loop_19512	up	Promoter (<=1kb)	Distal Intergenic	Gfra2	4930434J06Rik
loop_19559	up	Promoter (<=1kb)	3' UTR	Cpne4	Mrpl3
loop_19592	up	Promoter (<=1kb)	Exon (ENSMUST00000044423.3/237911, exon 7 of 20)	Tbx2	Brip1
loop_19622	up	Promoter (<=1kb)	Distal Intergenic	Irx2	D730050B12Rik
loop_19633	down	Promoter (<=1kb)	Promoter (<=1kb)	Zfp759	Zfp273
loop_19640	up	Exon (ENSMUST00000151408.7/19418, exon 6 of 15)	Promoter (<=1kb)	Ckmt2	Fam151b
loop_19657	up	Intron (ENSMUST00000037181.15/320772, intron 1 of 16)	Promoter (<=1kb)	Mdga2	Mdga2
loop_19681	up	Promoter (<=1kb)	Promoter (<=1kb)	Krt84	Krt74
loop_19687	up	Promoter (<=1kb)	Distal Intergenic	Prickle1	Adamts20
loop_19692	down	Promoter (<=1kb)	Exon (ENSMUST00000230162.1/ENSMUST00000230162.1, exon 1 of 1)	Btbd3	Mir1952
loop_19781	up	Promoter (<=1kb)	Promoter (<=1kb)	Rab17	Lrrfip1
loop_19793	up	Promoter (<=1kb)	Distal Intergenic	Gm5523	Msc
loop_19796	up	Promoter (<=1kb)	Promoter (<=1kb)	Slc9a4	Slc9a2
loop_19906	up	Promoter (<=1kb)	Promoter (<=1kb)	Zfp804a	A130030D18Rik
loop_19949	up	Promoter (<=1kb)	Promoter (<=1kb)	Rtl9	Pak3
loop_20006	up	Promoter (<=1kb)	Promoter (<=1kb)	Prdm16	Actrt2
loop_20011	up	Promoter (<=1kb)	Promoter (<=1kb)	Ajap1	BC039966
loop_20021	up	Promoter (<=1kb)	Distal Intergenic	Ttpa	Prdm13
loop_20044	up	Promoter (<=1kb)	Promoter (<=1kb)	Crmp1	Stk32b
loop_20046	up	Promoter (<=1kb)	3' UTR	Cdk6	Fam133b
loop_20048	up	Promoter (<=1kb)	Distal Intergenic	Epha5	Epha5
loop_20052	up	Exon (ENSMUST00000137157.7/319804, exon 8 of 11)	Promoter (<=1kb)	Glt1d1	Tmem132d
loop_20057	up	Promoter (<=1kb)	Distal Intergenic	Mn1	E130006D01Rik
loop_20065	up	Promoter (<=1kb)	3' UTR	Sema3d	Sema3e
loop_20108	up	Promoter (<=1kb)	Promoter (<=1kb)	Gsap	Fam185a
loop_20109	up	Exon (ENSMUST00000105902.7/210274, exon 8 of 23)	Promoter (<=1kb)	Shank2	Shank2
loop_20130	up	Exon (ENSMUST00000209653.1/ENSMUST00000209653.1, exon 1 of 2)	Promoter (<=1kb)	C030029H02Rik	Ebf3
loop_20133	up	Distal Intergenic	Promoter (<=1kb)	C030029H02Rik	Ebf3
loop_20138	up	Exon (ENSMUST00000206820.1/ENSMUST00000206820.1, exon 1 of 1)	Promoter (<=1kb)	Tenm4	Tenm4
loop_20174	up	Promoter (<=1kb)	Exon (ENSMUST00000220443.1/100038725, exon 4 of 13)	Zfa-ps	Pln
loop_20179	up	Intron (ENSMUST00000152652.7/244310, intron 2 of 14)	Promoter (<=1kb)	Dlgap2	Dlgap2
loop_20203	up	Promoter (1-2kb)	Promoter (<=1kb)	A730085K08Rik	Topaz1
loop_20209	up	Promoter (<=1kb)	Distal Intergenic	Cobl	Cobl
loop_20216	up	Promoter (<=1kb)	Exon (ENSMUST00000036315.15/14799, exon 14 of 16)	Gria1	Gria1
loop_20228	down	Promoter (<=1kb)	Promoter (<=1kb)	Mir9-2hg	Ccnh
loop_20245	down	Promoter (<=1kb)	5' UTR	Gm33301	Zfpm2
loop_20249	up	Promoter (<=1kb)	Distal Intergenic	Prickle1	Adamts20
loop_20251	up	Promoter (<=1kb)	Distal Intergenic	Gxylt1	Adamts20
loop_20270	up	Promoter (<=1kb)	Distal Intergenic	Gtf2a1l	Adcyap1
loop_20287	up	Promoter (<=1kb)	Exon (ENSMUST00000114765.3/381339, exon 4 of 5)	Slc9a4	Tmem182
loop_20289	up	Intron (ENSMUST00000138768.7/72823, intron 2 of 4)	Promoter (<=1kb)	Pard3bos2	Nrp2
loop_20294	up	Promoter (<=1kb)	Intron (ENSMUST00000043725.8/636808, intron 13 of 23)	Cntnap5a	Cntnap5a
loop_20325	up	Distal Intergenic	Promoter (<=1kb)	Dhx35	Mafb
loop_20333	up	Distal Intergenic	Promoter (<=1kb)	Firre	Stk26
loop_20357	up	Distal Intergenic	Promoter (<=1kb)	Klhl25	Agbl1
loop_20371	up	Intron (ENSMUST00000044441.7/243274, intron 5 of 8)	Promoter (<=1kb)	Glt1d1	Tmem132d
