anchor_id	chr	start	end	ctrl_signal	mut_signal	log2fc	signal_class
chr2:4220000-4230000	chr2	4220000	4230000	2.179132	2.15591	-0.013256	quantifiable
chr2:161640000-161645000	chr2	161640000	161645000	1.612155	1.896167	0.194105	quantifiable
chr2:82060000-82070000	chr2	82060000	82070000	1.571112	2.605679	0.618942	quantifiable
chrX:144400000-144410000	chrX	144400000	144410000	0.886474	0.789779	-0.116501	quantifiable
chr3:34970000-34980000	chr3	34970000	34980000	5.521435	7.525854	0.423101	quantifiable
chr3:87090000-87100000	chr3	87090000	87100000	2.387605	3.169307	0.361216	quantifiable
chr3:82875000-82880000	chr3	82875000	82880000	4.269835	3.815051	-0.149169	quantifiable
chr3:87075000-87100000	chr3	87075000	87100000	1.819952	2.008035	0.119396	quantifiable
chr3:50300000-50325000	chr3	50300000	50325000	2.168043	2.439321	0.147058	quantifiable
chr4:58080000-58085000	chr4	58080000	58085000	1.25993	2.771183	0.950796	quantifiable
chr4:45410000-45420000	chr4	45410000	45420000	2.2491	2.493235	0.129048	quantifiable
chr4:107935000-107940000	chr4	107935000	107940000	1.620165	1.487023	-0.100421	quantifiable
chr4:47120000-47130000	chr4	47120000	47130000	1.860569	1.762441	-0.065206	quantifiable
chr4:114340000-114350000	chr4	114340000	114350000	1.486674	0.978509	-0.464316	quantifiable
chr4:57670000-57680000	chr4	57670000	57680000	2.63489	3.680155	0.431913	quantifiable
chr4:123950000-123960000	chr4	123950000	123960000	2.449592	1.607227	-0.514206	quantifiable
chr4:48690000-48695000	chr4	48690000	48695000	2.846931	3.109002	0.113329	quantifiable
chr4:20110000-20120000	chr4	20110000	20120000	1.210058	1.566233	0.294972	quantifiable
chr5:131535000-131540000	chr5	131535000	131540000	4.501609	2.648932	-0.69219	quantifiable
chr5:140020000-140025000	chr5	140020000	140025000	4.42564	4.632881	0.061161	quantifiable
chr5:37290000-37300000	chr5	37290000	37300000	1.147696	0.978687	-0.171532	quantifiable
chr5:14975000-14980000	chr5	14975000	14980000	1.890451	1.09822	-0.626022	quantifiable
chr5:120250000-120260000	chr5	120250000	120260000	1.2813	1.132755	-0.136866	quantifiable
chr5:64700000-64705000	chr5	64700000	64705000	5.479879	6.792465	0.292504	quantifiable
chr5:21260000-21270000	chr5	21260000	21270000	1.940548	1.874453	-0.042057	quantifiable
chr5:111270000-111275000	chr5	111270000	111275000	3.802772	2.746568	-0.422228	quantifiable
chr5:139900000-139910000	chr5	139900000	139910000	3.482673	2.018523	-0.692055	quantifiable
chr6:127540000-127545000	chr6	127540000	127545000	1.510198	1.10382	-0.353462	quantifiable
chr6:53270000-53275000	chr6	53270000	53275000	2.375292	2.310167	-0.034766	quantifiable
chr7:134220000-134230000	chr7	134220000	134230000	3.163817	3.492376	0.128611	quantifiable
chr7:144090000-144100000	chr7	144090000	144100000	1.064672	0.866794	-0.215745	quantifiable
chr7:136490000-136500000	chr7	136490000	136500000	3.078349	2.738424	-0.150183	quantifiable
chr7:117375000-117400000	chr7	117375000	117400000	1.671511	1.585573	-0.06236	quantifiable
chr7:116640000-116650000	chr7	116640000	116650000	0.453105	0.285083	-0.333976	one_condition
chr7:143900000-143910000	chr7	143900000	143910000	0.743592	0.611353	-0.184147	quantifiable
chr7:116700000-116710000	chr7	116700000	116710000	0.624559	0.581811	-0.064042	quantifiable
chr7:128860000-128870000	chr7	128860000	128870000	0.661321	0.550831	-0.165189	quantifiable
chr10:77080000-77085000	chr10	77080000	77085000	2.583478	3.427197	0.363613	quantifiable
chr10:5845000-5850000	chr10	5845000	5850000	1.355108	1.047215	-0.285465	quantifiable
chr10:63575000-63600000	chr10	63575000	63600000	1.565967	1.703516	0.099524	quantifiable
chr10:19295000-19300000	chr10	19295000	19300000	1.556159	1.458631	-0.075366	quantifiable
chr8:90000000-90010000	chr8	90000000	90010000	2.195306	2.085125	-0.06359	quantifiable
chr8:12670000-12675000	chr8	12670000	12675000	1.03647	1.696072	0.558121	quantifiable
chr8:11990000-12000000	chr8	11990000	12000000	1.645254	1.118085	-0.440067	quantifiable
chr8:89850000-89860000	chr8	89850000	89860000	1.278883	0.912787	-0.364734	quantifiable
chr14:33670000-33680000	chr14	33670000	33680000	1.405347	1.103865	-0.270177	quantifiable
chr9:96960000-96965000	chr9	96960000	96965000	3.965907	3.652287	-0.108579	quantifiable
chr12:117035000-117040000	chr12	117035000	117040000	1.747731	1.582884	-0.117494	quantifiable
chr12:44600000-44605000	chr12	44600000	44605000	1.835518	1.37018	-0.343647	quantifiable
chr16:96890000-96900000	chr16	96890000	96900000	1.359057	1.738601	0.287818	quantifiable
chr16:59470000-59480000	chr16	59470000	59480000	1.438956	1.92305	0.34381	quantifiable
chr1:88560000-88570000	chr1	88560000	88570000	1.306896	1.070981	-0.220166	quantifiable
chr1:13790000-13800000	chr1	13790000	13800000	0.220957	0.258554	NA	no_signal
chr1:78725000-78730000	chr1	78725000	78730000	1.25883	1.844587	0.445567	quantifiable
chr1:4510000-4520000	chr1	4510000	4520000	0.870298	0.493072	-0.528292	quantifiable
chr1:125775000-125800000	chr1	125775000	125800000	1.660394	1.363701	-0.229132	quantifiable
chr1:125600000-125625000	chr1	125600000	125625000	1.0075	0.754527	-0.295119	quantifiable
chr2:70270000-70280000	chr2	70270000	70280000	1.175032	1.56497	0.326575	quantifiable
chr2:133550000-133560000	chr2	133550000	133560000	5.764229	4.945114	-0.207146	quantifiable
chr3:99230000-99240000	chr3	99230000	99240000	8.78658	5.932588	-0.539582	quantifiable
chr4:47290000-47295000	chr4	47290000	47295000	12.099127	10.842838	-0.153339	quantifiable
chr4:125230000-125235000	chr4	125230000	125235000	0.960909	0.783529	-0.208046	quantifiable
chr6:84400000-84425000	chr6	84400000	84425000	1.985195	1.416364	-0.40079	quantifiable
chr7:38200000-38205000	chr7	38200000	38205000	0.733628	1.073315	0.390248	quantifiable
chr7:118315000-118320000	chr7	118315000	118320000	0.68984	0.80478	0.149895	quantifiable
chr7:135830000-135840000	chr7	135830000	135840000	2.298523	1.439774	-0.562821	quantifiable
chr8:48090000-48100000	chr8	48090000	48100000	2.512936	3.073742	0.257259	quantifiable
chr9:75770000-75780000	chr9	75770000	75780000	0.967399	0.817178	-0.173276	quantifiable
chr9:3330000-3340000	chr9	3330000	3340000	0.455447	0.566521	0.184242	quantifiable
chr11:17460000-17470000	chr11	17460000	17470000	1.872184	1.428433	-0.319767	quantifiable
chr13:21710000-21720000	chr13	21710000	21720000	5.056315	6.158537	0.267239	quantifiable
chr13:8870000-8880000	chr13	8870000	8880000	0.530564	0.724664	0.28447	quantifiable
chr16:72690000-72700000	chr16	72690000	72700000	2.264662	1.288324	-0.671146	quantifiable
chr16:63620000-63630000	chr16	63620000	63630000	2.810086	5.05645	0.772834	quantifiable
chr16:64300000-64325000	chr16	64300000	64325000	1.13695	1.766327	0.50635	quantifiable
chr16:48070000-48080000	chr16	48070000	48080000	2.641384	3.59722	0.398865	quantifiable
chr16:7470000-7480000	chr16	7470000	7480000	0.96729	0.645612	-0.400425	quantifiable
chr1:51670000-51680000	chr1	51670000	51680000	1.560363	2.341143	0.492201	quantifiable
chr1:46850000-46860000	chr1	46850000	46860000	1.902059	3.271316	0.682867	quantifiable
chr18:30360000-30370000	chr18	30360000	30370000	1.128237	1.727883	0.488448	quantifiable
chr2:109670000-109680000	chr2	109670000	109680000	7.69206	9.980033	0.360813	quantifiable
chr2:101460000-101470000	chr2	101460000	101470000	3.83587	7.553077	0.915276	quantifiable
chr2:138470000-138480000	chr2	138470000	138480000	1.915158	4.385178	1.06051	quantifiable
chr2:110780000-110790000	chr2	110780000	110790000	0.89631	0.74694	-0.182622	quantifiable
chr2:75780000-75790000	chr2	75780000	75790000	1.398885	1.558719	0.125485	quantifiable
chr2:138275000-138300000	chr2	138275000	138300000	2.727583	2.80017	0.033525	quantifiable
chr3:140680000-140690000	chr3	140680000	140690000	0.810844	1.135321	0.352918	quantifiable
chr4:81490000-81500000	chr4	81490000	81500000	1.356052	1.186429	-0.150157	quantifiable
chr4:26925000-26950000	chr4	26925000	26950000	1.424518	1.45503	0.02446	quantifiable
chr6:43440000-43450000	chr6	43440000	43450000	1.257213	2.459575	0.801985	quantifiable
chr6:19940000-19950000	chr6	19940000	19950000	0.616213	1.553562	0.971024	quantifiable
chr6:105930000-105940000	chr6	105930000	105940000	1.909574	2.518327	0.342815	quantifiable
chr6:44790000-44800000	chr6	44790000	44800000	0.468278	0.711053	0.37086	quantifiable
chr6:39850000-39875000	chr6	39850000	39875000	1.702458	1.725399	0.015959	quantifiable
chr7:111690000-111700000	chr7	111690000	111700000	2.64775	2.459648	-0.093171	quantifiable
chr7:143820000-143830000	chr7	143820000	143830000	0.751201	0.811005	0.07563	quantifiable
chr10:109010000-109020000	chr10	109010000	109020000	2.255841	3.875803	0.69537	quantifiable
chr10:96500000-96510000	chr10	96500000	96510000	1.584212	2.484905	0.549205	quantifiable
chr10:29525000-29550000	chr10	29525000	29550000	4.399211	5.207982	0.226434	quantifiable
chr8:15220000-15230000	chr8	15220000	15230000	1.718341	1.387109	-0.250468	quantifiable
chr8:17390000-17400000	chr8	17390000	17400000	3.768643	4.029812	0.088492	quantifiable
chr14:20090000-20100000	chr14	20090000	20100000	0.782272	0.580718	-0.280084	quantifiable
chr9:75760000-75770000	chr9	75760000	75770000	1.030797	0.968755	-0.065838	quantifiable
chr9:32410000-32420000	chr9	32410000	32420000	1.097607	1.004158	-0.095594	quantifiable
chr9:87730000-87740000	chr9	87730000	87740000	8.919944	5.714147	-0.611438	quantifiable
chr9:55540000-55550000	chr9	55540000	55550000	10.328144	6.337646	-0.674289	quantifiable
chr11:30675000-30700000	chr11	30675000	30700000	0.366511	0.298691	-0.14139	one_condition
chr13:21780000-21790000	chr13	21780000	21790000	6.037359	7.047687	0.211548	quantifiable
chr13:66900000-66910000	chr13	66900000	66910000	0.440856	0.440926	0.000126	quantifiable
chr13:9640000-9650000	chr13	9640000	9650000	0.948606	0.541062	-0.538354	quantifiable
chr12:29530000-29540000	chr12	29530000	29540000	3.096302	6.872666	1.065308	quantifiable
chr12:104425000-104450000	chr12	104425000	104450000	3.57145	2.216222	-0.609813	quantifiable
chr12:89480000-89490000	chr12	89480000	89490000	1.217469	1.047126	-0.164865	quantifiable
chr16:43130000-43140000	chr16	43130000	43140000	1.737259	5.365056	1.448804	quantifiable
chr16:57610000-57620000	chr16	57610000	57620000	0.6218	0.570641	-0.077208	quantifiable
chr17:10840000-10850000	chr17	10840000	10850000	1.100875	1.621005	0.439412	quantifiable
chr17:64000000-64010000	chr17	64000000	64010000	1.027647	0.750273	-0.321738	quantifiable
chr1:89070000-89080000	chr1	89070000	89080000	2.670772	2.380925	-0.145025	quantifiable
chr1:60550000-60575000	chr1	60550000	60575000	1.18927	1.596259	0.336518	quantifiable
chr1:48270000-48280000	chr1	48270000	48280000	3.353817	5.543101	0.668577	quantifiable
chr1:48900000-48925000	chr1	48900000	48925000	0.811563	2.251579	1.156519	quantifiable
chr18:12450000-12460000	chr18	12450000	12460000	1.661865	1.694413	0.02304	quantifiable
chr2:138040000-138050000	chr2	138040000	138050000	2.725202	4.792115	0.739808	quantifiable
chr2:167270000-167280000	chr2	167270000	167280000	1.268848	1.137946	-0.12087	quantifiable
chrX:61160000-61170000	chrX	61160000	61170000	0.727371	0.461773	-0.404052	quantifiable
chrX:104870000-104880000	chrX	104870000	104880000	0	0	NA	no_signal
chr3:109930000-109940000	chr3	109930000	109940000	2.688531	5.521809	0.948156	quantifiable
chr3:77890000-77900000	chr3	77890000	77900000	3.896901	5.383261	0.432071	quantifiable
chr4:82400000-82410000	chr4	82400000	82410000	4.280156	4.665207	0.115011	quantifiable
chr4:154320000-154330000	chr4	154320000	154330000	1.803427	1.027166	-0.641194	quantifiable
chr4:27500000-27525000	chr4	27500000	27525000	0.859136	1.879715	0.87748	quantifiable
chr5:127430000-127440000	chr5	127430000	127440000	2.66929	1.966329	-0.38093	quantifiable
chr5:43070000-43080000	chr5	43070000	43080000	1.205679	0.976801	-0.228012	quantifiable
chr5:73680000-73690000	chr5	73680000	73690000	1.497345	1.097599	-0.349657	quantifiable
chr6:60680000-60690000	chr6	60680000	60690000	1.052495	0.932169	-0.128455	quantifiable
chr6:71490000-71500000	chr6	71490000	71500000	0.974078	1.26348	0.283255	quantifiable
chr6:140760000-140770000	chr6	140760000	140770000	2.797608	2.69007	-0.04999	quantifiable
chr6:42700000-42710000	chr6	42700000	42710000	0.72234	0.799989	0.099961	quantifiable
chr6:24040000-24050000	chr6	24040000	24050000	0.777088	1.325856	0.568156	quantifiable
chr6:49220000-49230000	chr6	49220000	49230000	7.577521	5.749133	-0.377723	quantifiable
chr6:49200000-49225000	chr6	49200000	49225000	5.959507	4.440922	-0.396504	quantifiable
chr7:111080000-111090000	chr7	111080000	111090000	0.832783	0.703129	-0.166022	quantifiable
chr7:82860000-82870000	chr7	82860000	82870000	2.573105	2.394937	-0.090411	quantifiable
chr7:30660000-30670000	chr7	30660000	30670000	0.17002	0.197302	NA	no_signal
chr7:92630000-92640000	chr7	92630000	92640000	0.561656	0.851082	0.394012	quantifiable
chr7:143440000-143450000	chr7	143440000	143450000	7.018576	4.042177	-0.745131	quantifiable
chr10:49780000-49790000	chr10	49780000	49790000	3.595099	3.175453	-0.161821	quantifiable
chr10:109000000-109010000	chr10	109000000	109010000	2.41383	6.374766	1.279762	quantifiable
chr10:100620000-100630000	chr10	100620000	100630000	1.194404	2.033112	0.622542	quantifiable
chr10:45470000-45480000	chr10	45470000	45480000	5.513962	3.844489	-0.482408	quantifiable
chr8:115430000-115440000	chr8	115430000	115440000	2.088891	3.798907	0.764087	quantifiable
chr8:57960000-57970000	chr8	57960000	57970000	1.668332	5.710197	1.581471	quantifiable
chr8:98800000-98825000	chr8	98800000	98825000	0.88716	1.902969	0.859594	quantifiable
chr8:58140000-58150000	chr8	58140000	58150000	1.241088	1.182881	-0.053428	quantifiable
chr8:4230000-4240000	chr8	4230000	4240000	1.616446	1.638411	0.015945	quantifiable
chr14:14860000-14870000	chr14	14860000	14870000	2.114654	4.289463	0.90985	quantifiable
chr14:32620000-32630000	chr14	32620000	32630000	1.639264	1.703719	0.045778	quantifiable
chr14:61675000-61700000	chr14	61675000	61700000	4.307437	4.098421	-0.066098	quantifiable
chr14:105690000-105700000	chr14	105690000	105700000	1.950517	5.666845	1.383204	quantifiable
chr9:40330000-40340000	chr9	40330000	40340000	2.253394	1.992094	-0.151982	quantifiable
chr9:91540000-91550000	chr9	91540000	91550000	2.239611	3.922928	0.720312	quantifiable
chr9:78440000-78450000	chr9	78440000	78450000	1.652859	1.486765	-0.124249	quantifiable
chr9:90820000-90830000	chr9	90820000	90830000	1.389861	1.481008	0.073258	quantifiable
chr9:28200000-28210000	chr9	28200000	28210000	2.333966	2.474413	0.073319	quantifiable
chr9:20460000-20470000	chr9	20460000	20470000	0.13882	0.188445	NA	no_signal
chr11:17950000-17960000	chr11	17950000	17960000	0.938931	1.354425	0.400412	quantifiable
chr11:33720000-33730000	chr11	33720000	33730000	2.477965	1.657927	-0.491992	quantifiable
chr11:71330000-71340000	chr11	71330000	71340000	0.457717	0.314258	-0.278318	one_condition
chr11:29260000-29270000	chr11	29260000	29270000	0.977627	1.078331	0.104723	quantifiable
chr13:104510000-104520000	chr13	104510000	104520000	5.231528	7.661951	0.520714	quantifiable
chr13:96130000-96140000	chr13	96130000	96140000	4.640603	4.885923	0.069095	quantifiable
chr13:37450000-37475000	chr13	37450000	37475000	2.379022	2.515046	0.069926	quantifiable
chr13:90920000-90930000	chr13	90920000	90930000	0.810744	1.266408	0.474279	quantifiable
chr12:75280000-75290000	chr12	75280000	75290000	2.684946	2.873891	0.086856	quantifiable
chr12:72940000-72950000	chr12	72940000	72950000	8.52497	5.06124	-0.712749	quantifiable
chr12:17260000-17270000	chr12	17260000	17270000	1.296783	1.73027	0.335313	quantifiable
chr15:42210000-42220000	chr15	42210000	42220000	0.706904	0.537734	-0.249082	quantifiable
chr16:37440000-37450000	chr16	37440000	37450000	1.354881	3.286582	1.088456	quantifiable
chr16:37450000-37460000	chr16	37450000	37460000	1.740021	4.227164	1.127215	quantifiable
chr16:72800000-72810000	chr16	72800000	72810000	1.842996	2.125313	0.173964	quantifiable
chr16:42910000-42920000	chr16	42910000	42920000	1.787554	4.090167	1.05118	quantifiable
chr16:77250000-77275000	chr16	77250000	77275000	1.203002	1.581673	0.312989	quantifiable
chr16:16200000-16210000	chr16	16200000	16210000	0.216441	0.211013	NA	no_signal
chr16:72350000-72375000	chr16	72350000	72375000	0.626823	0.308241	-0.562453	one_condition
chr1:52950000-52960000	chr1	52950000	52960000	2.805287	3.986386	0.457486	quantifiable
chr1:24670000-24680000	chr1	24670000	24680000	0.836645	1.967147	0.959594	quantifiable
chr1:118300000-118325000	chr1	118300000	118325000	0.319263	0.490569	0.324476	one_condition
chr1:160210000-160220000	chr1	160210000	160220000	0.892786	1.062662	0.183459	quantifiable
chr18:30970000-30980000	chr18	30970000	30980000	1.089502	2.116164	0.772568	quantifiable
chr18:30320000-30330000	chr18	30320000	30330000	1.092902	0.622861	-0.563899	quantifiable
chr19:17230000-17240000	chr19	17230000	17240000	1.05641	2.282797	0.899848	quantifiable
chr19:22440000-22450000	chr19	22440000	22450000	1.286728	2.39529	0.742618	quantifiable
chr19:50250000-50260000	chr19	50250000	50260000	0.966482	0.581539	-0.494531	quantifiable
chr2:141830000-141840000	chr2	141830000	141840000	2.35723	4.751221	0.911543	quantifiable
chr2:37380000-37390000	chr2	37380000	37390000	0.362965	0.178541	-0.4249	one_condition
chr2:28690000-28700000	chr2	28690000	28700000	1.347052	0.810216	-0.54475	quantifiable
chr2:132310000-132320000	chr2	132310000	132320000	0.715042	0.600869	-0.161988	quantifiable
chr2:112540000-112550000	chr2	112540000	112550000	0.515373	0.284912	-0.440823	one_condition
chr2:57900000-57910000	chr2	57900000	57910000	1.952142	7.254962	1.719626	quantifiable
chr2:73770000-73780000	chr2	73770000	73780000	6.416083	4.81782	-0.38811	quantifiable
chr2:90720000-90730000	chr2	90720000	90730000	0.22684	0.108283	NA	no_signal
chr3:42070000-42080000	chr3	42070000	42080000	1.188649	0.689741	-0.560997	quantifiable
chr3:92150000-92160000	chr3	92150000	92160000	0.867761	0.534959	-0.456157	quantifiable
chr4:98540000-98550000	chr4	98540000	98550000	1.638722	2.826974	0.673122	quantifiable
chr4:82640000-82650000	chr4	82640000	82650000	3.519251	4.041491	0.182216	quantifiable
chr4:26960000-26970000	chr4	26960000	26970000	0.712583	0.969919	0.310261	quantifiable
chr4:26930000-26940000	chr4	26930000	26940000	2.130153	2.297839	0.094021	quantifiable
