chr	start	end	mecp2_class	peak_group	cg_class	Fold	FDR	residual	ecker_ch	ecker_cg	SYMBOL
chr9	66913687	66914087	Not Significant	Not Significant	CG Increase	-0.0756181944119047	0.748299960291439	-0.130227978664162	0.00519989850812422	0.0212298842736908	Rab8b
chr17	35111617	35112017	Not Significant	Not Significant	CG Increase	0.0724996149869265	0.748326923659696	-0.137605665252579	0.0045630818887839	0.0427132699257715	Ly6g5c
chr9	110236699	110237099	Not Significant	Not Significant	CG Increase	-0.0791262457233341	0.748666873506106	-0.112690551103063	0.00336637996378682	0.0176146547693267	Smarcc1
chr17	10093206	10093606	Not Significant	Not Significant	CG Decrease	-0.0734209133975347	0.749064698693284	-0.110610513853217	0.00453958487570137	0.00833213596867207	Qki
chr10	76506638	76507038	Not Significant	Not Significant	CG Increase	-0.0689218683058767	0.749064698693284	-0.114588943124706	0.00353122054787348	0.00943685707605985	Mcm3ap
chr10	85789127	85789527	Not Significant	Not Significant	CG Decrease	-0.0755777640925848	0.749064698693284	-0.100972604012202	0.00497651516350725	0.00912635403678304	Pwp1
chr15	9100241	9100641	Not Significant	Not Significant	CG Unchanged	-0.0635813112845134	0.749064698693284	-0.108662882237328	0.00402254594531737	0.027310873207606	Nadk2
chr6	95098539	95098939	Not Significant	Not Significant	CG Increase	-0.0623708314372843	0.749064698693284	-0.110843393015545	0.00478317374897717	0.018692596892169	Kbtbd8
chr7	101681438	101681838	Not Significant	Not Significant	CG Increase	0.0756869359377902	0.749064698693284	-0.0119617454164592	0.00647405495964678	0.00578935960879052	Clpb
chr9	30922129	30922529	Not Significant	Not Significant	CG Decrease	-0.0613489110806723	0.749064698693284	-0.0898087796396099	0.00326308823583132	0.00132179735901944	Adamts15
chr15	56692913	56693313	Not Significant	Not Significant	CG Increase	-0.0598018232001407	0.749064698693284	-0.191749546949001	0.00306116613069377	0.00126772569004734	Has2os
chr6	145009394	145009794	Not Significant	Not Significant	CG Increase	-0.0648505298760449	0.749064698693284	-0.124740639278553	0.027048734060844	0.0213139027431421	Bcat1
chr3	100092749	100093149	Not Significant	Not Significant	CG Increase	0.0742805659814636	0.749064698693284	0.0188488295604481	0.00518612374094062	0.00832756974750623	Wdr3
chr15	32542720	32543120	Not Significant	Not Significant	CG Increase	0.0700479730433429	0.749064698693284	0.0113101530240728	0.00773741420070429	0.00890352244389027	Sema5a
chr11	103099327	103099727	Not Significant	Not Significant	CG Increase	0.0669558701758181	0.749064698693284	0.0126187146840373	0.00755980722327482	0.0453194406561721	Plcd3
chr4	119130534	119130934	Not Significant	Not Significant	CG Decrease	0.0708155420843556	0.749064698693284	0.0441628313648838	0.00445568056177915	0.0318904886221945	Slc2a1
chr15	80115881	80116281	Not Significant	Not Significant	CG Increase	-0.0621796558126681	0.749064698693284	-0.166189705256233	0.00468075721341178	0.0247830131701995	Syngr1
chr9	83797737	83798137	Not Significant	Not Significant	CG Decrease	-0.0699549554873221	0.749064698693284	-0.0941655604418796	0.00384930541687773	0.00811811337744506	Elovl4
chr12	26735298	26735698	Not Significant	Not Significant	CG Increase	0.0804537915141523	0.749064698693284	0.022450568200136	0.0159654878915991	0.00690169108478803	4933409F18Rik
chr11	5904353	5904753	Not Significant	Not Significant	CG Increase	0.0746983003224158	0.749064698693284	0.0221961591371864	0.00676465688500916	0.0834339931421446	Gck
chr6	32824504	32824904	Not Significant	Not Significant	CG Decrease	-0.0727401348618014	0.749064698693284	-0.101933615605637	0.00450285533419868	0.0272110251714464	Chchd3
chr2	138709297	138709697	Not Significant	Not Significant	CG Increase	0.0697633533915938	0.749077574534567	-0.0142385546849302	0.0064309897862765	0.00473425810473815	Mir1952
chr16	11895362	11895762	Not Significant	Not Significant	CG Decrease	0.0587957033391007	0.749077574534567	0.0292271928342978	0.0158679610178655	0.00886577501558604	Gm9961
chr14	51063070	51063470	Not Significant	Not Significant	CG Increase	0.0695784289039826	0.749077574534567	0.00577214491987393	0.00288644158037523	0.00103481987170745	Rnase12
chr1	178255163	178255563	Not Significant	Not Significant	CG Decrease	0.0742035482460157	0.749077574534567	0.0599465095399791	0.00358287592481199	0.00761036860972569	Cox20
chr11	57122247	57122647	Not Significant	Not Significant	CG Unchanged	0.0656569375696672	0.749184125539032	0.0205753666168523	0.0332334142670667	0	Gria1
chr3	98052736	98053136	Not Significant	Not Significant	CG Decrease	0.0667206686349982	0.749184125539032	0.0696177932944706	0.00588477460523496	0.0127571847967971	Notch2
chr2	35955134	35955534	Not Significant	Not Significant	CG Decrease	-0.0716334682102131	0.749184125539032	-0.085079147211992	0.00851945092255932	0.0172140449657107	Ttll11
chr10	43625468	43625868	Not Significant	Not Significant	CG Decrease	-0.071591239468246	0.749184125539032	-0.106215931563469	0.00485696578560922	0.00362740609413965	F930017D23Rik
chr10	81060081	81060481	Not Significant	Not Significant	CG Decrease	-0.0554387574384983	0.749184125539032	-0.0581175387473555	0.00279077924695098	0.00132092216662933	Sgta
chrX	144232716	144233116	Not Significant	Not Significant	CG Decrease	0.0803645372879101	0.749184125539032	0.0358183465156696	0.00425273105687929	0.0474387761066085	Mir680-2
chr12	4206404	4206804	Not Significant	Not Significant	CG Increase	-0.0744484838784744	0.749184125539032	-0.122320630251832	0.00439009821028483	0.0786522463372818	Adcy3
chr12	32067103	32067503	Not Significant	Not Significant	CG Decrease	-0.0684598314639309	0.749204956357551	-0.104514161632131	0.0108155038885939	0.0178995869700748	Prkar2b
chr2	119189143	119189543	Not Significant	Not Significant	CG Decrease	-0.0759224973953062	0.74921328037921	-0.0482932976992143	0.00305005499252357	0.00103706493044732	Dnajc17
chr7	132802538	132802938	Not Significant	Not Significant	CG Increase	-0.0711459202308351	0.74921328037921	-0.240122016848705	0.00428352451086639	0.00686698780392768	Fam53b
chr6	143947228	143947628	Not Significant	Not Significant	CG Decrease	0.0721167968978014	0.74921328037921	0.0276982851127877	0.0121692457698527	0.0336573117986284	Sox5
chr4	65801246	65801646	Not Significant	Not Significant	CG Decrease	-0.0692599421408539	0.749222399593901	-0.107588620276466	0.00546630897426843	0.0131979773466724	Trim32
chr19	23719990	23720390	Not Significant	Not Significant	CG Increase	-0.0700349590635751	0.749231091459869	-0.134518736955047	0.00378500731508631	0.0434545959320449	Ptar1
chr1	62963242	62963642	Not Significant	Not Significant	CG Decrease	-0.0547291489664629	0.749375499389853	-0.0578615941425341	0.033470144295633	0.00369924797381546	Ino80d
chr11	8856416	8856816	Not Significant	Not Significant	CG Decrease	-0.0762554869122915	0.749375499389853	-0.069344017748369	0.00563747567726192	0.0133772015274314	Hus1
chr15	92610875	92611275	Not Significant	Not Significant	CG Increase	0.0699172365112946	0.749375499389853	0.0156582497945085	0.00695578177968166	0.0144560473815461	Pdzrn4
chr1	13789259	13789659	Not Significant	Not Significant	CG Decrease	-0.0680244301862293	0.749375499389853	-0.00876361978862803	0.0032534896584223	0.00204557195268664	Gm5523
chr5	125512523	125512923	Not Significant	Not Significant	CG Increase	0.0759999694102675	0.749387482677965	0.00599049250379471	0.00456121734847452	0.0148992752493766	Aacs
chr11	112719627	112720027	Not Significant	Not Significant	CG Increase	0.0670899190506245	0.749396873830051	0.0185456888856465	0.00428273493512313	0.0537523379052369	BC006965
chr5	120709060	120709460	Not Significant	Not Significant	CG Decrease	-0.0659827006876863	0.749399957651755	-0.0985124213516995	0.0127010583283003	0.0289802836658354	Dtx1
chr2	31974196	31974596	Not Significant	Not Significant	CG Unchanged	-0.0571869937999038	0.749399957651755	-0.102268564752719	0.00301155604031912	0.00131425358113505	Nup214
chr2	158059567	158059967	Not Significant	Not Significant	CG Increase	-0.0663684366721097	0.749419983913746	-0.118067247895943	0.00982898131867597	0.0164058238193579	Rprd1b
chr1	187905707	187906107	Not Significant	Not Significant	CG Increase	0.0742103434801452	0.749419983913746	0.0203692647986671	0.00429907820171252	0.0435629675810474	Esrrg
chr3	144210931	144211331	Not Significant	Not Significant	CG Increase	0.0731002834289975	0.749419983913746	0.0104048763830485	0.00496100903746493	0.0304913984569825	Lmo4
chr17	85793918	85794318	Not Significant	Not Significant	CG Increase	-0.0738667517483704	0.749419983913746	-0.124608902000342	0.00332404728839522	0.0139141891365337	Six2
chr2	48202196	48202596	Not Significant	Not Significant	CG Unchanged	0.0782278424820244	0.749452044830919	0.0331462715292095	0.0099089377538819	0	Acvr2a
chr12	81594968	81595368	Not Significant	Not Significant	CG Decrease	-0.0570891275579238	0.749479630260416	-0.0756496002279215	0.0036290518363515	0.00139345849244077	Med6
chr18	82679982	82680382	Not Significant	Not Significant	CG Decrease	-0.0775793315755635	0.749479630260416	-0.115546857924942	0.0051219493076391	0.0134064253428928	Zfp236
chr2	178769054	178769454	Not Significant	Not Significant	CG Increase	-0.0794488426447385	0.749479630260416	-0.337049124072331	0.00426236768613135	0.000660180450972179	Cdh26
chr5	27482510	27482910	Not Significant	Not Significant	CG Increase	-0.0726307560524466	0.749479630260416	-0.223792124505211	0.0056717699008095	0.000364688863778055	Speer4b
chr12	103700835	103701235	Not Significant	Not Significant	CG Increase	-0.0756115713362551	0.749479630260416	-0.130929706754154	0.00384913418358401	0.0130277334008728	Serpina1f
chr16	40012799	40013199	Not Significant	Not Significant	CG Increase	0.0720231747146935	0.749479630260416	-0.00894066559276455	0.00929850057473504	0.00951478725062344	Lsamp
chr2	60615869	60616269	Not Significant	Not Significant	CG Unchanged	-0.0711093017058212	0.749479630260416	-0.116190872658636	0.00540437959970679	0	Itgb6
chr3	9038024	9038424	Not Significant	Not Significant	CG Decrease	0.0645355350200531	0.749479630260416	0.174801980390236	0.00435657453655899	0.00829043114869077	4930539M17Rik
chr1	159517565	159517965	Not Significant	Not Significant	CG Decrease	-0.0707121592269966	0.749479630260416	-0.0906982404151746	0.0198776169013501	0.0170204371882793	Tnr
chr13	24007970	24008370	Not Significant	Not Significant	CG Decrease	0.0701636475943035	0.749479630260416	0.0280245417556022	0.00582495710796252	0.0103988076683292	Carmil1
chr14	70641976	70642376	Not Significant	Not Significant	CG Decrease	0.0739242016141274	0.749479630260416	0.407717506198252	0.00441419929637576	0.0157159819567293	Fgf17
chr7	29427423	29427823	Not Significant	Not Significant	CG Increase	-0.0809491014657699	0.749479630260416	-0.171411420841223	0.0124559093294596	0.00490594802057357	Sipa1l3
chr5	27317730	27318130	Not Significant	Not Significant	CG Decrease	-0.0671705711766966	0.749545047287802	0.0183047457857723	0.00483025339178908	0.00321340204177057	Dpp6
chr17	49493495	49493895	Not Significant	Not Significant	CG Increase	-0.0700544457181591	0.749545047287802	-0.123425443828343	0.00564470077096078	0.0190514923628429	Mocs1
chr9	63722049	63722449	Not Significant	Not Significant	CG Decrease	-0.0638529820618488	0.749563252534021	-0.0727418667966253	0.0195657915605274	0.0386716314682045	Smad3
chr1	78818309	78818709	Not Significant	Not Significant	CG Decrease	-0.0642850476808762	0.749602037320454	-0.0928447885051677	0.00866632628024665	0.016080404457606	Kcne4
chr14	16093279	16093679	Not Significant	Not Significant	CG Unchanged	0.059281198630829	0.750001808331473	0.0141996276780141	0.00338864980493103	0	Oxsm
chr10	55755544	55755944	Not Significant	Not Significant	CG Decrease	0.0675845725470025	0.750005515128556	0.0477899266764112	0.00341195655879832	0.00863320215087282	Msl3l2
chr11	107703562	107703962	Not Significant	Not Significant	CG Decrease	-0.0660963077963199	0.750005515128556	0.0326770079183436	0.00394211386207333	0.0076378420404068	Cacng1
chr16	56484467	56484867	Not Significant	Not Significant	CG Decrease	-0.0730158325460825	0.750322303693425	-0.097057729834072	0.0165630350089133	0.00966334164588529	Abi3bp
chr11	92741532	92741932	Not Significant	Not Significant	CG Unchanged	-0.0604864531520118	0.750399078636118	-0.105568024104827	0.0367061396192137	0	Car10
chr16	34161913	34162313	Not Significant	Not Significant	CG Decrease	-0.072127225896704	0.750444293476245	-0.110342631280283	0.00647218090637664	0.0227787464931421	Kalrn
chr15	103338859	103339259	Not Significant	Not Significant	CG Decrease	-0.0545031948673244	0.750444293476245	-0.0245131309023657	0.0154574672480177	0.0188676258572319	Zfp385a
chr3	87101242	87101642	Not Significant	Not Significant	CG Decrease	0.0572352161531218	0.750444293476245	0.0210564837834497	0.00894020442058915	0.0246003643235661	Kirrel1
chr11	105524415	105524815	Not Significant	Not Significant	CG Decrease	0.0664951493406121	0.75051731197642	0.0272168469482188	0.0235427418849117	0.0302503019794264	Tanc2
chr5	51551034	51551434	Not Significant	Not Significant	CG Decrease	-0.0581316707146045	0.75051731197642	-0.0831812426539767	0.0363771814360583	0.0231050790991272	Ppargc1a
chr4	134604252	134604652	Not Significant	Not Significant	CG Increase	-0.0604717189843242	0.75051731197642	-0.148077651519534	0.00844405595203885	0.029034773905081	Mir6403
chr12	76087214	76087614	Not Significant	Not Significant	CG Increase	-0.0672658148381747	0.75051731197642	-0.142306060618532	0.00399230424305447	0.0381748266053616	Syne2
chr4	45830360	45830760	Not Significant	Not Significant	CG Increase	0.0647253528533903	0.750543732726156	0.00731802392429396	0.0071857576061068	0.0164901467035536	Igfbpl1
chr8	125860717	125861117	Not Significant	Not Significant	CG Decrease	-0.0723858765355605	0.750543732726156	-0.111538590045885	0.00608759092868415	0.0449717990180798	Pcnx2
chr2	24403901	24404301	Not Significant	Not Significant	CG Decrease	0.0655319065629182	0.750543732726156	0.0672967235281821	0.0168798546541361	0.0043251246882793	Psd4
chr8	85782302	85782702	Not Significant	Not Significant	CG Increase	-0.0769069896589252	0.750543732726156	-0.125250762294652	0.0187775666576966	0.00481097062032419	Itfg1
chr14	27823165	27823565	Not Significant	Not Significant	CG Increase	0.0676316131177294	0.750543732726156	-0.00483244351759099	0.00975410956099741	0.0124109891287406	Erc2
chr2	117312556	117312956	Not Significant	Not Significant	CG Decrease	-0.0724349800374464	0.750543732726156	-0.0560532265936578	0.00499088924721887	0.0181023271898379	Rasgrp1
chr9	101117744	101118144	Not Significant	Not Significant	CG Unchanged	0.0731458941869723	0.750543732726156	0.0280643232341574	0.00423601678482018	0	Ppp2r3a
chr5	119448647	119449047	Not Significant	Not Significant	CG Decrease	0.0615425522339044	0.750543732726156	0.030658650993767	0.0140072544316698	0.0189942623908978	NA
chr16	8172836	8173236	Not Significant	Not Significant	CG Increase	-0.0735673573028787	0.750543732726156	-0.134998907170841	0.0145937570015391	0.00476835255610973	Tmem114
chr12	3727169	3727569	Not Significant	Not Significant	CG Increase	0.0760188029502397	0.750543732726156	0.0259424887716992	0.0128296497754028	0.0047634819201995	Dtnb
chr1	125514941	125515341	Not Significant	Not Significant	CG Decrease	0.0756934121325359	0.750543732726156	0.0548861223106961	0.00445608961909192	0.0130825280548628	Slc35f5
chr6	89584696	89585096	Not Significant	Not Significant	CG Unchanged	-0.0627883687683802	0.750543732726156	-0.107869939721195	0.0143162734490678	0	Chchd6
chr3	141810955	141811355	Not Significant	Not Significant	CG Increase	0.0652621534598319	0.750543732726156	-0.134345575191193	0.00451470848330833	0.00214049227517145	Unc5c
chr3	152153242	152153642	Not Significant	Not Significant	CG Increase	-0.0709076383531626	0.750543732726156	-0.135592660737973	0.00836707707355147	0.0084590769170823	Gipc2
chr1	167427306	167427706	Not Significant	Not Significant	CG Increase	0.0705035258295758	0.750543732726156	0.0187269736918338	0.00432809273203709	0.00856623090710723	Mgst3
chr8	16156749	16157149	Not Significant	Not Significant	CG Decrease	0.070170834842093	0.750576832105182	0.0353783871367434	0.00369186115978365	0.013866700436409	Mir3106
