symbol	chr	start	end	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	ctrl_decile
Gpr3	chr4	133210367	133212536	4.29191	5.167556	0.25588	4.220831	5.130613	0.268861	FALSE	10
Sox1ot	chr8	12385771	12436768	4.280815	3.445361	-0.296214	11.7498	9.308233	-0.329111	FALSE	10
Krt71	chr15	101733949	101743109	4.278834	4.386593	0.034147	9.065739	8.971711	-0.014683	FALSE	10
Sost	chr11	101962458	101967015	4.277321	3.928249	-0.116557	3.937475	3.568049	-0.134245	FALSE	10
Mycl	chr4	122995652	123002485	4.276679	5.043581	0.227174	3.656286	3.684971	0.010636	TRUE	10
Pax5	chr4	44524757	44710487	4.276648	4.342366	0.020931	9.652854	9.466061	-0.027556	TRUE	10
9430021M05Rik	chr2	162661163	162667109	4.274549	4.679767	0.124531	6.980911	6.366946	-0.128565	FALSE	10
Gm13848	chr6	31658173	31666131	4.268755	4.446064	0.055888	4.719682	5.306645	0.161978	FALSE	10
Ildr2	chr1	166254139	166316823	4.265944	5.865927	0.440045	8.375232	9.259995	0.141346	FALSE	10
Pgf	chr12	85166635	85177790	4.263093	4.207445	-0.018019	4.846012	4.833242	-0.003641	FALSE	10
Neurog1	chr13	56250478	56252163	4.260116	3.517988	-0.261259	5.024735	4.136361	-0.267733	TRUE	10
Loricrin	chr3	92080271	92083142	4.255865	4.555339	0.093432	4.124114	4.637458	0.161131	FALSE	10
5330416C01Rik	chr13	97733498	97747411	4.253931	4.878936	0.188644	7.294273	7.736533	0.082504	FALSE	10
Megf6	chr4	154170730	154275713	4.251811	3.874667	-0.127106	10.524682	8.285742	-0.337105	FALSE	10
Nlrp1c-ps	chr11	71242430	71285232	4.243168	3.988888	-0.084624	0.98866	0.666066	-0.447818	FALSE	10
Gbp7	chr3	142530342	142550149	4.238451	5.396771	0.333183	8.738468	9.154598	0.065503	FALSE	10
Mex3b	chr7	82867333	82871515	4.236807	4.434447	0.062596	4.113356	4.536743	0.134482	FALSE	10
Gpr27	chr6	99692679	99695066	4.236495	5.908611	0.45963	3.503514	5.205439	0.543046	FALSE	10
Mt3	chr8	94152607	94154146	4.229435	5.096345	0.2568	2.639045	3.596265	0.416598	TRUE	10
Nhlh2	chr3	102010076	102015492	4.226887	6.26122	0.543445	3.851953	6.569938	0.737644	TRUE	10
Gm266	chr12	111484609	111485823	4.226014	3.6214	-0.210868	4.500535	3.499408	-0.343858	FALSE	10
Stra6	chr9	58063788	58153996	4.220306	4.398978	0.056912	5.380938	4.662401	-0.198069	TRUE	10
G0s2	chr1	193272161	193273217	4.219889	6.423249	0.58134	2.769495	5.150139	0.845007	FALSE	10
0610038B21Rik	chr8	77517056	77518579	4.217544	4.918484	0.211571	4.878862	7.189938	0.539265	FALSE	10
1110002E22Rik	chr3	138065052	138081506	4.213765	7.371723	0.775863	6.333647	10.169606	0.664752	FALSE	10
Emilin3	chr2	160906437	160912328	4.210906	6.424745	0.584586	2.907261	3.982587	0.42635	FALSE	10
Gatd3a	chr10	78162066	78169782	4.209049	5.872245	0.459956	2.516947	4.777116	0.868471	FALSE	10
Hapln4	chr8	70083457	70090862	4.207811	2.943378	-0.485097	2.204281	1.819297	-0.249458	TRUE	10
Nr4a2	chr2	57106830	57124003	4.203477	7.1105	0.7287	6.387652	8.803432	0.449525	TRUE	10
Cerox1	chr17	25570358	25575043	4.203029	3.577641	-0.219918	5.441885	4.616552	-0.227293	FALSE	10
Ppp1r3b	chr8	35375739	35388139	4.198401	5.605602	0.398864	6.343004	6.968415	0.131313	FALSE	10
Gm26689	chr3	96348627	96357094	4.198211	2.740353	-0.577655	4.77331	3.070251	-0.601763	FALSE	10
Nol3	chr8	105276140	105281939	4.197805	5.694231	0.420841	5.342607	7.125803	0.401144	FALSE	10
Egr1	chr18	34859823	34864984	4.197681	5.305606	0.322828	2.854837	3.850627	0.404713	TRUE	10
4930471G24Rik	chr13	47667550	47668392	4.19083	5.38839	0.34652	2.213431	2.495481	0.158201	FALSE	10
Fzd2	chr11	102604396	102608058	4.186665	3.478807	-0.252612	4.025141	3.761861	-0.092364	TRUE	10
Pdlim7	chr13	55495795	55513676	4.185631	3.048465	-0.430708	5.710788	5.222962	-0.123827	FALSE	10
Prr15	chr6	54326883	54330201	4.184424	4.721371	0.16595	4.995859	5.177216	0.049308	FALSE	10
Tbx4	chr11	85886422	85916097	4.183616	3.101652	-0.406762	7.247283	4.60232	-0.630831	FALSE	10
Sox4	chr13	28948919	28953713	4.182138	5.849442	0.463338	4.301438	6.73034	0.620275	TRUE	10
Nccrp1	chr7	28543596	28547254	4.180994	3.006371	-0.447889	3.423843	2.769794	-0.285394	FALSE	10
Togaram2	chr17	71673261	71729669	4.179712	3.835626	-0.117478	4.955875	5.290594	0.090401	FALSE	10
Tgfbi	chr13	56609523	56639562	4.178863	3.667877	-0.178138	8.521014	7.207665	-0.234885	FALSE	10
Slc1a7	chr4	107968332	108013532	4.178003	4.160441	-0.005772	2.066688	1.88323	-0.12064	TRUE	10
Lif	chr11	4257557	4272514	4.176078	3.75315	-0.145925	2.624116	2.696835	0.03642	TRUE	10
Rgcc	chr14	79288756	79301645	4.173666	6.027766	0.507892	6.058778	8.034121	0.394618	FALSE	10
Barhl1	chr2	28907679	28916668	4.165699	3.834276	-0.113356	4.220067	3.656643	-0.195763	TRUE	10
Chst1	chr2	92599707	92615250	4.164155	3.351349	-0.295812	6.243364	5.864065	-0.087246	FALSE	10
Anxa8	chr14	34085981	34100571	4.162145	4.517633	0.112523	6.349938	7.701746	0.26993	FALSE	10
Gm15569	chr15	86185728	86187152	4.157154	4.902601	0.226872	2.802801	3.514825	0.305133	FALSE	10
Ptf1a	chr2	19445663	19447501	4.156849	3.539017	-0.219524	4.400081	3.574847	-0.28386	TRUE	10
Gse1	chr8	120228456	120581390	4.155511	4.197356	0.013731	6.282922	5.621169	-0.154825	FALSE	10
Gm9949	chr18	62180126	62184405	4.153855	6.794323	0.681369	5.428453	7.287556	0.410472	FALSE	10
Dpysl4	chr7	139086001	139102704	4.153156	4.078282	-0.024913	3.53475	3.163913	-0.150015	FALSE	10
2310009B15Rik	chr1	138851983	138856852	4.151163	5.967362	0.501284	3.107543	5.26671	0.721444	FALSE	10
Gsc2	chr16	17913107	17915059	4.148195	4.545641	0.125626	3.969446	4.849013	0.274931	FALSE	10
Itpka	chr2	119742337	119751263	4.145759	3.836143	-0.106118	6.351104	5.352207	-0.237877	TRUE	10
Lhfpl2	chr13	94057796	94195409	4.141185	5.963411	0.50366	10.029616	10.67161	0.087645	FALSE	10
Duox2	chr2	122279247	122298449	4.141117	3.688712	-0.157996	17.367312	16.332279	-0.087504	TRUE	10
Eva1b	chr4	126147744	126149875	4.134241	3.214871	-0.342144	2.910407	2.272501	-0.328728	FALSE	10
Ndrg1	chr15	66929318	66969640	4.132732	4.037927	-0.031768	10.371562	9.456292	-0.130386	TRUE	10
H4c9	chr13	22040636	22041362	4.132287	4.837274	0.216575	5.428365	7.674863	0.483064	FALSE	10
Smpd5	chr15	76294348	76296896	4.13152	3.807962	-0.111463	3.691914	3.574234	-0.044063	FALSE	10
C1ql3	chr2	13003457	13011806	4.128608	5.216837	0.322198	7.398882	9.015377	0.277584	TRUE	10
Impdh1	chr6	29200434	29216364	4.128222	5.03229	0.272507	5.800324	6.984687	0.259085	FALSE	10
Nrl	chr14	55518978	55524981	4.127671	4.205926	0.025735	2.434798	2.50345	0.03683	TRUE	10
Htr1b	chr9	81628291	81633828	4.127327	4.173201	0.015143	5.686629	5.651447	-0.008619	TRUE	10
Lrrc26	chr2	25289915	25291180	4.123819	2.607045	-0.619627	3.983241	3.09963	-0.340458	FALSE	10
Fam237b	chr5	5573799	5576203	4.122005	6.504032	0.630937	3.196131	5.149251	0.652321	FALSE	10
Lbhd2	chr12	111406809	111412090	4.121478	3.485584	-0.228471	3.048015	2.45113	-0.290941	FALSE	10
Gjb2	chr14	57098600	57104702	4.119764	3.240819	-0.326483	7.120109	6.133525	-0.208237	TRUE	10
1810013A23Rik	chr17	28271708	28273163	4.118956	3.946193	-0.058615	2.097966	1.961411	-0.087588	FALSE	10
Snx18	chr13	113592179	113618564	4.117114	5.833838	0.481092	3.7246	6.054862	0.669672	FALSE	10
Sowahb	chr5	93041123	93045022	4.117044	4.309065	0.062498	4.105016	5.039082	0.282091	FALSE	10
Lamp5	chr2	136052239	136069917	4.109993	5.24877	0.336835	6.103041	10.015341	0.694848	TRUE	10
Mtss1	chr15	58941234	59082005	4.103879	4.89735	0.243058	7.272971	8.279833	0.181891	TRUE	10
Prr18	chr17	8337459	8344113	4.101561	3.860895	-0.082662	1.211329	1.324211	0.109497	FALSE	10
Atg9b	chr5	24384181	24392143	4.100983	5.322864	0.359255	1.447466	2.737834	0.826794	FALSE	10
Car3	chr3	14863512	14872523	4.09992	5.982792	0.521889	7.45276	10.495134	0.48182	FALSE	10
Nes	chr3	87971078	87980451	4.097763	2.839482	-0.496964	5.341973	3.798289	-0.468992	TRUE	10
5031425F14Rik	chr2	166447451	166459232	4.095209	3.83034	-0.091382	6.122187	5.366933	-0.182917	FALSE	10
Sct	chr7	141278330	141279133	4.093399	3.491015	-0.216998	2.565813	2.425476	-0.074564	TRUE	10
4833438C02Rik	chr19	46303591	46305611	4.092126	5.021221	0.281489	4.042718	4.692083	0.204551	FALSE	10
Gpx8	chr13	113042753	113046410	4.088391	6.708013	0.685262	5.049682	7.910307	0.625571	FALSE	10
Gm14204	chr2	158595472	158610723	4.087952	3.117669	-0.368138	7.822893	5.867045	-0.401959	FALSE	10
Arhgap9	chr10	127321964	127329943	4.08568	3.660256	-0.150081	1.640744	1.553447	-0.069314	FALSE	10
E130018O15Rik	chr5	35379152	35388476	4.084725	3.082667	-0.382265	4.878493	3.471467	-0.465851	FALSE	10
Plxnd1	chr6	115954811	115995005	4.075239	6.032365	0.541639	5.676625	5.954764	0.066492	TRUE	10
Wt1	chr2	105126529	105173616	4.07355	3.519661	-0.199251	16.056048	14.610616	-0.13417	FALSE	10
1700085C21Rik	chr12	82932520	82939155	4.072373	4.375454	0.098427	1.270406	1.025796	-0.258593	FALSE	10
Ecel1	chr1	87147655	87156521	4.069283	3.360262	-0.260655	5.032816	4.042926	-0.301232	FALSE	10
Dusp15	chr2	152940997	152951698	4.06822	4.540046	0.150589	3.084844	4.210104	0.422732	TRUE	10
Gm25212	chr8	123547265	123555881	4.067967	3.160432	-0.343065	8.211866	6.562547	-0.314015	FALSE	10
Igsf9	chr1	172481788	172498878	4.057937	4.516256	0.146824	5.631664	7.536407	0.406527	TRUE	10
Krt86	chr15	101473478	101479986	4.053774	3.833073	-0.07649	1.846928	1.840414	-0.004553	FALSE	10
Fgfr3	chr5	33721674	33737068	4.050203	4.021126	-0.009857	7.921969	6.80931	-0.211988	TRUE	10
Hspb7	chr4	141420779	141425311	4.046284	3.673153	-0.132033	2.826278	2.681511	-0.070237	FALSE	10
1700092C10Rik	chr14	69164797	69171857	4.044003	4.499686	0.146475	10.812522	11.248778	0.055948	FALSE	10
Comp	chr8	70373558	70382066	4.041536	3.00456	-0.402245	5.160928	3.910625	-0.381475	TRUE	10
Socs1	chr16	10782240	10785536	4.035633	4.241177	0.068047	3.717764	4.40818	0.233055	FALSE	10
Kcns2	chr15	34837355	34843407	4.027863	5.909358	0.528974	6.15038	8.394827	0.435428	FALSE	10
Gm13271	chr4	88754868	88755416	4.022723	5.624512	0.46207	2.279222	2.785383	0.266047	FALSE	10
Lep	chr6	29060220	29073877	4.020348	6.522031	0.668971	4.880581	6.677747	0.435446	TRUE	10
Omp	chr7	98143359	98145502	4.018545	3.295354	-0.269882	2.767129	2.508261	-0.130767	TRUE	10
Gpr85	chr6	13834458	13839942	4.018061	7.444142	0.854684	2.1044	4.799355	1.110564	FALSE	10
Pak6	chr2	118663303	118698020	4.014222	4.204064	0.063272	4.444313	5.78942	0.365545	TRUE	10
Nkapl	chr13	21467047	21468509	4.011324	8.135678	0.981607	3.093872	6.839341	1.090961	FALSE	10
Insrr	chr3	87796951	87816101	4.004138	3.991813	-0.004215	7.993344	6.994728	-0.187019	FALSE	10
Ascl1	chr10	87490819	87493660	3.991601	4.958927	0.298269	4.399475	4.798193	0.119433	TRUE	10
Hes3	chr4	152285972	152291662	3.990504	4.544336	0.178273	4.043941	4.260457	0.071454	TRUE	10
Fam110a	chr2	151969398	151980219	3.987153	6.193416	0.608221	4.236669	5.930635	0.464748	FALSE	10
1700020N18Rik	chr1	91404879	91406029	3.985775	6.519527	0.680245	2.335244	3.769403	0.642664	FALSE	10
Cxcl5	chr5	90759360	90761624	3.977289	2.323728	-0.72246	4.056902	2.312828	-0.755762	TRUE	10
Pax9	chr12	56691767	56712822	3.966547	2.436131	-0.656387	5.724226	3.609444	-0.634322	FALSE	10
Slc5a10	chr11	61672781	61720826	3.965492	3.302988	-0.248582	1.558525	1.178378	-0.346874	FALSE	10
Tspan32	chr7	143005046	143019644	3.964368	3.698262	-0.09479	2.5133	1.948848	-0.333682	TRUE	10
Pth1r	chr9	110722085	110747145	3.96426	3.5963	-0.13279	2.842685	2.41118	-0.219069	FALSE	10
Foxs1	chr2	152931898	152933208	3.960498	3.697775	-0.093634	2.787551	2.875465	0.041564	TRUE	10
Gpr12	chr5	146582398	146585239	3.95936	3.889223	-0.024415	4.089125	4.108197	0.006371	FALSE	10
Fgf15	chr7	144896531	144900953	3.95794	3.61891	-0.122088	6.728519	5.357204	-0.317151	TRUE	10
Hmga2	chr10	120361275	120476469	3.955057	3.600088	-0.128182	7.698957	6.891007	-0.155252	TRUE	10
Scrt2	chr2	152081529	152095802	3.952451	4.545628	0.191761	5.996346	6.016441	0.004656	TRUE	10
Susd2	chr10	75636706	75644008	3.951884	5.475934	0.449211	5.338371	7.106757	0.398498	FALSE	10
Ntf5	chr7	45413695	45417179	3.949597	3.022894	-0.362603	3.474683	2.81127	-0.285507	TRUE	10
Dsel	chr1	111858702	111864918	3.935686	5.838394	0.543823	6.657516	10.205153	0.600092	FALSE	10
Fam83h	chr15	76001093	76014336	3.934636	3.629352	-0.1101	3.640291	4.425998	0.267264	FALSE	10
Gm16130	chr9	58032274	58048997	3.926959	3.322044	-0.227457	3.698176	3.009395	-0.278899	FALSE	10
Celsr2	chr3	108390851	108415552	3.925232	4.661867	0.235968	3.716661	5.323308	0.493749	TRUE	10
Cebpd	chr16	15887286	15891031	3.925135	5.163605	0.377134	4.091284	5.002951	0.276734	FALSE	10
Dio3	chr12	110279068	110281097	3.924954	2.372037	-0.67722	3.355817	2.005728	-0.683937	TRUE	10
Ascl4	chr10	85927681	85929696	3.922996	6.046454	0.596947	2.875669	4.851197	0.712032	FALSE	10
Alx1	chr10	102998707	103030215	3.921858	2.87152	-0.421933	16.005461	12.067742	-0.401033	TRUE	10
2010016I18Rik	chr3	106481982	106485913	3.915821	4.043377	0.04382	2.607581	2.169341	-0.242933	FALSE	10
Ovol2	chr2	144305175	144332146	3.915098	4.058302	0.049114	13.086397	11.721349	-0.156151	TRUE	10
Lrrc3	chr10	77897575	77902536	3.91275	4.461148	0.17975	4.656547	5.561436	0.245557	FALSE	10
Thbs1	chr2	118111876	118127133	3.912101	3.011401	-0.354692	9.009516	7.97344	-0.171781	TRUE	10
Cited1	chrX	102247381	102252181	3.910467	3.983328	0.025226	3.534851	4.38469	0.294332	TRUE	10
Vax2	chr6	83711264	83738313	3.905429	3.26027	-0.24533	10.29452	8.011023	-0.35323	TRUE	10
5830408C22Rik	chr8	25101216	25109571	3.90079	3.463987	-0.161643	7.709581	6.99243	-0.136755	FALSE	10
Chst14	chr2	118926496	118928585	3.899073	4.901172	0.314138	3.135569	4.050382	0.347786	FALSE	10
Gli1	chr10	127329882	127341974	3.893942	3.77665	-0.041728	5.697354	5.492182	-0.050908	TRUE	10
Bcl2l11	chr2	128126038	128162547	3.892826	4.085631	0.066091	11.168296	10.724604	-0.057331	TRUE	10
Cryaa	chr17	31677807	31681733	3.892324	2.215928	-0.755425	3.188683	1.770806	-0.77579	TRUE	10
Tlr9	chr9	106222598	106226883	3.892228	3.48469	-0.150558	1.683805	1.462335	-0.178397	TRUE	10
Gata5os	chr2	180332857	180340732	3.889406	2.976584	-0.362375	3.853363	2.987958	-0.344542	FALSE	10
Slc7a5	chr8	121881150	121907694	3.885777	3.740382	-0.052013	4.02341	5.84337	0.514871	TRUE	10
C1ql4	chr15	99084086	99087817	3.885378	3.58392	-0.110022	5.404753	5.20811	-0.051337	FALSE	10
Col2a1	chr15	97975602	98004695	3.884457	3.841354	-0.01523	8.97608	8.450134	-0.084962	TRUE	10
Galr1	chr18	82392380	82406777	3.876943	4.213955	0.11404	8.382198	8.665567	0.046757	FALSE	10
Nkx6-3	chr8	23153269	23158948	3.873933	3.976862	0.035822	2.343624	1.826986	-0.324649	FALSE	10
Crlf1	chr8	70493158	70504081	3.871293	3.906406	0.012328	8.275661	5.934824	-0.464993	TRUE	10
Cryge	chr1	65048554	65051149	3.868908	5.670007	0.526528	2.642055	3.384029	0.332534	TRUE	10
Rundc3b	chr5	8490334	8622952	3.868087	3.710716	-0.05663	2.829823	5.609638	0.934627	FALSE	10
Them6	chr15	74721204	74724639	3.863201	4.59779	0.238658	4.159099	5.220166	0.313001	FALSE	10
Aqp6	chr15	99601400	99605477	3.863122	6.902505	0.802676	4.896214	8.500234	0.769262	FALSE	10
Pdlim2	chr14	70164218	70177681	3.860875	5.357408	0.450694	6.330023	8.071213	0.340072	FALSE	10
Trp53i11	chr2	93187548	93201759	3.860783	4.07186	0.072753	5.853356	7.41823	0.330733	FALSE	10
Ifna15	chr4	88557673	88558245	3.859673	6.08798	0.628695	2.031609	3.757761	0.820934	FALSE	10
Cdkn1c	chr7	143458339	143461050	3.858999	2.999409	-0.341397	4.587295	3.894435	-0.224519	TRUE	10
Cnih3	chr1	181352628	181460641	3.855177	4.430105	0.19039	6.501945	6.27855	-0.048759	TRUE	10
Chst3	chr10	60181532	60219260	3.852384	4.382344	0.176485	6.572513	6.341777	-0.049857	FALSE	10
Klhl35	chr7	99466004	99474022	3.850136	4.450959	0.198631	4.956237	5.424516	0.124941	FALSE	10
Nrn1	chr13	36725361	36735131	3.848463	5.431309	0.474078	4.067419	5.405082	0.391746	TRUE	10
Ogdhl	chr14	32322019	32348151	3.848168	3.52241	-0.120404	3.801344	5.298989	0.456703	FALSE	10
Tnfsf15	chr4	63727084	63745113	3.847547	4.169641	0.109938	7.03459	8.878081	0.326659	FALSE	10
Nrgn	chr9	37544492	37552904	3.846716	4.280966	0.146362	4.353326	4.335653	-0.005586	TRUE	10
Pmaip1	chr18	66458533	66465565	3.846694	4.49476	0.213316	7.386311	8.693079	0.22872	TRUE	10
Gm15743	chr16	31427876	31429776	3.846577	5.428534	0.474038	3.428444	4.503672	0.372606	FALSE	10
Lrp8os2	chr4	107806033	107823022	3.846139	4.837093	0.314632	2.86832	3.062595	0.088008	FALSE	10
Klhdc8a	chr1	132298626	132307357	3.842852	3.952624	0.03846	4.094438	4.869469	0.238331	FALSE	10
Hoxb1	chr11	96365752	96368256	3.838791	1.920553	-0.922991	3.788577	1.800443	-0.988335	TRUE	10
Adgrg1	chr8	94974751	95014217	3.836001	4.839951	0.319048	2.578625	3.214755	0.295466	TRUE	10
Dlk1	chr12	109452823	109463336	3.835385	3.0912	-0.292466	3.515619	3.199181	-0.127688	FALSE	10
Mlph	chr1	90915085	90951142	3.831742	3.013062	-0.32562	3.517587	2.522097	-0.446795	FALSE	10
Pax6	chr2	105668900	105697364	3.831661	5.455416	0.486188	7.586843	12.84029	0.742358	TRUE	10
Fgf11	chr11	69796068	69801857	3.829569	3.546522	-0.104529	6.246652	5.427018	-0.195522	TRUE	10
Ptgr3	chr18	84088063	84097528	3.826555	5.834395	0.58126	4.075997	6.559679	0.658194	FALSE	10
Elavl2	chr4	91250763	91399984	3.826519	5.257121	0.436714	12.515331	14.319825	0.19117	TRUE	10
Dlx4os	chr11	95145052	95159047	3.825857	2.890915	-0.379081	8.386468	6.673082	-0.320262	FALSE	10
Bcl11b	chr12	107910403	108003602	3.824562	3.596845	-0.083598	6.100164	5.162727	-0.231615	TRUE	10
Mroh6	chr15	75884137	75888770	3.81975	4.784305	0.308887	3.340475	4.169228	0.301879	FALSE	10
Lynx1	chr15	74747852	74753046	3.819235	3.444133	-0.140601	2.56343	2.555381	-0.004178	TRUE	10
Igsf3	chr3	101377083	101463059	3.81558	3.935687	0.042308	7.290152	8.175552	0.160778	FALSE	10
2900005J15Rik	chr5	25100983	25103007	3.815535	4.006617	0.06674	4.976296	5.17067	0.052979	FALSE	10
Zfpm1	chr8	122282141	122337251	3.813995	3.352067	-0.175439	5.743019	5.28105	-0.116331	FALSE	10
Rhoj	chr12	75308322	75401456	3.810651	4.74375	0.300402	9.194426	9.819314	0.092713	FALSE	10
Asic3	chr5	24413392	24417835	3.809236	4.66899	0.279015	2.694079	3.673395	0.417959	TRUE	10
Chst2	chr9	95399292	95406722	3.805043	3.890575	0.030334	6.292624	6.506857	0.046692	FALSE	10
Gm10584	chr7	132315664	132318291	3.802861	4.662899	0.279501	3.609033	4.364046	0.259627	FALSE	10
Dap	chr15	31224314	31274341	3.796484	5.351749	0.472173	3.910056	6.784942	0.762178	FALSE	10
Rrm2	chr12	24708241	24714146	3.795571	4.764453	0.311814	5.163444	6.791198	0.381117	FALSE	10
Adora2a	chr10	75316877	75334784	3.794263	3.367919	-0.161978	6.643671	5.054115	-0.380036	TRUE	10
Ptgs1	chr2	36230426	36252272	3.793265	3.42795	-0.137682	4.543516	4.543978	0.00014	TRUE	10
Palm3	chr8	84021471	84030295	3.792033	3.397444	-0.149353	2.001656	1.817118	-0.125092	FALSE	10
Lipg	chr18	74939322	74961263	3.788109	3.808732	0.007404	13.58271	11.828942	-0.196041	FALSE	10
Rtn4rl2	chr2	84871924	84886710	3.784556	4.123848	0.117324	7.103294	7.900495	0.14907	TRUE	10
Gng8	chr7	16891786	16895436	3.784443	4.411183	0.209768	2.710128	3.252882	0.245151	FALSE	10
Rhov	chr2	119269201	119271272	3.781325	5.264184	0.454776	2.219055	3.30135	0.529763	FALSE	10
Pdlim4	chr11	54054928	54069014	3.780305	4.405707	0.209552	4.932836	4.799816	-0.03773	TRUE	10
Duoxa1	chr2	122302191	122313730	3.774887	3.968025	0.068111	2.676481	2.595233	-0.041043	TRUE	10
Inafm2	chr2	118745758	118748810	3.770584	5.337596	0.477837	4.326074	6.269945	0.513563	FALSE	10
Mast3	chr8	70778117	70805054	3.770263	4.796699	0.330237	1.469238	2.186292	0.510379	FALSE	10
Pou3f1	chr4	124656807	124660655	3.769774	2.675623	-0.4624	4.941406	3.907519	-0.322473	TRUE	10
Gjd2	chr2	114009601	114013619	3.767624	5.284138	0.464964	5.102299	7.791488	0.589999	TRUE	10
Plcb2	chr2	118707517	118728438	3.764437	3.353246	-0.15713	3.308342	2.960665	-0.149651	TRUE	10
Nfkbia	chr12	55489410	55492647	3.760791	5.036323	0.400978	3.857042	6.703533	0.763951	FALSE	10
Rai2	chrX	161717069	161779496	3.757786	4.923349	0.370723	4.943206	5.024024	0.022406	FALSE	10
Ephb3	chr16	21204755	21223305	3.755927	4.423667	0.223961	5.724236	6.596431	0.197518	TRUE	10
Scn5a	chr9	119483408	119579016	3.754916	3.734827	-0.007309	9.600786	9.308697	-0.043558	TRUE	10
Lingo4	chr3	94398517	94404501	3.753768	4.118033	0.126526	3.844754	3.862145	0.006159	TRUE	10
Cd1d2	chr3	86986551	86989780	3.753336	3.400506	-0.134151	2.440125	2.27599	-0.091873	FALSE	10
Ctxn1	chr8	4257660	4259274	3.753108	4.118519	0.126927	3.131335	3.42528	0.121286	FALSE	10
Taar7f	chr10	24049510	24050586	3.744935	2.910035	-0.341095	2.277153	1.742091	-0.347855	TRUE	10
Pldi	chr10	60928226	60938132	3.744898	3.750594	0.002071	2.308215	2.317394	0.005228	FALSE	10
AY702102	chr2	169962015	169963187	3.742801	1.859875	-0.929945	1.82128	0.972114	-0.775832	FALSE	10
Rassf8	chr6	145746748	145821079	3.739009	4.56483	0.273313	5.452068	7.759234	0.492358	FALSE	10
Endou	chr15	97711015	97731339	3.736364	3.582932	-0.05706	4.085938	3.902602	-0.062769	FALSE	10
Jag2	chr12	112907819	112929776	3.736231	3.018324	-0.28886	5.071604	4.634392	-0.124409	TRUE	10
Xxylt1	chr16	30955144	31081432	3.73364	4.431082	0.234372	2.870245	4.673057	0.662974	FALSE	10
Tmem158	chr9	123259053	123260764	3.730818	3.688233	-0.015634	3.394259	3.925532	0.197845	FALSE	10
Nptx2	chr5	144545902	144557478	3.730556	4.245034	0.176605	4.939667	4.65231	-0.082668	TRUE	10
Chrna4	chr2	181018380	181043546	3.730475	2.93928	-0.322409	7.193469	5.309778	-0.422911	TRUE	10
Arid3c	chr4	41723836	41731142	3.728326	5.93751	0.641075	4.763071	4.90323	0.040017	FALSE	10
BC107364	chr3	96433788	96452306	3.726561	2.799148	-0.386428	6.122721	4.35405	-0.471609	FALSE	10
Ccn4	chr15	66891320	66923201	3.726071	3.515188	-0.079231	3.637794	3.821518	0.067117	FALSE	10
Ifrd2	chr9	107587642	107593038	3.725618	4.422719	0.234706	2.793315	4.100905	0.519948	FALSE	10
Kremen2	chr17	23741197	23745833	3.725251	4.539973	0.270821	3.762593	3.37474	-0.147812	FALSE	10
Efhd2	chr4	141858142	141874920	3.723346	3.688185	-0.012921	4.662644	4.555561	-0.031991	FALSE	10
Snph	chr2	151590549	151632593	3.722914	3.624192	-0.03658	3.974264	5.454075	0.435946	TRUE	10
Trib2	chr12	15791727	15816922	3.722818	3.846717	0.044635	8.102097	7.556137	-0.097891	FALSE	10
Inava	chr1	136213531	136234264	3.721034	3.890288	0.060662	4.674585	4.536952	-0.041147	FALSE	10
Adcy4	chr14	55769057	55784095	3.720498	3.505086	-0.081099	6.003971	5.311275	-0.170216	FALSE	10
