Chr	Start	End	cluster	mecp2_class	chromatin_state
chr13	43486092	43486492	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	70710596	70710996	Cluster 3	MeCP2 Up	Poised_Enhancer
chr16	70152513	70152913	Cluster 2	MeCP2 Up	Unmarked
chr8	79203866	79204266	Cluster 3	MeCP2 Up	Unmarked
chr11	104194230	104194630	Cluster 2	MeCP2 Up	Unmarked
chr13	78425770	78426170	Cluster 1	MeCP2 Up	Repressed_Promoter
chr11	42750318	42750718	Cluster 2	MeCP2 Up	Poised_Enhancer
chr11	75866565	75866965	Cluster 1	MeCP2 Up	Unmarked
chr2	41984280	41984680	Cluster 4	MeCP2 Up	Poised_Enhancer
chr4	63301068	63301468	Cluster 3	MeCP2 Down	Polycomb
chr9	60607565	60607965	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	106261255	106261655	Cluster 2	MeCP2 Up	Unmarked
chr1	137656001	137656401	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	105610254	105610654	Cluster 3	MeCP2 Up	Unmarked
chr5	74276234	74276634	Cluster 1	MeCP2 Up	Unmarked
chr6	104306204	104306604	Cluster 1	MeCP2 Up	Unmarked
chr4	120255035	120255435	Cluster 3	MeCP2 Down	Polycomb
chr16	22701827	22702227	Cluster 1	MeCP2 Up	Unmarked
chr5	39159511	39159911	Cluster 2	MeCP2 Up	Unmarked
chr3	120477180	120477580	Cluster 2	MeCP2 Up	Unmarked
chr2	142350751	142351151	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	108327070	108327470	Cluster 3	MeCP2 Down	Unmarked
chr2	27338141	27338541	Cluster 3	MeCP2 Down	Polycomb
chr13	117780618	117781018	Cluster 2	MeCP2 Up	Unmarked
chr2	103465581	103465981	Cluster 3	MeCP2 Up	Unmarked
chr9	46737056	46737456	Cluster 3	MeCP2 Down	Unmarked
chr5	49787495	49787895	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	28816567	28816967	Cluster 3	MeCP2 Down	Unmarked
chrX	73500976	73501376	Cluster 4	MeCP2 Up	Unmarked
chr18	59960183	59960583	Cluster 2	MeCP2 Up	Unmarked
chr9	48647217	48647617	Cluster 3	MeCP2 Down	Unmarked
chr3	81962421	81962821	Cluster 2	MeCP2 Up	Unmarked
chr14	24955794	24956194	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	82940443	82940843	Cluster 2	MeCP2 Up	Unmarked
chr6	103676986	103677386	Cluster 1	MeCP2 Up	Unmarked
chr2	71917485	71917885	Cluster 3	MeCP2 Up	Unmarked
chr6	133658149	133658549	Cluster 2	MeCP2 Up	Unmarked
chr16	31492468	31492868	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	52937511	52937911	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	97597486	97597886	Cluster 3	MeCP2 Up	Polycomb
chr18	83490900	83491300	Cluster 3	MeCP2 Down	Unmarked
chr14	49836538	49836938	Cluster 4	MeCP2 Up	Poised_Enhancer
chr4	9105502	9105902	Cluster 2	MeCP2 Up	Unmarked
chr8	101459513	101459913	Cluster 1	MeCP2 Up	Unmarked
chr5	149504664	149505064	Cluster 3	MeCP2 Up	Unmarked
chr2	138072768	138073168	Cluster 4	MeCP2 Up	Poised_Enhancer
chr2	142347042	142347442	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	117595946	117596346	Cluster 2	MeCP2 Up	Unmarked
chr10	115181660	115182060	Cluster 3	MeCP2 Up	Unmarked
chr16	63855606	63856006	Cluster 2	MeCP2 Up	Unmarked
chr9	91799799	91800199	Cluster 1	MeCP2 Up	Active_Enhancer
chr19	36384466	36384866	Cluster 3	MeCP2 Down	Repressed_Promoter
chr10	64895161	64895561	Cluster 2	MeCP2 Up	Unmarked
chr11	114818065	114818465	Cluster 1	MeCP2 Up	Unmarked
chr4	120182478	120182878	Cluster 3	MeCP2 Down	Polycomb
chr10	39658823	39659223	Cluster 1	MeCP2 Up	Unmarked
chr1	77051296	77051696	Cluster 3	MeCP2 Up	Unmarked
chr9	73276440	73276840	Cluster 2	MeCP2 Up	Poised_Enhancer
chr10	109578883	109579283	Cluster 2	MeCP2 Up	Unmarked
chr12	38596807	38597207	Cluster 2	MeCP2 Up	Unmarked
chr5	38886522	38886922	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	9795031	9795431	Cluster 1	MeCP2 Down	Poised_Enhancer
chr18	55109136	55109536	Cluster 3	MeCP2 Up	Unmarked
chr13	111302215	111302615	Cluster 2	MeCP2 Up	Unmarked
chr15	23980245	23980645	Cluster 4	MeCP2 Up	Poised_Enhancer
chr1	150871983	150872383	Cluster 1	MeCP2 Up	Active_Enhancer
chr15	40652631	40653031	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	84601280	84601680	Cluster 1	MeCP2 Down	Unmarked
chr2	4594283	4594683	Cluster 3	MeCP2 Down	Polycomb
chr1	193257433	193257833	Cluster 2	MeCP2 Up	Unmarked
chr18	57639962	57640362	Cluster 1	MeCP2 Up	Unmarked
chr2	138965174	138965574	Cluster 2	MeCP2 Up	Unmarked
chr15	73407589	73407989	Cluster 3	MeCP2 Down	Unmarked
chr10	105570487	105570887	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	45803528	45803928	Cluster 3	MeCP2 Down	Polycomb
chr10	109677850	109678250	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	101566215	101566615	Cluster 3	MeCP2 Up	Unmarked
chr6	11592007	11592407	Cluster 4	MeCP2 Up	Unmarked
chr6	76765596	76765996	Cluster 2	MeCP2 Up	Unmarked
chrX	119723033	119723433	Cluster 2	MeCP2 Up	Unmarked
chr9	29567635	29568035	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	33738030	33738430	Cluster 1	MeCP2 Up	Unmarked
chr15	87185528	87185928	Cluster 3	MeCP2 Up	Poised_Enhancer
chr1	51096368	51096768	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	122954096	122954496	Cluster 1	MeCP2 Up	Unmarked
chr16	76246516	76246916	Cluster 2	MeCP2 Up	Unmarked
chr11	116349996	116350396	Cluster 3	MeCP2 Down	Polycomb
chr3	51094817	51095217	Cluster 3	MeCP2 Up	Unmarked
chr18	30692267	30692667	Cluster 1	MeCP2 Up	Unmarked
chr13	29273578	29273978	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	50120090	50120490	Cluster 2	MeCP2 Up	Unmarked
chr18	47858536	47858936	Cluster 3	MeCP2 Up	Active_Enhancer
chr10	26281794	26282194	Cluster 2	MeCP2 Down	Unmarked
chr2	57959565	57959965	Cluster 4	MeCP2 Up	Active_Enhancer
chr16	24216016	24216416	Cluster 2	MeCP2 Up	Unmarked
chr11	31794421	31794821	Cluster 1	MeCP2 Up	Poised_Enhancer
chr18	38846846	38847246	Cluster 1	MeCP2 Up	Unmarked
chr13	84749423	84749823	Cluster 1	MeCP2 Up	Unmarked
chr6	32319998	32320398	Cluster 3	MeCP2 Down	Polycomb
chr7	72687080	72687480	Cluster 3	MeCP2 Up	Unmarked
chr3	141620878	141621278	Cluster 1	MeCP2 Up	Active_Enhancer
chr11	104633134	104633534	Cluster 2	MeCP2 Up	Unmarked
chr12	77603983	77604383	Cluster 3	MeCP2 Up	Unmarked
chr15	40168421	40168821	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	3575677	3576077	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	44870969	44871369	Cluster 2	MeCP2 Down	Unmarked
chr10	64897763	64898163	Cluster 4	MeCP2 Up	Unmarked
chr13	54257132	54257532	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	8949940	8950340	Cluster 2	MeCP2 Up	Unmarked
chr12	77653336	77653736	Cluster 2	MeCP2 Up	Unmarked
chr9	100573111	100573511	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	121160426	121160826	Cluster 1	MeCP2 Up	Unmarked
chr15	66311441	66311841	Cluster 2	MeCP2 Up	Unmarked
chr7	144327496	144327896	Cluster 3	MeCP2 Down	Unmarked
chr18	69128076	69128476	Cluster 2	MeCP2 Up	Unmarked
chr11	25158488	25158888	Cluster 2	MeCP2 Up	Unmarked
chrX	63138524	63138924	Cluster 4	MeCP2 Up	Poised_Enhancer
chr1	33175978	33176378	Cluster 2	MeCP2 Up	Poised_Enhancer
chr15	39738359	39738759	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	9137470	9137870	Cluster 2	MeCP2 Up	Active_Enhancer
chr5	49820882	49821282	Cluster 4	MeCP2 Up	Unmarked
chr1	51365120	51365520	Cluster 2	MeCP2 Up	Unmarked
chr10	26565383	26565783	Cluster 2	MeCP2 Down	Polycomb
chr6	72259481	72259881	Cluster 3	MeCP2 Up	Unmarked
chr1	130840689	130841089	Cluster 2	MeCP2 Up	Unmarked
chr4	97912124	97912524	Cluster 1	MeCP2 Up	Unmarked
chr7	96172064	96172464	Cluster 2	MeCP2 Up	Repressed_Promoter
chr14	86359913	86360313	Cluster 4	MeCP2 Up	Unmarked
chr9	94372512	94372912	Cluster 1	MeCP2 Up	Unmarked
chr12	118107614	118108014	Cluster 1	MeCP2 Up	Unmarked
chrX	157488043	157488443	Cluster 2	MeCP2 Up	Poised_Enhancer
chr9	29457135	29457535	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	43887083	43887483	Cluster 2	MeCP2 Up	Unmarked
chr4	151531754	151532154	Cluster 4	MeCP2 Down	Unmarked
chr3	25202521	25202921	Cluster 1	MeCP2 Up	Unmarked
chr10	28335964	28336364	Cluster 3	MeCP2 Up	Unmarked
chr16	29207698	29208098	Cluster 3	MeCP2 Up	Unmarked
chr3	85520617	85521017	Cluster 2	MeCP2 Up	Unmarked
chr6	56337909	56338309	Cluster 1	MeCP2 Up	Poised_Enhancer
chr18	14263529	14263929	Cluster 3	MeCP2 Up	Active_Enhancer
chr1	39885542	39885942	Cluster 2	MeCP2 Up	Unmarked
chr4	82703259	82703659	Cluster 1	MeCP2 Up	Bivalent_Promoter
chr19	22906956	22907356	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	76567907	76568307	Cluster 3	MeCP2 Down	Unmarked
chr1	158327015	158327415	Cluster 3	MeCP2 Up	Active_Enhancer
chr6	108053589	108053989	Cluster 1	MeCP2 Up	Unmarked
chr16	43123756	43124156	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	3401194	3401594	Cluster 2	MeCP2 Up	Unmarked
chr16	49986664	49987064	Cluster 1	MeCP2 Up	Unmarked
chr12	71333783	71334183	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	130404636	130405036	Cluster 1	MeCP2 Up	Poised_Enhancer
chr9	59185588	59185988	Cluster 4	MeCP2 Up	Unmarked
chr8	115274784	115275184	Cluster 3	MeCP2 Down	Poised_Enhancer
chr13	109082418	109082818	Cluster 2	MeCP2 Up	Unmarked
chr12	38580001	38580401	Cluster 4	MeCP2 Up	Unmarked
chr6	77291361	77291761	Cluster 3	MeCP2 Down	Unmarked
chr7	91570871	91571271	Cluster 1	MeCP2 Up	Unmarked
chr14	81981126	81981526	Cluster 2	MeCP2 Up	Unmarked
chr15	30377620	30378020	Cluster 1	MeCP2 Down	Unmarked
chr3	137068461	137068861	Cluster 2	MeCP2 Up	Unmarked
chr3	9724236	9724636	Cluster 3	MeCP2 Down	Unmarked
chr4	142849997	142850397	Cluster 2	MeCP2 Up	Unmarked
chr8	99351902	99352302	Cluster 1	MeCP2 Up	Unmarked
chr16	31532543	31532943	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	152349092	152349492	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	52963584	52963984	Cluster 4	MeCP2 Up	Unmarked
chr9	94145186	94145586	Cluster 1	MeCP2 Up	Unmarked
chr3	140987968	140988368	Cluster 2	MeCP2 Up	Active_Enhancer
chr3	69814396	69814796	Cluster 2	MeCP2 Up	Poised_Enhancer
chr15	40363781	40364181	Cluster 1	MeCP2 Up	Unmarked
chr2	87369578	87369978	Cluster 2	MeCP2 Up	Unmarked
chr16	44629632	44630032	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	91903002	91903402	Cluster 2	MeCP2 Up	Unmarked
chr15	45709420	45709820	Cluster 2	MeCP2 Up	Unmarked
chr13	117856836	117857236	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	101705098	101705498	Cluster 1	MeCP2 Up	Unmarked
chr16	68438877	68439277	Cluster 2	MeCP2 Up	Unmarked
chr18	78487450	78487850	Cluster 2	MeCP2 Up	Unmarked
chr2	143219883	143220283	Cluster 1	MeCP2 Up	Poised_Enhancer
chr8	78235444	78235844	Cluster 3	MeCP2 Up	Unmarked
chr3	124077420	124077820	Cluster 2	MeCP2 Up	Unmarked
chr2	41902597	41902997	Cluster 1	MeCP2 Up	Unmarked
chr13	20546264	20546664	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	35877360	35877760	Cluster 2	MeCP2 Up	Unmarked
chr6	106438552	106438952	Cluster 2	MeCP2 Up	Unmarked
chr3	123971450	123971850	Cluster 2	MeCP2 Up	Unmarked
chr14	52063379	52063779	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	128066348	128066748	Cluster 3	MeCP2 Down	Unmarked
chr12	39344241	39344641	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	79347564	79347964	Cluster 1	MeCP2 Up	Unmarked
chr6	103675387	103675787	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	97229862	97230262	Cluster 4	MeCP2 Up	Unmarked
chr11	41166715	41167115	Cluster 4	MeCP2 Up	Unmarked
chr18	51164042	51164442	Cluster 2	MeCP2 Up	Unmarked
chr13	51900113	51900513	Cluster 3	MeCP2 Up	Unmarked
chr6	24111247	24111647	Cluster 2	MeCP2 Up	Unmarked
chr6	73429042	73429442	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	115996527	115996927	Cluster 2	MeCP2 Up	Unmarked
chr4	27421012	27421412	Cluster 2	MeCP2 Up	Unmarked
chr4	137796399	137796799	Cluster 3	MeCP2 Down	Repressed_Promoter
chr2	143167514	143167914	Cluster 2	MeCP2 Up	Poised_Enhancer
chr18	30779331	30779731	Cluster 4	MeCP2 Up	Unmarked
chr7	63970977	63971377	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	79125674	79126074	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	105012601	105013001	Cluster 2	MeCP2 Up	Poised_Enhancer
chr8	35919375	35919775	Cluster 1	MeCP2 Up	Unmarked
chr6	89463374	89463774	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	67860242	67860642	Cluster 2	MeCP2 Up	Unmarked
chr2	125017352	125017752	Cluster 1	MeCP2 Up	Unmarked
chr11	114476706	114477106	Cluster 2	MeCP2 Up	Unmarked
chr7	83043079	83043479	Cluster 4	MeCP2 Up	Unmarked
chr10	25124061	25124461	Cluster 1	MeCP2 Up	Unmarked
chr10	115095775	115096175	Cluster 1	MeCP2 Up	Poised_Enhancer
chr9	29521901	29522301	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	84289986	84290386	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	4948087	4948487	Cluster 1	MeCP2 Up	Unmarked
chr5	131742821	131743221	Cluster 4	MeCP2 Down	Unmarked
chr13	99674793	99675193	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	85379792	85380192	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	98322746	98323146	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	131200311	131200711	Cluster 2	MeCP2 Up	Unmarked
chr1	193334264	193334664	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	5423362	5423762	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	48138712	48139112	Cluster 3	MeCP2 Up	Polycomb
chr6	59422447	59422847	Cluster 1	MeCP2 Up	Unmarked
chr10	96606296	96606696	Cluster 2	MeCP2 Up	Unmarked
chr1	176944110	176944510	Cluster 1	MeCP2 Up	Unmarked
chr17	28826375	28826775	Cluster 3	MeCP2 Down	Unmarked
chr4	82551191	82551591	Cluster 2	MeCP2 Up	Unmarked
chr8	35348138	35348538	Cluster 2	MeCP2 Up	Unmarked
chr6	106420089	106420489	Cluster 2	MeCP2 Up	Unmarked
chr16	79176629	79177029	Cluster 3	MeCP2 Up	Unmarked
chr3	151323884	151324284	Cluster 2	MeCP2 Up	Poised_Enhancer
chr8	120412267	120412667	Cluster 3	MeCP2 Down	Unmarked
chr12	39319033	39319433	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	47206209	47206609	Cluster 2	MeCP2 Up	Unmarked
chr16	42325299	42325699	Cluster 1	MeCP2 Up	Active_Enhancer
chr18	16510942	16511342	Cluster 3	MeCP2 Up	Unmarked
chr6	104322752	104323152	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	19007469	19007869	Cluster 2	MeCP2 Up	Unmarked
chr17	84370197	84370597	Cluster 1	MeCP2 Up	Unmarked
chr12	29773676	29774076	Cluster 2	MeCP2 Down	Unmarked
chr3	18047173	18047573	Cluster 2	MeCP2 Up	Unmarked
chr1	153136405	153136805	Cluster 2	MeCP2 Up	Poised_Enhancer
chr18	33571086	33571486	Cluster 1	MeCP2 Up	Unmarked
chr14	106052801	106053201	Cluster 2	MeCP2 Up	Unmarked
chr15	52164993	52165393	Cluster 2	MeCP2 Up	Unmarked
chr5	97166184	97166584	Cluster 2	MeCP2 Up	Unmarked
chr8	126073815	126074215	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	19029664	19030064	Cluster 2	MeCP2 Up	Unmarked
chr1	48942489	48942889	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	4586477	4586877	Cluster 3	MeCP2 Down	Unmarked
chr12	70634348	70634748	Cluster 3	MeCP2 Down	Unmarked
chr3	24313329	24313729	Cluster 2	MeCP2 Up	Unmarked
chr1	182410850	182411250	Cluster 1	MeCP2 Up	Active_Promoter
chr11	76573042	76573442	Cluster 3	MeCP2 Down	Repressed_Promoter
chr6	103224975	103225375	Cluster 2	MeCP2 Up	Unmarked
chr5	102107290	102107690	Cluster 1	MeCP2 Up	Unmarked
chrX	61823604	61824004	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	112937401	112937801	Cluster 3	MeCP2 Down	Unmarked
chr8	115438805	115439205	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	29488982	29489382	Cluster 2	MeCP2 Up	Unmarked
chr14	106076118	106076518	Cluster 2	MeCP2 Up	Unmarked
chr1	72463943	72464343	Cluster 3	MeCP2 Down	Unmarked
chr7	92237730	92238130	Cluster 4	MeCP2 Up	Poised_Enhancer
chr2	142364341	142364741	Cluster 2	MeCP2 Up	Unmarked
chr13	53845194	53845594	Cluster 2	MeCP2 Up	Unmarked
chr14	104539743	104540143	Cluster 2	MeCP2 Up	Polycomb
chr9	28625838	28626238	Cluster 2	MeCP2 Up	Unmarked
chr10	61255849	61256249	Cluster 3	MeCP2 Down	Polycomb
chr16	51480161	51480561	Cluster 4	MeCP2 Up	Unmarked
chrX	62829562	62829962	Cluster 2	MeCP2 Up	Unmarked
chr19	22918112	22918512	Cluster 1	MeCP2 Up	Unmarked
chr7	29290015	29290415	Cluster 2	MeCP2 Up	Unmarked
chr1	49103207	49103607	Cluster 4	MeCP2 Up	Unmarked
chr7	71703977	71704377	Cluster 2	MeCP2 Up	Repressed_Promoter
chr3	151223250	151223650	Cluster 3	MeCP2 Up	Unmarked
chr10	109736762	109737162	Cluster 1	MeCP2 Up	Unmarked
chr8	98796208	98796608	Cluster 1	MeCP2 Up	Unmarked
chr5	4528317	4528717	Cluster 1	MeCP2 Up	Active_Enhancer
chr6	135724775	135725175	Cluster 3	MeCP2 Up	Unmarked
chr1	173375739	173376139	Cluster 2	MeCP2 Up	Unmarked
chr8	114487209	114487609	Cluster 3	MeCP2 Up	Unmarked
chr7	92273092	92273492	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	12395606	12396006	Cluster 3	MeCP2 Up	Polycomb
chr13	54610992	54611392	Cluster 1	MeCP2 Down	Active_Promoter
chr3	153829424	153829824	Cluster 3	MeCP2 Up	Unmarked
chr9	28348655	28349055	Cluster 2	MeCP2 Up	Unmarked
chr19	55561056	55561456	Cluster 3	MeCP2 Down	Unmarked
chr2	3591531	3591931	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	129534649	129535049	Cluster 2	MeCP2 Up	Unmarked
chr5	127542733	127543133	Cluster 1	MeCP2 Up	Unmarked
chr1	59417944	59418344	Cluster 3	MeCP2 Up	Unmarked
chr10	17329849	17330249	Cluster 2	MeCP2 Up	Unmarked
chr3	13458286	13458686	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	93910754	93911154	Cluster 2	MeCP2 Up	Unmarked
chr1	51198459	51198859	Cluster 2	MeCP2 Up	Poised_Enhancer
chr17	64817512	64817912	Cluster 2	MeCP2 Up	Unmarked
chr13	5292677	5293077	Cluster 2	MeCP2 Up	Unmarked
chr10	105579655	105580055	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	142140691	142141091	Cluster 4	MeCP2 Up	Unmarked
chr19	23580185	23580585	Cluster 3	MeCP2 Up	Unmarked
chr14	106178690	106179090	Cluster 2	MeCP2 Up	Unmarked
chr1	193312872	193313272	Cluster 2	MeCP2 Up	Unmarked
chr1	187821209	187821609	Cluster 3	MeCP2 Up	Poised_Enhancer
chr1	51397827	51398227	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	84342552	84342952	Cluster 2	MeCP2 Up	Unmarked
chr2	11763761	11764161	Cluster 3	MeCP2 Down	Unmarked
chr9	46602236	46602636	Cluster 3	MeCP2 Down	Poised_Enhancer
chr2	136823643	136824043	Cluster 2	MeCP2 Up	Poised_Enhancer
chr7	79342815	79343215	Cluster 1	MeCP2 Down	Unmarked
chr3	145670363	145670763	Cluster 3	MeCP2 Up	Unmarked
chr4	13775964	13776364	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	109024786	109025186	Cluster 3	MeCP2 Down	Unmarked
chr5	3396201	3396601	Cluster 3	MeCP2 Up	Polycomb
chr13	93640419	93640819	Cluster 2	MeCP2 Up	Unmarked
chr16	42051302	42051702	Cluster 1	MeCP2 Up	Unmarked
chr12	83185960	83186360	Cluster 2	MeCP2 Up	Unmarked
chr7	93108425	93108825	Cluster 2	MeCP2 Up	Unmarked
chr9	94370289	94370689	Cluster 1	MeCP2 Up	Unmarked
chr14	10399962	10400362	Cluster 2	MeCP2 Up	Unmarked
chr4	104453363	104453763	Cluster 2	MeCP2 Up	Active_Enhancer
chr4	97909828	97910228	Cluster 1	MeCP2 Up	Unmarked
chr12	46667122	46667522	Cluster 1	MeCP2 Up	Unmarked
chr4	9132021	9132421	Cluster 1	MeCP2 Up	Unmarked
chr15	64100255	64100655	Cluster 1	MeCP2 Up	Unmarked
chr5	4265717	4266117	Cluster 2	MeCP2 Down	Unmarked
chr12	5918298	5918698	Cluster 3	MeCP2 Up	Unmarked
chr10	97588316	97588716	Cluster 2	MeCP2 Up	Unmarked
chr10	53654699	53655099	Cluster 1	MeCP2 Down	Unmarked
chr4	33870223	33870623	Cluster 2	MeCP2 Up	Unmarked
chr2	105722409	105722809	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	53700375	53700775	Cluster 3	MeCP2 Up	Unmarked
chr2	142374491	142374891	Cluster 2	MeCP2 Up	Poised_Enhancer
chr9	62128476	62128876	Cluster 2	MeCP2 Up	Unmarked
chr3	52003101	52003501	Cluster 1	MeCP2 Up	Unmarked
chr10	6296317	6296717	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	28951651	28952051	Cluster 3	MeCP2 Up	Unmarked
chr13	109089963	109090363	Cluster 3	MeCP2 Up	Unmarked
chr6	115960025	115960425	Cluster 1	MeCP2 Up	Unmarked
chr8	60866362	60866762	Cluster 2	MeCP2 Up	Unmarked
chr3	140942974	140943374	Cluster 2	MeCP2 Up	Unmarked
chr1	193296721	193297121	Cluster 2	MeCP2 Up	Unmarked
chr15	93876019	93876419	Cluster 2	MeCP2 Up	Unmarked
chr1	42712401	42712801	Cluster 3	MeCP2 Down	Repressed_Promoter
chr11	37364832	37365232	Cluster 1	MeCP2 Up	Poised_Enhancer
chr8	14738649	14739049	Cluster 3	MeCP2 Up	Unmarked
chr1	129865894	129866294	Cluster 2	MeCP2 Up	Unmarked
chr14	93673609	93674009	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	109764570	109764970	Cluster 3	MeCP2 Up	Poised_Enhancer
chr4	82638042	82638442	Cluster 3	MeCP2 Down	Unmarked
chr11	17762534	17762934	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	70466585	70466985	Cluster 1	MeCP2 Up	Unmarked
chr1	180503830	180504230	Cluster 1	MeCP2 Up	Unmarked
chr15	39730008	39730408	Cluster 1	MeCP2 Up	Unmarked
chr6	125587786	125588186	Cluster 3	MeCP2 Down	Polycomb
chr4	64536768	64537168	Cluster 2	MeCP2 Up	Unmarked
chr15	37735539	37735939	Cluster 1	MeCP2 Up	Unmarked
chr13	109179357	109179757	Cluster 2	MeCP2 Up	Unmarked
chr6	99668209	99668609	Cluster 1	MeCP2 Up	Unmarked
chr3	17898732	17899132	Cluster 2	MeCP2 Up	Unmarked
chr1	18167443	18167843	Cluster 2	MeCP2 Up	Poised_Enhancer
chr1	59338678	59339078	Cluster 2	MeCP2 Up	Unmarked
chr5	107251554	107251954	Cluster 3	MeCP2 Down	Poised_Enhancer
chr17	50399616	50400016	Cluster 2	MeCP2 Up	Unmarked
chr15	28471318	28471718	Cluster 2	MeCP2 Up	Unmarked
chr1	28098761	28099161	Cluster 2	MeCP2 Up	Unmarked
chr14	76751466	76751866	Cluster 1	MeCP2 Up	Unmarked
chr2	96756878	96757278	Cluster 4	MeCP2 Up	Poised_Enhancer
chr1	149733161	149733561	Cluster 2	MeCP2 Up	Unmarked
chr4	84841093	84841493	Cluster 3	MeCP2 Up	Unmarked
chr1	64156298	64156698	Cluster 3	MeCP2 Up	Unmarked
chr14	16151809	16152209	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	76260925	76261325	Cluster 1	MeCP2 Down	Active_Enhancer
chr18	28295853	28296253	Cluster 4	MeCP2 Up	Unmarked
chr9	102081304	102081704	Cluster 3	MeCP2 Down	Poised_Enhancer
chr11	104186747	104187147	Cluster 1	MeCP2 Up	Unmarked
chr2	33717693	33718093	Cluster 3	MeCP2 Down	Repressed_Promoter
chr6	97803021	97803421	Cluster 1	MeCP2 Up	Unmarked
chr6	71114091	71114491	Cluster 3	MeCP2 Down	Unmarked
chr6	144697015	144697415	Cluster 2	MeCP2 Up	Unmarked
chr7	83760591	83760991	Cluster 4	MeCP2 Up	Unmarked
chr3	86959028	86959428	Cluster 3	MeCP2 Up	Unmarked
chr1	193300010	193300410	Cluster 1	MeCP2 Up	Unmarked
chr18	57785232	57785632	Cluster 4	MeCP2 Up	Poised_Enhancer
chr2	135313219	135313619	Cluster 3	MeCP2 Down	Polycomb
chr17	49976408	49976808	Cluster 2	MeCP2 Up	Unmarked
chr14	86512210	86512610	Cluster 2	MeCP2 Up	Unmarked
chr18	39052131	39052531	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	65111617	65112017	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	113708512	113708912	Cluster 1	MeCP2 Up	Unmarked
chr2	109304472	109304872	Cluster 2	MeCP2 Up	Unmarked
chrX	157732880	157733280	Cluster 2	MeCP2 Up	Unmarked
chr7	114182731	114183131	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	26098397	26098797	Cluster 2	MeCP2 Up	Unmarked
chr18	33626731	33627131	Cluster 2	MeCP2 Up	Unmarked
chr1	74303911	74304311	Cluster 1	MeCP2 Down	Unmarked
