chr	start	end	enhancer_class	n_abc_pairs	mean_delta_abc	mean_delta_unnorm	n_gained	n_lost
chr7	45492961	45493557	Activity_Lost	13	-0.0331670769230769	-0.483365307692308	0	9
chr14	54721793	54722125	Activity_Lost	3	-0.012153	-0.178222666666667	0	2
chr3	107451052	107451217	Activity_Lost	1	-0.016372	-0.173545	0	1
chr16	31618740	31618895	Activity_Lost	4	0.0038475	-0.122114	1	0
chr12	102697083	102697372	Activity_Lost	1	-0.009918	-0.217724	0	0
chr7	38212731	38212832	Activity_Lost	1	-0.003783	-0.115929	0	0
chr17	45629999	45630674	Activity_Lost	5	-0.0084254	-0.117625	0	1
chr16	83420876	83421174	Activity_Lost	1	-0.018653	-0.037395	0	1
chr12	116540693	116540907	Activity_Lost	3	-0.013488	-0.0502663333333333	0	2
chr10	21083508	21084148	Activity_Lost	4	-0.03455925	-0.0256255	0	3
chr3	52392170	52392531	Activity_Lost	2	-0.000945	-0.024988	0	0
chr16	43464094	43464183	Activity_Lost	1	-0.008247	-0.016073	0	0
chr14	73502662	73503190	Activity_Lost	2	-0.017631	-0.083784	0	1
chr1	176015968	176016552	Activity_Lost	1	0.022987	0.009608	1	0
chr6	67146785	67147050	Activity_Lost	3	-0.023028	-0.0211756666666667	0	3
chr17	13666890	13667281	Activity_Lost	7	-0.021127	-0.119441142857143	0	7
chr8	40964358	40964648	Activity_Lost	1	-0.003012	-0.026764	0	0
chr14	54769162	54769296	Activity_Lost	1	-0.01018	-0.170757	0	1
chr14	67142140	67142729	Activity_Lost	4	-0.01225725	-0.02528775	0	4
chr1	75357409	75357581	Activity_Lost	1	-0.012543	-0.185792	0	1
chr15	86082375	86082910	Activity_Lost	2	-0.01276	-0.2375475	0	2
chr15	38302277	38302464	Activity_Lost	4	-0.038461	-0.25860925	0	3
chr3	79519134	79519485	Activity_Lost	5	-0.0107888	-0.1309442	0	2
chr6	115915619	115916048	Activity_Lost	6	-0.00300783333333333	-0.0956678333333333	0	0
chr10	37995765	37996309	Activity_Lost	6	-0.000370166666666668	-0.0334835	1	2
chr7	130888051	130888268	Activity_Lost	1	-0.006463	-0.076184	0	0
chr12	83208096	83208366	Activity_Lost	1	0.000277	-0.01669	0	0
chr16	50010313	50011098	Activity_Lost	5	-0.004269	-0.0426302	0	2
chr4	43629531	43629690	Activity_Lost	2	-0.0138225	-0.1511745	0	2
chr9	44942415	44943190	Activity_Lost	7	-0.0119484285714286	-0.096756	1	5
chr14	121062899	121063044	Activity_Lost	3	-0.0247213333333333	-0.0686136666666667	0	3
chr7	27620935	27621540	Activity_Lost	3	-0.007864	-0.105495	0	1
chr4	108949239	108949628	Activity_Lost	1	-0.013606	-0.022401	0	1
chr8	116525012	116525207	Activity_Lost	1	-0.005603	-0.053524	0	0
chr15	97649647	97650069	Activity_Lost	1	-0.012799	-0.039212	0	1
chr13	49181533	49181788	Activity_Lost	3	-0.010297	-0.120838333333333	0	1
chr7	58842889	58843252	Activity_Lost	4	0.016792	0.01795975	2	2
chr11	43549890	43550074	Activity_Lost	3	-0.00471366666666667	-0.0410983333333333	0	0
chr1	36064893	36065213	Activity_Lost	4	-0.000925	-0.0631835	0	0
chr2	27212174	27212906	Activity_Lost	5	-0.003757	0.0292104	1	2
chr12	116147936	116148214	Activity_Lost	1	-0.011955	-0.048095	0	1
chr6	124809359	124809784	Activity_Lost	6	-0.007693	-0.172502833333333	0	2
chr9	96726822	96727056	Activity_Lost	1	-0.011793	-0.084077	0	1
chr15	97789866	97790100	Activity_Lost	5	0.000208400000000001	0.0148822	1	1
chr15	53621578	53621904	Activity_Lost	4	-0.007586	-0.03523275	1	2
chr15	98145479	98145946	Activity_Lost	4	-0.011921	-0.11637175	0	2
chrX	129415420	129415689	Activity_Lost	2	-0.0141705	-0.019257	0	1
chr4	126123750	126123896	Activity_Lost	1	-0.010409	-0.075502	0	1
chr10	98702924	98703148	Activity_Lost	1	-0.04761	-0.257534	0	1
chr5	43048800	43048975	Activity_Lost	1	-0.017894	-0.119878	0	1
chrX	63366373	63366619	Activity_Lost	1	0.001671	0.003188	0	0
chr18	12674549	12674924	Activity_Lost	10	-0.0168315	-0.052987	1	8
chr12	84910179	84910344	Activity_Lost	1	-0.012447	-0.105267	0	1
chr5	125487598	125488004	Activity_Lost	5	-0.0183564	-0.1133178	0	4
chr2	180828207	180828351	Activity_Lost	3	-0.00687733333333333	-0.0876523333333333	0	1
chr3	85664634	85665193	Activity_Lost	2	-0.009934	-0.0253135	0	0
chr4	33524474	33525149	Activity_Lost	10	-0.0096288	-0.0902245	1	6
chr12	90607903	90608351	Activity_Lost	3	-0.010683	-0.0797276666666667	0	1
chr1	137847520	137847634	Activity_Lost	1	-0.014694	-0.005968	0	1
chr2	102094800	102095043	Activity_Lost	4	-0.00813375	-0.09593775	0	1
chr7	130895113	130895241	Activity_Lost	4	-0.0269385	-0.161554	0	4
chr7	109804348	109804802	Activity_Lost	9	-0.00889822222222222	-0.0696702222222222	2	7
chr7	111588275	111589111	Activity_Lost	9	-0.0148473333333333	-0.0719946666666667	2	6
chr4	3617770	3618088	Activity_Lost	7	-0.0244015714285714	-0.0915011428571429	0	5
chrX	17565839	17566050	Activity_Lost	1	-0.004018	-0.126525	0	0
chr4	120856508	120856686	Activity_Lost	1	-0.014249	-0.294352	0	1
chr4	133391391	133391662	Activity_Lost	1	-0.007958	-0.075317	0	0
chr18	35889134	35889361	Activity_Lost	4	-0.00415975	-0.19623475	0	0
chr6	86624267	86624922	Activity_Lost	3	-0.019913	-0.174300666666667	0	2
chr18	20190750	20191129	Activity_Lost	5	-0.0029628	-0.0120016	1	2
chr13	52457639	52458304	Activity_Lost	7	-0.0137204285714286	-0.126506857142857	1	6
chr1	119891875	119892097	Activity_Lost	3	-0.0110723333333333	-0.061063	0	1
chr1	179136436	179137244	Activity_Lost	1	-0.004445	-0.053178	0	0
chr6	115901930	115902035	Activity_Lost	1	-0.006244	-0.069775	0	0
chr12	101020325	101020766	Activity_Lost	1	-0.027034	-0.254182	0	1
chr17	29595771	29596791	Activity_Lost	5	-0.0214852	-0.1765146	0	5
chr2	167463039	167463218	Activity_Lost	1	-0.005668	-0.097941	0	0
chr12	3982350	3982549	Activity_Lost	1	-0.009911	-0.131416	0	0
chr16	31491055	31491189	Activity_Lost	1	-0.00873	-0.109602	0	0
chr11	67556462	67556812	Activity_Lost	1	-0.010012	-0.065958	0	1
chr17	64716289	64716742	Activity_Lost	2	-0.0113605	-0.0219385	0	1
chr14	25151558	25151849	Activity_Lost	1	-0.003867	-0.049086	0	0
chr1	105358993	105359090	Activity_Lost	1	-0.016389	-0.165892	0	1
chr1	127508928	127509286	Activity_Lost	4	-0.01877025	-0.097874	0	4
chr13	99450737	99451106	Activity_Lost	5	-0.0086518	-0.065812	0	4
chr1	173371714	173371892	Activity_Lost	5	-0.0143236	-0.140486	0	5
chr5	53002571	53003155	Activity_Lost	3	-0.104099	-0.253947666666667	0	2
chr3	103518458	103518930	Activity_Lost	3	-0.0108573333333333	-0.0849263333333333	0	3
chr10	79697984	79698233	Activity_Lost	5	-0.01108	-0.1886366	0	2
chr9	71825891	71826577	Activity_Lost	13	-0.0160167692307692	-0.0538274615384615	1	9
chr17	31183727	31183862	Activity_Lost	2	-0.015868	-0.0744695	0	2
chr15	53887928	53888158	Activity_Lost	1	-0.006697	-0.068793	0	0
chr15	80165434	80165745	Activity_Lost	5	-0.0252264	-0.526689	0	5
chr6	122795332	122795539	Activity_Lost	1	-0.013736	-0.185735	0	1
chr1	162457005	162457129	Activity_Lost	1	-0.005733	-0.020085	0	0
chr16	44632229	44633045	Activity_Lost	7	-0.0226802857142857	-0.283768714285714	0	4
chr7	90370472	90370908	Activity_Lost	3	-0.021896	-0.0502396666666667	0	3
chr5	16004405	16004580	Activity_Lost	6	-0.0144896666666667	-0.0106525	1	3
chr19	56977006	56977251	Activity_Lost	1	-0.010045	-0.204568	0	1
chr2	28038743	28039038	Activity_Lost	1	-0.016989	-0.106567	0	1
chr6	140731437	140731684	Activity_Lost	1	-0.017656	-0.005868	0	1
chr14	13267228	13267508	Activity_Lost	3	-0.0163413333333333	-0.131267	0	3
chr14	76628278	76628887	Activity_Lost	3	-0.0183403333333333	-0.069166	0	2
chr5	139358706	139358982	Activity_Lost	2	-0.0295535	-0.2655385	0	2
chr9	84408879	84409134	Activity_Lost	3	-0.0201236666666667	-0.000375666666666668	1	1
chr6	60739893	60740054	Activity_Lost	1	-0.024402	-0.010963	0	1
chr10	127499650	127499836	Activity_Lost	1	-0.022787	-0.27539	0	1
chr16	96187700	96187937	Activity_Lost	4	-0.010015	-0.15492375	0	3
chr3	65871174	65871604	Activity_Lost	2	0.0078095	-0.017234	1	0
chr18	61713416	61713776	Activity_Lost	7	-0.0212498571428571	-0.287847857142857	0	6
chr10	96336333	96336533	Activity_Lost	2	-0.0117545	-0.075136	0	1
chr2	118278352	118278566	Activity_Lost	2	-0.026461	-0.1317545	0	2
chr15	102126326	102126848	Activity_Lost	3	-0.0140846666666667	-0.116199666666667	0	3
chr17	46662736	46663109	Activity_Lost	17	-0.0176399411764706	-0.237347588235294	0	12
chr16	30070496	30070828	Activity_Lost	2	-0.0142405	-0.057413	0	2
chr14	121824604	121825063	Activity_Lost	10	-0.0181106	-0.1137432	0	7
chr11	73023143	73023382	Activity_Lost	6	-0.0106226666666667	-0.169196833333333	0	1
chr15	81839557	81840004	Activity_Lost	13	-0.0188418461538462	-0.337658538461538	0	12
chr2	167434619	167434944	Activity_Lost	1	-0.007736	-0.135203	0	0
chr1	191397020	191397824	Activity_Lost	20	-0.0082167	-0.0473523	3	9
chr10	79966827	79967290	Activity_Lost	3	-0.0212246666666667	-0.400602	0	3
chr10	75646617	75646705	Activity_Lost	1	-0.012734	-0.241897	0	1
chr12	86161601	86161786	Activity_Lost	2	-0.0158775	-0.069758	0	2
chr11	117226257	117226378	Activity_Lost	1	-0.009362	-0.038773	0	0
chr18	35482304	35482690	Activity_Lost	1	-0.011478	-0.129616	0	1
chr7	100562404	100562515	Activity_Lost	1	-0.008211	-0.074247	0	0
chr15	37459329	37459508	Activity_Lost	1	0.004507	-0.050637	0	0
chr11	6480280	6480645	Activity_Lost	6	-0.0194295	-0.230315166666667	0	6
chr6	119864453	119864692	Activity_Lost	3	-0.008963	-0.0853	0	2
chr2	101909775	101909938	Activity_Lost	7	-0.0158611428571429	-0.117144571428571	0	4
chr6	56425819	56426368	Activity_Lost	4	-0.01288175	-0.018939	0	2
chr3	105612140	105612610	Activity_Lost	1	-0.003792	-0.046073	0	0
chr13	57816299	57816610	Activity_Lost	1	-0.004626	-0.060649	0	0
chr4	34523157	34523251	Activity_Lost	1	-0.016972	-0.167059	0	1
chr12	39326193	39326737	Activity_Lost	5	0.0106582	-0.02758	3	1
chr2	59717757	59718060	Activity_Lost	1	-0.008617	-0.074524	0	0
chr10	82662411	82663014	Activity_Lost	5	-0.0120172	-0.1287142	0	3
chr11	116661429	116662097	Activity_Lost	3	-0.011826	-0.176874	0	3
chr13	113542388	113542678	Activity_Lost	7	-0.0332478571428571	-0.0718148571428571	0	7
chr10	66921266	66921787	Activity_Lost	2	-0.0258625	-0.227702	0	2
chr5	131259201	131259514	Activity_Lost	1	-0.012658	-0.055219	0	1
chr3	26074614	26075013	Activity_Lost	1	-0.021997	-0.006526	0	1
chr18	38286697	38286895	Activity_Lost	4	-0.0114095	-0.19799375	0	3
chr15	57885764	57885881	Activity_Lost	1	-0.003605	-0.119691	0	0
chrX	157305993	157306186	Activity_Lost	5	0.0154968	0.04019	2	0
chr5	135021877	135022327	Activity_Lost	4	-0.0173155	-0.11722475	0	4
chr13	19027859	19027978	Activity_Lost	1	-0.022444	-0.148667	0	1
chr12	77511282	77511575	Activity_Lost	1	-0.020142	-0.02196	0	1
chr1	176655688	176656297	Activity_Lost	2	0.019413	0.0180605	2	0
chr5	106335666	106336071	Activity_Lost	4	0.011797	-0.033979	2	2
chr3	79537738	79538116	Activity_Lost	3	-0.0160913333333333	-0.146740333333333	0	3
chr12	100167938	100168203	Activity_Lost	6	-0.0161096666666667	-0.240760333333333	0	4
chr2	69826479	69826594	Activity_Lost	10	-0.0398522	-0.1745196	0	10
chr17	88507555	88507716	Activity_Lost	3	-0.009104	-0.219783	0	1
chr18	14312741	14313093	Activity_Lost	3	-0.00620333333333333	-0.041897	1	2
chr3	107153800	107154361	Activity_Lost	1	-0.010403	-0.108392	0	1
chr17	5896627	5896852	Activity_Lost	1	-0.012172	-0.066087	0	1
chr6	70824419	70824956	Activity_Lost	3	-0.0102336666666667	-0.0591323333333333	0	2
chr6	115901111	115901457	Activity_Lost	2	-0.004705	-0.076831	0	1
chr6	107556957	107557435	Activity_Lost	2	0.004647	-0.039797	1	0
chr13	64359809	64360069	Activity_Lost	17	-0.0213413529411765	-0.0569059411764706	3	11
chr17	89654279	89654750	Activity_Lost	1	-0.02983	-0.013336	0	1
chr12	73872534	73872696	Activity_Lost	5	-0.0155764	-0.082774	0	4
chr4	118138945	118139226	Activity_Lost	5	-0.0193782	-0.2260088	0	4
chr17	49633129	49633341	Activity_Lost	1	-4.8e-05	-0.033588	0	0
chr13	28417634	28417759	Activity_Lost	1	-0.01001	-0.148656	0	1
chr6	97800758	97800893	Activity_Lost	1	-0.018811	-0.142274	0	1
chr13	54884778	54885260	Activity_Lost	2	-0.0274655	-0.239735	0	1
chr12	111242017	111242379	Activity_Lost	8	-0.018955	-0.102928875	0	5
chr19	53141566	53141670	Activity_Lost	3	-0.00589	-0.106972	0	0
chr1	72236352	72236940	Activity_Lost	6	-0.00995966666666667	-0.0564093333333333	0	3
chr1	51566308	51566844	Activity_Lost	2	-0.0118885	-0.0520115	0	1
chr10	39648294	39648658	Activity_Lost	6	-0.0150543333333333	-0.0944448333333333	1	5
chr11	54071782	54072116	Activity_Lost	1	-0.019619	-0.165248	0	1
chr10	65846234	65846450	Activity_Lost	1	-0.008358	-0.030978	0	0
chr9	22054865	22055067	Activity_Lost	8	-0.0100995	-0.181555375	0	1
chr5	113073755	113073958	Activity_Lost	1	-0.00577	-0.073818	0	0
chr2	158242588	158242798	Activity_Lost	3	-0.021573	-0.0666516666666667	0	2
chr2	91393846	91394323	Activity_Lost	1	-0.007257	-0.05356	0	0
chr15	38374812	38375234	Activity_Lost	2	-0.030975	-0.101715	0	2
chr3	96982365	96983135	Activity_Lost	13	-0.00242253846153846	-0.0144993846153846	3	6
chr14	24778931	24779681	Activity_Lost	13	-0.00697976923076923	-0.0809541538461538	2	6
chr4	59847458	59847791	Activity_Lost	3	-0.0101183333333333	-0.111949666666667	0	1
chr17	45530318	45530822	Activity_Lost	15	-0.0166079333333333	-0.306192333333333	0	10
chr7	139364119	139364532	Activity_Lost	4	-0.01560225	-0.124854	0	2
chr2	59600212	59600377	Activity_Lost	1	-0.019244	-0.143173	0	1
chr18	34865601	34865727	Activity_Lost	1	-0.015555	-0.354373	0	1
chr1	52730366	52730529	Activity_Lost	1	-0.042662	-0.317311	0	1
chr9	49976074	49976669	Activity_Lost	2	-0.0608505	-0.1308475	0	2
chr4	142212458	142212697	Activity_Lost	1	-0.00601	-0.067184	0	0
chr8	90844232	90844882	Activity_Lost	4	-0.02666225	-0.07526475	0	4
chr12	100168617	100168804	Activity_Lost	6	-0.0161096666666667	-0.240760333333333	0	4
chr14	105621211	105621477	Activity_Lost	1	-0.008045	-0.037329	0	0
chr2	6229884	6230260	Activity_Lost	5	-0.0099462	-0.0441398	0	2
chr4	155472924	155473655	Activity_Lost	5	-0.0236936	-0.2993932	0	5
chr4	135949975	135950267	Activity_Lost	9	-0.025643	-0.294436444444444	0	8
chr10	13808283	13808662	Activity_Lost	10	-0.0079654	-0.0390254	1	5
chr4	100386335	100386768	Activity_Lost	2	-0.0131035	-0.0555145	0	1
chr3	105478985	105479188	Activity_Lost	1	-0.003702	-0.047972	0	0
chr15	86124338	86124645	Activity_Lost	1	-0.006268	-0.194367	0	0
chr12	71431071	71431616	Activity_Lost	6	-0.0447703333333333	-0.258672666666667	1	4
chr14	62892950	62893478	Activity_Lost	11	-0.0258719090909091	-0.0952506363636364	0	11
chr11	101128996	101129319	Activity_Lost	6	-0.00914416666666667	-0.174481666666667	0	2
chr14	60383922	60384096	Activity_Lost	2	-0.001624	-0.0733245	0	0
chr5	124166284	124166436	Activity_Lost	1	-0.008291	-0.062801	0	0
chr11	76255370	76255898	Activity_Lost	8	-0.00341425	-0.142524875	0	1
chr1	17123497	17123690	Activity_Lost	2	-0.0311215	-0.2446055	0	1
chr12	100310533	100310803	Activity_Lost	3	-0.008834	-0.172244333333333	0	1
chr2	28326697	28326991	Activity_Lost	1	-0.086094	-0.642996	0	1
chr9	44078800	44079340	Activity_Lost	26	-0.0231524615384615	-0.245155769230769	0	20
chr1	180848175	180848350	Activity_Lost	7	-0.0102885714285714	-0.0946542857142857	0	2
chr4	141734980	141735348	Activity_Lost	2	-0.027788	-0.1195915	0	2
chr9	45818707	45819178	Activity_Lost	2	-0.0203655	-0.173705	0	2
chr4	119872293	119872564	Activity_Lost	2	-0.0036455	-0.0198535	0	1
chr18	35816095	35816384	Activity_Lost	4	-0.001778	-0.093173	0	0
chr4	81937316	81937788	Activity_Lost	7	-0.0171378571428571	-0.295050142857143	1	5
chr13	113409899	113410436	Activity_Lost	6	-0.0094045	-0.029108	1	4
chr9	14389000	14389715	Activity_Lost	17	-0.009039	-0.0645751176470588	1	6
chr2	109302306	109302594	Activity_Lost	2	-9.8e-05	-0.031697	0	0
chr15	72110527	72110903	Activity_Lost	1	-0.024533	-0.046617	0	1
chr2	154390311	154390725	Activity_Lost	2	-0.0057415	-0.0568335	0	0
chr6	114930379	114930576	Activity_Lost	1	-0.00768	-0.050913	0	0
chr11	43585513	43585724	Activity_Lost	2	-0.013507	-0.0971485	0	2
chr2	35544779	35545564	Activity_Lost	4	-0.00962175	-0.09742275	0	2
chr10	10812858	10813566	Activity_Lost	4	-0.01671425	-0.0723455	0	3
chr12	32757406	32758234	Activity_Lost	17	-0.0148969411764706	-0.0548694117647059	2	10
chr9	73095307	73095618	Activity_Lost	6	-0.0077455	-0.0562455	0	1
chr4	119462840	119463188	Activity_Lost	4	-0.0085525	-0.06248225	0	1
chr11	118138447	118138670	Activity_Lost	1	-0.037665	-0.460328	0	1
chr17	49468333	49468752	Activity_Lost	1	-0.008086	-0.051851	0	0
chr2	152757422	152757796	Activity_Lost	2	-0.022521	-0.2039425	0	2
chr19	22304159	22304406	Activity_Lost	1	-0.010167	-0.036584	0	1
chrX	16913119	16913518	Activity_Lost	10	-0.0230457	-0.2653334	1	8
chr2	58199469	58199888	Activity_Lost	1	-0.003147	-0.163035	0	0
chr15	53359752	53360016	Activity_Lost	1	-0.010249	-0.070904	0	1
chr6	50394561	50394695	Activity_Lost	1	-0.005054	-0.0377	0	0
chr4	105101056	105101434	Activity_Lost	2	-0.044165	-0.187718	0	2
chr2	104714220	104714714	Activity_Lost	4	-0.03801375	-0.191053	0	4
chr13	83603955	83604123	Activity_Lost	1	-0.010665	-0.006936	0	1
chrX	142694446	142694578	Activity_Lost	2	-0.0276445	-0.081942	0	2
chr17	8505838	8506393	Activity_Lost	9	-0.0176955555555556	-0.0435231111111111	0	5
chr10	85242796	85243088	Activity_Lost	2	0.0112285	0.023667	1	1
chr6	31823560	31823945	Activity_Lost	6	-0.0228228333333333	-0.0330543333333333	1	5
chr6	103558642	103559140	Activity_Lost	2	0.0178965	-0.070894	1	0
chr5	148489192	148489406	Activity_Lost	1	-0.016477	-0.095853	0	1
chr9	55090320	55090514	Activity_Lost	3	-0.00829533333333333	-0.0270263333333333	0	1
chr10	81571591	81571988	Activity_Lost	15	-0.00704486666666667	-0.170255866666667	1	6
chr7	75302983	75303109	Activity_Lost	2	0.004994	-0.1376405	0	0
chrX	77432230	77432432	Activity_Lost	3	0.000992999999999999	-0.049557	1	1
chr7	27596898	27597051	Activity_Lost	1	-0.015598	-0.244303	0	1
chr7	107509828	107510066	Activity_Lost	3	-0.0186866666666667	-0.0327376666666667	0	3
chr4	9073736	9074268	Activity_Lost	1	0.021341	0.012265	1	0
chr7	145240948	145241314	Activity_Lost	7	-0.019949	-0.155736142857143	0	6
chr18	36525403	36525765	Activity_Lost	5	-0.017431	-0.2724466	0	4
chr2	110179669	110180009	Activity_Lost	5	0.0067836	-0.0093752	2	0
chr11	6120546	6121011	Activity_Lost	7	0.00280957142857143	-0.0406322857142857	2	1
chr12	84684668	84684916	Activity_Lost	1	-0.016195	-0.110625	0	1
chr9	65281399	65281972	Activity_Lost	3	-0.0128726666666667	-0.120753	0	2
chr3	13649954	13650137	Activity_Lost	1	-0.020029	-0.002688	0	1
chr18	14320215	14320672	Activity_Lost	7	-0.000900142857142857	-0.0436635714285714	1	4
chr3	105716523	105716629	Activity_Lost	1	-0.005402	-0.058933	0	0
chr16	37789481	37789741	Activity_Lost	1	-0.01475	-0.063618	0	1
chr10	76002096	76002668	Activity_Lost	2	-0.008364	-0.055829	0	1
chr14	56349523	56349705	Activity_Lost	1	-0.011418	-0.026606	0	1
chr2	154460066	154460248	Activity_Lost	1	-0.004915	-0.119419	0	0
chr16	76301070	76301670	Activity_Lost	4	0.00963475	-0.00117475	2	0
chr4	152267583	152268299	Activity_Lost	11	-0.00497363636363636	-0.113269181818182	1	3
chr5	90900151	90900570	Activity_Lost	14	-0.0436554285714286	-0.0644073571428571	1	13
chr17	35051805	35052009	Activity_Lost	4	-0.0024785	-0.16344625	0	0
chr16	72854233	72854437	Activity_Lost	1	-0.016628	-0.002902	0	1
chr3	102763758	102764143	Activity_Lost	5	-0.0284812	-0.0547564	0	5
chrX	140565077	140565628	Activity_Lost	14	-0.00489607142857143	-0.0181244285714286	2	5
chr3	94373708	94374035	Activity_Lost	9	-0.0136156666666667	-0.0789114444444444	0	6
chr10	96658914	96659325	Activity_Lost	1	0.011334	0.027328	1	0
chr11	78324513	78324683	Activity_Lost	5	-0.020622	-0.120201	0	5
chr1	179086247	179086569	Activity_Lost	1	-0.014275	-0.143598	0	1
chr11	88851321	88851583	Activity_Lost	4	-0.01459025	-0.0649895	0	1
chr3	69324100	69324233	Activity_Lost	1	-0.021363	-0.151386	0	1
chr11	32517260	32517693	Activity_Lost	12	-0.0217428333333333	-0.183249416666667	0	8
chr6	19282856	19283300	Activity_Lost	8	-0.026670125	-0.068166125	1	7
chr19	56999911	57000109	Activity_Lost	1	-0.002067	-0.115356	0	0
chr12	33313943	33314729	Activity_Lost	12	-0.0124835833333333	-0.0400753333333333	2	7
chr16	37684660	37685404	Activity_Lost	4	-0.00369325	-0.0272365	0	0
chr7	83763875	83764036	Activity_Lost	2	-0.0103725	-0.1062145	0	1
chr3	97069505	97069962	Activity_Lost	3	0.00101466666666667	0.00785266666666667	1	1
chr7	141525167	141525682	Activity_Lost	5	-0.0053646	-0.1348506	0	1
chr7	90054805	90055338	Activity_Lost	9	-0.00391088888888889	-0.0386147777777778	2	3
chr1	72966205	72966918	Activity_Lost	8	0.000171624999999999	-0.047353875	3	2
chr16	73035319	73036025	Activity_Lost	5	-0.0525388	-0.0353654	0	4
chr7	79522134	79522301	Activity_Lost	2	-0.0056525	-0.063339	0	0
chr5	45438456	45438643	Activity_Lost	1	-0.014717	-0.034422	0	1
chr8	41051141	41051422	Activity_Lost	11	-0.012668	-0.057897	0	7
chr15	91373296	91373514	Activity_Lost	1	-0.014448	-0.008222	0	1
chr19	43468061	43468240	Activity_Lost	2	-0.0079485	-0.091195	0	1
chr6	94136509	94137080	Activity_Lost	4	0.000972500000000001	-0.0352715	2	2
chr5	129390848	129391512	Activity_Lost	8	-0.023006375	-0.083353875	0	7
chr12	71311626	71311874	Activity_Lost	4	-0.01122125	-0.09709525	0	2
chr6	50412200	50412563	Activity_Lost	1	-0.006164	-0.049541	0	0
chr10	22747081	22747286	Activity_Lost	3	-0.00731733333333333	-0.0433253333333333	0	0
chr10	94934105	94934628	Activity_Lost	1	-0.04433	-0.18848	0	1
chr11	49949896	49950114	Activity_Lost	1	-0.009365	-0.057161	0	0
chr12	100310972	100311417	Activity_Lost	3	-0.0136146666666667	-0.234713666666667	0	2
chr4	106256220	106256647	Activity_Lost	1	-0.010897	-0.037453	0	1
chr2	16484008	16484285	Activity_Lost	1	-0.021974	-0.071556	0	1
chr4	76193522	76193889	Activity_Lost	3	0.017183	0.006418	2	1
chr6	28817037	28817374	Activity_Lost	1	-0.006239	-0.194923	0	0
