chr	start	end	enhancer_class	n_loops	mean_loop_distance	n_promoter_loops
chr2	90489740	90490167	Activity_Lost	2	70000	0
chr2	141434739	141435633	Activity_Lost	2	4e+05	0
chr12	26091360	26091506	Activity_Lost	0	NA	0
chr2	59470748	59470892	Activity_Lost	2	1150000	0
chr1	83495063	83495443	Activity_Lost	0	NA	0
chr6	44297634	44297738	Activity_Lost	2	627500	2
chr3	79518010	79518413	Activity_Lost	1	35000	0
chr7	92235898	92236021	Activity_Lost	5	158000	0
chr4	57043797	57043898	Activity_Lost	3	148333.333333333	2
chr16	33892023	33892255	Activity_Lost	0	NA	0
chr17	25076968	25077248	Activity_Lost	0	NA	0
chr6	48423225	48423552	Activity_Lost	2	127500	2
chr9	40575314	40575588	Activity_Lost	3	225000	0
chr6	20739295	20739403	Activity_Lost	0	NA	0
chr4	85154020	85154221	Activity_Lost	5	1030000	1
chr18	30811970	30812532	Activity_Lost	10	379500	3
chr4	85202789	85202927	Activity_Lost	4	88750	0
chr15	36202616	36202852	Activity_Lost	0	NA	0
chr19	5150399	5150620	Activity_Lost	1	35000	1
chr8	126753696	126753801	Activity_Lost	0	NA	0
chr1	59602832	59603141	Activity_Lost	1	3e+05	0
chr15	86362533	86362959	Activity_Lost	0	NA	0
chr19	53259611	53260008	Activity_Lost	0	NA	0
chr12	29547706	29548204	Activity_Lost	12	930000	4
chr7	29386465	29386637	Activity_Lost	2	132500	1
chr1	39446187	39446579	Activity_Lost	0	NA	0
chr12	89505177	89505418	Activity_Lost	9	827777.777777778	2
chr8	99348710	99348915	Activity_Lost	0	NA	0
chr10	93736359	93736510	Activity_Lost	1	1e+05	1
chr15	81336466	81336984	Activity_Lost	0	NA	0
chr6	121122992	121123268	Activity_Lost	0	NA	0
chr10	46135162	46135617	Activity_Lost	0	NA	0
chr2	97232984	97233285	Activity_Lost	2	290000	0
chr14	49307923	49308075	Activity_Lost	1	425000	0
chr4	13750798	13751124	Activity_Lost	2	562500	0
chr10	105704593	105704695	Activity_Lost	1	1725000	1
chr19	53258128	53258503	Activity_Lost	0	NA	0
chr2	113515210	113515435	Activity_Lost	0	NA	0
chr4	149314353	149314540	Activity_Lost	0	NA	0
chr1	51969154	51969250	Activity_Lost	0	NA	0
chr3	137561171	137561487	Activity_Lost	0	NA	0
chr14	56592304	56592632	Activity_Lost	0	NA	0
chr8	14992787	14993136	Activity_Lost	1	35000	0
chr14	105676522	105676696	Activity_Lost	2	1630000	0
chr16	37422004	37422140	Activity_Lost	0	NA	0
chr4	85010962	85011331	Activity_Lost	0	NA	0
chr11	96969783	96969985	Activity_Lost	2	75000	1
chr2	79309312	79310082	Activity_Lost	0	NA	0
chr8	75216979	75217149	Activity_Lost	4	546250	2
chr6	91291066	91291328	Activity_Lost	2	350000	0
chr4	15145780	15145894	Activity_Lost	1	160000	0
chr3	13862659	13862983	Activity_Lost	7	1297142.85714286	4
chr6	24542470	24542701	Activity_Lost	2	875000	1
chr11	75119383	75119751	Activity_Lost	0	NA	0
chr5	122135340	122135559	Activity_Lost	2	220000	1
chr2	180814133	180814556	Activity_Lost	0	NA	0
chr4	100378009	100378322	Activity_Lost	3	250000	1
chr1	59625361	59625721	Activity_Lost	6	447500	1
chr11	103246423	103247032	Activity_Lost	0	NA	0
chr16	43464330	43464464	Activity_Lost	0	NA	0
chr19	41841459	41841616	Activity_Lost	1	55000	1
chr8	35991075	35991364	Activity_Lost	0	NA	0
chr19	22630670	22630842	Activity_Lost	2	275000	0
chr10	96223262	96223359	Activity_Lost	4	831250	0
chr12	116581306	116581403	Activity_Lost	0	NA	0
chr11	75234916	75235060	Activity_Lost	1	35000	0
chr8	113848481	113849086	Activity_Lost	4	133750	0
chr15	53592539	53592885	Activity_Lost	0	NA	0
chr18	68494742	68494875	Activity_Lost	19	1160789.47368421	5
chr1	37350912	37351146	Activity_Lost	0	NA	0
chr15	44717167	44717625	Activity_Lost	1	40000	0
chr8	97936821	97937150	Activity_Lost	0	NA	0
chr14	24608466	24608660	Activity_Lost	0	NA	0
chr16	31494080	31494330	Activity_Lost	0	NA	0
chr6	6125683	6126091	Activity_Lost	0	NA	0
chr11	118136456	118136596	Activity_Lost	0	NA	0
chr10	105481984	105482144	Activity_Lost	1	90000	1
chr7	92529287	92529540	Activity_Lost	3	566666.666666667	0
chr1	88358166	88358568	Activity_Lost	6	418333.333333333	1
chr10	93255250	93255679	Activity_Lost	1	90000	1
chr11	68637975	68638250	Activity_Lost	0	NA	0
chr1	193194518	193194940	Activity_Lost	0	NA	0
chr10	59784515	59785155	Activity_Lost	2	105000	1
chr2	153510229	153510356	Activity_Lost	0	NA	0
chr2	60551680	60551986	Activity_Lost	1	625000	0
chr16	43356332	43356442	Activity_Lost	0	NA	0
chr1	182408362	182409585	Activity_Lost	2	207500	2
chr14	123210244	123210597	Activity_Lost	1	225000	1
chr1	36580503	36581230	Activity_Lost	0	NA	0
chr5	68254202	68254329	Activity_Lost	8	645000	1
chr3	28401506	28401692	Activity_Lost	2	240000	1
chr6	18913315	18913409	Activity_Lost	9	1653888.88888889	1
chr13	57945263	57945564	Activity_Lost	0	NA	0
chr1	48916695	48916826	Activity_Lost	5	1056000	1
chr8	121705264	121705484	Activity_Lost	1	225000	1
chr9	47387921	47388263	Activity_Lost	0	NA	0
chr4	75561924	75562105	Activity_Lost	0	NA	0
chr16	67124698	67125153	Activity_Lost	5	486000	1
chr10	77448064	77448576	Activity_Lost	0	NA	0
chr17	31520769	31521099	Activity_Lost	2	337500	2
chr12	77500215	77500276	Activity_Lost	0	NA	0
chr11	109355784	109356307	Activity_Lost	0	NA	0
chrX	142755590	142755889	Activity_Lost	0	NA	0
chr2	165242755	165242845	Activity_Lost	0	NA	0
chr12	44521479	44521782	Activity_Lost	1	90000	0
chr2	93215849	93216097	Activity_Lost	7	376428.571428571	3
chr3	140926719	140926990	Activity_Lost	0	NA	0
chr16	42081716	42081876	Activity_Lost	0	NA	0
chr2	78159866	78160451	Activity_Lost	4	367500	1
chr3	78059524	78059834	Activity_Lost	1	175000	0
chr12	72357973	72358330	Activity_Lost	1	50000	1
chr1	164780838	164781293	Activity_Lost	3	178333.333333333	1
chr4	15788870	15789086	Activity_Lost	0	NA	0
chr2	163694029	163694309	Activity_Lost	0	NA	0
chr2	180825456	180825830	Activity_Lost	1	70000	1
chr17	10769975	10770233	Activity_Lost	0	NA	0
chr11	19899746	19900097	Activity_Lost	2	387500	1
chr12	85970186	85971141	Activity_Lost	1	1e+05	1
chr3	52069701	52070045	Activity_Lost	0	NA	0
chr14	25025147	25025332	Activity_Lost	1	2e+05	0
chr2	180824797	180825129	Activity_Lost	1	70000	1
chr5	106003371	106003608	Activity_Lost	6	340000	1
chr13	20597107	20597183	Activity_Lost	1	275000	0
chr1	63900265	63900484	Activity_Lost	0	NA	0
chr6	108444358	108444764	Activity_Lost	1	225000	1
chr15	86069057	86069281	Activity_Lost	3	633333.333333333	2
chr7	113027195	113027769	Activity_Lost	2	75000	0
chr10	21943225	21943535	Activity_Lost	1	70000	0
chr6	43618278	43618455	Activity_Lost	0	NA	0
chr2	96999638	96999822	Activity_Lost	0	NA	0
chr16	24459965	24460623	Activity_Lost	4	330000	1
chr14	14870150	14870328	Activity_Lost	8	1046875	3
chr14	21585612	21585748	Activity_Lost	3	61666.6666666667	0
chr7	133468468	133468882	Activity_Lost	2	3e+05	0
chr18	61536335	61536743	Activity_Lost	3	223333.333333333	2
chr4	84137440	84137855	Activity_Lost	0	NA	0
chr19	53886687	53887009	Activity_Lost	0	NA	0
chr3	107501659	107502055	Activity_Lost	0	NA	0
chr11	67647861	67648041	Activity_Lost	8	222500	2
chr10	17331620	17331921	Activity_Lost	5	696000	3
chr15	81920759	81921391	Activity_Lost	2	112500	2
chr12	31754622	31754707	Activity_Lost	0	NA	0
chr3	140989722	140989891	Activity_Lost	2	1162500	0
chr8	113866714	113866814	Activity_Lost	2	262500	0
chr9	66727323	66727727	Activity_Lost	0	NA	0
chrX	157586476	157587144	Activity_Lost	4	928750	1
chr1	193747472	193747815	Activity_Lost	1	40000	0
chr8	122439469	122439649	Activity_Lost	0	NA	0
chr2	93790892	93791031	Activity_Lost	1	575000	0
chr12	102616191	102616505	Activity_Lost	0	NA	0
chr7	74422084	74422342	Activity_Lost	2	90000	1
chr1	179554090	179554228	Activity_Lost	0	NA	0
chr5	116991485	116991885	Activity_Lost	1	40000	0
chr6	107051655	107051999	Activity_Lost	5	450000	3
chr2	141820843	141821191	Activity_Lost	8	501875	1
chr16	28753104	28753797	Activity_Lost	1	160000	0
chr4	88195998	88196906	Activity_Lost	4	255000	1
chr5	44080794	44080903	Activity_Lost	0	NA	0
chr19	46969028	46969139	Activity_Lost	0	NA	0
chr11	36677434	36677589	Activity_Lost	5	387000	1
chr2	124617517	124617646	Activity_Lost	6	440000	2
chr6	86479621	86479697	Activity_Lost	1	190000	1
chr6	122801430	122801670	Activity_Lost	4	13493750	4
chr10	25041410	25041616	Activity_Lost	1	40000	0
chr10	96722533	96722768	Activity_Lost	0	NA	0
chr9	107271266	107271437	Activity_Lost	0	NA	0
chr10	122842078	122842415	Activity_Lost	2	42500	0
chr8	115513829	115514044	Activity_Lost	0	NA	0
chr19	45472779	45473376	Activity_Lost	1	60000	0
chr13	85311068	85311240	Activity_Lost	1	725000	1
chr1	164770707	164770943	Activity_Lost	0	NA	0
chr15	100430042	100430536	Activity_Lost	0	NA	0
chr1	52267723	52268154	Activity_Lost	2	77500	1
chr13	100612357	100612584	Activity_Lost	3	248333.333333333	3
chr12	87029651	87030022	Activity_Lost	0	NA	0
chr10	37357781	37357961	Activity_Lost	0	NA	0
chr2	55892872	55893083	Activity_Lost	0	NA	0
chr3	17616715	17617164	Activity_Lost	0	NA	0
chr3	58752182	58752469	Activity_Lost	0	NA	0
chrX	19312456	19312650	Activity_Lost	1	80000	1
chr12	38342687	38343033	Activity_Lost	12	640833.333333333	1
chr10	78353328	78353469	Activity_Lost	2	50000	0
chr10	25023532	25024151	Activity_Lost	3	123333.333333333	0
chr5	130394103	130394243	Activity_Lost	0	NA	0
chr7	16239772	16240022	Activity_Lost	0	NA	0
chr2	153515172	153515281	Activity_Lost	0	NA	0
chr9	70243320	70243489	Activity_Lost	0	NA	0
chr13	20565919	20566147	Activity_Lost	0	NA	0
chr19	23563580	23564147	Activity_Lost	2	625000	0
chr18	64250031	64250399	Activity_Lost	0	NA	0
chr4	48003018	48003291	Activity_Lost	0	NA	0
chr6	88855734	88855894	Activity_Lost	3	366666.666666667	1
chr13	113596901	113597261	Activity_Lost	1	55000	0
chr18	31011755	31012016	Activity_Lost	8	353125	3
chr9	94505703	94505897	Activity_Lost	0	NA	0
chr15	98983539	98983671	Activity_Lost	1	1e+05	1
chr16	42032212	42032365	Activity_Lost	1	775000	0
chr18	61526841	61527077	Activity_Lost	2	150000	2
chr16	52173301	52173781	Activity_Lost	1	260000	0
chr1	180331519	180332501	Activity_Lost	2	42500	0
chr13	93387538	93387712	Activity_Lost	0	NA	0
chr8	121698393	121698734	Activity_Lost	2	85000	1
chr6	82754185	82754389	Activity_Lost	0	NA	0
chr6	94414029	94414311	Activity_Lost	4	262500	2
chr8	86536316	86536877	Activity_Lost	6	467500	1
chr5	44213971	44214228	Activity_Lost	1	50000	0
chr18	39460951	39461112	Activity_Lost	0	NA	0
chr7	123389887	123390194	Activity_Lost	0	NA	0
chr5	148453819	148454139	Activity_Lost	4	151250	3
chr10	109496247	109496446	Activity_Lost	4	753750	1
chr12	116581960	116582151	Activity_Lost	0	NA	0
chr8	87242805	87242955	Activity_Lost	3	4e+05	0
chr15	23448691	23448810	Activity_Lost	0	NA	0
chr12	102647888	102648077	Activity_Lost	1	50000	0
chr2	28525713	28526030	Activity_Lost	0	NA	0
chr1	167016393	167016613	Activity_Lost	3	248333.333333333	1
chr1	63051012	63051167	Activity_Lost	0	NA	0
chr13	43734723	43735038	Activity_Lost	3	3e+05	1
chr9	70942713	70942912	Activity_Lost	2	2e+05	1
chr15	76373066	76373876	Activity_Lost	2	742500	0
chr15	64062630	64062740	Activity_Lost	0	NA	0
chr4	82643489	82643939	Activity_Lost	5	330000	0
chr8	122344276	122344380	Activity_Lost	1	35000	1
chr10	103322028	103322244	Activity_Lost	1	45000	1
chr7	111163513	111163744	Activity_Lost	1	40000	1
chr8	115549166	115549485	Activity_Lost	0	NA	0
chr4	88270526	88270963	Activity_Lost	0	NA	0
chr8	124508005	124508617	Activity_Lost	0	NA	0
chr4	110290868	110290992	Activity_Lost	1	625000	1
chr2	3764161	3764398	Activity_Lost	5	166000	0
chr17	66252897	66253211	Activity_Lost	1	80000	0
chr7	92196077	92196475	Activity_Lost	3	125000	0
chr1	125458618	125458802	Activity_Lost	0	NA	0
chr6	115914959	115915191	Activity_Lost	1	1e+05	0
chr5	106561219	106561684	Activity_Lost	3	291666.666666667	2
chr9	70959898	70960250	Activity_Lost	1	3e+05	0
chr8	87668181	87668563	Activity_Lost	3	181666.666666667	0
chr6	50395643	50396222	Activity_Lost	1	60000	1
chr12	8793478	8793960	Activity_Lost	0	NA	0
chr12	39317147	39317545	Activity_Lost	5	470000	0
chr7	49014552	49014768	Activity_Lost	0	NA	0
chr4	64965614	64965824	Activity_Lost	0	NA	0
chr9	28404747	28404756	Activity_Lost	9	620555.555555556	0
chr4	82690277	82690662	Activity_Lost	3	190000	0
chr2	181721289	181721497	Activity_Lost	4	90000	2
chr4	32531503	32531804	Activity_Lost	3	210000	1
chr7	73584186	73584394	Activity_Lost	0	NA	0
chr11	117543071	117543576	Activity_Lost	1	110000	1
chr15	37020681	37021096	Activity_Lost	3	311666.666666667	2
chr7	132681369	132681704	Activity_Lost	1	40000	0
chr7	145239773	145239933	Activity_Lost	0	NA	0
chr5	38480154	38480277	Activity_Lost	0	NA	0
chr12	83154218	83154351	Activity_Lost	0	NA	0
chr18	12788930	12789283	Activity_Lost	1	45000	1
chr4	140699488	140699938	Activity_Lost	3	450000	0
chr2	65845669	65845879	Activity_Lost	0	NA	0
chr17	31378076	31378848	Activity_Lost	3	163333.333333333	1
chr3	140969972	140970755	Activity_Lost	8	893125	2
chr9	45621029	45621318	Activity_Lost	0	NA	0
chr11	5421937	5422049	Activity_Lost	1	110000	0
chr2	96505595	96505881	Activity_Lost	1	75000	0
chr12	44519664	44520006	Activity_Lost	2	70000	0
chr2	35594393	35594749	Activity_Lost	0	NA	0
chr17	81618593	81618690	Activity_Lost	1	110000	0
chr7	142580243	142580836	Activity_Lost	4	120000	2
chr15	32924802	32924906	Activity_Lost	4	526250	2
chr12	76676507	76676699	Activity_Lost	0	NA	0
chr4	118147805	118147992	Activity_Lost	0	NA	0
chr18	39133267	39133517	Activity_Lost	7	583571.428571429	2
chr5	129450000	129450156	Activity_Lost	2	55000	1
chr11	117870760	117871427	Activity_Lost	8	212500	3
chr5	32336217	32336376	Activity_Lost	2	392500	1
chr10	109189274	109189374	Activity_Lost	0	NA	0
chr12	29695224	29695566	Activity_Lost	0	NA	0
chr3	105116617	105117101	Activity_Lost	2	3e+05	0
chr1	85895466	85895737	Activity_Lost	0	NA	0
chr10	122829773	122829985	Activity_Lost	0	NA	0
chr4	87804675	87804877	Activity_Lost	1	9e+05	1
chr16	24417128	24417244	Activity_Lost	0	NA	0
chr8	123891350	123891694	Activity_Lost	3	65000	1
chr5	115186946	115187731	Activity_Lost	2	57500	1
chr12	86720184	86720644	Activity_Lost	0	NA	0
chr14	32032589	32032824	Activity_Lost	4	113750	0
chr11	117627154	117627503	Activity_Lost	0	NA	0
chr18	30958805	30959069	Activity_Lost	1	150000	0
chr4	62419207	62419425	Activity_Lost	1	350000	0
chr11	60370496	60370762	Activity_Lost	0	NA	0
chr19	3840383	3840496	Activity_Lost	0	NA	0
chr19	6948299	6948441	Activity_Lost	1	275000	1
chr7	113765673	113766631	Activity_Lost	3	283333.333333333	0
chr14	21589635	21589965	Activity_Lost	3	61666.6666666667	0
chr7	133613087	133613324	Activity_Lost	0	NA	0
chr10	90596718	90596830	Activity_Lost	1	70000	0
chr9	121819913	121820435	Activity_Lost	1	50000	0
chr7	113347203	113347814	Activity_Lost	0	NA	0
chr10	43363291	43363915	Activity_Lost	2	250000	1
chr12	76512940	76513040	Activity_Lost	0	NA	0
chr6	141374677	141375417	Activity_Lost	2	530000	0
chr10	6977931	6978102	Activity_Lost	6	151666.666666667	0
chr16	32186158	32186356	Activity_Lost	0	NA	0
chr19	24314707	24314883	Activity_Lost	2	2e+05	1
chr15	44703170	44703354	Activity_Lost	0	NA	0
chr8	124476769	124477187	Activity_Lost	0	NA	0
chr16	31546963	31547157	Activity_Lost	0	NA	0
chr9	79035745	79036003	Activity_Lost	5	294000	1
chr16	37473061	37473168	Activity_Lost	0	NA	0
chr9	113213931	113214368	Activity_Lost	1	225000	0
chr4	33553342	33553431	Activity_Lost	0	NA	0
chr15	89178346	89178691	Activity_Lost	0	NA	0
chr3	120971103	120971487	Activity_Lost	0	NA	0
chr3	105705120	105705505	Activity_Lost	0	NA	0
chr10	79918330	79918528	Activity_Lost	0	NA	0
chr11	18870127	18870327	Activity_Lost	12	826666.666666667	6
chr10	75741001	75741103	Activity_Lost	7	252857.142857143	5
chr18	67980369	67980601	Activity_Lost	1	50000	1
chr16	28761523	28761856	Activity_Lost	0	NA	0
chr10	12713271	12713536	Activity_Lost	4	160000	2
chr17	49564016	49564721	Activity_Lost	2	67500	0
chr10	16990215	16990458	Activity_Lost	14	684642.857142857	9
chr12	92737776	92738476	Activity_Lost	0	NA	0
chr15	37371861	37372321	Activity_Lost	0	NA	0
chr11	75280489	75280757	Activity_Lost	6	200833.333333333	3
chr3	69760201	69760306	Activity_Lost	4	1683750	1
chr4	98563937	98564063	Activity_Lost	0	NA	0
chr9	33681195	33681559	Activity_Lost	0	NA	0
chr11	84826206	84826444	Activity_Lost	2	457500	1
chr15	43003540	43003687	Activity_Lost	0	NA	0
chr14	123296107	123296487	Activity_Lost	0	NA	0
chr19	43475747	43475964	Activity_Lost	3	483333.333333333	1
chr12	86824920	86825242	Activity_Lost	0	NA	0
chr7	98236929	98237249	Activity_Lost	0	NA	0
chr19	10703598	10703771	Activity_Lost	0	NA	0
chr8	64029429	64029653	Activity_Lost	4	386250	2
chr4	84850374	84850550	Activity_Lost	2	587500	0
chr2	161516857	161517333	Activity_Lost	2	310000	1
chr6	115607248	115607835	Activity_Lost	2	122500	1
chr6	83443483	83443695	Activity_Lost	2	75000	1
chr12	83112452	83112564	Activity_Lost	6	203333.333333333	0
chr10	111174022	111174226	Activity_Lost	2	87500	1
chr16	33337236	33337579	Activity_Lost	2	227500	1
chr18	6282112	6282800	Activity_Lost	1	40000	1
chr16	67410570	67411249	Activity_Lost	5	206000	1
chr17	88256219	88256296	Activity_Lost	10	222000	4
chr14	20772839	20773237	Activity_Lost	1	1e+05	0
chr10	61919553	61919792	Activity_Lost	0	NA	0
chr5	63936732	63937226	Activity_Lost	0	NA	0
chr11	96887125	96887478	Activity_Lost	0	NA	0
chr2	165665342	165665581	Activity_Lost	0	NA	0
chr11	104124469	104125034	Activity_Lost	2	75000	0
chr11	76066789	76067109	Activity_Lost	0	NA	0
chr13	12124803	12125402	Activity_Lost	2	160000	0
chr12	77009223	77009889	Activity_Lost	6	565833.333333333	2
chr6	28618801	28619163	Activity_Lost	0	NA	0
chr8	126137035	126137226	Activity_Lost	1	120000	0
chr19	5825010	5825419	Activity_Lost	0	NA	0
chr18	68238668	68239375	Activity_Lost	3	161666.666666667	1
chr17	3336865	3337386	Activity_Lost	0	NA	0
chr12	100908052	100908276	Activity_Lost	1	750000	1
chr12	90738089	90738309	Activity_Lost	7	685714.285714286	0
chr10	75693594	75693723	Activity_Lost	0	NA	0
chr4	97787496	97787862	Activity_Lost	0	NA	0
chr10	40358278	40358473	Activity_Lost	2	287500	2
chr18	35458974	35459393	Activity_Lost	0	NA	0
chr13	49001731	49002223	Activity_Lost	0	NA	0
chr15	82215752	82215929	Activity_Lost	0	NA	0
chr10	66780852	66781195	Activity_Lost	4	765000	1
chr12	77568371	77568719	Activity_Lost	7	234285.714285714	1
chr8	124284943	124285041	Activity_Lost	1	50000	1
chr2	167449788	167450218	Activity_Lost	0	NA	0
chr12	70589259	70589767	Activity_Lost	0	NA	0
chrX	159019189	159019390	Activity_Lost	0	NA	0
chr13	58933173	58933346	Activity_Lost	2	130000	0
chr12	98961344	98961728	Activity_Lost	0	NA	0
chr1	21068509	21068787	Activity_Lost	0	NA	0
chr8	41043661	41043796	Activity_Lost	7	1823571.42857143	2
chr15	57819959	57820112	Activity_Lost	0	NA	0
chr12	17692513	17692698	Activity_Lost	4	88750	2
chr12	116174703	116174854	Activity_Lost	0	NA	0
chr9	56506118	56506755	Activity_Lost	5	161000	1
chr8	118879208	118879340	Activity_Lost	2	327500	1
chr16	24930476	24930963	Activity_Lost	3	608333.333333333	2
chr17	10335074	10335650	Activity_Lost	6	1014166.66666667	0
chr4	136466446	136466652	Activity_Lost	1	150000	1
chr8	86475765	86476221	Activity_Lost	6	491666.666666667	4
chr10	81580268	81580407	Activity_Lost	0	NA	0
chr7	120897856	120898188	Activity_Lost	0	NA	0
chr6	115838124	115838621	Activity_Lost	0	NA	0
chr13	20471866	20472024	Activity_Lost	10	639500	1
chr7	111156944	111157201	Activity_Lost	1	70000	1
chr12	98734443	98734983	Activity_Lost	0	NA	0
chr1	192391223	192391320	Activity_Lost	2	187500	1
chr18	69198178	69198817	Activity_Lost	15	438000	3
chr11	32235822	32235928	Activity_Lost	1	55000	0
chr12	83098708	83099270	Activity_Lost	0	NA	0
chr6	13871223	13871805	Activity_Lost	0	NA	0
chr15	95536257	95536587	Activity_Lost	1	35000	0
chr16	37682668	37682852	Activity_Lost	10	372500	3
chr4	81564560	81564787	Activity_Lost	13	955384.615384615	2
chr6	89467426	89467604	Activity_Lost	5	199000	1
chr9	44719443	44719652	Activity_Lost	0	NA	0
chr4	9184660	9184721	Activity_Lost	0	NA	0
chr2	28418111	28418340	Activity_Lost	7	294285.714285714	0
chr11	36677724	36677975	Activity_Lost	5	387000	1
chr10	57637065	57637163	Activity_Lost	1	1e+05	1
chr6	128058602	128058845	Activity_Lost	1	1475000	0
chr10	12796425	12796918	Activity_Lost	1	85000	0
chr17	80936043	80936442	Activity_Lost	0	NA	0
chr10	109378996	109379161	Activity_Lost	0	NA	0
chr3	137267801	137267990	Activity_Lost	1	1e+05	0
chr7	45198534	45198909	Activity_Lost	2	77500	1
chr8	87333355	87333791	Activity_Lost	1	1e+05	0
chr9	118478496	118478721	Activity_Lost	4	327500	0
chr19	23924869	23925227	Activity_Lost	1	7e+05	0
chr2	152703707	152703887	Activity_Lost	3	140000	2
chr17	83982962	83983416	Activity_Lost	0	NA	0
chr8	116837076	116837214	Activity_Lost	0	NA	0
chr9	58533293	58533657	Activity_Lost	7	262142.857142857	2
chr16	31508982	31509349	Activity_Lost	0	NA	0
chr15	38335728	38335874	Activity_Lost	0	NA	0
chr15	88842010	88842225	Activity_Lost	2	325000	2
chr13	110075731	110076072	Activity_Lost	1	60000	0
chr6	115275525	115275698	Activity_Lost	1	50000	1
chr2	14164461	14164916	Activity_Lost	2	325000	0
chr17	50650539	50651073	Activity_Lost	0	NA	0
chr14	49838357	49838807	Activity_Lost	8	553125	4
chr9	86973606	86973930	Activity_Lost	2	67500	2
chr16	48315283	48315675	Activity_Lost	0	NA	0
chr3	69756604	69756788	Activity_Lost	6	1168333.33333333	2
