gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Gm17399	DEG_down	-0.717362760847565	0.00954173128074772	49.823783666667	-0.046272	-0.088404	-0.432001	8	2	4	0.536826	0.448422	-1.162212
Eomes	DEG_down	-1.25121451509699	1.14900873529786e-21	290.766029248723	0.032947	-0.049278	-0.062945	11	2	4	0.673157	0.623879	-1.960237
Scn11a	DEG_down	-1.74609040539613	3.02915231038357e-7	37.1847083012025	-0.018843	0.021375	-0.014033	14	4	4	0.287107	0.308482	0.155354
Ano10	DEG_down	-0.470937674935226	0.018188360835646	653.555793755482	-0.040136	-0.0502	-0.191154	6	0	2	0.182095	0.131895	-0.299162
Tcaim	DEG_down	-0.484069117977469	0.0207947786279847	125.501868979687	-0.011133	-0.005645	-0.055939	4	0	1	0.089873	0.084228	-0.043577
Lars2	DEG_down	-0.415919756384701	1.59822432822281e-4	428.169498643954	-0.017439	-0.021179	-0.10171	7	0	2	0.248218	0.227039	-0.202028
Fyco1	DEG_down	-0.383730615568395	0.00132020587485708	594.729994284762	-0.035697	-0.068828	-0.166666	6	0	3	0.263239	0.194411	-0.401974
Cnksr3	DEG_down	-0.500187441646575	0.0135095457288959	3706.70647882762	-0.022143	-0.037753	-0.243459	11	0	3	0.506925	0.469172	-0.650368
Utrn	DEG_down	-0.812091157706473	6.59411353888223e-12	3646.0208435525	-0.046585	-0.074409	-0.317864	8	2	4	0.55461	0.480201	-0.851093
Plagl1	DEG_down	-0.84792792947234	0.00163914755983526	384.306134428084	0.04684	0.024449	0.051803	14	4	3	0.427805	0.452254	0.028202
Gm20125	DEG_down	-1.64614117821552	1.66117645581146e-38	707.979150857004	-0.082877	0.012919	-0.309621	12	4	5	0.696346	0.709265	-0.5243
Sgk1	DEG_down	-0.453087379616466	0.0152569725831071	2090.51760005209	-0.013298	-0.006312	-0.229145	5	1	1	0.542908	0.536596	-0.453119
Slc18b1	DEG_down	-0.926924543029847	1.04278619497121e-12	138.19631218809	0.03546	0.036249	0.073014	5	2	1	0.454382	0.490631	-0.093582
Ptprk	DEG_down	-0.807727707722178	1.68333405938464e-16	5642.24899923246	-0.029564	-0.044332	-0.023162	11	4	4	0.383603	0.339271	0.047233
Nt5dc1	DEG_down	-0.418966907505959	1.01421225117826e-4	377.558236153779	0.026087	-0.014324	0.05458	6	2	2	0.350619	0.336295	-0.022181
Slc16a10	DEG_down	-1.24640659245987	1.07035042505445e-21	291.493392270772	-0.039919	-0.034034	-0.224586	8	1	2	0.26865	0.234616	-0.407975
Fig4	DEG_down	-0.3316820877358	2.29025288180846e-4	835.574268575777	-0.028977	-0.009533	-0.166541	7	1	2	0.259261	0.249728	-0.221292
Ppil6	DEG_down	-0.66468801221328	0.0495083922111432	40.3481274955737	-0.019251	0.001262	-0.127048	10	3	2	0.4626	0.463862	-0.39407
Sesn1	DEG_down	-0.433549104985105	3.29737204180744e-5	1736.15395409387	-0.035761	-0.057922	-0.273244	13	3	4	0.375988	0.318066	-0.635879
Lin28b	DEG_down	-1.01010732284318	9.25205645449752e-5	56.2064807112915	0.036222	-0.026392	0.030778	14	5	7	0.375819	0.349427	-0.01511
Fam184a	DEG_down	-0.720942912043989	3.24840809761205e-9	1444.55915306063	0.008393	0.00377	0.024369	7	0	0	0.243431	0.247201	-0.155969
Pkib	DEG_down	-0.573688807838419	0.0142211353089103	1778.33143743743	0.038398	-0.041558	0.229626	7	1	3	0.493915	0.452357	-0.625318
Sh3rf3	DEG_down	-0.894800694502591	2.04530685164566e-5	1794.84083008267	0.03896	0.079491	0.066298	8	4	3	0.251062	0.330553	0.135246
Mcu	DEG_down	-1.06735681529944	1.45478438969608e-10	3399.08558411827	-0.044243	-0.075262	-0.504843	9	2	4	0.346379	0.271117	-1.278283
Micu1	DEG_down	-1.14505695869761	8.72670409249722e-14	2143.1026759631	-0.023567	-0.064733	-0.260573	9	1	5	0.374043	0.30931	-0.983573
Cdh23	DEG_up	1.12773636916262	1.11488896919522e-15	147.313683196708	0.042036	0.029676	0.170176	14	3	1	0.426769	0.456445	0.334373
Tbata	DEG_down	-0.705185479749278	5.34062068468348e-8	350.141858136639	0.028055	0.017521	0.499958	5	1	0	0.60704	0.624561	0.496594
Macroh2a2	DEG_up	0.428218709953659	0.00936769347421215	755.042572941573	-0.018175	-0.016033	-0.117771	5	0	2	0.11481	0.098777	-0.02737
Dnajc12	DEG_down	-1.35701937684968	9.61572887631227e-9	46.2393468898535	0.017935	0.016114	0.067537	6	2	1	0.287787	0.303901	-0.403793
Arid5b	DEG_down	-0.757505253700716	8.28549310441176e-4	1342.15650713897	-0.050558	-0.023251	-0.438851	5	2	2	0.654525	0.631274	-0.882298
Mrln	DEG_down	-0.844625651498908	0.0251593088072316	30.2464180076635	0.014152	0.039181	0.076828	7	1	0	0.168431	0.207612	0.19098300000000001
Rab36	DEG_down	-0.486269184815184	0.0392200143061884	160.012549692488	-0.024242	0.004425	-0.100294	11	2	2	0.362165	0.36659	0.05839
Gstt1	DEG_down	-0.921301813497915	5.76333551397537e-5	62.7934511097029	-0.029667	-0.054603	-0.299486	10	0	3	0.345252	0.290649	-0.9907
Col6a2	DEG_up	0.567702923533333	0.0180566553000591	124.507465325208	-0.022473	0.012075	-0.054533	7	3	1	0.198782	0.210857	0.102025
Pcbp3	DEG_down	-0.345994820689658	0.0159063549615084	2636.54287563206	0.016565	0.006462	0.156987	6	1	1	0.247362	0.253824	-0.021029
Adarb1	DEG_down	-0.316984061667911	0.0078110040598009	5082.25220428555	-0.010603	-0.010167	-0.151133	6	0	1	0.264316	0.254149	-0.230913
Ilvbl	DEG_down	-0.67565625841352	8.67403712339771e-4	153.255636970417	-0.048701	-0.037512	-0.592069	3	1	1	0.295016	0.257504	-0.530412
Palm	DEG_up	0.407261028139604	0.0168054656804666	1197.59289325393	-0.014762	-0.016256	-0.245784	6	0	1	0.246765	0.230509	-0.277594
Ptbp1	DEG_up	0.475379682926089	0.00695660106063448	342.461182593399	0.008518	0.010601	0.19316	2	0	0	0.06575	0.076351	0.247672
Pcsk4	DEG_down	-1.1042237894071	0.0204806182776446	15.1503855597076	0.01858	0.025127	0.309352	10	4	1	0.371348	0.396475	0.177984
Diras1	DEG_up	0.670687596032493	0.00994537655677065	380.915246398653	0.012629	0.015998	0.565544	4	1	0	0.422109	0.438107	0.77653
Atcay	DEG_up	0.325001282565131	0.0103301884905224	384.417148132902	-0.008711	0.006653	-0.128416	6	0	0	0.203769	0.210422	0.32473
Matk	DEG_up	0.44039254529466	0.0377280002284932	93.8744216586382	0.030032	0.043772	0.677605	9	1	0	0.328912	0.372684	1.619031
Cactin	DEG_up	0.481552048293613	0.0207947786279847	133.102248133994	0.006984	0.01105	0.202936	5	0	0	0.168018	0.179068	0.540102
Celf5	DEG_up	0.847645500948464	2.41480766971999e-4	788.653735194888	0.012904	0.011176	0.208255	12	2	0	0.33634	0.347516	0.431682
Tle2	DEG_down	-0.92712935961747	2.14850780910711e-8	160.600428565086	-0.02589	0.00153	-0.849989	7	1	1	0.425083	0.426613	-0.851019
Slc41a2	DEG_up	0.371736129641808	0.0420919404448751	648.445936121793	0.011865	0.031893	0.082547	5	2	0	0.157579	0.189472	0.218926
Nt5dc3	DEG_down	-0.499760122876058	4.02986028624608e-9	779.642099805704	-0.010729	-0.015192	-0.096811	2	0	1	0.233328	0.218136	-0.252781
Stab2	DEG_down	-1.89583485921927	8.28303899166125e-7	29.5387725911503	-0.045985	-0.020108	-0.067494	7	1	1	0.31362	0.293512	-0.045595
Cdk17	DEG_down	-0.492440515758241	7.57256065431616e-4	2942.04744120536	-0.025577	-0.048784	-0.542776	11	2	5	0.640348	0.591564	-1.504837
Ntn4	DEG_down	-0.455141924444399	7.94517272570492e-4	2135.33409590606	0.048202	-0.023875	-0.479129	9	1	3	0.563571	0.539696	-2.162923
Plxnc1	DEG_down	-0.483690288734204	0.00801959689874883	2044.07723713287	-0.04433	0.025223	-0.18848	8	3	1	0.323862	0.349085	-0.065361
Cradd	DEG_down	-1.19033724916088	5.7036114608456e-11	567.671132807608	-0.055257	-0.0403	-0.74408	3	0	1	0.401071	0.360771	-0.717152
Socs2	DEG_down	-0.358319238080547	3.46192463562672e-4	545.34589664821	-0.039878	-0.015743	-0.132092	8	3	2	0.450323	0.43458	-0.028163
Atp2b1	DEG_down	-0.36830335906336	3.68159876587097e-6	13057.599995174	-0.03199	-0.06708	-0.30589	6	0	4	0.254122	0.187042	-0.789281
Dusp6	DEG_down	-0.510063828036574	5.24731315304861e-4	265.958775861211	0.025873	0.023568	0.064155	6	1	0	0.375642	0.39921	-0.278666
Slc6a15	DEG_down	-0.600861554281177	1.34760549886457e-4	783.173075023525	0.038166	0.018609	0.004614	4	1	0	0.334419	0.353028	-0.130986
Gm15663	DEG_down	-0.610874717777806	0.00387200148264365	104.930386221019	-0.107966	-0.100847	-1.366688	4	1	2	0.4645	0.363653	-2.10319
Syt1	DEG_down	-1.90324581761217	1.66117645581146e-38	15590.6820161952	-0.018358	-0.02589	-0.261382	9	0	2	0.267936	0.242046	-1.594783
Kcnc2	DEG_down	-0.446503487450246	0.0306685442518437	143.487289955616	0.063662	0.013529	0.026878	14	6	7	0.336334	0.349863	0.006629
Trhde	DEG_down	-0.761129969907483	1.12496674806152e-5	7070.06836699493	-0.063981	-0.082361	-0.694182	6	1	3	0.584242	0.501881	-1.524204
Tmbim4	DEG_down	-0.364595665241512	0.00966766791748552	183.390520886183	-0.039236	0.017499	0.032306	7	3	2	0.499433	0.516932	0.210293
Srgap1	DEG_up	0.517706191409199	0.00646290352918839	2626.44479455665	-0.062107	0.02602	-0.066366	11	6	2	0.433989	0.460009	0.336566
Atp23	DEG_down	-0.590117958683185	0.0276060469543237	43.6969192953948	-0.010839	-0.008893	-0.122136	8	0	1	0.340858	0.331965	-0.456855
Agap2	DEG_up	0.555232073021772	0.0079724689017206	1966.44634640786	0.018864	0.019431	0.321792	11	1	1	0.546585	0.566016	0.703925
B4galnt1	DEG_up	0.489670470620185	0.0098043264032793	581.094320262822	0.009964	0.021449	0.196197	7	0	0	0.194186	0.215635	0.829925
Arhgef25	DEG_up	0.547787625822438	0.0078110040598009	402.062019752516	0.022396	0.069656	0.449117	10	3	0	0.52203	0.591686	2.702523
Stac3	DEG_up	0.840010905791167	0.0320945494869207	27.4218022021635	-0.022787	-0.009414	-0.27539	6	0	1	0.540057	0.530643	0.4664
Nxph4	DEG_up	0.902548355361028	0.00206435588518092	472.060609077764	0.01035	0.034185	0.266276	11	1	0	0.520453	0.554638	1.319148
Ikzf4	DEG_up	0.36015034502775	0.00660998502257504	286.870441507394	0.015928	0.017957	0.113538	9	1	0	0.436577	0.454534	0.02597
Dgka	DEG_down	-1.12013100430527	1.80595658597361e-15	162.6953586497	0.026176	0.029594	0.095537	10	2	3	0.551535	0.581129	-0.16909
Dnajc14	DEG_up	0.328032037004326	0.00216188699221315	420.013866956947	0.046537	0.048756	0.366618	6	2	1	0.406849	0.455605	0.345611
Gdf11	DEG_up	0.386411322053466	0.0475849406493767	758.295731571307	-0.041359	-0.017959	-0.240388	14	2	3	0.574936	0.55697700000000006	-0.479018
Selenom	DEG_down	-0.644795831192333	0.0194903913391244	612.834801652816	-0.094933	-0.049048	-2.007707	9	1	1	0.522086	0.473038	-2.696836
Zmat5	DEG_down	-0.453938527755916	0.0181900424663588	117.369530995324	-0.003727	-0.001662	-0.005964	4	0	0	0.095384	0.093722	0.050882
Znrf3	DEG_down	-0.478602280906697	0.0312156301051711	2112.48344223229	-0.072208	-0.09399	-0.501907	7	0	3	0.35133	0.25734	-0.775143
Tns3	DEG_down	-0.504050158690425	1.84797698468818e-5	2310.93018699319	0.018495	-0.008723	0.02721	6	1	1	0.298914	0.290191	-0.048409
Hus1	DEG_down	-0.42956737653419	0.00700464591390143	199.375557634703	0.020814	0.059742	0.049799	6	4	0	0.098751	0.158493	0.148981
Vwc2	DEG_up	0.39208963294271	0.0214689805151259	251.560461960728	0.045302	-0.002111	0.011967	13	4	3	0.330109	0.327998	0.016944
Egfr	DEG_down	-0.672718060408913	3.84685625097938e-5	3737.9233354397	-0.047665	-0.010537	-0.045018	12	5	4	0.451677	0.44114	-0.02534
Otx1	DEG_up	2.10104011242896	1.0492233241982e-16	309.532769653869	0.07203	-0.015534	0.284256	12	3	5	0.552091	0.536557	0.35279
Vrk2	DEG_down	-0.485872828737827	0.0154388805463736	138.610156141086	-0.039006	-0.086439	-0.021521	15	5	8	0.411676	0.325237	-0.040446
Ccdc85a	DEG_up	0.455151231168111	0.00213827205580174	730.878004220073	0.03139	-0.001632	0.045088	6	3	3	0.155245	0.153613	0.053884
Efemp1	DEG_up	0.733036387575481	0.00746954050335593	55.6547563925441	0.042147	0.082052	0.012826	15	6	5	0.359179	0.441231	0.024133
Rtn4	DEG_up	0.319784656956289	0.0108058557082806	6190.41455772845	0.032989	0.005258	0.190436	6	1	2	0.302336	0.307594	-0.061663
Acyp2	DEG_down	-0.736750747825347	8.84388517556706e-8	897.532348686418	0.039806	0.083739	0.231193	8	4	0	0.219073	0.302812	0.407642
Nsg2	DEG_up	0.364202582196168	0.00865511292805297	3171.5131891575	-0.016884	-0.036012	-0.054076	12	1	3	0.356703	0.320691	-0.016276
Rhbdf1	DEG_down	-0.4355653725769	0.0292963946199402	181.73621947305	0.021826	-0.003306	-0.132276	15	1	1	0.743096	0.73979	-1.239693
Fgf18	DEG_up	1.14638210274278	0.00302572552647146	21.5174233457546	-0.024217	-0.027974	-0.128887	12	3	4	0.601199	0.573225	0.341176
Tlx3	DEG_down	-0.832334587442429	0.0094517505081645	127.738423802764	0.053203	-0.042486	-0.031943	9	4	5	0.39401	0.351524	-1.802184
Ranbp17	DEG_down	-0.575838840112401	2.79348105583448e-6	2315.13201061977	-0.05596	-0.096878	-0.280325	6	0	3	0.292278	0.1954	-0.553444
Tenm2	DEG_down	-1.74750441790086	2.4356357909687e-34	22830.8330559389	0.027716	0.037633	0.062528	3	2	1	0.585691	0.623324	-0.019195
Ccnjl	DEG_down	-0.507662894403088	0.00424404905736717	1486.08759505104	-0.040585	-0.038766	-0.379383	7	1	3	0.4707	0.431934	-0.946572
Fabp6	DEG_down	-0.949901224414107	0.0406068334576613	16.0528818047905	-0.030239	-0.066336	-0.11167	17	4	7	0.736801	0.670465	-0.5018
Ebf1	DEG_down	-0.469443550658495	0.00611863979376755	14290.7415089602	0.013491	0.011183	0.114154	8	1	0	0.483266	0.494449	0.201158
Rasgef1c	DEG_down	-1.10277011520828	2.69519499408841e-6	460.68408858795	-0.011801	3.64e-4	-0.06553	13	0	1	0.411674	0.412038	-0.116626
Slc22a5	DEG_down	-0.638071960183543	1.02196853561327e-6	352.743183316235	-0.017226000000000002	-0.013809	-0.11185	4	0	1	0.113227	0.099418	-0.13302
Slc22a21	DEG_down	-0.62252313457513	1.45526630674302e-4	118.747324813892	-0.01561	-0.038734	-0.08159	10	0	2	0.479992	0.441258	-0.304726
Slc22a4	DEG_down	-0.714299043738054	7.57256065431616e-4	891.955242427882	-0.03781	-0.051276	-0.651998	6	1	3	0.535065	0.483789	-1.169538
Anxa6	DEG_down	-0.370626350387945	0.00122385519792793	1017.26546300503	-0.050167	-0.071001	-0.449797	9	1	3	0.392385	0.321384	-0.744445
Srebf1	DEG_up	0.592850447215219	0.00959168855627067	602.697274326703	-0.016217	-0.019084	-0.12335	13	0	2	0.493003	0.473919	0.089353
Zfp286	DEG_down	-0.638130071593396	2.22720596170345e-5	117.216073227142	0.00747	0.003665	0.003452	5	0	0	0.332418	0.336083	-0.111166
Myocd	DEG_down	-1.09433978517979	9.00506048174127e-9	178.069737995841	0.022974	0.058456	0.032515	16	4	2	0.441941	0.500397	0.178183
Gm12295	DEG_down	-1.39951758364132	1.64464098644148e-15	855.12877400599	-0.021528	0.026221	-0.024255	12	3	2	0.391224	0.417445	0.005883
Gas7	DEG_down	-0.83328736252021	3.3269705616868e-5	1193.72751361566	-0.026239	-0.07314	-0.172383	13	3	7	0.64361	0.57047	-0.901692
Glp2r	DEG_down	-1.16359204685934	6.87495618807636e-4	44.5526610790996	-0.02707	-0.017046	-0.054798	9	1	2	0.462588	0.445542	-0.027331
Efnb3	DEG_up	0.510465837997893	0.0194903913391244	389.730576707806	-0.018379	0.019597	-0.142584	12	3	3	0.395112	0.414709	0.16254
Cd68	DEG_up	0.874386028785372	0.0290259526271851	46.2450271078813	-0.015041	-0.004506	-0.297024	9	0	1	0.619805	0.615299	-0.503887
Arrb2	DEG_up	0.324156367081991	0.0343551960635356	371.516697724765	0.008737	0.010235	0.068632	3	0	0	0.176672	0.186907	0.030092
Mybbp1a	DEG_up	0.305891700950339	0.0309595656135563	660.483365680649	-0.013491	-0.020969	-0.073729	6	1	1	0.171979	0.15101	-0.147778
Camkk1	DEG_down	-0.717378920744247	4.50077021570619e-8	299.091714560535	-0.051597	-0.103694	-0.7477	7	1	3	0.476452	0.372758	-2.326618
Tax1bp3	DEG_up	0.503442257383508	0.0222810504591927	112.908372383386	-0.002879	-4.51e-4	0.102081	2	0	0	0.365449	0.364998	0.252077
Rtn4rl1	DEG_down	-0.593034663944083	6.83530207256702e-5	772.423412732187	0.013874	5e-5	0.131118	13	2	2	0.520552	0.520602	-0.571644
Gm12339	DEG_down	-0.988568925234134	0.0357252519147359	26.0015292313451	-0.034162	-0.090261	-0.480903	10	1	5	0.43091	0.340649	-1.476739
Gm11190	DEG_up	0.785933974743537	0.0406068334576613	280.402509134046	0.035999	0.030708	0.577085	17	2	2	0.67576	0.706468	1.642943
Sez6	DEG_up	0.496569760535505	0.0133367003321943	7081.41709698038	0.030709	0.006636	0.577541	17	3	3	0.634844	0.64148	1.537866
Myo1d	DEG_down	-0.411952627807763	0.00796952264255092	536.550791408613	-0.027953	-0.03724	-0.084549	4	0	1	0.162796	0.125556	-0.142638
Mmp28	DEG_down	-1.83742479449542	1.12885844786328e-20	210.996614810028	-0.112468	-0.050607	-0.853702	8	4	2	0.611675	0.561068	-1.15467
Dhrs11	DEG_down	-0.561600051283978	0.0263127104204251	145.070256462623	-0.056095	-0.021728	-0.529644	8	1	1	0.386009	0.364281	-0.639346
Rnft1	DEG_down	-0.437992477513193	0.0102223597245299	306.684512955902	-0.039969	-0.043293	-0.473901	4	0	2	0.158827	0.115534	-0.614994
Ska2	DEG_up	0.398636007390618	0.0299903729187812	240.7406277238	-0.019764	-0.015917	-0.153812	7	0	1	0.179482	0.163565	-0.102528
Lpo	DEG_down	-0.663937169285209	0.0265119459715206	39.6500107126507	-0.031097	0.013848	-0.092345	8	2	2	0.359573	0.373421	0.058458
Akap1	DEG_down	-0.337593107601716	0.0236410920356765	496.895630557001	-0.030417	-0.029527	-0.204991	6	0	2	0.228284	0.198757	-0.325233
Scpep1	DEG_down	-0.604514660617051	0.0470080151443037	48.527539084094	-0.019636	0.020328	-0.060842	7	3	1	0.22225	0.242578	0.108987
Tmem100	DEG_up	0.504544300018866	0.0154388805463736	83.6147908448291	0.03944	0.039146	0.027921	12	4	3	0.357115	0.396261	0.043304
Spop	DEG_down	-0.47502925199193	6.11520994438258e-4	1786.52021985453	-0.071109	-0.057634	-1.161562	6	3	3	0.401073	0.343439	-1.512941
Nxph3	DEG_down	-1.48909465068742	4.92382949126298e-9	103.349061266098	0.044082	-0.00228	0.2089	13	4	4	0.545064	0.542784	-0.987843
Epop	DEG_up	0.613071693278976	0.0283563728902271	89.1888684029821	0.017058	0.014021	0.354306	13	1	1	0.429407	0.443428	1.023957
Krt10	DEG_up	0.402535610445966	0.0420467045459859	102.357766561318	0.074946	0.198286	0.298465	5	5	0	0	0.198286	0.789658
Mpp3	DEG_down	-0.666076670226468	1.33262223151315e-7	1753.44155130365	-0.034657	-0.054755	-1.106299	7	2	3	0.565136	0.510381	-3.01469
Adam11	DEG_down	-0.473480988036452	0.0218153834046173	956.44259458297	-0.061721	-0.051296	-1.28527	9	1	2	0.572348	0.521052	-1.896201
Acbd4	DEG_down	-0.582470538344977	0.0119345157353833	101.30818858103	0.011795	0.032603	0.037988	11	2	0	0.621614	0.654217	-0.25643
Mapt	DEG_up	0.323808235868573	1.56459355304678e-5	8461.5380764608	-0.012149	0.027659	-0.198279	11	0	1	0.557425	0.585084	0.528114
Itgb3	DEG_down	-0.955336267989002	0.00344350089983427	41.1259354372706	-0.031705	-0.025142	-0.14251	10	2	2	0.315146	0.290004	-0.30354
Tanc2	DEG_down	-0.374368370592228	7.76807976116524e-4	6531.46983525689	0.039384	0.054071	-0.00262	8	2	1	0.375859	0.42993	-0.051464
Cyb561	DEG_down	-0.476568929015915	0.0146777294190314	98.3752770160694	-0.036724	-7.72e-4	-0.125942	11	4	3	0.453103	0.452331	0.072982
Ace	DEG_down	-0.672693160264543	0.0392200143061884	43.4123487484392	-0.04131	1.32e-4	-0.236801	8	2	1	0.535181	0.535313	-0.064923
Kcnh6	DEG_down	-1.45000274507408	1.32846298083354e-9	55.2591094542647	0.019545	7.45e-4	0.086587	11	3	3	0.456496	0.457241	0.205074
Dcaf7	DEG_up	0.305469666611751	0.0410890893377632	3611.92004400273	0.05491	0.029261	0.521819	7	1	1	0.310743	0.340004	0.433089
Limd2	DEG_up	0.650731285044283	0.00478342197415254	243.713128827665	-0.018973	-0.037367	-0.220592	8	0	1	0.428342	0.390975	-0.169101
Kpna2	DEG_up	0.461563038444663	0.0159521181972171	383.951340477494	0.011637	0.02802	0.122759	8	1	0	0.362776	0.390796	0.513802
Pitpnc1	DEG_down	-0.364019397008892	0.016250383597511	2389.21374238537	0.019242	0.018502	0.219306	6	2	1	0.373558	0.39206	0.361716
Prkca	DEG_down	-0.499355639772997	0.0240104076914438	4883.03642635052	-0.009643	-0.013825	-0.035046	2	0	0	0.041778	0.027953	-0.050818
Rgs9	DEG_down	-1.1980895028718	5.8292104445892e-12	275.139507236499	0.03667	0.017558	0.090171	13	3	4	0.557238	0.574796	-0.58674
Slc16a6	DEG_down	-0.699443179073176	1.3699906749358e-5	210.921604336522	-0.030685	-0.061066	-0.300051	11	1	4	0.439584	0.378518	-0.838429
Wipi1	DEG_down	-0.431370798218537	0.00539796600481474	256.55044142036	0.03765	0.002699	0.011674	8	2	2	0.308714	0.311413	-0.693041
Map2k6	DEG_down	-0.446615418272275	0.00387118904642099	1617.03789139777	0.021281	0.05941	0.022813	8	2	0	0.207963	0.267373	0.027443
2610035D17Rik	DEG_down	-0.666255759585974	0.0463282101485663	1241.94594758043	-0.020409	-0.021556	-0.083734	8	1	1	0.27636	0.254804	0.05105
Rab37	DEG_down	-0.72421459145275	0.0135489158959058	43.088198168532	-0.015243	-0.010861	-0.321656	5	0	1	0.227615	0.216754	-0.636752
Grin2c	DEG_down	-0.842213709399242	0.0206810059037532	1010.28638929598	-0.018879	-0.05312	-0.570693	13	0	4	0.619387	0.566267	-3.330428
Itgb4	DEG_down	-0.753456421460038	0.00182606902845698	56.9379444072511	0.020278	-9.74e-4	0.187712	10	2	1	0.345438	0.344464	0.26926
Prcd	DEG_down	-0.745261847610748	0.00148250576794239	49.8690045685754	-0.020138	-0.059578	-0.45889	7	0	3	0.529794	0.470216	-1.489122
Cyth1	DEG_down	-0.47146869504702	0.00421872946693573	1623.63201971701	-0.021334	0.002097	-0.371371	6	2	1	0.297081	0.299178	-0.400325
Timp2	DEG_down	-0.380911007453016	0.00911887541480163	757.528901034805	-0.009858	-0.003709	-0.090631	6	0	0	0.234801	0.231092	-0.110012
Lgals3bp	DEG_up	0.957312366192611	0.020845092771736	36.6961550329856	0.009311	-0.005612	0.02832	3	0	0	0.172107	0.166495	-0.34419
Rac3	DEG_up	0.681200931431037	0.00126950198283895	98.2450025193853	-0.018336	0.003829	-0.121507	9	0	2	0.395273	0.399102	0.087575
Rab40b	DEG_down	-0.491513711824304	0.0292963946199402	76.9280142836718	-0.047709	-0.022734999999999998	-0.220715	8	1	1	0.470001	0.447266	-0.402481
Fn3k	DEG_down	-0.880723033350453	5.81509289277666e-4	107.896715058005	0.010304	-0.00205	0.026343	7	1	1	0.359068	0.357018	-0.127824
Itsn2	DEG_down	-0.392882511781995	0.00205162806736644	611.937710123844	-0.039421	-0.013488	-0.106428	11	3	2	0.361732	0.348244	0.048836
Hs1bp3	DEG_down	-0.383819753329798	0.00737405415582548	220.45700346407	0.019971	0.02232	0.170502	7	2	1	0.510237	0.532557	0.767138
