chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
chr6	47310000	47315000	chr6	47645000	47650000	197.36523060003933	161.505633175373
chr6	49265000	49270000	chr6	49395000	49400000	106.49618828296677	103.9187981486319
chr6	117840000	117845000	chr6	117915000	117920000	146.97951440016433	132.50065573056534
chr6	17025000	17030000	chr6	17355000	17360000	107.98035120964035	110.3809920549392
chr6	72650000	72655000	chr6	72785000	72790000	149.70584448178636	183.8872254689537
chr6	18905000	18910000	chr6	22070000	22075000	95.38559552033735	76.10671639442444
chr6	146575000	146580000	chr6	146720000	146725000	113.33675611019135	93.8462389707564
chr6	140920000	140925000	chr6	141305000	141310000	204.04363318284368	226.140492558479
chr6	35380000	35385000	chr6	37045000	37050000	56.83826448520026	55.992287059624964
chr7	132250000	132255000	chr7	132315000	132320000	230.552729845047	198.111895004908
chr7	105565000	105570000	chr7	105630000	105635000	243.65254036585497	206.00183391571034
chr7	100535000	100540000	chr7	100605000	100610000	247.804592291514	202.77376278241468
chr7	27605000	27610000	chr7	27650000	27655000	382.8438428243	361.56882333755465
chr7	122295000	122300000	chr7	122340000	122345000	281.289981683095	251.19362195332837
chr7	45465000	45470000	chr7	45560000	45565000	300.864635785421	254.31569862365734
chr7	127670000	127675000	chr7	127705000	127710000	414.70711708068865	367.82758140563965
chr7	38225000	38230000	chr7	38260000	38265000	306.121814409892	233.75945814450566
chr7	39515000	39520000	chr7	39550000	39555000	280.395429531733	234.79429002602868
chr7	83735000	83740000	chr7	83805000	83810000	143.498776435852	128.496027827263
chr7	127360000	127365000	chr7	127495000	127500000	201.457861383756	154.97903567552567
chr7	27575000	27580000	chr7	27685000	27690000	233.716579993566	201.102088769277
chr7	141900000	141905000	chr7	141950000	141955000	172.1772551933923	149.53481113910667
chr7	100905000	100910000	chr7	100965000	100970000	203.391627788544	232.858254512151
chr7	83695000	83700000	chr7	83730000	83735000	341.42906467119866	293.113632599513
chr7	12910000	12915000	chr7	13005000	13010000	224.827859044075	178.202053149541
chr7	97330000	97335000	chr7	97415000	97420000	136.41248532136265	125.279517710209
chr7	142330000	142335000	chr7	142675000	142680000	140.70444182554866	123.63041180372267
chr7	63940000	63945000	chr7	64055000	64060000	132.82245065768572	118.94162929058068
chr7	111120000	111125000	chr7	111160000	111165000	261.381112496058	192.88994479179397
chr7	121075000	121080000	chr7	121115000	121120000	188.3500005801517	193.273142139117
chr7	25420000	25425000	chr7	25480000	25485000	219.44318338235198	161.36082585652665
chr7	122250000	122255000	chr7	122285000	122290000	206.62788554032633	196.800968527794
chr7	44435000	44440000	chr7	44480000	44485000	285.25316182772303	248.369667927424
chr7	89085000	89090000	chr7	89125000	89130000	207.1188519795737	184.797623594602
chr7	132475000	132480000	chr7	132545000	132550000	131.08743760983168	120.93666593233733
chr7	124705000	124710000	chr7	124785000	124790000	118.7193453113236	91.05674868822102
chr7	101675000	101680000	chr7	101830000	101835000	143.93781455357865	122.93981599807735
chr7	98150000	98155000	chr7	98340000	98345000	174.77041649818435	132.39256467421868
chr7	4555000	4560000	chr7	4625000	4630000	257.38349016507465	223.09819595019033
chr7	97425000	97430000	chr7	97680000	97685000	126.52517418066667	100.61024115482964
chr7	92740000	92745000	chr7	92870000	92875000	117.14544490973144	118.15841939051967
chr7	46280000	46285000	chr7	46710000	46715000	72.9377432465553	56.61208309729893
chr7	83200000	83205000	chr7	83550000	83555000	58.96263680855437	74.86743274331093
chr7	44260000	44265000	chr7	44560000	44565000	67.99145650863646	54.617796848217665
chr7	105645000	105650000	chr7	105810000	105815000	99.31559141476946	81.43061371644337
chr7	36070000	36075000	chr7	37355000	37360000	100.08715866009364	94.82109074791283
chr7	67950000	67955000	chr7	68305000	68310000	71.63062993685402	73.46274840831757
chr7	52390000	52395000	chr7	55710000	55715000	69.67467814683916	56.21443537871043
chr7	140075000	140080000	chr7	140440000	140445000	49.18704406420387	38.61975373824436
chr7	123520000	123525000	chr7	125390000	125395000	72.94855548938114	52.03773295879364
chr7	54845000	54850000	chr7	55710000	55715000	77.29673743247983	101.57380696137757
chr10	5485000	5490000	chr10	5525000	5530000	371.4028940200806	324.2536017100017
chr10	126920000	126925000	chr10	126955000	126960000	452.28002401193	422.274881283442
chr10	77295000	77300000	chr10	77335000	77340000	320.55139732360834	346.5973671277363
chr10	77355000	77360000	chr10	77510000	77515000	188.27901736895237	171.70025471846267
chr10	127475000	127480000	chr10	127535000	127540000	331.7425475120546	273.58854015668265
chr10	116360000	116365000	chr10	116470000	116475000	208.74928474426267	165.41490995883967
chr10	75660000	75665000	chr10	75700000	75705000	354.795900742213	327.0270493825273
chr10	52380000	52385000	chr10	52415000	52420000	219.8709102869033	180.81377251942968
chr10	78750000	78755000	chr10	78785000	78790000	246.96376152833332	235.93303628762567
chr10	98915000	98920000	chr10	98970000	98975000	213.22302412986767	207.62837402025832
chr10	121295000	121300000	chr10	121330000	121335000	252.38192472855235	245.83864982922867
chr10	63025000	63030000	chr10	63060000	63065000	325.8429915905	335.94687155882497
chr10	80445000	80450000	chr10	80550000	80555000	368.54365328947733	366.23808598518366
chr10	90595000	90600000	chr10	90665000	90670000	223.644931793213	219.455938736598
chr10	84055000	84060000	chr10	84355000	84360000	130.61640201012307	112.34060593446067
chr10	7910000	7915000	chr10	7955000	7960000	249.5239420731863	255.77601035435998
chr10	52345000	52350000	chr10	52380000	52385000	299.357533335686	283.506677786509
chr10	90370000	90375000	chr10	90690000	90695000	119.16275433699292	110.81475383043266
chr10	122550000	122555000	chr10	122790000	122795000	104.73999959230413	108.25432598590832
chr10	108300000	108305000	chr10	108445000	108450000	127.8963539203008	154.19240538279232
chr10	9055000	9060000	chr10	9675000	9680000	144.28560944398234	120.11862270037334
chr10	120935000	120940000	chr10	120975000	120980000	306.6372091372803	287.43547666072834
chr10	87595000	87600000	chr10	88325000	88330000	100.90641222397494	107.88217868407567
chr10	76835000	76840000	chr10	77130000	77135000	59.91728966434797	72.33306363224986
chr10	20360000	20365000	chr10	20945000	20950000	161.60977921883264	171.59135671456667
chr10	64750000	64755000	chr10	66570000	66575000	86.63224030534427	72.68808752298357
chr10	84165000	84170000	chr10	84450000	84455000	127.79457763830813	101.47725156943017
chr8	35955000	35960000	chr8	36095000	36100000	215.73874183495866	189.26487837235132
chr8	64620000	64625000	chr8	64655000	64660000	320.4763196309407	293.39298629760737
chr8	115430000	115435000	chr8	115475000	115480000	170.66894690195736	147.51676205794
chr8	22435000	22440000	chr8	22475000	22480000	260.9366285800933	230.06214523315433
chr8	46160000	46165000	chr8	46205000	46210000	222.77019449075067	194.38018735249833
chr8	123650000	123655000	chr8	123785000	123790000	330.0659931103387	318.90346384048433
chr8	84065000	84070000	chr8	84100000	84105000	305.0326471328737	282.271365483602
chr8	25305000	25310000	chr8	25465000	25470000	148.0565009911857	151.52977160612735
chr8	122500000	122505000	chr8	122565000	122570000	215.682942787806	212.33974411090233
chr8	111055000	111060000	chr8	111090000	111095000	271.42605137825	258.9348800182343
chr8	124895000	124900000	chr8	125010000	125015000	208.12012147903465	210.19143275419867
chr8	27135000	27140000	chr8	27185000	27190000	200.11117557684565	222.704574426015
chr8	85695000	85700000	chr8	86535000	86540000	92.05509566267347	81.18926826119423
chr8	121390000	121395000	chr8	121510000	121515000	131.78961499532068	166.3547485669457
chr8	106255000	106260000	chr8	106400000	106405000	121.66197874148673	121.06137033303567
chr8	60505000	60510000	chr8	60590000	60595000	148.068236331145	154.61825209856033
chr8	125115000	125120000	chr8	125865000	125870000	91.8551410436631	98.93508670727431
chr8	118285000	118290000	chr8	119060000	119065000	70.7290554642677	73.06302400430043
chr8	104145000	104150000	chr8	104220000	104225000	107.2789775530499	145.985732793808
chr8	93010000	93015000	chr8	93495000	93500000	54.342497825622566	57.73251936833063
chr8	16890000	16895000	chr8	17535000	17540000	60.71119763453803	67.26605546474457
chr8	27675000	27680000	chr8	31030000	31035000	58.29306622346243	48.830010225375474
chr8	3275000	3280000	chr8	3670000	3675000	41.949395308891965	36.40247812867167
chr8	79295000	79300000	chr8	79585000	79590000	125.95639530817634	142.22052929798767
chr14	50895000	50900000	chr14	50930000	50935000	203.94243399302164	198.33235255877165
chr14	27335000	27340000	chr14	27370000	27375000	240.3236757914227	248.24414134025565
chr14	101560000	101565000	chr14	101605000	101610000	195.861425638199	184.07327667872133
chr14	25460000	25465000	chr14	25495000	25500000	181.27863768736532	185.450678865115
chr14	21520000	21525000	chr14	21585000	21590000	204.23106956481968	183.0050055185953
chr14	51900000	51905000	chr14	52020000	52025000	123.86870471636446	123.80305731296534
chr14	64165000	64170000	chr14	64590000	64595000	108.9925486246745	129.853097875913
chr14	68080000	68085000	chr14	68120000	68125000	208.31653285026536	261.28613487879466
chr14	64125000	64130000	chr14	64450000	64455000	87.88978881637244	91.04980328679069
chr14	60085000	60090000	chr14	60175000	60180000	118.85919419924424	136.181136608124
chr14	73325000	73330000	chr14	73370000	73375000	192.296861886978	183.82538696130098
chr14	56775000	56780000	chr14	56810000	56815000	196.464139918486	188.51590597629536
chr14	13960000	13965000	chr14	14095000	14100000	119.82529153426468	126.83090670903533
chr14	123965000	123970000	chr14	124190000	124195000	108.34436972935997	112.19227558374381
chr14	124215000	124220000	chr14	124745000	124750000	108.88407146930713	118.114278604587
chr14	56375000	56380000	chr14	56665000	56670000	76.15141066908836	84.96175992488863
chr14	16090000	16095000	chr14	16365000	16370000	39.615612834691966	34.24833923578263
chr9	13560000	13565000	chr9	13595000	13600000	433.662601629893	367.624395211538
chr9	53340000	53345000	chr9	53375000	53380000	381.446323553721	338.159996986389
chr9	44075000	44080000	chr9	44110000	44115000	379.5142747561137	349.00155893961596
chr9	89850000	89855000	chr9	89885000	89890000	402.1361956596373	368.058794816335
chr9	62185000	62190000	chr9	62220000	62225000	356.65132681528695	344.2169640858967
chr9	91795000	91800000	chr9	92015000	92020000	158.57361495494834	154.63385836283368
chr9	56505000	56510000	chr9	56550000	56555000	234.73264646530166	256.04978491862596
chr9	78475000	78480000	chr9	78550000	78555000	343.79535118738795	348.06832846005767
chr9	65740000	65745000	chr9	65825000	65830000	294.95977695782966	287.3646665414173
chr9	54500000	54505000	chr9	54545000	54550000	256.1824476718903	237.518957535426
chr9	121640000	121645000	chr9	121675000	121680000	420.17040363947564	480.51081069310527
chr9	88435000	88440000	chr9	88480000	88485000	294.3214967250827	277.91101892789203
chr9	122125000	122130000	chr9	122160000	122165000	532.8563060760497	527.4178590774537
chr9	91350000	91355000	chr9	91795000	91800000	111.71551863352433	118.05662479003259
chr9	77910000	77915000	chr9	77945000	77950000	362.405519803365	321.86700320243835
chr9	28270000	28275000	chr9	28325000	28330000	165.75480429331466	158.040501832962
chr9	96570000	96575000	chr9	96755000	96760000	192.32624808947233	167.41301981608066
chr9	108750000	108755000	chr9	108935000	108940000	176.6827486753467	160.563109676043
chr9	60245000	60250000	chr9	60685000	60690000	141.06296420097365	124.39398233095834
chr9	109890000	109895000	chr9	109930000	109935000	285.9638682206473	268.48270686467464
chr9	102180000	102185000	chr9	102295000	102300000	196.96949005127	178.98750587304434
chr9	75520000	75525000	chr9	75575000	75580000	265.44163823127764	258.82542363802565
chr9	99585000	99590000	chr9	99660000	99665000	229.18955338001237	226.69300842285168
chr9	49795000	49800000	chr9	50170000	50175000	102.4710216323535	108.43809668223071
chr9	43740000	43745000	chr9	43845000	43850000	127.75724122921633	128.9701690077783
chr9	29660000	29665000	chr9	30000000	30005000	102.30336764454843	102.40581979354208
chr9	28260000	28265000	chr9	29455000	29460000	60.5294077992439	63.78546090920767
chr9	25695000	25700000	chr9	26775000	26780000	181.478551387787	192.84377324581135
chr9	101075000	101080000	chr9	101155000	101160000	202.481885711352	156.369990348816
chr9	124370000	124375000	chr9	124435000	124440000	250.05139454205832	234.581760168076
chr9	123155000	123160000	chr9	123250000	123255000	167.62808243433633	152.24682839711468
chr9	80330000	80335000	chr9	81625000	81630000	102.47970370451583	86.17254070440917
chr9	101310000	101315000	chr9	102545000	102550000	104.48455172777157	85.67505834499997
chr11	84915000	84920000	chr11	84955000	84960000	394.7064067522683	381.47050682703633
chr11	101120000	101125000	chr11	101155000	101160000	692.029687563578	665.802108446757
chr11	98295000	98300000	chr11	98335000	98340000	529.7294193903607	497.91373602549226
chr11	58065000	58070000	chr11	58100000	58105000	380.87446180979396	325.7831310828524
chr11	106285000	106290000	chr11	106325000	106330000	292.50329987208033	290.2308420340224
chr11	102185000	102190000	chr11	102225000	102230000	420.11926174163796	406.7902188301087
chr11	55275000	55280000	chr11	55310000	55315000	465.52335421244294	429.69847456614167
chr11	69765000	69770000	chr11	69875000	69880000	247.02228967348734	232.05960210164366
chr11	35230000	35235000	chr11	35335000	35340000	181.35055692990636	162.081996758779
chr11	69765000	69770000	chr11	69800000	69805000	436.6882212162016	401.991635719935
chr11	60105000	60110000	chr11	60170000	60175000	341.3591815630596	340.83459043502836
chr11	53465000	53470000	chr11	53565000	53570000	363.011198202769	338.48902718226134
chr11	84130000	84135000	chr11	84165000	84170000	280.32475558916735	284.53884220123297
chr11	65745000	65750000	chr11	65785000	65790000	316.725273927053	322.2572395006817
chr11	31870000	31875000	chr11	31915000	31920000	324.48300472895335	303.9886285463967
chr11	76410000	76415000	chr11	76450000	76455000	255.66856686274204	274.57964444160433
chr11	75780000	75785000	chr11	75900000	75905000	283.9345192511876	251.30565913518265
chr11	61350000	61355000	chr11	61405000	61410000	238.859334389369	200.1508074601493
chr11	54435000	54440000	chr11	54520000	54525000	190.624725262324	157.5726999839147
chr11	62925000	62930000	chr11	62975000	62980000	184.16561388969433	248.64314047495535
chr11	60350000	60355000	chr11	60410000	60415000	256.52768190701835	239.92513322830166
chr11	32180000	32185000	chr11	32320000	32325000	190.96404472986833	197.75915972391763
chr11	97795000	97800000	chr11	97985000	97990000	126.05678091446582	104.30134012301757
chr11	121350000	121355000	chr11	121450000	121455000	183.66916592915868	185.77627454201365
chr11	98975000	98980000	chr11	99065000	99070000	137.237149477005	163.03132937351867
chr11	30675000	30680000	chr11	30795000	30800000	222.93887758254968	213.9019874135653
chr11	32340000	32345000	chr11	32590000	32595000	82.5806695620219	77.17016526063283
chr11	52420000	52425000	chr11	53030000	53035000	83.7749930222829	67.98497049013774
chr11	12025000	12030000	chr11	12285000	12290000	196.94588045279167	242.57059995333336
