top_enh_chr	top_enh_start	top_enh_end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	top_enh_distance	top_enh_class	max_delta_abc	max_delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean	n_enhancers	mean_delta_abc	sum_delta_unnorm	n_gained	n_lost	sum_abc_wt	sum_abc_ko	dysregulated
chr2	125246939	125247771	Galk2	0.075129	0.564212	113.694606	0.004963	0.001096	0.033142	0.255619	105.276239	0.002428	0.000479	611753.000000	promoter	-0.041987	-0.308593	True	True	True	-0.435447	0.000636	181.867127	7	-0.008552	-0.407498	1	4	0.267175	0.207313	False
chr17	80170889	80171389	Galm	0.041703	0.177315	7.124355	0.024889	0.006593	0.020002	0.080508	3.181557	0.025305	0.006746	43669.000000	genic	-0.021701	-0.096807	True	True	True	-0.067711	0.948752	12.620137	10	-0.000352	-0.157968	3	2	0.633821	0.630301	False
chr18	21299888	21300583	Galnt1	0.038721	0.291527	108.340649	0.002691	0.000497	0.011531	0.088456	112.244113	0.000788	0.000133	2905107.500000	promoter	-0.027190	-0.203071	True	True	True	0.044463	0.825219	594.781039	8	-0.001976	-0.074031	2	2	0.332543	0.316731	False
chr11	55469219	55469934	Galnt10	0.035355	0.137841	191.438163	0.000720	0.000119	0.086201	0.378361	191.945189	0.001971	0.000369	2175864.500000	promoter	0.050846	0.240520	True	True	True	0.235680	0.078433	160.117589	7	0.005352	0.284850	3	3	0.245477	0.282940	False
chr4	48279308	48280050	Galnt12	0.079088	0.286182	81.481063	0.003512	0.000720	0.027827	0.126820	81.655587	0.001553	0.000290	1187771.000000	promoter	-0.051261	-0.159362	True	True	True	1.148201	0.130777	6.445390	6	-0.000281	0.136884	3	1	0.153963	0.152280	False
chr2	54442644	54443144	Galnt13	0.166790	1.803826	13.581603	0.132814	0.041709	0.145149	1.620667	12.546554	0.129172	0.039927	6578.000000	genic	-0.021641	-0.183159	True	True	True	-0.274931	0.225331	8541.976270	5	-0.000285	0.125144	1	1	0.402336	0.400911	False
chr17	73711893	73712393	Galnt14	0.119223	0.323235	2.056911	0.157146	0.048054	0.181306	0.787645	5.035274	0.156425	0.047687	1690.000000	intergenic	0.062083	0.464410	True	True	True	0.037550	0.955223	42.859302	10	0.003925	1.107258	3	4	0.573609	0.612854	False
chr14	32085123	32085979	Galnt15	0.049512	0.618956	33.479335	0.018488	0.004647	0.068503	0.824285	37.275931	0.022113	0.005921	56563.000000	promoter	0.018991	0.205329	True	True	True	-0.910899	0.000000	459.168997	6	0.001271	-0.029235	2	1	0.258399	0.266024	True
chr12	84450754	84451671	Galnt16	0.000748	0.006093	89.383709	0.000068	0.000000	0.022733	0.222444	89.749714	0.002478	0.000440	3932936.500000	promoter	0.021985	0.216351	False	True	True	0.213898	0.121881	460.876882	7	0.002493	0.539590	3	1	0.225083	0.242536	False
chr5	131307364	131307864	Galnt17	0.232394	1.612513	10.558242	0.152726	0.045798	0.256645	2.012155	11.810326	0.170373	0.054807	883.000000	genic	0.024251	0.399642	True	True	True	-0.500998	0.000165	1768.217365	9	0.002395	0.621713	3	2	0.502176	0.523731	True
chr7	111122389	111122934	Galnt18	0.077354	0.788508	67.343539	0.011709	0.002714	0.032657	0.259420	63.981730	0.004055	0.000873	657315.500000	promoter	-0.044697	-0.529088	True	True	True	-0.535790	0.000253	1143.914159	3	-0.020171	-1.005856	0	1	0.233438	0.172926	True
chr2	65690435	65690935	Galnt3	0.087132	0.097178	28.570116	0.003401	0.000705	0.025601	0.035614	29.308891	0.001215	0.000145	434309.000000	genic	-0.061531	-0.061564	True	True	True	0.381503	0.620210	9.282624	15	-0.001052	0.126999	4	4	0.540031	0.524251	False
chr2	58138574	58139074	Galnt5	0.000000	0.000000	0.000000	0.000000	0.000000	0.135667	0.239892	28.831219	0.008321	0.001909	140941.000000	genic	0.135667	0.239892	False	True	True	-0.108385	0.794078	59.315271	9	0.048370	0.769764	9	0	0.000000	0.435327	False
chr15	100551758	100552258	Galnt6	0.076972	0.404397	78.615927	0.005144	0.001035	0.103838	0.689590	70.138876	0.009832	0.002415	177368.000000	promoter	0.026866	0.285193	True	True	True	-0.254988	0.585620	28.529738	10	0.004790	0.832083	4	2	0.370534	0.418433	False
chr8	57651815	57652315	Galnt7	0.198559	1.966839	11.511862	0.170853	0.055052	0.268697	2.396345	15.408203	0.155524	0.047226	967.000000	genic	0.070138	0.429506	True	True	True	-0.695548	0.000000	2949.835597	10	0.006722	-0.084565	3	2	0.692928	0.760145	True
chr5	110562755	110563255	Galnt9	0.096227	1.121829	19.461547	0.057643	0.017201	0.080749	0.936985	17.384625	0.053897	0.015640	18651.000000	genic	-0.015478	-0.184844	True	True	True	-0.095782	0.501701	1894.966044	7	0.000259	0.002035	2	1	0.348709	0.350520	False
chr8	57487590	57488303	Galntl6	0.015201	0.022168	36.002365	0.000616	0.000090	0.071699	0.100802	36.101472	0.002792	0.000555	1424693.500000	promoter	0.056498	0.078634	True	True	True	-0.783186	0.005095	673.610493	9	-0.004474	-0.076609	3	5	0.381361	0.341091	True
chr18	82454563	82455063	Galr1	0.260699	1.006221	37.670131	0.026711	0.007383	0.287156	1.723958	41.548684	0.041492	0.012706	48036.000000	intergenic	0.026457	0.717737	True	True	True	1.582362	0.000108	25.527884	6	0.004327	0.991529	1	1	0.389800	0.415761	True
chr11	116286725	116287225	Galr2	0.028460	0.450283	2.475991	0.181860	0.064418	0.042125	0.734805	3.672376	0.200090	0.073457	6037.000000	intergenic	0.013665	0.284522	True	True	True	0.029553	0.982057	14.472025	12	-0.000326	0.788183	1	1	0.528061	0.524151	False
chr8	116993259	116993787	Gan	0.052833	0.523705	58.786616	0.008909	0.002129	0.074127	0.759209	54.125914	0.014027	0.003654	164611.000000	promoter	0.021294	0.235504	True	True	True	0.028027	0.896035	419.361487	5	-0.000518	0.049227	2	1	0.229799	0.227210	False
chr19	8802230	8802804	Ganab	0.051924	1.339381	54.236608	0.024695	0.007004	0.034649	0.902601	55.760516	0.016187	0.004248	95553.000000	promoter	-0.017275	-0.436780	True	True	True	-0.010063	0.976206	473.708921	14	-0.001606	-0.452311	0	1	0.523534	0.501051	False
chr2	121448944	121449444	Ganc	0.029987	0.323466	44.734617	0.007231	0.001560	0.005165	0.053237	45.571644	0.001168	0.000202	1045299.000000	promoter	-0.024822	-0.270229	True	True	True	0.061665	0.883316	79.418933	5	-0.007294	-0.465083	0	1	0.185825	0.149357	False
chr16	42875203	42876626	Gap43	0.148232	1.490247	261.758022	0.005693	0.001283	0.257636	3.046194	247.407708	0.012312	0.002927	535263.500000	promoter	0.109404	1.555947	True	True	True	-0.370897	0.024524	2258.063685	10	0.007850	2.111177	3	3	0.668344	0.746840	False
chr6	125215268	125215800	Gapdh	0.090348	2.779166	68.288606	0.040697	0.012427	0.070578	2.254307	66.808320	0.033743	0.009931	49067.000000	promoter	-0.019770	-0.524859	True	True	True	-0.024895	0.954395	1797.247701	6	0.001761	0.996486	1	1	0.558599	0.569163	False
chr3	131564517	131565083	Gar1	0.055571	0.316126	58.081022	0.005443	0.001095	0.025828	0.146192	60.313736	0.002424	0.000469	1733404.000000	promoter	-0.029743	-0.169934	True	True	True	-0.004162	0.996098	69.902280	9	-0.001970	-0.111760	1	2	0.401249	0.383519	False
chr18	21001090	21001874	Garem1	0.053428	0.860079	36.618156	0.023488	0.006121	0.047779	0.824320	40.413665	0.020397	0.005282	298656.000000	promoter	-0.005649	-0.035759	True	True	True	0.278053	0.001628	1256.756874	1	-0.005649	-0.035759	0	0	0.053428	0.047779	False
chr5	29568892	29569491	Garem2	0.020874	0.122774	54.570161	0.002250	0.000428	0.062565	0.441344	56.058513	0.007873	0.001824	535968.500000	promoter	0.041691	0.318570	True	True	True	0.022551	0.973491	65.197803	11	0.001411	0.639010	3	1	0.451607	0.467123	False
chr2	32981833	32982385	Garnl3	0.085188	1.892134	56.601415	0.033429	0.009518	0.074500	1.661251	55.125081	0.030136	0.008522	149545.000000	promoter	-0.010688	-0.230883	True	True	True	0.429052	0.000048	2546.294667	7	-0.001466	-0.200373	0	1	0.324997	0.314738	False
chr16	91484966	91485487	Gart	0.025560	0.612360	37.503355	0.016328	0.004341	0.019632	0.505542	35.518625	0.014233	0.003716	161725.500000	promoter	-0.005928	-0.106818	True	True	True	-0.127220	0.578661	131.937683	4	0.000880	0.449227	0	0	0.200009	0.203527	False
chr13	60178385	60178885	Gas1	0.116105	0.347128	2.437504	0.142411	0.040532	0.134916	0.501811	3.387526	0.148135	0.043454	1270.000000	genic	0.018811	0.154683	True	True	True	-0.299009	0.417891	36.655983	2	0.010364	0.183643	1	0	0.146023	0.166751	False
chr7	51831864	51832364	Gas2	0.024906	0.156627	5.135864	0.030497	0.007906	0.034085	0.227760	5.832855	0.039048	0.011219	29900.000000	intergenic	0.009179	0.071133	True	True	True	-0.159410	0.410369	272.397500	5	-0.001817	0.006779	0	0	0.171544	0.162458	False
chr11	5015697	5016197	Gas2l1	0.175273	2.255886	35.078680	0.064309	0.020896	0.203089	2.576754	34.085609	0.075597	0.024944	49380.000000	genic	0.027816	0.320868	True	True	True	0.030644	0.958303	80.367164	6	0.007360	0.490799	2	0	0.379913	0.424070	False
chr11	83418652	83419152	Gas2l2	0.024001	0.179911	2.676978	0.067207	0.017235	0.038146	0.290577	4.491868	0.064689	0.016090	10553.000000	genic	0.014145	0.110666	True	True	True	0.348347	0.686117	10.921643	11	-0.000631	0.024794	1	3	0.639570	0.632629	False
chr10	86705259	86706139	Gas2l3	0.041370	0.104899	169.522006	0.000619	0.000100	0.068759	0.198017	169.012560	0.001172	0.000207	2738268.000000	promoter	0.027389	0.093118	True	True	True	-0.105569	0.768149	60.768035	11	0.000050	0.108836	3	4	0.311526	0.312081	False
chr1	161876432	161877283	Gas5	0.078691	0.699079	100.810044	0.006935	0.001529	0.025017	0.232926	99.224269	0.002347	0.000467	842436.500000	promoter	-0.053674	-0.466153	True	True	True	0.054669	0.852978	243.833351	7	0.000242	0.162988	3	3	0.345061	0.346752	False
chr8	13529862	13530806	Gas6	0.095292	1.007045	25.131952	0.040070	0.011939	0.052807	0.577464	15.912169	0.036291	0.010515	35844.000000	intergenic	-0.042485	-0.429581	True	True	True	-0.029782	0.927578	377.339983	12	-0.006253	-0.620615	2	4	0.544067	0.469037	False
chr11	67667506	67668006	Gas7	0.084420	0.513292	44.559288	0.011519	0.002910	0.040750	0.218068	26.333302	0.008281	0.001983	212666.000000	genic	-0.043670	-0.295224	True	True	True	-0.667753	0.000000	702.104805	12	-0.005712	-0.782346	2	5	0.570179	0.501638	True
chr9	121718844	121719418	Gask1a	0.015249	0.119536	60.257671	0.001984	0.000211	0.067083	0.513934	59.673919	0.008612	0.002083	231856.000000	promoter	0.051834	0.394398	True	True	True	-0.227477	0.611151	67.916420	14	-0.002763	-0.395771	2	6	0.559507	0.520824	False
chr3	79628693	79629852	Gask1b	0.126185	0.166658	110.260719	0.001511	0.000108	0.238468	0.407107	104.237632	0.003906	0.000775	255259.500000	promoter	0.112283	0.240449	True	True	True	0.455475	0.576623	7.442496	13	0.005575	0.346899	4	5	0.577510	0.649987	False
chr6	88841734	88842399	Gata2	0.021230	0.143875	64.418533	0.002233	0.000434	0.057580	0.398457	61.698546	0.006458	0.001453	648176.500000	promoter	0.036350	0.254582	True	True	True	0.657267	0.308060	7.397524	13	0.001173	0.161807	4	2	0.393760	0.409003	False
chr18	11657417	11657917	Gata6	0.076815	0.118652	18.131611	0.006544	0.001481	0.024314	0.038194	18.204117	0.002098	0.000398	605604.000000	genic	-0.052501	-0.080458	True	True	True	-1.117979	0.473815	1.978652	17	0.001402	0.050946	8	8	0.514246	0.538080	False
chr8	70212055	70212885	Gatad2a	0.066609	1.970786	192.823692	0.010221	0.002539	0.050928	1.505369	179.183902	0.008401	0.002019	216086.000000	promoter	-0.015681	-0.465417	True	True	True	0.103733	0.528057	567.636792	5	-0.004993	-0.743153	0	1	0.181932	0.156967	False
chr3	90277763	90278263	Gatad2b	0.086611	2.589136	33.782954	0.076640	0.024269	0.075646	2.097605	29.238774	0.071741	0.022161	15164.000000	genic	-0.010965	-0.491531	True	True	True	-0.016035	0.947714	2147.621003	6	-0.003494	-1.235333	0	1	0.302127	0.281163	False
chr5	115652763	115653263	Gatc	0.007024	0.135800	87.711666	0.001548	0.000171	0.022353	0.465475	90.665617	0.005134	0.001139	311835.000000	genic	0.015329	0.329675	True	True	True	-0.005064	0.992562	273.422262	6	0.002283	1.022178	1	0	0.494292	0.507990	False
chr7	141327440	141328210	Gatd1	0.038205	1.176458	91.710028	0.012828	0.003099	0.062138	1.848723	93.312532	0.019812	0.005397	86311.000000	promoter	0.023933	0.672265	True	True	True	-0.434175	0.196421	27.141244	11	0.003351	0.528466	2	1	0.545867	0.582730	False
chr10	78184899	78185456	Gatd3a	0.050316	0.859104	19.529968	0.043989	0.010332	0.061874	1.040920	21.644230	0.048092	0.012093	15395.500000	promoter	0.011558	0.181816	True	True	True	0.000958	0.998482	164.517301	5	0.001755	0.080502	1	0	0.267593	0.276369	False
chr2	125246939	125247771	Gatm	0.070664	0.442210	113.694606	0.003889	0.000735	0.011195	0.070605	105.276239	0.000671	0.000110	2636052.000000	promoter	-0.059469	-0.371605	True	True	True	0.071977	0.804222	278.169315	12	-0.001252	-0.076395	2	2	0.377085	0.362056	False
chr4	43492649	43493540	Gba2	0.090676	1.687481	73.882037	0.022840	0.006392	0.076571	1.338575	72.465882	0.018472	0.004954	85778.500000	promoter	-0.014105	-0.348906	True	True	True	0.050626	0.870801	319.136844	10	0.000166	-0.532917	1	2	0.498047	0.499710	False
chr16	67619852	67621281	Gbe1	0.080779	0.245192	45.089552	0.005438	0.001033	0.038861	0.145823	50.308922	0.002899	0.000541	2693381.500000	promoter	-0.041918	-0.099369	True	True	True	-0.063624	0.858190	191.057434	1	-0.041918	-0.099369	0	1	0.080779	0.038861	False
chr19	46395244	46395998	Gbf1	0.021285	0.526185	56.699770	0.009280	0.002272	0.014599	0.376792	58.565194	0.006434	0.001473	243113.000000	promoter	-0.006686	-0.149393	True	True	True	0.088919	0.371219	1288.839677	3	0.000769	0.123081	0	0	0.058378	0.060685	False
chr3	142881337	142882744	Gbp2	0.100157	0.160917	37.058617	0.004342	0.000900	0.036520	0.070878	36.254853	0.001955	0.000238	261439.500000	promoter	-0.063637	-0.090039	True	True	True	0.068579	0.970236	5.128318	15	0.001699	0.280409	6	4	0.691099	0.716582	False
chr3	144569931	144570768	Gbp3	0.032576	0.089990	69.229397	0.001300	0.000236	0.002559	0.009724	71.738419	0.000136	0.000000	2010324.500000	promoter	-0.030017	-0.080266	True	False	True	0.289419	0.836295	4.592312	9	-0.003962	0.529154	3	5	0.640869	0.605212	False
chr3	142498802	142499302	Gbp5	0.594963	3.048400	22.869777	0.133294	0.036281	0.558825	2.963755	21.582878	0.137320	0.038332	5075.000000	genic	-0.036138	-0.084645	True	True	True	-0.286648	0.866807	5.298188	7	-0.001991	0.063220	3	3	0.762506	0.748566	False
chr3	142498802	142499302	Gbp7	0.312348	0.716524	22.869777	0.031331	0.008348	0.237334	0.743935	21.582878	0.034469	0.009555	31289.000000	genic	-0.075014	0.027411	True	True	True	0.340340	0.770854	5.859448	10	0.001810	0.551578	5	3	0.588722	0.606819	False
chr5	24529975	24530475	Gbx1	0.075275	0.745797	5.298365	0.140760	0.039689	0.089718	0.910828	6.240410	0.145956	0.042342	3023.000000	intergenic	0.014443	0.165031	True	True	True	-0.134979	0.844352	20.587512	11	-0.000064	0.118894	1	1	0.515476	0.514775	False
chr2	65669485	65669985	Gca	0.000876	0.001626	18.110229	0.000090	0.000000	0.020008	0.047463	19.374194	0.002450	0.000449	3005451.000000	genic	0.019132	0.045837	False	True	True	0.157719	0.723725	41.281723	5	-0.001184	0.054721	1	2	0.133365	0.127447	False
chr15	79028199	79028762	Gcat	0.102529	3.068152	19.910561	0.154097	0.046498	0.118941	3.117509	18.580995	0.167779	0.053483	2419.500000	promoter	0.016412	0.049357	True	True	True	-0.626801	0.210790	20.764585	7	0.002632	-1.291165	2	0	0.477658	0.496082	False
chr6	28429858	28430358	Gcc1	0.042174	0.391343	2.557241	0.153033	0.045955	0.066647	0.588071	3.816992	0.154067	0.046482	1718.000000	genic	0.024473	0.196728	True	True	True	-0.192419	0.408823	148.022224	11	0.003450	0.035465	3	0	0.657221	0.695171	False
chr10	58323122	58323715	Gcc2	0.100172	0.639812	46.509292	0.013757	0.003210	0.141880	0.928312	42.350646	0.021920	0.005996	67922.500000	promoter	0.041708	0.288500	True	True	True	-0.085937	0.757772	774.256149	5	0.004306	0.180224	1	2	0.252639	0.274167	False
chr8	84846684	84847437	Gcdh	0.129185	4.411303	85.282715	0.051726	0.016396	0.118331	3.859348	84.968614	0.045421	0.014117	46860.500000	promoter	-0.010854	-0.551955	True	True	True	0.196883	0.645432	54.376615	4	-0.007077	-1.318544	0	1	0.257956	0.229648	False
chr6	82917254	82917754	Gcfc2	0.005870	0.015217	54.557332	0.000279	0.000000	0.027501	0.087788	49.138845	0.001787	0.000340	993836.000000	genic	0.021631	0.072571	False	True	True	0.118182	0.606194	266.680918	6	0.003767	0.181401	2	2	0.182052	0.204656	False
chr11	120512885	120513385	Gcgr	0.034171	0.439975	10.010873	0.043950	0.011165	0.019297	0.240553	5.342036	0.045030	0.011619	17563.000000	intergenic	-0.014874	-0.199422	True	True	True	-0.065400	0.976946	3.762989	9	0.001245	-0.056219	1	2	0.478151	0.489352	False
chr14	52103778	52104494	Gch1	0.003854	0.007730	142.474262	0.000054	0.000000	0.039241	0.103960	135.934882	0.000765	0.000125	4914723.000000	promoter	0.035387	0.096230	False	True	True	-0.220957	0.865904	6.844269	20	0.001075	0.385579	6	6	0.510794	0.532299	False
chr2	119208366	119209045	Gchfr	0.176873	1.403954	67.535973	0.020788	0.004973	0.154019	1.234471	67.145758	0.018385	0.004086	40933.500000	promoter	-0.022854	-0.169483	True	True	True	0.406334	0.788748	3.306384	9	-0.001203	-0.051224	2	2	0.458916	0.448091	False
chr11	5955395	5955942	Gck	0.115450	1.673182	14.158906	0.118172	0.031080	0.136151	1.778148	13.935747	0.127596	0.035810	5587.500000	promoter	0.020701	0.104966	True	True	True	-0.458068	0.799265	2.599881	14	0.001571	-0.445153	1	0	0.511233	0.533227	False
chr5	31240613	31241125	Gckr	0.040686	0.615429	29.579328	0.020806	0.005462	0.051807	0.762286	31.447458	0.024240	0.006668	56573.000000	promoter	0.011121	0.146857	True	True	True	1.115034	0.142355	5.081396	8	0.000059	-0.230864	1	1	0.577030	0.577501	False
chr9	78481691	78482191	Gclc	0.040282	0.271568	67.719855	0.004010	0.000859	0.027314	0.181267	40.632781	0.004461	0.000966	727407.000000	genic	-0.012968	-0.090301	True	True	True	-0.156379	0.084652	599.487231	7	-0.001819	-0.136456	0	1	0.493401	0.480670	False
chr3	122206147	122206647	Gclm	0.123086	1.677442	30.477356	0.055039	0.017610	0.063401	0.649264	18.212881	0.035649	0.010404	39159.000000	intergenic	-0.059685	-1.028178	True	True	True	-0.898507	0.000000	93.139195	6	-0.017759	-2.377010	2	4	0.379567	0.273011	True
chr5	115559216	115559745	Gcn1	0.253287	4.496869	45.051065	0.099817	0.022681	0.241884	4.496468	44.581242	0.100860	0.023202	5772.500000	promoter	-0.011403	-0.000401	True	True	True	0.137685	0.563123	451.112742	9	-0.001672	0.191789	0	1	0.564557	0.549507	False
chr13	41249593	41250123	Gcnt2	0.042403	0.042873	32.448741	0.001321	0.000155	0.177481	0.205131	34.462488	0.005952	0.001362	390105.000000	promoter	0.135078	0.162258	True	True	True	0.262415	0.573954	43.517371	14	0.007786	0.190335	5	7	0.444718	0.553719	False
chr13	97053820	97054320	Gcnt4	0.041939	0.058625	9.412187	0.006229	0.001229	0.075991	0.164162	14.132951	0.011616	0.002894	129382.000000	intergenic	0.034052	0.105537	True	True	True	0.497376	0.527480	9.300132	12	0.006961	0.525268	7	4	0.452269	0.535803	False
chr8	113635093	113635836	Gcsh	0.025966	0.490997	142.012419	0.003457	0.000632	0.000675	0.010826	135.080331	0.000080	0.000000	3358072.500000	promoter	-0.025291	-0.480171	True	False	True	-0.289008	0.359701	39.580600	6	-0.004204	-1.136186	1	2	0.253935	0.228709	False
chr1	17121260	17121760	Gdap1	0.092406	0.566217	15.548711	0.036416	0.009506	0.058852	0.297443	9.965374	0.029848	0.006871	23851.000000	intergenic	-0.033554	-0.268774	True	True	True	0.009808	0.976206	626.164309	13	-0.007853	-1.231043	1	5	0.666176	0.564092	False
chr2	163433867	163434367	Gdap1l1	0.165626	2.446111	13.774037	0.177589	0.058490	0.125378	1.762455	9.746258	0.180834	0.060147	4358.000000	intergenic	-0.040248	-0.683656	True	True	True	-0.200677	0.047435	545.913979	4	-0.003127	-0.554789	1	1	0.532434	0.519927	False
chr3	100106695	100107195	Gdap2	0.125237	0.874438	25.551031	0.034223	0.010166	0.066664	0.406890	15.368762	0.026475	0.007437	55435.000000	genic	-0.058573	-0.467548	True	True	True	-0.098829	0.526122	760.268919	4	-0.014913	-0.687693	0	1	0.368271	0.308618	False
chr7	118532978	118533606	Gde1	0.064864	0.830308	46.410936	0.017890	0.004794	0.052704	0.727203	50.181835	0.014491	0.003789	172486.000000	promoter	-0.012160	-0.103105	True	True	True	-0.156617	0.238649	286.734166	8	-0.000082	0.460371	0	1	0.470842	0.470184	False
chr14	31336387	31336982	Gdf10	0.026874	0.062513	45.213566	0.001383	0.000249	0.001639	0.004761	45.470851	0.000105	0.000000	2586901.500000	promoter	-0.025235	-0.057752	True	False	True	0.141386	0.627765	361.446545	10	-0.010477	-0.050193	0	5	0.438796	0.334029	False
chr10	128565737	128566507	Gdf11	0.058046	0.573075	85.470873	0.006705	0.001563	0.021356	0.191204	78.294355	0.002442	0.000420	325596.000000	promoter	-0.036690	-0.381871	True	True	True	-0.008474	0.985336	176.711985	12	-0.002849	-0.859386	2	3	0.601569	0.567386	False
